PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_19_31.0_1.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   229   NCDist   1414
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_19_31.0_1.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0     -3.39515   1.60183   3.50112 -26.83616 -20.43785 -23.99896     (-20.795,-3.501) (-1.602,-13.436) (-16.630,-3.395)      0  0  
1     -3.57091   1.56947   3.29777 -26.60046 -20.36712 -23.79084     (-20.652,-3.298) (-1.569,-13.772) (-16.866,-3.571)      0.512135  0.623098  
2     -3.74667   1.53711   3.09442 -26.36475 -20.29639 -23.58272     (-20.509,-3.094) (-1.537,-14.108) (-17.102,-3.747)      1.02427  1.2462  
3     -3.92243   1.50475   2.89107 -26.12904 -20.22566 -23.37460     (-20.365,-2.891) (-1.505,-14.444) (-17.337,-3.922)      1.53641  1.86929  
4     -4.09819   1.47239   2.68773 -25.89333 -20.15493 -23.16648     (-20.222,-2.688) (-1.472,-14.779) (-17.573,-4.098)      2.04854  2.49239  
5     -4.27395   1.44003   2.48438 -25.65763 -20.08420 -22.95837     (-20.078,-2.484) (-1.440,-15.115) (-17.809,-4.274)      2.56068  3.11549  
6     -4.44971   1.40767   2.28103 -25.42192 -20.01347 -22.75025     (-19.935,-2.281) (-1.408,-15.451) (-18.045,-4.450)      3.07281  3.73859  
7     -4.62546   1.37531   2.07768 -25.18621 -19.94274 -22.54213     (-19.792,-2.078) (-1.375,-15.787) (-18.280,-4.625)      3.58495  4.36168  
8     -4.80122   1.34295   1.87434 -24.95050 -19.87201 -22.33401     (-19.648,-1.874) (-1.343,-16.123) (-18.516,-4.801)      4.09708  4.98478  
9     -4.97698   1.31059   1.67099 -24.71480 -19.80128 -22.12589     (-19.505,-1.671) (-1.311,-16.459) (-18.752,-4.977)      4.60922  5.60788  
