Fol_2018-05-14.17_24_33.1_62.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      6.45216 -48.87386 -43.25651   1.79252  -1.69132  -3.13602     (-1.344,-37.560) (-0.101,-32.145) (-4.660,-1.590) 0  0  
1      6.37342 -48.38121 -42.86665   1.39502  -1.99893  -3.12041     (-1.999,-37.633) (-0.604,-32.119) (-4.374,-1.121) 0.89499  0.994671  
2      6.29467 -47.88855 -42.47678   0.99752  -2.30654  -3.10479     (-2.307,-37.606) (-1.309,-32.194) (-3.988,-0.798) 1.80409  1.86249  
3      6.21593 -47.39590 -42.08691   0.60003  -2.61415  -3.08918     (-2.614,-37.578) (-2.014,-32.269) (-3.602,-0.475) 2.72257  2.76627  
4      6.13718 -46.90325 -41.69704   0.20253  -2.92176  -3.07356     (-2.922,-37.551) (-2.719,-32.344) (-3.215,-0.152) 3.64335  3.67962  
5      6.05844 -46.41059 -41.30718  -0.19497  -3.22937  -3.05795     (-37.352,-3.253) (-3.058,-32.248) (-0.171,-3.000) 4.11407  4.14822  
6      5.97969 -45.91794 -40.91731  -0.59246  -3.53698  -3.04233     (-37.001,-3.635) (-3.042,-32.000) (-0.495,-2.937) 4.25233  4.28949  
7      5.90095 -45.42529 -40.52744  -0.98996  -3.84459  -3.02672     (-36.650,-4.017) (-3.027,-31.752) (-0.818,-2.874) 4.48523  4.52437  
8      5.82221 -44.93263 -40.13758  -1.38746  -4.15220  -3.01110     (-36.299,-4.399) (-3.011,-31.504) (-1.141,-2.811) 4.799  4.83925  
9      5.74346 -44.43998 -39.74771  -1.78496  -4.45981  -2.99549     (-35.949,-4.780) (-2.995,-31.256) (-1.464,-2.748) 5.17896  5.21966  
10      5.66472 -43.94733 -39.35784  -2.18245  -4.76742  -2.97987     (-35.598,-5.162) (-2.980,-31.008) (-1.788,-2.685) 5.61169  5.65239  
11      5.58597 -43.45467 -38.96797  -2.57995  -5.07503  -2.96426     (-35.247,-5.544) (-2.964,-30.760) (-2.111,-2.622) 6.08594  6.12637  
12      5.50723 -42.96202 -38.57811  -2.97745  -5.38264  -2.94864     (-34.896,-5.926) (-2.949,-30.512) (-2.434,-2.559) 6.59276  6.63276  
13      5.42849 -42.46937 -38.18824  -3.37494  -5.69025  -2.93303     (-34.545,-6.308) (-2.933,-30.264) (-2.757,-2.495) 7.1252  7.16468  
14      5.34974 -41.97671 -37.79837  -3.77244  -5.99786  -2.91741     (-34.195,-6.690) (-2.917,-30.016) (-3.080,-2.432) 7.67793  7.71687  
15      5.27100 -41.48406 -37.40850  -4.16994  -6.30547  -2.90180     (-33.844,-7.072) (-2.902,-29.768) (-3.404,-2.369) 8.24687  8.28526  
16      5.19225 -40.99141 -37.01864  -4.56743  -6.61308  -2.88618     (-33.493,-7.454) (-2.886,-29.520) (-3.727,-2.306) 8.82889  8.86675  
17      5.11351 -40.49875 -36.62877  -4.96493  -6.92069  -2.87057     (-33.142,-7.835) (-2.871,-29.272) (-4.050,-2.243) 9.42157  9.45892  
18      5.03477 -40.00610 -36.23890  -5.36243  -7.22830  -2.85495     (-32.792,-8.217) (-2.855,-29.024) (-4.373,-2.180) 10.023  10.0599  
19      4.95602 -39.51345 -35.84903  -5.75992  -7.53591  -2.83934     (-32.441,-8.599) (-2.839,-28.776) (-4.697,-2.117) 10.6317  10.6682  
20      4.87728 -39.02079 -35.45917  -6.15742  -7.84352  -2.82372     (-32.090,-8.981) (-2.824,-28.528) (-5.020,-2.054) 11.2466  11.2825  
21      4.79853 -38.52814 -35.06930  -6.55492  -8.15113  -2.80811     (-31.739,-9.363) (-2.808,-28.280) (-5.343,-1.990) 11.8665  11.9021  
22      4.71979 -38.03549 -34.67943  -6.95241  -8.45874  -2.79249     (-31.388,-9.745) (-2.792,-28.032) (-5.666,-1.927) 12.4909  12.5261  
23      4.64105 -37.54283 -34.28956  -7.34991  -8.76635  -2.77688     (-31.038,-10.127) (-2.777,-27.784) (-5.989,-1.864) 13.119  13.1539  
24      4.56230 -37.05018 -33.89970  -7.74741  -9.07396  -2.76126     (-30.687,-10.509) (-2.761,-27.536) (-6.313,-1.801) 13.7503  13.7849  
25      4.48356 -36.55753 -33.50983  -8.14490  -9.38157  -2.74565     (-30.336,-10.891) (-2.746,-27.288) (-6.636,-1.738) 14.3845  14.4188  
26      4.40481 -36.06488 -33.11996  -8.54240  -9.68918  -2.73003     (-29.985,-11.272) (-2.730,-27.040) (-6.959,-1.675) 15.0211  15.0551  
27      4.32607 -35.57222 -32.73009  -8.93990  -9.99679  -2.71442     (-29.634,-11.654) (-2.714,-26.792) (-7.282,-1.612) 15.6599  15.6936  
28      4.24732 -35.07957 -32.34023  -9.33740 -10.30440  -2.69880     (-29.284,-12.036) (-2.699,-26.544) (-7.606,-1.549) 16.3006  16.3341  
29      4.16858 -34.58692 -31.95036  -9.73489 -10.61201  -2.68319     (-28.933,-12.418) (-2.683,-26.296) (-7.929,-1.485) 16.9429  16.9762  
30      4.08984 -34.09426 -31.56049 -10.13239 -10.91962  -2.66757     (-28.582,-12.800) (-2.668,-26.048) (-8.252,-1.422) 17.5868  17.6199  
31      4.01109 -33.60161 -31.17063 -10.52989 -11.22723  -2.65196     (-28.231,-13.182) (-2.652,-25.800) (-8.575,-1.359) 18.232  18.2649  
32      3.93235 -33.10896 -30.78076 -10.92738 -11.53484  -2.63634     (-27.881,-13.564) (-2.636,-25.552) (-8.899,-1.296) 18.8785  18.9111  
33      3.85360 -32.61630 -30.39089 -11.32488 -11.84245  -2.62073     (-27.530,-13.946) (-2.621,-25.304) (-9.222,-1.233) 19.526  19.5584  
34      3.77486 -32.12365 -30.00102 -11.72238 -12.15006  -2.60511     (-27.179,-14.327) (-2.605,-25.056) (-9.545,-1.170) 20.1745  20.2068  
35      3.69612 -31.63100 -29.61116 -12.11987 -12.45767  -2.58950     (-26.828,-14.709) (-2.589,-24.808) (-9.868,-1.107) 20.8238  20.856  
36      3.61737 -31.13834 -29.22129 -12.51737 -12.76528  -2.57388     (-26.477,-15.091) (-2.574,-24.560) (-10.191,-1.043) 21.474  21.506  
37      3.53863 -30.64569 -28.83142 -12.91487 -13.07289  -2.55827     (-26.127,-15.473) (-2.558,-24.312) (-10.515,-0.980) 22.125  22.1568  
38      3.45988 -30.15304 -28.44155 -13.31236 -13.38050  -2.54265     (-25.776,-15.855) (-2.543,-24.064) (-10.838,-0.917) 22.7766  22.8083  
39      3.38114 -29.66038 -28.05169 -13.70986 -13.68811  -2.52704     (-25.425,-16.237) (-2.527,-23.816) (-11.161,-0.854) 23.4288  23.4604  
40      3.30240 -29.16773 -27.66182 -14.10736 -13.99572  -2.51142     (-25.074,-16.619) (-2.511,-23.568) (-11.484,-0.791) 24.0816  24.1131  
41      3.22365 -28.67508 -27.27195 -14.50485 -14.30333  -2.49580     (-24.724,-17.001) (-2.496,-23.320) (-11.808,-0.728) 24.7349  24.7663  
42      3.14491 -28.18242 -26.88208 -14.90235 -14.61094  -2.48019     (-24.373,-17.383) (-2.480,-23.072) (-12.131,-0.665) 25.3887  25.4199  
43      3.06616 -27.68977 -26.49222 -15.29985 -14.91855  -2.46457     (-24.022,-17.764) (-2.465,-22.824) (-12.454,-0.602) 26.043  26.0741  
44      2.98742 -27.19712 -26.10235 -15.69734 -15.22616  -2.44896     (-23.671,-18.146) (-2.449,-22.576) (-12.777,-0.538) 26.6976  26.7286  
45      2.90868 -26.70446 -25.71248 -16.09484 -15.53377  -2.43334     (-23.320,-18.528) (-2.433,-22.328) (-13.100,-0.475) 27.3527  27.3836  
46      2.82993 -26.21181 -25.32261 -16.49234 -15.84138  -2.41773     (-22.970,-18.910) (-2.418,-22.080) (-13.424,-0.412) 28.0081  28.0389  
47      2.75119 -25.71916 -24.93275 -16.88984 -16.14899  -2.40211     (-22.619,-19.292) (-2.402,-21.832) (-13.747,-0.349) 28.6638  28.6945  
48      2.67244 -25.22651 -24.54288 -17.28733 -16.45660  -2.38650     (-22.268,-19.674) (-2.386,-21.584) (-14.070,-0.286) 29.3199  29.3505  
49      2.59370 -24.73385 -24.15301 -17.68483 -16.76421  -2.37088     (-21.917,-20.056) (-2.371,-21.336) (-14.393,-0.223) 29.9762  30.0068  
50      2.51495 -24.24120 -23.76314 -18.08233 -17.07182  -2.35527     (-21.567,-20.438) (-2.355,-21.089) (-14.717,-0.160) 30.3684  30.5392  
51      2.43621 -23.74855 -23.37328 -18.47982 -17.37943  -2.33965     (-21.216,-20.819) (-2.340,-20.841) (-15.040,-0.097) 30.1404  30.2971  
52      2.35747 -23.25589 -22.98341 -18.87732 -17.68704  -2.32404     (-20.865,-21.201) (-2.324,-20.593) (-15.363,-0.033) 29.912  30.0676  
53      2.27872 -22.76324 -22.59354 -19.27482 -17.99465  -2.30842     (-2.279,-21.554) (-20.485,-20.315) (-15.716,-0.030) 29.8078  30.0891  
54      2.19998 -22.27059 -22.20368 -19.67231 -18.30226  -2.29281     (-2.200,-21.872) (-20.071,-20.004) (-16.102,-0.093) 29.6398  30.0336  
55      2.12123 -21.77793 -21.81381 -20.06981 -18.60987  -2.27719     (-2.121,-22.191) (-19.657,-19.693) (-16.489,-0.156) 29.4887  29.9957  
56      2.04249 -21.28528 -21.42394 -20.46731 -18.91748  -2.26158     (-2.042,-22.510) (-19.243,-19.381) (-16.875,-0.219) 29.3549  29.9754  
57      1.96375 -20.79263 -21.03407 -20.86480 -19.22509  -2.24596     (-1.964,-22.829) (-18.829,-19.070) (-17.261,-0.282) 29.2386  29.9728  
58      1.88500 -20.29997 -20.64421 -21.26230 -19.53270  -2.23035     (-1.885,-23.147) (-18.415,-18.759) (-17.648,-0.345) 29.1399  29.88  
59      1.80626 -19.80732 -20.25434 -21.65980 -19.84031  -2.21473     (-1.806,-23.466) (-18.001,-18.448) (-18.034,-0.408) 29.0592  29.2829  
60      1.72751 -19.31467 -19.86447 -22.05729 -20.14792  -2.19912     (-1.728,-23.785) (-17.587,-18.137) (-18.420,-0.472) 28.5645  28.5645  
61      1.64877 -18.82201 -19.47460 -22.45479 -20.45553  -2.18350     (-1.649,-24.104) (-17.173,-17.826) (-18.807,-0.535) 27.8466  27.8466  
62      1.57003 -18.32936 -19.08474 -22.85229 -20.76314  -2.16789     (-1.570,-24.422) (-16.759,-17.515) (-19.193,-0.598) 27.1291  27.1291  
63      1.49128 -17.83671 -18.69487 -23.24978 -21.07075  -2.15227     (-1.491,-24.741) (-16.345,-17.204) (-19.579,-0.661) 26.4122  26.4122  
64      1.41254 -17.34405 -18.30500 -23.64728 -21.37836  -2.13666     (-1.413,-25.060) (-15.932,-16.892) (-19.966,-0.724) 25.6959  25.6959  
65      1.33379 -16.85140 -17.91513 -24.04478 -21.68597  -2.12104     (-1.334,-25.379) (-15.518,-16.581) (-20.352,-0.787) 24.9803  24.9803  
66      1.25505 -16.35875 -17.52527 -24.44228 -21.99358  -2.10543     (-1.255,-25.697) (-15.104,-16.270) (-20.739,-0.850) 24.2653  24.2653  
67      1.17631 -15.86609 -17.13540 -24.83977 -22.30119  -2.08981     (-1.176,-26.016) (-14.690,-15.959) (-21.125,-0.914) 23.5512  23.5512  
68      1.09756 -15.37344 -16.74553 -25.23727 -22.60880  -2.07420     (-1.098,-26.335) (-14.276,-15.648) (-21.511,-0.977) 22.8378  22.8378  
69      1.01882 -14.88079 -16.35566 -25.63477 -22.91641  -2.05858     (-1.019,-26.654) (-13.862,-15.337) (-21.898,-1.040) 22.1254  22.1254  
70      0.94007 -14.38813 -15.96580 -26.03226 -23.22402  -2.04297     (-0.940,-26.972) (-13.448,-15.026) (-22.284,-1.103) 21.414  21.414  
71      0.86133 -13.89548 -15.57593 -26.42976 -23.53163  -2.02735     (-0.861,-27.291) (-13.034,-14.715) (-22.670,-1.166) 20.7037  20.7037  
72      0.78258 -13.40283 -15.18606 -26.82726 -23.83924  -2.01174     (-0.783,-27.610) (-12.620,-14.403) (-23.057,-1.229) 19.9946  19.9946  
73      0.70384 -12.91018 -14.79620 -27.22475 -24.14685  -1.99612     (-0.704,-27.929) (-12.206,-14.092) (-23.443,-1.292) 19.2869  19.2869  
74      0.62510 -12.41752 -14.40633 -27.62225 -24.45446  -1.98051     (-0.625,-28.247) (-11.792,-13.781) (-23.829,-1.355) 18.5807  18.5807  
75      0.54635 -11.92487 -14.01646 -28.01975 -24.76207  -1.96489     (-0.546,-28.566) (-11.379,-13.470) (-24.216,-1.419) 17.8763  17.8763  
76      0.46761 -11.43222 -13.62659 -28.41724 -25.06968  -1.94928     (-0.468,-28.885) (-10.965,-13.159) (-24.602,-1.482) 17.1737  17.1737  
77      0.38886 -10.93956 -13.23673 -28.81474 -25.37729  -1.93366     (-0.389,-29.204) (-10.551,-12.848) (-24.988,-1.545) 16.4733  16.4733  
78      0.31012 -10.44691 -12.84686 -29.21224 -25.68490  -1.91805     (-0.310,-29.522) (-10.137,-12.537) (-25.375,-1.608) 15.7754  15.7754  
79      0.23138  -9.95426 -12.45699 -29.60973 -25.99251  -1.90243     (-0.231,-29.841) (-9.723,-12.226) (-25.761,-1.671) 15.0802  15.0802  
80      0.15263  -9.46160 -12.06712 -30.00723 -26.30012  -1.88682     (-0.153,-30.160) (-9.309,-11.914) (-26.147,-1.734) 14.3883  14.3883  
81      0.07389  -8.96895 -11.67726 -30.40473 -26.60773  -1.87120     (-0.074,-30.479) (-8.895,-11.603) (-26.534,-1.797) 13.7  13.7  
82     -0.00486  -8.47630 -11.28739 -30.80222 -26.91534  -1.85559     (-0.005,-30.802) (-8.476,-26.915) (-11.287,-1.856) 13.0097  13.7456  
83     -0.08360  -7.98364 -10.89752 -31.19972 -27.22295  -1.83997     (-0.084,-31.200) (-7.984,-27.223) (-10.898,-1.840) 12.2279  12.937  
84     -0.16234  -7.49099 -10.50765 -31.59722 -27.53056  -1.82436     (-0.162,-31.597) (-7.491,-27.531) (-10.508,-1.824) 11.4498  12.1285  
85     -0.24109  -6.99834 -10.11779 -31.99472 -27.83817  -1.80874     (-0.241,-31.995) (-6.998,-27.838) (-10.118,-1.809) 10.6762  11.3199  
86     -0.31983  -6.50568  -9.72792 -32.39221 -28.14578  -1.79313     (-0.320,-32.392) (-6.506,-28.146) (-9.728,-1.793) 9.90825  10.5113  
87     -0.39858  -6.01303  -9.33805 -32.78971 -28.45339  -1.77751     (-0.399,-32.790) (-6.013,-28.453) (-9.338,-1.778) 9.14728  9.70277  
88     -0.47732  -5.52038  -8.94818 -33.18721 -28.76100  -1.76190     (-0.477,-33.187) (-5.520,-28.761) (-8.948,-1.762) 8.39522  8.8942  
89     -0.55606  -5.02772  -8.55832 -33.58470 -29.06861  -1.74628     (-0.556,-33.585) (-5.028,-29.069) (-8.558,-1.746) 7.65468  8.08564  
90     -0.63481  -4.53507  -8.16845 -33.98220 -29.37622  -1.73067     (-0.635,-33.982) (-4.535,-29.376) (-8.168,-1.731) 6.92937  7.27708  
91     -0.71355  -4.04242  -7.77858 -34.37970 -29.68383  -1.71505     (-0.714,-34.380) (-4.042,-29.684) (-7.779,-1.715) 6.2246  6.46851  
92     -0.79230  -3.54976  -7.38871 -34.77719 -29.99144  -1.69944     (-0.792,-34.777) (-3.550,-29.991) (-7.389,-1.699) 5.54822  5.65995  
93     -0.87104  -3.05711  -6.99885 -35.17469 -30.29905  -1.68382     (-0.871,-35.175) (-3.057,-30.299) (-6.999,-1.684) 4.85138  4.85138  
94     -0.94979  -2.56446  -6.60898 -35.57219 -30.60666  -1.66821     (-0.950,-35.572) (-2.564,-30.607) (-6.609,-1.668) 4.04282  4.04282  
95     -1.02853  -2.07181  -6.21911 -35.96968 -30.91427  -1.65259     (-1.029,-35.970) (-2.072,-30.914) (-6.219,-1.653) 3.23426  3.23426  
96     -1.10727  -1.57915  -5.82925 -36.36718 -31.22188  -1.63698     (-1.107,-36.367) (-1.579,-31.222) (-5.829,-1.637) 2.42569  2.42569  
97     -1.18602  -1.08650  -5.43938 -36.76468 -31.52949  -1.62136     (-1.186,-36.765) (-1.086,-31.529) (-5.439,-1.621) 1.61713  1.61713  
98     -1.26476  -0.59385  -5.04951 -37.16217 -31.83710  -1.60575     (-1.265,-37.162) (-0.594,-31.837) (-5.050,-1.606) 0.808564  0.808564  
99     -1.34351  -0.10119  -4.65964 -37.55967 -32.14471  -1.59013     (-1.344,-37.560) (-0.101,-32.145) (-4.660,-1.590) 0  0  
