Fol_2018-05-06.16_53_57.2_11.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      1.30043 -49.66916  -0.99025 -21.06586 -56.95979 -17.25557     (-55.349,-22.056) (-48.679,-0.310) (-0.990,-15.645) 0  0  0  0  
1      0.72821 -49.65915  -0.99025 -21.07586 -56.38757 -17.23930     (-0.728,-21.804) (-48.931,-0.262) (-55.659,-16.511) 1.17027  2.11522  2.29961  8.30137  
2      0.15599 -49.64915  -0.99025 -21.08587 -55.81535 -17.22303     (-0.156,-21.242) (-49.493,-0.834) (-55.659,-17.067) 2.33458  4.12335  4.17627  7.61223  
3     -0.41623 -49.63915  -0.99025 -21.09587 -55.24313 -17.20676     (-0.416,-21.096) (-49.639,-55.243) (-0.990,-17.207) 2.86849  4.96255  5.42042  39.0398  
4     -0.98844 -49.62915  -0.99025 -21.10587 -54.67091 -17.19049     (-0.988,-21.106) (-49.629,-54.671) (-0.990,-17.190) 3.00617  6.41872  5.60693  39.0366  
5     -1.56066 -49.61914  -0.99025 -21.11587 -54.09869 -17.17422     (-1.561,-21.116) (-49.619,-54.099) (-0.990,-17.174) 3.34014  8.16832  6.07789  39.0501  
6     -2.13288 -49.60914  -0.99025 -21.12588 -53.52648 -17.15796     (-2.133,-21.126) (-49.609,-53.526) (-0.990,-17.158) 3.81926  10.0594  6.75814  39.0803  
7     -2.70510 -49.59914  -0.99025 -21.13588 -52.95426 -17.14169     (-2.705,-21.136) (-49.599,-52.954) (-0.990,-17.142) 4.39631  12.0254  7.57839  39.1273  
8     -3.27732 -49.58914  -0.99025 -21.14588 -52.38204 -17.12542     (-3.277,-21.146) (-49.589,-52.382) (-0.990,-17.125) 5.03776  14.0348  8.45225  39.191  
9     -3.84954 -49.57913  -0.99025 -21.15588 -51.80982 -17.10915     (-3.850,-21.156) (-49.579,-51.810) (-0.990,-17.109) 5.72199  15.9017  9.37556  39.2713  
10     -4.42175 -49.56913  -0.99025 -21.16589 -51.23760 -17.09288     (-4.422,-21.166) (-49.569,-51.238) (-0.990,-17.093) 6.43537  17.3816  10.2528  39.368  
11     -4.99397 -49.55913  -0.99025 -21.17589 -50.66539 -17.07661     (-4.994,-21.176) (-49.559,-50.665) (-0.990,-17.077) 7.1692  18.8586  11.043  39.4811  
12     -5.56619 -49.54913  -0.99025 -21.18589 -50.09317 -17.06034     (-5.566,-21.186) (-49.549,-50.093) (-0.990,-17.060) 7.9178  19.8645  11.9315  39.6104  
13     -6.13841 -49.53912  -0.99025 -21.19589 -49.52095 -17.04407     (-6.138,-21.196) (-49.539,-49.521) (-0.990,-17.044) 8.66337  20.8088  12.8854  39.7558  
14     -6.71063 -49.52912  -0.99025 -21.20590 -48.94873 -17.02781     (-6.711,-21.206) (-49.529,-48.949) (-0.990,-17.028) 9.02603  21.7871  13.884  39.9171  
15     -7.28284 -49.51912  -0.99025 -21.21590 -48.37651 -17.01154     (-7.283,-21.216) (-49.519,-48.377) (-0.990,-17.012) 9.44431  22.7949  14.9139  40.0941  
16     -7.85506 -49.50911  -0.99025 -21.22590 -47.80429 -16.99527     (-7.855,-21.226) (-49.509,-47.804) (-0.990,-16.995) 9.91118  23.8285  15.9666  40.2866  
17     -8.42728 -49.49911  -0.99025 -21.23590 -47.23208 -16.97900     (-8.427,-21.236) (-49.499,-47.232) (-0.990,-16.979) 10.4201  24.8848  17.0363  40.4943  
18     -8.99950 -49.48911  -0.99025 -21.24591 -46.65986 -16.96273     (-8.999,-21.246) (-49.489,-46.660) (-0.990,-16.963) 10.9652  25.9609  18.0899  40.7171  
19     -9.57172 -49.47911  -0.99025 -21.25591 -46.08764 -16.94646     (-9.572,-21.256) (-49.479,-46.088) (-0.990,-16.946) 11.5415  27.0544  18.4918  40.9547  
20    -10.14394 -49.46910  -0.99025 -21.26591 -45.51542 -16.93019     (-10.144,-21.266) (-49.469,-45.515) (-0.990,-16.930) 12.1443  28.1634  19.0744  41.2068  
21    -10.71615 -49.45910  -0.99025 -21.27591 -44.94320 -16.91392     (-10.716,-21.276) (-49.459,-44.943) (-0.990,-16.914) 12.7701  29.286  19.9784  41.4732  
22    -11.28837 -49.44910  -0.99025 -21.28592 -44.37098 -16.89766     (-11.288,-21.286) (-49.449,-44.371) (-0.990,-16.898) 13.4155  30.4209  21.1697  41.7536  
23    -11.86059 -49.43910  -0.99025 -21.29592 -43.79877 -16.88139     (-11.861,-21.296) (-49.439,-43.799) (-0.990,-16.881) 14.0779  31.5666  22.6173  42.0477  
24    -12.43281 -49.42909  -0.99025 -21.30592 -43.22655 -16.86512     (-12.433,-21.306) (-49.429,-43.227) (-0.990,-16.865) 14.7549  32.722  24.291  42.3552  
25    -13.00503 -49.41909  -0.99025 -21.31592 -42.65433 -16.84885     (-13.005,-21.316) (-49.419,-42.654) (-0.990,-16.849) 15.4447  33.8861  25.8413  42.6759  
26    -13.57725 -49.40909  -0.99025 -21.32593 -42.08211 -16.83258     (-13.577,-21.326) (-49.409,-42.082) (-0.990,-16.833) 16.1457  35.058  26.9773  42.7348  
27    -14.14946 -49.39909  -0.99025 -21.33593 -41.50989 -16.81631     (-14.149,-21.336) (-49.399,-41.510) (-0.990,-16.816) 16.8564  36.2371  28.1157  42.6408  
28    -14.72168 -49.38908  -0.99025 -21.34593 -40.93767 -16.80004     (-14.722,-21.346) (-49.389,-40.938) (-0.990,-16.800) 17.5756  37.4226  29.2561  42.5621  
29    -15.29390 -49.37908  -0.99025 -21.35594 -40.36546 -16.78377     (-15.294,-21.356) (-49.379,-40.365) (-0.990,-16.784) 18.3024  38.6139  30.3981  42.4679  
30    -15.86612 -49.36908  -0.99025 -21.36594 -39.79324 -16.76751     (-15.866,-21.366) (-49.369,-39.793) (-0.990,-16.768) 19.0358  39.8105  31.5414  42.242  
31    -16.43834 -49.35908  -0.99025 -21.37594 -39.22102 -16.75124     (-16.438,-21.376) (-49.359,-39.221) (-0.990,-16.751) 19.7752  41.012  32.6859  42.0305  
32    -17.01056 -49.34907  -0.99025 -21.38594 -38.64880 -16.73497     (-17.011,-21.386) (-49.349,-38.649) (-0.990,-16.735) 20.5199  42.2179  33.8313  41.8335  
33    -17.58277 -49.33907  -0.99025 -21.39595 -38.07658 -16.71870     (-17.583,-21.396) (-49.339,-38.077) (-0.990,-16.719) 21.2693  43.4278  34.976  41.2978  
34    -18.15499 -49.32907  -0.99025 -21.40595 -37.50436 -16.70243     (-18.155,-21.406) (-49.329,-37.504) (-0.990,-16.702) 22.023  44.6415  36.1183  40.654  
35    -18.72721 -49.31907  -0.99025 -21.41595 -36.93215 -16.68616     (-18.727,-21.416) (-49.319,-36.932) (-0.990,-16.686) 22.7805  45.8586  36.4912  40.0163  
36    -19.29943 -49.30906  -0.99025 -21.42595 -36.35993 -16.66989     (-19.299,-21.426) (-49.309,-36.360) (-0.990,-16.670) 23.5415  47.0789  36.8146  39.3848  
37    -19.87165 -49.29906  -0.99025 -21.43596 -35.78771 -16.65362     (-19.872,-21.436) (-49.299,-35.788) (-0.990,-16.654) 24.3056  48.3021  37.1724  38.76  
