Fol_2018-05-14.12_54_18.16_15.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -62.16714   7.44579 -12.07749  -5.09814 -54.43416 -51.52108     (-46.423,-2.348) (-2.284,-59.532) (-5.098,-52.374) 67.7734  36.3367  
1    -62.15138   7.43605 -12.07050  -5.09539 -54.43926 -51.52193     (-46.427,-2.341) (-2.294,-59.535) (-5.095,-52.375) 67.7621  36.3655  
2    -62.13562   7.42631 -12.06351  -5.09263 -54.44437 -51.52278     (-46.430,-2.334) (-2.304,-59.537) (-5.093,-52.376) 67.7619  36.3485  
3    -62.11986   7.41657 -12.05653  -5.08988 -54.44947 -51.52364     (-46.434,-2.327) (-2.313,-59.539) (-5.090,-52.377) 67.7629  36.327  
4    -62.10410   7.40683 -12.04954  -5.08713 -54.45457 -51.52449     (-46.437,-2.320) (-2.323,-59.542) (-5.087,-52.378) 67.7639  36.3056  
5    -62.08834   7.39709 -12.04256  -5.08437 -54.45968 -51.52535     (-46.441,-2.313) (-2.333,-59.544) (-5.084,-52.379) 67.765  36.2843  
6    -62.07258   7.38735 -12.03557  -5.08162 -54.46478 -51.52620     (-46.445,-2.306) (-2.342,-59.546) (-5.082,-52.379) 67.7575  36.2631  
7    -62.05682   7.37761 -12.02858  -5.07887 -54.46988 -51.52705     (-46.448,-2.299) (-2.352,-59.549) (-5.079,-52.380) 67.7396  36.242  
8    -62.04106   7.36787 -12.02160  -5.07611 -54.47499 -51.52791     (-46.452,-2.292) (-2.362,-59.551) (-5.076,-52.381) 67.7218  36.2211  
9    -62.02530   7.35813 -12.01461  -5.07336 -54.48009 -51.52876     (-46.455,-2.285) (-2.372,-59.553) (-5.073,-52.382) 67.704  36.2002  
10    -62.00954   7.34839 -12.00762  -5.07061 -54.48519 -51.52961     (-46.459,-2.278) (-2.381,-59.556) (-5.071,-52.383) 67.6863  36.1794  
11    -61.99378   7.33865 -12.00064  -5.06785 -54.49030 -51.53047     (-46.463,-2.271) (-2.391,-59.558) (-5.068,-52.384) 67.6687  36.1588  
