Fol_2018-05-05.09_56_27.1_27.txt     Output is probe cell, reduced cell, NCDist distance between
0    -12.25165 -55.27359  88.49299 -262.79182 -279.78148 -250.82552     (-76.241,-43.022) (-98.057,-12.252) (-115.047,-263.077) 0
1    -12.89801 -55.70575  86.43703 -260.57193 -277.07916 -250.94928     (-73.539,-42.808) (-100.596,-12.898) (-117.103,-263.847) 4.3623
2    -13.54437 -56.13791  84.38107 -258.35203 -274.37684 -251.07303     (-70.837,-42.594) (-103.134,-13.544) (-119.159,-264.617) 8.7246
3    -14.19073 -56.57007  82.32511 -256.13213 -271.67451 -251.19679     (-68.134,-42.379) (-105.673,-14.191) (-121.215,-265.388) 13.0869
4    -14.83709 -57.00223  80.26915 -253.91223 -268.97219 -251.32054     (-65.432,-42.165) (-108.211,-14.837) (-123.271,-266.158) 17.4492
5    -15.48345 -57.43439  78.21319 -251.69234 -266.26987 -251.44429     (-62.730,-41.951) (-110.749,-15.483) (-125.327,-266.928) 21.8115
6    -16.12981 -57.86655  76.15723 -249.47244 -263.56755 -251.56805     (-60.027,-41.737) (-113.288,-16.130) (-127.383,-267.698) 26.1738
7    -16.77617 -58.29871  74.10127 -247.25254 -260.86523 -251.69180     (-57.325,-41.523) (-115.826,-16.776) (-129.439,-268.468) 30.5361
8    -17.42253 -58.73087  72.04530 -245.03264 -258.16291 -251.81556     (-54.623,-41.308) (-118.365,-17.423) (-131.495,-269.238) 34.8984
9    -18.06889 -59.16304  69.98934 -242.81274 -255.46059 -251.93931     (-51.920,-41.094) (-120.903,-18.069) (-133.551,-270.008) 39.2607
10    -18.71525 -59.59520  67.93338 -240.59285 -252.75826 -252.06306     (-49.218,-40.880) (-123.441,-18.715) (-135.607,-270.778) 43.623
11    -19.36161 -60.02736  65.87742 -238.37295 -250.05594 -252.18682     (-46.516,-40.666) (-125.980,-19.362) (-137.663,-271.548) 47.9853
12    -20.00797 -60.45952  63.82146 -236.15305 -247.35362 -252.31057     (-43.813,-40.452) (-128.518,-20.008) (-139.719,-272.319) 52.3476
13    -20.65433 -60.89168  61.76550 -233.93315 -244.65130 -252.43433     (-41.111,-40.237) (-131.056,-20.654) (-141.775,-273.089) 56.7099
14    -21.30069 -61.32384  59.70954 -231.71326 -241.94898 -252.55808     (-38.409,-40.023) (-133.595,-21.301) (-143.831,-273.859) 61.0722
15    -21.94706 -61.75600  57.65358 -229.49336 -239.24666 -252.68183     (-35.707,-39.809) (-136.133,-21.947) (-145.887,-274.629) 65.4345
16    -22.59342 -62.18816  55.59762 -227.27346 -236.54433 -252.80559     (-33.004,-39.595) (-138.672,-22.593) (-147.943,-275.399) 69.7968
17    -23.23978 -62.62032  53.54166 -225.05356 -233.84201 -252.92934     (-30.302,-39.381) (-141.210,-23.240) (-149.998,-276.169) 74.1591
18    -23.88614 -63.05248  51.48569 -222.83366 -231.13969 -253.05310     (-27.600,-39.166) (-143.748,-23.886) (-152.054,-276.939) 78.5214
19    -24.53250 -63.48464  49.42973 -220.61377 -228.43737 -253.17685     (-24.897,-38.952) (-146.287,-24.532) (-154.110,-277.709) 82.8837
20    -25.17886 -63.91680  47.37377 -218.39387 -225.73505 -253.30060     (-22.195,-38.738) (-148.825,-25.179) (-156.166,-278.479) 87.246
21    -25.82522 -64.34896  45.31781 -216.17397 -223.03273 -253.42436     (-19.493,-38.524) (-151.364,-25.825) (-158.222,-279.250) 91.6083
22    -26.47158 -64.78112  43.26185 -213.95407 -220.33041 -253.54811     (-16.790,-38.310) (-153.902,-26.472) (-160.278,-280.020) 95.9706
23    -27.11794 -65.21328  41.20589 -211.73418 -217.62808 -253.67187     (-14.088,-38.095) (-156.440,-27.118) (-162.334,-280.790) 100.333
24    -27.76430 -65.64544  39.14993 -209.51428 -214.92576 -253.79562     (-11.386,-37.881) (-158.979,-27.764) (-164.390,-281.560) 104.695
25    -28.41066 -66.07760  37.09397 -207.29438 -212.22344 -253.91937     (-8.683,-37.667) (-161.517,-28.411) (-166.446,-282.330) 109.057
26    -29.05702 -66.50977  35.03801 -205.07448 -209.52112 -254.04313     (-5.981,-37.453) (-164.055,-29.057) (-168.502,-283.100) 113.42
27    -29.70338 -66.94193  32.98205 -202.85458 -206.81880 -254.16688     (-3.279,-37.239) (-166.594,-29.703) (-170.558,-283.870) 117.782
28    -30.34974 -67.37409  30.92609 -200.63469 -204.11648 -254.29064     (-0.576,-37.024) (-169.132,-30.350) (-172.614,-284.640) 122.144
29    -30.99610 -67.80625  28.87012 -198.41479 -201.41415 -254.41439     (-2.126,-38.936) (-169.545,-172.544) (-28.870,-283.285) 123.527
30    -31.64246 -68.23841  26.81416 -196.19489 -198.71183 -254.53814     (-4.828,-41.424) (-169.381,-171.898) (-26.814,-281.352) 124.257
31    -32.28882 -68.67057  24.75820 -193.97499 -196.00951 -254.66190     (-7.531,-43.912) (-169.217,-171.251) (-24.758,-279.420) 125.158
32    -32.93519 -69.10273  22.70224 -191.75510 -193.30719 -254.78565     (-10.233,-46.400) (-169.053,-170.605) (-22.702,-277.488) 126.226
33    -33.58155 -69.53489  20.64628 -189.53520 -190.60487 -254.90941     (-12.935,-48.889) (-168.889,-169.959) (-20.646,-275.556) 127.458
34    -34.22791 -69.96705  18.59032 -187.31530 -187.90255 -255.03316     (-15.638,-51.377) (-168.725,-169.312) (-18.590,-273.623) 128.847
35    -34.87427 -70.39921  16.53436 -185.09540 -185.20023 -255.15691     (-18.340,-53.865) (-168.561,-168.666) (-16.534,-271.691) 130.39
36    -35.52063 -70.83137  14.47840 -182.87550 -182.49790 -255.28067     (-21.042,-56.353) (-168.397,-168.020) (-14.478,-269.759) 132.08
37    -36.16699 -71.26353  12.42244 -180.65561 -179.79558 -255.40442     (-23.745,-58.841) (-168.233,-167.373) (-12.422,-267.827) 133.913
38    -36.81335 -71.69569  10.36648 -178.43571 -177.09326 -255.52818     (-26.447,-61.329) (-168.069,-166.727) (-10.366,-265.895) 135.882
39    -37.45971 -72.12785   8.31051 -176.21581 -174.39094 -255.65193     (-29.149,-63.817) (-167.905,-166.080) (-8.311,-263.962) 137.982
40    -38.10607 -72.56001   6.25455 -173.99591 -171.68862 -255.77568     (-31.852,-66.305) (-167.741,-165.434) (-6.255,-262.030) 140.207
