Fol_2018-05-14.17_24_13.1_50.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      2.51377 -48.79248 -43.38537  -1.55297  -6.73790  -2.55487     (-2.514,-4.067) (-46.279,-40.872) (-4.224,-0.041) 0  0  
1      2.46299 -48.76708 -42.98980  -1.57836  -7.08269  -2.52947     (-2.463,-4.041) (-46.304,-40.527) (-4.620,-0.066) 0.529022  0.529022  
2      2.41220 -48.74169 -42.59424  -1.60375  -7.42747  -2.50408     (-2.412,-4.016) (-46.329,-40.182) (-5.015,-0.092) 1.05804  1.05804  
3      2.36142 -48.71630 -42.19867  -1.62914  -7.77226  -2.47869     (-2.361,-3.991) (-46.355,-39.837) (-5.411,-0.117) 1.58706  1.58706  
4      2.31064 -48.69091 -41.80310  -1.65453  -8.11704  -2.45330     (-2.311,-3.965) (-46.380,-39.492) (-5.806,-0.143) 2.11609  2.11609  
5      2.25985 -48.66552 -41.40753  -1.67992  -8.46183  -2.42791     (-2.260,-3.940) (-46.406,-39.148) (-6.202,-0.168) 2.64511  2.64511  
6      2.20907 -48.64013 -41.01196  -1.70531  -8.80661  -2.40252     (-2.209,-3.914) (-46.431,-38.803) (-6.598,-0.193) 3.17413  3.17413  
7      2.15829 -48.61473 -40.61640  -1.73071  -9.15140  -2.37712     (-2.158,-3.889) (-46.456,-38.458) (-6.993,-0.219) 3.70315  3.70315  
8      2.10751 -48.58934 -40.22083  -1.75610  -9.49618  -2.35173     (-2.108,-3.864) (-46.482,-38.113) (-7.389,-0.244) 4.23217  4.23217  
9      2.05672 -48.56395 -39.82526  -1.78149  -9.84097  -2.32634     (-2.057,-3.838) (-46.507,-37.769) (-7.784,-0.270) 4.76119  4.76119  
10      2.00594 -48.53856 -39.42969  -1.80688 -10.18575  -2.30095     (-2.006,-3.813) (-46.533,-37.424) (-8.180,-0.295) 5.29022  5.29022  
11      1.95516 -48.51317 -39.03412  -1.83227 -10.53054  -2.27556     (-1.955,-3.787) (-46.558,-37.079) (-8.575,-0.320) 5.81924  5.81924  
12      1.90437 -48.48778 -38.63855  -1.85766 -10.87532  -2.25017     (-1.904,-3.762) (-46.583,-36.734) (-8.971,-0.346) 6.34826  6.34826  
13      1.85359 -48.46239 -38.24299  -1.88306 -11.22011  -2.22477     (-1.854,-3.737) (-46.609,-36.389) (-9.367,-0.371) 6.87728  6.87728  
14      1.80281 -48.43699 -37.84742  -1.90845 -11.56489  -2.19938     (-1.803,-3.711) (-46.634,-36.045) (-9.762,-0.397) 7.4063  7.4063  
15      1.75202 -48.41160 -37.45185  -1.93384 -11.90967  -2.17399     (-1.752,-3.686) (-46.660,-35.700) (-10.158,-0.422) 7.93532  7.93532  
16      1.70124 -48.38621 -37.05628  -1.95923 -12.25446  -2.14860     (-1.701,-3.660) (-46.685,-35.355) (-10.553,-0.447) 8.46435  8.46435  
17      1.65046 -48.36082 -36.66071  -1.98462 -12.59924  -2.12321     (-1.650,-3.635) (-46.710,-35.010) (-10.949,-0.473) 8.99337  8.99337  
18      1.59967 -48.33543 -36.26515  -2.01001 -12.94403  -2.09782     (-1.600,-3.610) (-46.736,-34.665) (-11.344,-0.498) 9.52239  9.52239  
19      1.54889 -48.31004 -35.86958  -2.03541 -13.28881  -2.07242     (-1.549,-3.584) (-46.761,-34.321) (-11.740,-0.524) 10.0514  10.0514  
20      1.49811 -48.28464 -35.47401  -2.06080 -13.63360  -2.04703     (-1.498,-3.559) (-46.787,-33.976) (-12.135,-0.549) 10.5804  10.5804  
21      1.44732 -48.25925 -35.07844  -2.08619 -13.97838  -2.02164     (-1.447,-3.534) (-46.812,-33.631) (-12.531,-0.574) 11.1095  11.1095  
22      1.39654 -48.23386 -34.68287  -2.11158 -14.32317  -1.99625     (-1.397,-3.508) (-46.837,-33.286) (-12.927,-0.600) 11.6385  11.6385  
23      1.34576 -48.20847 -34.28731  -2.13697 -14.66795  -1.97086     (-1.346,-3.483) (-46.863,-32.942) (-13.322,-0.625) 12.1675  12.1675  
24      1.29497 -48.18308 -33.89174  -2.16236 -15.01274  -1.94547     (-1.295,-3.457) (-46.888,-32.597) (-13.718,-0.650) 12.6965  12.6965  
25      1.24419 -48.15769 -33.49617  -2.18776 -15.35752  -1.92007     (-1.244,-3.432) (-46.913,-32.252) (-14.113,-0.676) 13.2255  13.2255  
26      1.19341 -48.13229 -33.10060  -2.21315 -15.70231  -1.89468     (-1.193,-3.407) (-46.939,-31.907) (-14.509,-0.701) 13.7546  13.7546  
27      1.14262 -48.10690 -32.70503  -2.23854 -16.04709  -1.86929     (-1.143,-3.381) (-46.964,-31.562) (-14.904,-0.727) 14.2836  14.2836  
28      1.09184 -48.08151 -32.30947  -2.26393 -16.39188  -1.84390     (-1.092,-3.356) (-46.990,-31.218) (-15.300,-0.752) 14.8126  14.8126  
29      1.04106 -48.05612 -31.91390  -2.28932 -16.73666  -1.81851     (-1.041,-3.330) (-47.015,-30.873) (-15.696,-0.777) 15.3416  15.3416  
30      0.99027 -48.03073 -31.51833  -2.31471 -17.08145  -1.79312     (-0.990,-3.305) (-47.040,-30.528) (-16.091,-0.803) 15.8706  15.8706  
31      0.93949 -48.00534 -31.12276  -2.34011 -17.42623  -1.76773     (-0.939,-3.280) (-47.066,-30.183) (-16.487,-0.828) 16.3997  16.3997  
32      0.88871 -47.97994 -30.72719  -2.36550 -17.77102  -1.74233     (-0.889,-3.254) (-47.091,-29.838) (-16.882,-0.854) 16.9287  16.9287  
33      0.83792 -47.95455 -30.33163  -2.39089 -18.11580  -1.71694     (-0.838,-3.229) (-47.117,-29.494) (-17.278,-0.879) 17.4577  17.4577  
34      0.78714 -47.92916 -29.93606  -2.41628 -18.46059  -1.69155     (-0.787,-3.203) (-47.142,-29.149) (-17.673,-0.904) 17.9867  17.9867  
35      0.73636 -47.90377 -29.54049  -2.44167 -18.80537  -1.66616     (-0.736,-3.178) (-47.167,-28.804) (-18.069,-0.930) 18.5158  18.5158  
36      0.68557 -47.87838 -29.14492  -2.46706 -19.15016  -1.64077     (-0.686,-3.153) (-47.193,-28.459) (-18.465,-0.955) 19.0448  19.0448  
37      0.63479 -47.85299 -28.74935  -2.49246 -19.49494  -1.61538     (-0.635,-3.127) (-47.218,-28.115) (-18.860,-0.981) 19.5738  19.5738  
38      0.58401 -47.82759 -28.35378  -2.51785 -19.83973  -1.58998     (-0.584,-3.102) (-47.244,-27.770) (-19.256,-1.006) 20.1028  20.1028  
39      0.53322 -47.80220 -27.95822  -2.54324 -20.18451  -1.56459     (-0.533,-3.076) (-47.269,-27.425) (-19.651,-1.031) 20.6318  20.6318  
40      0.48244 -47.77681 -27.56265  -2.56863 -20.52930  -1.53920     (-0.482,-3.051) (-47.294,-27.080) (-20.047,-1.057) 21.1609  21.1609  
41      0.43166 -47.75142 -27.16708  -2.59402 -20.87408  -1.51381     (-0.432,-3.026) (-47.320,-26.735) (-20.442,-1.082) 21.6899  21.6899  
42      0.38087 -47.72603 -26.77151  -2.61941 -21.21887  -1.48842     (-0.381,-3.000) (-47.345,-26.391) (-20.838,-1.108) 22.2189  22.2189  
43      0.33009 -47.70064 -26.37594  -2.64481 -21.56365  -1.46303     (-0.330,-2.975) (-47.371,-26.046) (-21.234,-1.133) 22.7479  22.7479  
