Fol_2018-05-05.11_52_01.3_2.txt     Output is probe cell, reduced cell, NCDist distance between
0    -16.51347  -1.73904  13.89851 -23.10216 -22.73050  -9.24186     (-0.153,-2.237) (-0.550,-5.373) (-0.910,-1.658) 0
1    -16.34821  -1.72702  13.74893 -22.89140 -22.55517  -9.16525     (-0.429,-4.200) (-1.688,-5.801) (-0.294,-0.743) 2.18938
2    -16.18296  -1.71501  13.59935 -22.68064 -22.37985  -9.08865     (-0.383,-2.505) (-5.841,-5.907) (-0.322,-0.149) 3.91468
3    -16.01770  -1.70299  13.44976 -22.46988 -22.20452  -9.01205     (-0.043,-2.770) (-0.981,-6.930) (-0.108,-5.676) 3.96834
4    -15.85245  -1.69098  13.30018 -22.25912 -22.02919  -8.93544     (-0.297,-2.650) (-0.959,-0.450) (-7.040,-5.530) 4.04043
5    -15.68720  -1.67897  13.15060 -22.04836 -21.85387  -8.85884     (-0.637,-2.574) (-0.895,-0.750) (-7.108,-5.342) 4.04489
6    -15.52194  -1.66695  13.00101 -21.83760 -21.67854  -8.78224     (-0.978,-2.497) (-0.831,-1.049) (-7.176,-5.154) 4.05941
7    -15.35669  -1.65494  12.85143 -21.62684 -21.50321  -8.70564     (-1.318,-2.421) (-0.766,-1.349) (-7.243,-4.966) 4.01237
8    -15.19143  -1.64292  12.70185 -21.41608 -21.32789  -8.62903     (-1.658,-2.345) (-0.702,-1.649) (-7.311,-4.778) 4.00015
9    -15.02618  -1.63091  12.55227 -21.20532 -21.15256  -8.55243     (-1.998,-2.268) (-0.637,-1.948) (-7.378,-4.589) 4.05144
10    -14.86092  -1.61889  12.40268 -20.99456 -20.97723  -8.47583     (-2.338,-2.192) (-0.573,-2.248) (-7.446,-4.401) 4.14606
11    -14.69567  -1.60688  12.25310 -20.78380 -20.80190  -8.39923     (-7.513,-4.213) (-2.547,-0.509) (-2.116,-2.678) 4.16811
12    -14.53042  -1.59487  12.10352 -20.57304 -20.62658  -8.32262     (-7.581,-4.025) (-2.847,-0.444) (-2.039,-3.019) 4.29812
13    -14.36516  -1.58285  11.95394 -20.36228 -20.45125  -8.24602     (-7.649,-3.837) (-3.147,-0.380) (-1.963,-3.359) 4.47591
14    -14.19991  -1.57084  11.80435 -20.15152 -20.27592  -8.16942     (-7.716,-3.648) (-3.446,-0.316) (-1.886,-3.699) 4.62381
15    -14.03465  -1.55882  11.65477 -19.94076 -20.10060  -8.09281     (-7.784,-3.460) (-3.746,-0.251) (-1.810,-4.039) 4.76994
16    -13.86940  -1.54681  11.50519 -19.73000 -19.92527  -8.01621     (-7.851,-3.272) (-4.045,-0.187) (-1.734,-4.379) 4.96346
17    -13.70415  -1.53479  11.35561 -19.51924 -19.74994  -7.93961     (-7.919,-3.084) (-4.345,-0.122) (-1.657,-4.720) 5.19908
18    -13.53889  -1.52278  11.20602 -19.30848 -19.57462  -7.86301     (-7.986,-2.895) (-4.644,-0.058) (-1.581,-5.060) 5.47136
19    -13.37364  -1.51077  11.05644 -19.09772 -19.39929  -7.78640     (-1.498,-2.701) (-4.950,-0.006) (-8.048,-5.393) 5.7851
20    -13.20838  -1.49875  10.90686 -18.88696 -19.22396  -7.70980     (-1.357,-2.448) (-5.314,-0.071) (-8.051,-5.669) 6.04852
21    -13.04313  -1.48674  10.75728 -18.67620 -19.04864  -7.63320     (-1.216,-2.196) (-5.678,-0.135) (-8.054,-5.945) 6.3478
22    -12.87788  -1.47472  10.60769 -18.46544 -18.87331  -7.55660     (-1.076,-1.943) (-6.042,-0.199) (-8.057,-6.221) 6.6781
23    -12.71262  -1.46271  10.45811 -18.25468 -18.69798  -7.47999     (-0.935,-1.690) (-6.406,-0.264) (-8.060,-6.497) 7.03506
24    -12.54737  -1.45069  10.30853 -18.04392 -18.52266  -7.40339     (-0.794,-1.438) (-6.770,-0.328) (-8.064,-6.772) 7.41484
25    -12.38211  -1.43868  10.15894 -17.83316 -18.34733  -7.32679     (-0.653,-1.185) (-7.134,-0.393) (-8.067,-7.048) 7.8141
26    -12.21686  -1.42667  10.00936 -17.62240 -18.17200  -7.25018     (-0.513,-0.933) (-7.498,-0.457) (-8.070,-7.324) 8.23001
27    -12.05160  -1.41465   9.85978 -17.41164 -17.99667  -7.17358     (-0.372,-0.680) (-7.862,-0.521) (-8.073,-7.600) 8.66017
28    -11.88635  -1.40264   9.71020 -17.20088 -17.82135  -7.09698     (-0.231,-0.428) (-8.226,-0.586) (-8.076,-7.876) 9.05088
29    -11.72110  -1.39062   9.56061 -16.99012 -17.64602  -7.02038     (-0.090,-0.175) (-8.590,-0.650) (-8.080,-8.151) 9.33605
30    -11.55584  -1.37861   9.41103 -16.77936 -17.47069  -6.94377     (-0.027,-0.078) (-8.005,-0.637) (-8.876,-8.350) 9.53524
31    -11.39059  -1.36659   9.26145 -16.56860 -17.29537  -6.86717     (-0.139,-0.330) (-7.756,-0.449) (-8.988,-8.373) 9.45748
32    -11.22533  -1.35458   9.11187 -16.35784 -17.12004  -6.79057     (-0.251,-0.583) (-7.506,-0.260) (-9.099,-8.396) 9.34877
33    -11.06008  -1.34257   8.96228 -16.14708 -16.94471  -6.71397     (-0.363,-0.835) (-7.257,-0.072) (-9.210,-8.419) 9.24029
34    -10.89483  -1.33055   8.81270 -15.93632 -16.76939  -6.63736     (-9.206,-0.972) (-7.124,-0.116) (-0.359,-8.326) 9.04854
35    -10.72957  -1.31854   8.66312 -15.72556 -16.59406  -6.56076     (-9.129,-1.036) (-7.062,-0.304) (-0.282,-8.161) 8.86027
36    -10.56432  -1.30652   8.51354 -15.51480 -16.41873  -6.48416     (-9.052,-1.101) (-7.001,-0.492) (-0.206,-7.996) 8.6774
37    -10.39906  -1.29451   8.36395 -15.30404 -16.24341  -6.40755     (-8.975,-1.165) (-6.940,-0.681) (-0.129,-7.831) 8.50027
38    -10.23381  -1.28249   8.21437 -15.09328 -16.06808  -6.33095     (-8.898,-1.230) (-6.879,-0.869) (-0.053,-7.666) 8.32925
39    -10.06856  -1.27048   8.06479 -14.88252 -15.89275  -6.25435     (-8.798,-6.794) (-1.270,-1.034) (-0.023,-7.525) 8.16322
40     -9.90330  -1.25847   7.91521 -14.67176 -15.71743  -6.17775     (-8.645,-6.657) (-1.258,-1.145) (-0.100,-7.436) 7.9589
41     -9.73805  -1.24645   7.76562 -14.46100 -15.54210  -6.10114     (-8.492,-6.519) (-1.246,-1.257) (-0.176,-7.348) 7.75807
42     -9.57279  -1.23444   7.61604 -14.25024 -15.36677  -6.02454     (-8.338,-6.382) (-1.234,-1.369) (-0.253,-7.259) 7.561
43     -9.40754  -1.22242   7.46646 -14.03948 -15.19144  -5.94794     (-8.185,-6.244) (-1.222,-1.481) (-0.329,-7.170) 7.36798
44     -9.24229  -1.21041   7.31687 -13.82872 -15.01612  -5.87134     (-8.032,-6.106) (-1.210,-1.593) (-0.405,-7.082) 7.17936
45     -9.07703  -1.19839   7.16729 -13.61796 -14.84079  -5.79473     (-7.879,-5.969) (-1.198,-1.705) (-0.482,-6.993) 6.99547
46     -8.91178  -1.18638   7.01771 -13.40720 -14.66546  -5.71813     (-7.725,-5.831) (-1.186,-1.816) (-0.558,-6.905) 6.81672
47     -8.74652  -1.17437   6.86813 -13.19644 -14.49014  -5.64153     (-7.572,-5.694) (-1.174,-1.928) (-0.635,-6.816) 6.6435
