Fol_2018-05-09.10_06_46.1_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
77     -2.05316  -9.96513 -10.03955   0.75268  -9.78900  -1.90540     (-2.806,-0.753) (-9.287,-9.036) (-9.212,-1.153) 10.3802  13.5335  23.304  10.6099  
78     -2.19031  -9.51793  -9.60419   0.71129  -9.92148  -1.86394     (-2.902,-0.711) (-8.893,-9.210) (-8.807,-1.153) 10.3318  13.5139  22.6268  10.4895  
79     -2.32746  -9.07072  -9.16883   0.66989 -10.05395  -1.82248     (-2.997,-0.670) (-8.499,-9.384) (-8.401,-1.153) 9.8372  13.5173  21.5585  9.98636  
80     -2.46461  -8.62352  -8.73348   0.62849 -10.18642  -1.78101     (-3.093,-0.628) (-8.105,-9.558) (-7.995,-1.153) 9.3551  13.5438  20.5088  9.49456  
81     -2.60176  -8.17632  -8.29812   0.58710 -10.31890  -1.73955     (-3.189,-0.587) (-7.711,-9.732) (-7.589,-1.152) 8.88747  13.5932  19.4801  9.01599  
82     -2.73891  -7.72912  -7.86276   0.54570 -10.45137  -1.69808     (-3.285,-0.546) (-7.317,-9.906) (-7.183,-1.152) 8.43673  13.6654  18.4582  8.55286  
83     -2.87606  -7.28192  -7.42740   0.50430 -10.58384  -1.65662     (-3.380,-0.504) (-6.923,-10.080) (-6.778,-1.152) 8.00574  13.896  17.4526  8.10781  
84     -3.01322  -6.83472  -6.99204   0.46290 -10.71632  -1.61516     (-3.476,-0.463) (-6.529,-10.253) (-6.372,-1.152) 7.59784  14.1358  16.4496  7.684  
85     -3.15037  -6.38752  -6.55668   0.42151 -10.84879  -1.57369     (-3.572,-0.422) (-6.135,-10.427) (-5.966,-1.152) 7.21695  14.2204  15.4705  7.28513  
86     -3.28752  -5.94031  -6.12132   0.38011 -10.98126  -1.53223     (-3.668,-0.380) (-5.741,-10.601) (-5.560,-1.152) 6.86759  14.3259  14.5201  6.91552  
87     -3.42467  -5.49311  -5.68596   0.33871 -11.11374  -1.49077     (-3.763,-0.339) (-5.347,-10.775) (-5.154,-1.152) 6.53732  14.4029  13.594  6.5801  
88     -3.56182  -5.04591  -5.25060   0.29731 -11.24621  -1.44930     (-3.859,-0.297) (-4.953,-10.949) (-4.749,-1.152) 6.21693  13.9765  12.6998  6.28434  
89     -3.69897  -4.59871  -4.81524   0.25592 -11.37868  -1.40784     (-3.955,-0.256) (-4.559,-11.123) (-4.343,-1.152) 5.9402  12.7797  11.8557  6.03409  
90     -3.83612  -4.15151  -4.37988   0.21452 -11.51116  -1.36637     (-4.051,-0.215) (-4.165,-11.297) (-3.937,-1.152) 5.60526  11.5613  10.9136  5.60681  
91     -3.97327  -3.70431  -3.94452   0.17312 -11.64363  -1.32491     (-4.146,-0.173) (-3.771,-11.471) (-3.531,-1.152) 5.00538  10.28  9.74543  5.01052  
92     -4.11042  -3.25710  -3.50917   0.13173 -11.77610  -1.28345     (-4.242,-0.132) (-3.377,-11.644) (-3.125,-1.152) 4.40576  8.9985  8.57859  4.41546  
93     -4.24757  -2.80990  -3.07381   0.09033 -11.90858  -1.24198     (-4.338,-0.090) (-2.983,-11.818) (-2.720,-1.152) 3.80652  7.71831  7.41362  3.82221  
94     -4.38472  -2.36270  -2.63845   0.04893 -12.04105  -1.20052     (-4.434,-0.049) (-2.590,-11.992) (-2.314,-1.152) 3.20789  6.44175  6.23889  3.23177  
95     -4.52187  -1.91550  -2.20309   0.00753 -12.17352  -1.15905     (-4.529,-0.008) (-2.196,-12.166) (-1.908,-1.152) 2.61025  5.15727  5.05972  2.646  
96     -4.65902  -1.46830  -1.76773  -0.03386 -12.30600  -1.11759     (-4.659,-0.034) (-1.468,-12.306) (-1.768,-1.118) 1.96567  3.86795  3.80679  1.96567  
97     -4.79617  -1.02110  -1.33237  -0.07526 -12.43847  -1.07613     (-4.796,-0.075) (-1.021,-12.438) (-1.332,-1.076) 1.31045  2.57863  2.53786  1.31045  
98     -4.93332  -0.57390  -0.89701  -0.11666 -12.57094  -1.03466     (-4.933,-0.117) (-0.574,-12.571) (-0.897,-1.035) 0.655224  1.28932  1.26893  0.655224  
99     -5.07047  -0.12669  -0.46165  -0.15806 -12.70342  -0.99320     (-5.070,-0.158) (-0.127,-12.703) (-0.462,-0.993) 0  3.62596e-12  6.7435e-07  0  
