Fol_2018-05-05.09_56_59.1_28.txt     Output is probe cell, reduced cell, NCDist distance between
46    -102.60286   5.61792 -14.03237 -140.33579 -215.85246 -194.81470     (-189.197,-134.718) (-5.618,-221.470) (-8.414,-96.985) 100.747
47    -103.62294   4.01280 -14.73233 -138.03070 -215.48547 -192.18951     (-188.177,-134.018) (-4.013,-219.498) (-10.720,-99.610) 102.271
48    -104.64301   2.40768 -15.43230 -135.72561 -215.11848 -189.56432     (-187.157,-133.318) (-2.408,-217.526) (-13.025,-102.235) 102.755
49    -105.66308   0.80256 -16.13227 -133.42053 -214.75149 -186.93912     (-186.137,-132.618) (-0.803,-215.554) (-15.330,-104.861) 101.988
50    -106.68316  -0.80256 -16.83224 -131.11544 -214.38449 -184.31393     (-106.683,-131.115) (-0.803,-214.384) (-16.832,-184.314) 100.578
51    -107.70323  -2.40768 -17.53221 -128.81035 -214.01750 -181.68874     (-107.703,-128.810) (-2.408,-214.017) (-17.532,-181.689) 98.627
52    -108.72331  -4.01280 -18.23218 -126.50527 -213.65051 -179.06354     (-108.723,-126.505) (-4.013,-213.651) (-18.232,-179.064) 96.807
53    -109.74338  -5.61792 -18.93214 -124.20018 -213.28351 -176.43835     (-109.743,-124.200) (-5.618,-213.284) (-18.932,-176.438) 95.1251
54    -110.76345  -7.22304 -19.63211 -121.89509 -212.91652 -173.81316     (-110.763,-121.895) (-7.223,-212.917) (-19.632,-173.813) 93.5888
55    -111.78353  -8.82816 -20.33208 -119.59000 -212.54953 -171.18797     (-111.784,-119.590) (-8.828,-212.550) (-20.332,-171.188) 91.6693
56    -112.80360 -10.43328 -21.03205 -117.28492 -212.18253 -168.56277     (-112.804,-117.285) (-10.433,-212.183) (-21.032,-168.563) 89.0764
57    -113.82367 -12.03839 -21.73202 -114.97983 -211.81554 -165.93758     (-113.824,-114.980) (-12.038,-211.816) (-21.732,-165.938) 86.5957
58    -114.84375 -13.64351 -22.43198 -112.67474 -211.44855 -163.31239     (-114.844,-112.675) (-13.644,-211.449) (-22.432,-163.312) 84.2374
59    -115.86382 -15.24863 -23.13195 -110.36965 -211.08155 -160.68719     (-115.864,-110.370) (-15.249,-211.082) (-23.132,-160.687) 82.0119
60    -116.88389 -16.85375 -23.83192 -108.06457 -210.71456 -158.06200     (-116.884,-108.065) (-16.854,-210.715) (-23.832,-158.062) 79.9303
61    -117.90397 -18.45887 -24.53189 -105.75948 -210.34757 -155.43681     (-117.904,-105.759) (-18.459,-210.348) (-24.532,-155.437) 78.0041
62    -118.92404 -20.06399 -25.23186 -103.45439 -209.98057 -152.81162     (-118.924,-103.454) (-20.064,-209.981) (-25.232,-152.812) 76.2452
63    -119.94411 -21.66911 -25.93182 -101.14930 -209.61358 -150.18642     (-119.944,-101.149) (-21.669,-209.614) (-25.932,-150.186) 74.6654
64    -120.96419 -23.27423 -26.63179 -98.84422 -209.24659 -147.56123     (-120.964,-98.844) (-23.274,-209.247) (-26.632,-147.561) 73.2761
65    -121.98426 -24.87935 -27.33176 -96.53913 -208.87959 -144.93604     (-121.984,-96.539) (-24.879,-208.880) (-27.332,-144.936) 72.0886
66    -123.00434 -26.48447 -28.03173 -94.23404 -208.51260 -142.31084     (-123.004,-94.234) (-26.484,-208.513) (-28.032,-142.311) 71.1128
67    -124.02441 -28.08959 -28.73170 -91.92896 -208.14561 -139.68565     (-124.024,-91.929) (-28.090,-208.146) (-28.732,-139.686) 70.3575
68    -125.04448 -29.69471 -29.43166 -89.62387 -207.77861 -137.06046     (-125.044,-89.624) (-29.695,-207.779) (-29.432,-137.060) 69.83
69    -126.06456 -31.29983 -30.13163 -87.31878 -207.41162 -134.43526     (-126.065,-87.319) (-31.300,-207.412) (-30.132,-134.435) 69.5354
70    -127.08463 -32.90495 -30.83160 -85.01369 -207.04463 -131.81007     (-127.085,-85.014) (-32.905,-207.045) (-30.832,-131.810) 69.4767
71    -128.10470 -34.51006 -31.53157 -82.70861 -206.67764 -129.18488     (-128.105,-82.709) (-34.510,-206.678) (-31.532,-129.185) 69.6544
72    -129.12478 -36.11518 -32.23154 -80.40352 -206.31064 -126.55969     (-129.125,-80.404) (-36.115,-206.311) (-32.232,-126.560) 70.0668
73    -130.14485 -37.72030 -32.93150 -78.09843 -205.94365 -123.93449     (-130.145,-78.098) (-37.720,-205.944) (-32.932,-123.934) 70.7098
74    -131.16492 -39.32542 -33.63147 -75.79334 -205.57666 -121.30930     (-131.165,-75.793) (-39.325,-205.577) (-33.631,-121.309) 71.5771
75    -132.18500 -40.93054 -34.33144 -73.48826 -205.20966 -118.68411     (-132.185,-73.488) (-40.931,-205.210) (-34.331,-118.684) 72.6608
76    -133.20507 -42.53566 -35.03141 -71.18317 -204.84267 -116.05891     (-133.205,-71.183) (-42.536,-204.843) (-35.031,-116.059) 73.9512
77    -134.22515 -44.14078 -35.73138 -68.87808 -204.47568 -113.43372     (-134.225,-68.878) (-44.141,-204.476) (-35.731,-113.434) 75.4379
78    -135.24522 -45.74590 -36.43134 -66.57300 -204.10868 -110.80853     (-135.245,-66.573) (-45.746,-204.109) (-36.431,-110.809) 77.1094
79    -136.26529 -47.35102 -37.13131 -64.26791 -203.74169 -108.18334     (-136.265,-64.268) (-47.351,-203.742) (-37.131,-108.183) 78.954
80    -137.28537 -48.95614 -37.83128 -61.96282 -203.37470 -105.55814     (-137.285,-61.963) (-48.956,-203.375) (-37.831,-105.558) 77.0535
81    -138.30544 -50.56126 -38.53125 -59.65773 -203.00770 -102.93295     (-138.305,-59.658) (-50.561,-203.008) (-38.531,-102.933) 72.9981
82    -139.32551 -52.16638 -39.23122 -57.35265 -202.64071 -100.30776     (-139.326,-57.353) (-52.166,-202.641) (-39.231,-100.308) 68.9426
83    -140.34559 -53.77150 -39.93118 -55.04756 -202.27372 -97.68256     (-140.346,-55.048) (-53.771,-202.274) (-39.931,-97.683) 64.8872
84    -141.36566 -55.37662 -40.63115 -52.74247 -201.90672 -95.05737     (-141.366,-52.742) (-55.377,-201.907) (-40.631,-95.057) 60.8317
85    -142.38573 -56.98173 -41.33112 -50.43738 -201.53973 -92.43218     (-142.386,-50.437) (-56.982,-201.540) (-41.331,-92.432) 56.7763
86    -143.40581 -58.58685 -42.03109 -48.13230 -201.17274 -89.80699     (-143.406,-48.132) (-58.587,-201.173) (-42.031,-89.807) 52.7208
87    -144.42588 -60.19197 -42.73106 -45.82721 -200.80574 -87.18179     (-144.426,-45.827) (-60.192,-200.806) (-42.731,-87.182) 48.6654
88    -145.44595 -61.79709 -43.43102 -43.52212 -200.43875 -84.55660     (-145.446,-43.522) (-61.797,-200.439) (-43.431,-84.557) 44.6099
89    -146.46603 -63.40221 -44.13099 -41.21703 -200.07176 -81.93141     (-146.466,-41.217) (-63.402,-200.072) (-44.131,-81.931) 40.5545
90    -147.48610 -65.00733 -44.83096 -38.91195 -199.70477 -79.30621     (-147.486,-38.912) (-65.007,-199.705) (-44.831,-79.306) 36.499
91    -148.50618 -66.61245 -45.53093 -36.60686 -199.33777 -76.68102     (-148.506,-36.607) (-66.612,-199.338) (-45.531,-76.681) 32.4436
92    -149.52625 -68.21757 -46.23090 -34.30177 -198.97078 -74.05583     (-149.526,-34.302) (-68.218,-198.971) (-46.231,-74.056) 28.3881
93    -150.54632 -69.82269 -46.93086 -31.99669 -198.60379 -71.43064     (-150.546,-31.997) (-69.823,-198.604) (-46.931,-71.431) 24.3327
94    -151.56640 -71.42781 -47.63083 -29.69160 -198.23679 -68.80544     (-151.566,-29.692) (-71.428,-198.237) (-47.631,-68.805) 20.2772
95    -152.58647 -73.03293 -48.33080 -27.38651 -197.86980 -66.18025     (-152.586,-27.387) (-73.033,-197.870) (-48.331,-66.180) 16.2218
96    -153.60654 -74.63805 -49.03077 -25.08142 -197.50281 -63.55506     (-153.607,-25.081) (-74.638,-197.503) (-49.031,-63.555) 12.1663
97    -154.62662 -76.24317 -49.73074 -22.77634 -197.13581 -60.92986     (-154.627,-22.776) (-76.243,-197.136) (-49.731,-60.930) 8.1109
98    -155.64669 -77.84829 -50.43070 -20.47125 -196.76882 -58.30467     (-155.647,-20.471) (-77.848,-196.769) (-50.431,-58.305) 4.05545
99    -156.66676 -79.45340 -51.13067 -18.16616 -196.40183 -55.67948     (-156.667,-18.166) (-79.453,-196.402) (-51.131,-55.679) 0
