Fol_2018-05-05.12_23_59.1_9.txt     Output is probe cell, reduced cell, NCDist distance between
0    -4025.14987 -2703.89733 1766.38602 -3554.51650 -2120.45821 2347.30394     (-354.072,-980.367) (-1904.692,-226.846) (-129.748,-2120.458) 0
1    -3988.06828 -2695.82454 1747.23316 -3528.51499 -2101.33082 2302.17503     (-354.098,-1025.496) (-1886.737,-200.844) (-192.805,-2101.331) 85.8905
2    -3950.98669 -2687.75176 1728.08029 -3502.51348 -2082.20342 2257.04612     (-354.123,-1070.625) (-1868.783,-174.843) (-255.863,-2082.203) 171.781
3    -3913.90509 -2679.67897 1708.92743 -3476.51196 -2063.07602 2211.91721     (-354.149,-1115.754) (-1850.829,-148.841) (-318.921,-2063.076) 257.671
4    -3876.82350 -2671.60619 1689.77456 -3450.51045 -2043.94862 2166.78830     (-354.174,-1160.882) (-1832.875,-122.840) (-381.978,-2043.949) 343.562
5    -3839.74191 -2663.53340 1670.62170 -3424.50894 -2024.82122 2121.65939     (-354.200,-1206.011) (-1814.921,-96.838) (-445.036,-2024.821) 429.452
6    -3802.66032 -2655.46062 1651.46883 -3398.50743 -2005.69382 2076.53048     (-354.225,-1251.140) (-1796.966,-70.837) (-508.093,-2005.694) 510.707
7    -3765.57872 -2647.38784 1632.31597 -3372.50592 -1986.56642 2031.40157     (-354.250,-1296.269) (-1779.012,-44.835) (-571.151,-1986.566) 552.134
8    -3728.49713 -2639.31505 1613.16310 -3346.50441 -1967.43902 1986.27265     (-354.276,-1341.398) (-1761.058,-18.834) (-634.209,-1967.439) 603.023
9    -3691.41554 -2631.24227 1594.01024 -3320.50289 -1948.31162 1941.14374     (-690.099,-1379.359) (-1750.272,-7.168) (-347.134,-1941.144) 650.863
10    -3654.33394 -2623.16948 1574.85737 -3294.50138 -1929.18423 1896.01483     (-727.155,-1398.487) (-1758.319,-33.169) (-321.157,-1896.015) 678.205
11    -3617.25235 -2615.09670 1555.70450 -3268.49987 -1910.05683 1850.88592     (-764.211,-1417.614) (-1766.366,-59.171) (-295.181,-1850.886) 705.213
12    -3580.17076 -2607.02391 1536.55164 -3242.49836 -1890.92943 1805.75701     (-801.267,-1436.741) (-1774.414,-85.172) (-269.205,-1805.757) 735.919
13    -3543.08917 -2598.95113 1517.39877 -3216.49685 -1871.80203 1760.62810     (-838.323,-1455.869) (-1782.461,-111.174) (-243.229,-1760.628) 772.147
14    -3506.00757 -2590.87834 1498.24591 -3190.49534 -1852.67463 1715.49919     (-875.379,-1474.996) (-1790.508,-137.175) (-217.253,-1715.499) 813.159
15    -3468.92598 -2582.80556 1479.09304 -3164.49382 -1833.54723 1670.37028     (-912.435,-1494.124) (-1798.556,-163.177) (-191.277,-1670.370) 858.269
16    -3431.84439 -2574.73277 1459.94018 -3138.49231 -1814.41983 1625.24137     (-949.491,-1513.251) (-1806.603,-189.178) (-165.301,-1625.241) 906.866
17    -3394.76280 -2566.65999 1440.78731 -3112.49080 -1795.29243 1580.11246     (-986.548,-1532.378) (-1814.650,-215.180) (-139.325,-1580.112) 958.421
18    -3357.68120 -2558.58721 1421.63445 -3086.48929 -1776.16503 1534.98355     (-1023.604,-1551.506) (-1822.698,-241.181) (-113.349,-1534.984) 1012.48
19    -3320.59961 -2550.51442 1402.48158 -3060.48778 -1757.03764 1489.85464     (-1060.660,-1570.633) (-1830.745,-267.183) (-87.373,-1489.855) 1063.66
20    -3283.51802 -2542.44164 1383.32871 -3034.48626 -1737.91024 1444.72573     (-1097.716,-1589.761) (-1838.792,-293.185) (-61.397,-1444.726) 1073.96
21    -3246.43642 -2534.36885 1364.17585 -3008.48475 -1718.78284 1399.59682     (-1134.772,-1608.888) (-1846.840,-319.186) (-35.421,-1399.597) 1088.94
22    -3209.35483 -2526.29607 1345.02298 -2982.48324 -1699.65544 1354.46791     (-1171.828,-1628.015) (-1854.887,-345.188) (-9.445,-1354.468) 1108.41
23    -3172.27324 -2518.22328 1325.87012 -2956.48173 -1680.52804 1309.33899     (-1846.403,-1192.353) (-1630.612,-354.658) (-1325.870,-16.531) 1118.57
24    -3135.19165 -2510.15050 1306.71725 -2930.48022 -1661.40064 1264.21008     (-1828.474,-1203.433) (-1623.763,-354.683) (-1306.717,-42.507) 1122.83
25    -3098.11005 -2502.07771 1287.56439 -2904.47871 -1642.27324 1219.08117     (-1810.546,-1214.513) (-1616.914,-354.709) (-1287.564,-68.483) 1128.44
26    -3061.02846 -2494.00493 1268.41152 -2878.47719 -1623.14584 1173.95226     (-1792.617,-1225.593) (-1610.066,-354.734) (-1268.412,-94.459) 1135.36
27    -3023.94687 -2485.93214 1249.25866 -2852.47568 -1604.01844 1128.82335     (-1774.688,-1236.673) (-1603.217,-354.760) (-1249.259,-120.435) 1143.59
28    -2986.86528 -2477.85936 1230.10579 -2826.47417 -1584.89105 1083.69444     (-1756.759,-1247.754) (-1596.368,-354.785) (-1230.106,-146.411) 1153.09
29    -2949.78368 -2469.78658 1210.95292 -2800.47266 -1565.76365 1038.56553     (-1738.831,-1258.834) (-1589.520,-354.811) (-1210.953,-172.387) 1163.83
30    -2912.70209 -2461.71379 1191.80006 -2774.47115 -1546.63625 993.43662     (-1720.902,-1269.914) (-1582.671,-354.836) (-1191.800,-198.363) 1175.77
31    -2875.62050 -2453.64101 1172.64719 -2748.46964 -1527.50885 948.30771     (-1702.973,-1280.994) (-1575.822,-354.862) (-1172.647,-224.339) 1178.87
32    -2838.53890 -2445.56822 1153.49433 -2722.46812 -1508.38145 903.17880     (-1685.045,-1292.074) (-1568.974,-354.887) (-1153.494,-250.316) 1170.33
33    -2801.45731 -2437.49544 1134.34146 -2696.46661 -1489.25405 858.04989     (-1667.116,-1303.154) (-1562.125,-354.913) (-1134.341,-276.292) 1163.04
34    -2764.37572 -2429.42265 1115.18860 -2670.46510 -1470.12665 812.92098     (-1649.187,-1314.234) (-1555.277,-354.938) (-1115.189,-302.268) 1157.03
35    -2727.29413 -2421.34987 1096.03573 -2644.46359 -1450.99925 767.79207     (-1631.258,-1325.314) (-1548.428,-354.964) (-1096.036,-328.244) 1152.33
36    -2690.21253 -2413.27708 1076.88287 -2618.46208 -1431.87185 722.66316     (-1613.330,-1336.394) (-1541.579,-354.989) (-1076.883,-354.220) 1148.93
37    -2653.13094 -2405.20430 1057.73000 -2592.46056 -1412.74446 677.53425     (-1595.401,-1347.474) (-1534.731,-355.014) (-1057.730,-380.196) 1146.87
38    -2616.04935 -2397.13151 1038.57713 -2566.45905 -1393.61706 632.40534     (-1577.472,-1358.554) (-1527.882,-355.040) (-1038.577,-406.172) 1146.13
39    -2578.96775 -2389.05873 1019.42427 -2540.45754 -1374.48966 587.27642     (-1559.543,-1369.634) (-1521.033,-355.065) (-1019.424,-432.148) 1146.74
40    -2541.88616 -2380.98595 1000.27140 -2514.45603 -1355.36226 542.14751     (-1541.615,-1380.715) (-1514.185,-355.091) (-1000.271,-458.124) 1148.68
41    -2504.80457 -2372.91316 981.11854 -2488.45452 -1336.23486 497.01860     (-1523.686,-1391.795) (-1507.336,-355.116) (-981.119,-484.100) 1151.95
42    -2467.72298 -2364.84038 961.96567 -2462.45301 -1317.10746 451.88969     (-1505.757,-1402.875) (-1500.487,-355.142) (-961.966,-510.076) 1156.53
