Fol_2018-05-05.12_28_23.2_18.txt     Output is probe cell, reduced cell, NCDist distance between
0    491.94519 -2820.77215 -2840.98255 2381.98746 -2548.68892 -2809.32673     (-1890.042,-2381.987) (-458.995,-166.701) (-438.785,-427.339) 0
1    467.88471 -2796.91582 -2816.71792 2333.86650 -2524.62844 -2785.26626     (-1865.982,-2333.867) (-482.851,-190.762) (-463.049,-451.400) 72.182
2    443.82423 -2773.05948 -2792.45330 2285.74554 -2500.56796 -2761.20578     (-1841.921,-2285.746) (-506.708,-214.822) (-487.314,-475.460) 144.364
3    419.76376 -2749.20315 -2768.18867 2237.62458 -2476.50748 -2737.14530     (-1817.861,-2237.625) (-530.564,-238.883) (-511.579,-499.521) 216.546
4    395.70328 -2725.34681 -2743.92405 2189.50362 -2452.44700 -2713.08482     (-1793.800,-2189.504) (-554.420,-262.943) (-535.843,-523.581) 288.728
5    371.64280 -2701.49048 -2719.65942 2141.38267 -2428.38652 -2689.02434     (-1769.740,-2141.383) (-578.277,-287.004) (-560.108,-547.642) 360.91
6    347.58232 -2677.63415 -2695.39480 2093.26171 -2404.32604 -2664.96386     (-1745.679,-2093.262) (-602.133,-311.064) (-584.372,-571.702) 433.092
7    323.52184 -2653.77781 -2671.13017 2045.14075 -2380.26556 -2640.90338     (-1721.619,-2045.141) (-625.989,-335.125) (-608.637,-595.763) 505.274
8    299.46136 -2629.92148 -2646.86555 1997.01979 -2356.20508 -2616.84290     (-1697.558,-1997.020) (-649.846,-359.185) (-632.902,-619.823) 577.456
9    275.40088 -2606.06514 -2622.60092 1948.89883 -2332.14460 -2592.78242     (-1673.498,-1948.899) (-673.702,-383.246) (-657.166,-643.884) 649.638
10    251.34040 -2582.20881 -2598.33630 1900.77787 -2308.08412 -2568.72194     (-1649.437,-1900.778) (-697.558,-407.306) (-681.431,-667.944) 721.82
11    227.27992 -2558.35248 -2574.07167 1852.65691 -2284.02364 -2544.66146     (-1625.377,-1852.657) (-721.415,-431.367) (-705.696,-692.005) 794.002
12    203.21944 -2534.49614 -2549.80705 1804.53595 -2259.96316 -2520.60098     (-1601.317,-1804.536) (-745.271,-455.427) (-729.960,-716.065) 866.184
