Fol_2018-05-05.09_50_49.1_17.txt     Output is probe cell, reduced cell, NCDist distance between
0    106.96585 -58.14234 -53.43638 -203.21360 -265.23331 -345.22538     (-104.738,-256.650) (-4.706,-53.529) (-53.436,-184.730) 0
1    104.82743 -57.60258 -53.43638 -203.75336 -263.09489 -343.60421     (-106.876,-257.190) (-4.166,-51.391) (-53.436,-187.386) 4.09647
2    102.68900 -57.06282 -53.43638 -204.29312 -260.95647 -341.98305     (-109.015,-257.730) (-3.626,-49.253) (-53.436,-190.041) 8.19293
3    100.55058 -56.52305 -53.43638 -204.83288 -258.81805 -340.36188     (-111.153,-258.269) (-3.087,-47.114) (-53.436,-192.697) 12.2894
4     98.41216 -55.98329 -53.43638 -205.37264 -256.67962 -338.74072     (-113.292,-258.809) (-2.547,-44.976) (-53.436,-195.353) 16.3859
5     96.27374 -55.44353 -53.43638 -205.91241 -254.54120 -337.11956     (-115.430,-259.349) (-2.007,-42.837) (-53.436,-198.008) 20.4823
6     94.13531 -54.90377 -53.43638 -206.45217 -252.40278 -335.49839     (-117.569,-259.889) (-1.467,-40.699) (-53.436,-200.664) 24.5788
7     91.99689 -54.36401 -53.43638 -206.99193 -250.26436 -333.87723     (-119.707,-260.428) (-0.928,-38.561) (-53.436,-203.320) 28.6753
8     89.85847 -53.82425 -53.43638 -207.53169 -248.12593 -332.25606     (-121.845,-260.968) (-0.388,-36.422) (-53.436,-205.976) 32.7717
9     87.72005 -53.28449 -53.43638 -208.07145 -245.98751 -330.63490     (-208.479,-261.356) (-34.436,-0.152) (-123.832,-53.284) 36.5916
10     85.58162 -52.74472 -53.43638 -208.61121 -243.84909 -329.01373     (-210.595,-261.356) (-32.837,-0.692) (-125.431,-52.745) 39.7131
11     83.44320 -52.20496 -53.43638 -209.15098 -241.71066 -327.39257     (-212.711,-261.356) (-31.238,-1.231) (-127.029,-52.205) 42.8445
12     81.30478 -51.66520 -53.43638 -209.69074 -239.57224 -325.77140     (-214.827,-261.356) (-29.640,-1.771) (-128.628,-51.665) 45.9839
13     79.16635 -51.12544 -53.43638 -210.23050 -237.43382 -324.15024     (-216.943,-261.356) (-28.041,-2.311) (-130.227,-51.125) 49.1297
14     77.02793 -50.58568 -53.43638 -210.77026 -235.29540 -322.52907     (-219.059,-261.356) (-26.442,-2.851) (-131.825,-50.586) 52.2808
15     74.88951 -50.04592 -53.43638 -211.31002 -233.15697 -320.90791     (-221.175,-261.356) (-24.844,-3.390) (-133.424,-50.046) 55.4362
16     72.75109 -49.50616 -53.43638 -211.84978 -231.01855 -319.28674     (-223.291,-261.356) (-23.245,-3.930) (-135.023,-49.506) 58.5953
17     70.61266 -48.96639 -53.43638 -212.38954 -228.88013 -317.66558     (-225.407,-261.356) (-21.646,-4.470) (-136.621,-48.966) 61.7575
18     68.47424 -48.42663 -53.43638 -212.92931 -226.74171 -316.04441     (-227.523,-261.356) (-20.048,-5.010) (-138.220,-48.427) 64.9223
19     66.33582 -47.88687 -53.43638 -213.46907 -224.60328 -314.42325     (-229.638,-261.356) (-18.449,-5.550) (-139.819,-47.887) 68.0894
20     64.19740 -47.34711 -53.43638 -214.00883 -222.46486 -312.80208     (-231.754,-261.356) (-16.850,-6.089) (-141.417,-47.347) 71.2585
21     62.05897 -46.80735 -53.43638 -214.54859 -220.32644 -311.18092     (-233.870,-261.356) (-15.252,-6.629) (-143.016,-46.807) 74.4293
22     59.92055 -46.26759 -53.43638 -215.08835 -218.18801 -309.55975     (-235.986,-261.356) (-13.653,-7.169) (-144.615,-46.268) 77.6016
23     57.78213 -45.72782 -53.43638 -215.62811 -216.04959 -307.93859     (-238.102,-261.356) (-12.054,-7.709) (-146.213,-45.728) 80.7753
24     55.64370 -45.18806 -53.43638 -216.16787 -213.91117 -306.31742     (-240.218,-261.356) (-10.456,-8.248) (-147.812,-45.188) 83.9501
25     53.50528 -44.64830 -53.43638 -216.70764 -211.77275 -304.69626     (-242.334,-261.356) (-8.857,-8.788) (-149.410,-44.648) 87.126
26     51.36686 -44.10854 -53.43638 -217.24740 -209.63432 -303.07509     (-244.450,-261.356) (-7.258,-9.328) (-151.009,-44.109) 90.3028
27     49.22844 -43.56878 -53.43638 -217.78716 -207.49590 -301.45393     (-246.566,-261.356) (-5.660,-9.868) (-152.608,-43.569) 93.4805
28     47.09001 -43.02902 -53.43638 -218.32692 -205.35748 -299.83276     (-248.682,-261.356) (-4.061,-10.407) (-154.206,-43.029) 96.6589
29     44.95159 -42.48926 -53.43638 -218.86668 -203.21906 -298.21160     (-250.798,-261.356) (-2.462,-10.947) (-155.805,-42.489) 99.8381
30     42.81317 -41.94949 -53.43638 -219.40644 -201.08063 -296.59044     (-252.914,-261.356) (-0.864,-11.487) (-157.404,-41.949) 102.906
31     40.67475 -41.40973 -53.43638 -219.94620 -198.94221 -294.96927     (-40.675,-260.621) (-0.735,-12.762) (-158.267,-254.295) 102.328
32     38.53632 -40.86997 -53.43638 -220.48597 -196.80379 -293.34811     (-38.536,-259.022) (-2.334,-14.900) (-158.267,-254.812) 100.538
33     36.39790 -40.33021 -53.43638 -221.02573 -194.66536 -291.72694     (-36.398,-257.424) (-3.932,-17.038) (-158.267,-255.329) 98.8636
34     34.25948 -39.79045 -53.43638 -221.56549 -192.52694 -290.10578     (-34.259,-255.825) (-5.531,-19.177) (-158.267,-255.846) 97.3091
35     32.12105 -39.25069 -53.43638 -222.10525 -190.38852 -288.48461     (-32.121,-254.226) (-7.130,-21.315) (-158.267,-256.364) 95.8811
36     29.98263 -38.71093 -53.43638 -222.64501 -188.25010 -286.86345     (-29.983,-252.628) (-8.728,-23.454) (-158.267,-256.881) 94.5851
37     27.84421 -38.17116 -53.43638 -223.18477 -186.11167 -285.24228     (-27.844,-251.029) (-10.327,-25.592) (-158.267,-257.398) 93.4267
38     25.70579 -37.63140 -53.43638 -223.72453 -183.97325 -283.62112     (-25.706,-249.430) (-11.926,-27.731) (-158.267,-257.915) 92.4111
