Fol_2018-05-14.13_01_45.44_43.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     -7.80529 -33.98980   0.33955  -9.78504   2.45716 -61.72252     (-2.457,-33.311) (-9.785,-2.212) (-0.340,-56.808) 31.1275  18.555  
1     -7.79993 -33.96558   0.33887  -9.80859   2.45248 -61.71760     (-2.452,-33.288) (-9.809,-2.217) (-0.339,-56.813) 31.1161  18.5681  
2     -7.79458 -33.94135   0.33819  -9.83214   2.44781 -61.71268     (-2.448,-33.265) (-9.832,-2.223) (-0.338,-56.817) 31.1048  18.5812  
3     -7.78923 -33.91712   0.33751  -9.85569   2.44314 -61.70777     (-2.443,-33.242) (-9.856,-2.228) (-0.338,-56.821) 31.0936  18.5946  
4     -7.78387 -33.89289   0.33683  -9.87924   2.43846 -61.70285     (-2.438,-33.219) (-9.879,-2.233) (-0.337,-56.826) 31.0825  18.608  
5     -7.77852 -33.86866   0.33615  -9.90279   2.43379 -61.69793     (-2.434,-33.196) (-9.903,-2.239) (-0.336,-56.830) 31.0715  18.6217  
6     -7.77316 -33.84443   0.33547  -9.92634   2.42912 -61.69301     (-2.429,-33.173) (-9.926,-2.244) (-0.335,-56.835) 31.0605  18.6354  
7     -7.76781 -33.82020   0.33479  -9.94989   2.42444 -61.68809     (-2.424,-33.151) (-9.950,-2.249) (-0.335,-56.839) 31.0496  18.6493  
8     -7.76246 -33.79597   0.33411  -9.97343   2.41977 -61.68317     (-2.420,-33.128) (-9.973,-2.255) (-0.334,-56.844) 31.0389  18.6634  
9     -7.75710 -33.77174   0.33343  -9.99698   2.41509 -61.67825     (-2.415,-33.105) (-9.997,-2.260) (-0.333,-56.848) 31.0282  18.6776  
10     -7.75175 -33.74751   0.33275 -10.02053   2.41042 -61.67333     (-2.410,-33.082) (-10.021,-2.265) (-0.333,-56.852) 31.0176  18.6919  
11     -7.74640 -33.72329   0.33207 -10.04408   2.40575 -61.66841     (-2.406,-33.059) (-10.044,-2.271) (-0.332,-56.857) 31.0071  18.7064  
12     -7.74104 -33.69906   0.33139 -10.06763   2.40107 -61.66349     (-2.401,-33.036) (-10.068,-2.276) (-0.331,-56.861) 30.9966  18.721  
13     -7.73569 -33.67483   0.33071 -10.09118   2.39640 -61.65857     (-2.396,-33.013) (-10.091,-2.281) (-0.331,-56.866) 30.9863  18.7357  
14     -7.73034 -33.65060   0.33003 -10.11473   2.39173 -61.65365     (-2.392,-32.991) (-10.115,-2.287) (-0.330,-56.870) 30.976  18.7506  
15     -7.72498 -33.62637   0.32935 -10.13828   2.38705 -61.64873     (-2.387,-32.968) (-10.138,-2.292) (-0.329,-56.875) 30.9659  18.7656  
16     -7.71963 -33.60214   0.32867 -10.16183   2.38238 -61.64382     (-2.382,-32.945) (-10.162,-2.298) (-0.329,-56.879) 30.9558  18.7808  
17     -7.71428 -33.57791   0.32799 -10.18538   2.37770 -61.63890     (-2.378,-32.922) (-10.185,-2.303) (-0.328,-56.883) 30.9458  18.7961  
18     -7.70892 -33.55368   0.32731 -10.20893   2.37303 -61.63398     (-2.373,-32.899) (-10.209,-2.308) (-0.327,-56.888) 30.9359  18.8116  
19     -7.70357 -33.52945   0.32663 -10.23248   2.36836 -61.62906     (-2.368,-32.876) (-10.232,-2.314) (-0.327,-56.892) 30.9261  18.8272  
20     -7.69822 -33.50522   0.32595 -10.25602   2.36368 -61.62414     (-2.364,-32.853) (-10.256,-2.319) (-0.326,-56.897) 30.9164  18.8429  
21     -7.69286 -33.48100   0.32527 -10.27957   2.35901 -61.61922     (-2.359,-32.830) (-10.280,-2.324) (-0.325,-56.901) 30.9068  18.8588  
22     -7.68751 -33.45677   0.32459 -10.30312   2.35434 -61.61430     (-2.354,-32.808) (-10.303,-2.330) (-0.325,-56.906) 30.8973  18.8748  
23     -7.68216 -33.43254   0.32391 -10.32667   2.34966 -61.60938     (-2.350,-32.785) (-10.327,-2.335) (-0.324,-56.910) 30.8878  18.8909  
24     -7.67680 -33.40831   0.32323 -10.35022   2.34499 -61.60446     (-2.345,-32.762) (-10.350,-2.340) (-0.323,-56.914) 30.8785  18.9072  
25     -7.67145 -33.38408   0.32255 -10.37377   2.34032 -61.59954     (-2.340,-32.739) (-10.374,-2.346) (-0.323,-56.919) 30.8692  18.9236  
26     -7.66610 -33.35985   0.32187 -10.39732   2.33564 -61.59462     (-2.336,-32.716) (-10.397,-2.351) (-0.322,-56.923) 30.86  18.9402  
27     -7.66074 -33.33562   0.32119 -10.42087   2.33097 -61.58970     (-2.331,-32.693) (-10.421,-2.356) (-0.321,-56.928) 30.8509  18.9569  
28     -7.65539 -33.31139   0.32051 -10.44442   2.32629 -61.58478     (-2.326,-32.670) (-10.444,-2.362) (-0.321,-56.932) 30.842  18.9737  
29     -7.65003 -33.28716   0.31984 -10.46797   2.32162 -61.57987     (-2.322,-32.647) (-10.468,-2.367) (-0.320,-56.937) 30.833  18.9907  
30     -7.64468 -33.26293   0.31916 -10.49152   2.31695 -61.57495     (-2.317,-32.625) (-10.492,-2.372) (-0.319,-56.941) 30.8242  19.0077  
31     -7.63933 -33.23871   0.31848 -10.51507   2.31227 -61.57003     (-2.312,-32.602) (-10.515,-2.378) (-0.318,-56.945) 30.8155  19.025  
32     -7.63397 -33.21448   0.31780 -10.53862   2.30760 -61.56511     (-2.308,-32.579) (-10.539,-2.383) (-0.318,-56.950) 30.8069  19.0423  
33     -7.62862 -33.19025   0.31712 -10.56216   2.30293 -61.56019     (-2.303,-32.556) (-10.562,-2.389) (-0.317,-56.954) 30.7983  19.0598  
34     -7.62327 -33.16602   0.31644 -10.58571   2.29825 -61.55527     (-2.298,-32.533) (-10.586,-2.394) (-0.316,-56.959) 30.7899  19.0775  
35     -7.61791 -33.14179   0.31576 -10.60926   2.29358 -61.55035     (-2.294,-32.510) (-10.609,-2.399) (-0.316,-56.963) 30.7815  19.0952  
36     -7.61256 -33.11756   0.31508 -10.63281   2.28890 -61.54543     (-2.289,-32.487) (-10.633,-2.405) (-0.315,-56.968) 30.7732  19.1131  
37     -7.60721 -33.09333   0.31440 -10.65636   2.28423 -61.54051     (-2.284,-32.465) (-10.656,-2.410) (-0.314,-56.972) 30.765  19.1312  
38     -7.60185 -33.06910   0.31372 -10.67991   2.27956 -61.53559     (-2.280,-32.442) (-10.680,-2.415) (-0.314,-56.976) 30.757  19.1493  
39     -7.59650 -33.04487   0.31304 -10.70346   2.27488 -61.53067     (-2.275,-32.419) (-10.703,-2.421) (-0.313,-56.981) 30.749  19.1676  
40     -7.59115 -33.02064   0.31236 -10.72701   2.27021 -61.52575     (-2.270,-32.396) (-10.727,-2.426) (-0.312,-56.985) 30.741  19.1861  
41     -7.58579 -32.99642   0.31168 -10.75056   2.26554 -61.52083     (-2.266,-32.373) (-10.751,-2.431) (-0.312,-56.990) 30.7332  19.2046  
42     -7.58044 -32.97219   0.31100 -10.77411   2.26086 -61.51591     (-2.261,-32.350) (-10.774,-2.437) (-0.311,-56.994) 30.7255  19.2233  
43     -7.57509 -32.94796   0.31032 -10.79766   2.25619 -61.51100     (-2.256,-32.327) (-10.798,-2.442) (-0.310,-56.999) 30.7179  19.2421  
44     -7.56973 -32.92373   0.30964 -10.82121   2.25151 -61.50608     (-2.252,-32.304) (-10.821,-2.447) (-0.310,-57.003) 30.7103  19.2611  
45     -7.56438 -32.89950   0.30896 -10.84476   2.24684 -61.50116     (-2.247,-32.282) (-10.845,-2.453) (-0.309,-57.007) 30.7028  19.2802  
46     -7.55903 -32.87527   0.30828 -10.86830   2.24217 -61.49624     (-2.242,-32.259) (-10.868,-2.458) (-0.308,-57.012) 30.6955  19.2994  
