PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_25_10.1_26.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
44      3.10294 -59.27779   0.04380 -23.08787 -36.25720  -5.67205     (-58.744,-22.466) (-29.430,-2.569) (-0.534,-0.578)      14.437  16.0115  28.4017  14.5399  
45      3.04424 -59.21654  -0.13731 -23.15784 -35.63121  -5.67460     (-58.803,-23.019) (-29.403,-2.630) (-0.414,-0.277)      15.0084  16.3295  29.2075  15.1117  
46      2.98553 -59.15529  -0.31842 -23.22780 -35.00522  -5.67714     (-29.353,-23.546) (-58.837,-2.667) (-0.318,-0.025)      15.829  16.6717  29.9698  17.2377     glitch
47      2.92682 -59.09404  -0.49953 -23.29777 -34.37923  -5.67969     (-29.025,-23.797) (-58.595,-2.427) (-0.500,-0.326)      15.8304  17.0368  30.0644  17.2676  
48      2.86812 -59.03279  -0.68063 -23.36774 -33.75324  -5.68223     (-28.698,-24.048) (-58.352,-2.187) (-0.681,-0.627)      15.8577  17.4232  30.1814  17.3239  
49      2.80941 -58.97154  -0.86174 -23.43771 -33.12725  -5.68477     (-28.370,-24.299) (-58.110,-1.948) (-0.862,-0.928)      15.9108  17.8297  30.3206  17.4064  
50      2.75070 -58.91029  -1.04285 -23.50768 -32.50126  -5.68732     (-28.043,-24.551) (-57.867,-1.708) (-1.043,-1.229)      15.9893  18.2548  30.4818  17.4081  
51      2.69200 -58.84904  -1.22396 -23.57764 -31.87527  -5.68986     (-27.715,-24.802) (-57.625,-1.468) (-1.224,-1.530)      16.0929  18.6972  30.6647  17.3256  
52      2.63329 -58.78779  -1.40507 -23.64761 -31.24928  -5.69241     (-27.388,-25.053) (-57.383,-1.228) (-1.405,-1.831)      16.2212  19.1559  30.8691  17.2635  
53      2.57458 -58.72654  -1.58617 -23.71758 -30.62329  -5.69495     (-27.060,-25.304) (-57.140,-0.988) (-1.586,-2.132)      16.3735  19.6296  31.0948  17.2212  
54      2.51587 -58.66528  -1.76728 -23.78755 -29.99730  -5.69749     (-26.733,-25.555) (-56.898,-0.749) (-1.767,-2.433)      16.5492  19.9729  31.2293  17.1979  
55      2.45717 -58.60403  -1.94839 -23.85752 -29.37131  -5.70004     (-26.405,-25.806) (-56.656,-0.509) (-1.948,-2.734)      16.7476  19.4761  31.0891  17.193  
56      2.39846 -58.54278  -2.12950 -23.92748 -28.74532  -5.70258     (-26.078,-26.057) (-56.413,-0.269) (-2.129,-3.035)      16.6829  19.0606  30.6524  16.9202  
57      2.33975 -58.48153  -2.31060 -23.99745 -28.11933  -5.70513     (-25.750,-26.308) (-56.171,-0.029) (-2.311,-3.336)      16.2944  18.6059  29.8528  16.3202  
58      2.28105 -58.42028  -2.49171 -24.06742 -27.49334  -5.70767     (-2.281,-26.348) (-56.139,-0.211) (-25.212,-3.427)      15.7255  17.9877  28.9361  15.7255  
59      2.22234 -58.35903  -2.67282 -24.13739 -26.86735  -5.71021     (-2.222,-26.360) (-56.137,-0.450) (-24.645,-3.488)      15.1324  17.4265  28.006  15.1324  
60      2.16363 -58.29778  -2.85393 -24.20736 -26.24136  -5.71276     (-2.164,-26.371) (-56.134,-0.690) (-24.078,-3.549)      14.5416  16.8766  27.0799  14.5416  
61      2.10493 -58.23653  -3.03503 -24.27732 -25.61537  -5.71530     (-2.105,-26.382) (-56.132,-0.930) (-23.510,-3.610)      13.9536  16.3392  26.1583  13.9536  
62      2.04622 -58.17528  -3.21614 -24.34729 -24.98938  -5.71785     (-2.046,-26.394) (-56.129,-1.170) (-22.943,-3.672)      13.3687  15.8154  25.2415  13.3687  
63      1.98751 -58.11403  -3.39725 -24.41726 -24.36339  -5.72039     (-1.988,-26.405) (-56.127,-1.410) (-22.376,-3.733)      12.7872  15.3068  24.3302  12.7872  
64      1.92881 -58.05277  -3.57836 -24.48723 -23.73740  -5.72294     (-1.929,-26.416) (-56.124,-1.650) (-21.809,-3.794)      12.2097  14.8148  23.425  12.2097  
65      1.87010 -57.99152  -3.75946 -24.55720 -23.11141  -5.72548     (-1.870,-26.427) (-56.121,-1.889) (-21.241,-3.855)      11.6368  14.3412  22.5266  11.6368  
66      1.81139 -57.93027  -3.94057 -24.62716 -22.48542  -5.72802     (-1.811,-26.439) (-56.119,-2.129) (-20.674,-3.917)      11.0692  13.8879  21.6359  11.0692  
67      1.75269 -57.86902  -4.12168 -24.69713 -21.85943  -5.73057     (-1.753,-26.450) (-56.116,-2.369) (-20.107,-3.978)      10.5077  13.4569  20.7539  10.5077  
68      1.69398 -57.80777  -4.30279 -24.76710 -21.23344  -5.73311     (-1.694,-26.461) (-56.114,-2.609) (-19.539,-4.039)      9.95334  13.0504  19.8817  9.95334  
69      1.63527 -57.74652  -4.48389 -24.83707 -20.60745  -5.73566     (-1.635,-26.472) (-56.111,-2.849) (-18.972,-4.100)      9.40744  12.6709  19.0207  9.40744  
70      1.57656 -57.68527  -4.66500 -24.90704 -19.98146  -5.73820     (-1.577,-26.484) (-56.109,-3.088) (-18.405,-4.162)      8.87155  12.3206  18.1725  8.87155  
71      1.51786 -57.62402  -4.84611 -24.97701 -19.35547  -5.74074     (-1.518,-26.495) (-56.106,-3.328) (-17.838,-4.223)      8.34757  12.0023  17.3388  8.34757  
72      1.45915 -57.56277  -5.02722 -25.04697 -18.72948  -5.74329     (-1.459,-26.506) (-56.104,-3.568) (-17.270,-4.284)      7.83792  11.7186  16.5221  7.83792  
73      1.40044 -57.50152  -5.20832 -25.11694 -18.10350  -5.74583     (-1.400,-26.517) (-56.101,-3.808) (-16.703,-4.345)      7.34556  11.472  15.7248  7.34556  
74      1.34174 -57.44026  -5.38943 -25.18691 -17.47751  -5.74838     (-1.342,-26.529) (-56.099,-4.048) (-16.136,-4.407)      6.87421  11.2649  14.9502  6.87421  
75      1.28303 -57.37901  -5.57054 -25.25688 -16.85152  -5.75092     (-1.283,-26.540) (-56.096,-4.288) (-15.568,-4.468)      6.42851  11.0996  14.2018  6.42851  
76      1.22432 -57.31776  -5.75165 -25.32685 -16.22553  -5.75346     (-1.224,-26.551) (-56.093,-4.527) (-15.001,-4.529)      6.01414  10.9779  13.4841  6.01414  
77      1.16562 -57.25651  -5.93275 -25.39681 -15.59954  -5.75601     (-1.166,-26.562) (-56.091,-4.767) (-14.434,-4.590)      5.63803  10.9013  12.8023  5.63803  
78      1.10691 -57.19526  -6.11386 -25.46678 -14.97355  -5.75855     (-1.107,-26.574) (-56.088,-5.007) (-13.867,-4.652)      5.30831  10.8708  12.1623  5.30831  
79      1.04820 -57.13401  -6.29497 -25.53675 -14.34756  -5.76110     (-1.048,-26.585) (-56.086,-5.247) (-13.299,-4.713)      5.03411  10.8867  11.5712  5.03411  
80      0.98950 -57.07276  -6.47608 -25.60672 -13.72157  -5.76364     (-0.989,-26.596) (-56.083,-5.487) (-12.732,-4.774)      4.8249  10.9489  11.0367  4.8249  
81      0.93079 -57.01151  -6.65718 -25.67669 -13.09558  -5.76619     (-0.931,-26.607) (-56.081,-5.726) (-12.165,-4.835)      4.68939  11.0566  10.5675  4.68939  
82      0.87208 -56.95026  -6.83829 -25.74665 -12.46959  -5.76873     (-0.872,-26.619) (-56.078,-5.966) (-11.598,-4.897)      4.63405  11.2084  10.1726  4.63405  
83      0.81338 -56.88901  -7.01940 -25.81662 -11.84360  -5.77127     (-0.813,-26.630) (-56.076,-6.206) (-11.030,-4.958)      4.66173  11.4026  9.86089  4.66173  
84      0.75467 -56.82775  -7.20051 -25.88659 -11.21761  -5.77382     (-0.755,-26.641) (-56.073,-6.446) (-10.463,-5.019)      4.77099  11.637  9.64053  4.77099  
85      0.69596 -56.76650  -7.38161 -25.95656 -10.59162  -5.77636     (-0.696,-26.653) (-56.071,-6.686) (-9.896,-5.080)      4.95643  11.9094  9.51783  4.95643  
86      0.63725 -56.70525  -7.56272 -26.02653  -9.96563  -5.77891     (-0.637,-26.664) (-56.068,-6.925) (-9.328,-5.142)      5.20994  12.2171  9.49658  5.20994  
87      0.57855 -56.64400  -7.74383 -26.09649  -9.33964  -5.78145     (-0.579,-26.675) (-56.065,-7.165) (-8.761,-5.203)      5.52214  12.5576  9.57745  5.52214  
88      0.51984 -56.58275  -7.92494 -26.16646  -8.71365  -5.78399     (-0.520,-26.686) (-56.063,-7.405) (-8.194,-5.264)      5.88369  12.9282  9.75789  5.88369  
89      0.46113 -56.52150  -8.10604 -26.23643  -8.08766  -5.78654     (-0.461,-26.698) (-56.060,-7.645) (-7.627,-5.325)      6.28091  13.3265  10.0299  6.2861  
90      0.40243 -56.46025  -8.28715 -26.30640  -7.46167  -5.78908     (-0.402,-26.709) (-56.058,-7.885) (-7.059,-5.387)      5.65976  12.8443  9.05942  5.77533  
91      0.34372 -56.39900  -8.46826 -26.37637  -6.83568  -5.79163     (-0.344,-26.720) (-56.055,-8.125) (-6.492,-5.448)      5.03878  11.4171  8.13246  5.15454  
92      0.28501 -56.33775  -8.64937 -26.44633  -6.20969  -5.79417     (-0.285,-26.731) (-56.053,-8.364) (-5.925,-5.509)      4.41803  9.98999  7.24298  4.53403  
93      0.22631 -56.27650  -8.83047 -26.51630  -5.58370  -5.79672     (-0.226,-26.743) (-56.050,-8.604) (-5.357,-5.570)      3.79763  8.56285  6.25858  3.91395  
94      0.16760 -56.21524  -9.01158 -26.58627  -4.95771  -5.79926     (-0.168,-26.754) (-56.048,-8.844) (-4.790,-5.632)      3.17777  7.13571  5.27502  3.29456  
95      0.10889 -56.15399  -9.19269 -26.65624  -4.33172  -5.80180     (-0.109,-26.765) (-56.045,-9.084) (-4.223,-5.693)      2.55888  5.70857  4.26909  2.66008  
96      0.05019 -56.09274  -9.37380 -26.72621  -3.70573  -5.80435     (-0.050,-26.776) (-56.043,-9.324) (-3.656,-5.754)      1.94184  4.28143  3.20771  1.98812  
97     -0.00852 -56.03149  -9.55490 -26.79617  -3.07974  -5.80689     (-0.009,-26.796) (-56.031,-3.080) (-9.555,-5.807)      1.32176  2.85428  2.14909  1.32176  
98     -0.06723 -55.97024  -9.73601 -26.86614  -2.45375  -5.80944     (-0.067,-26.866) (-55.970,-2.454) (-9.736,-5.809)      0.660881  1.42714  1.07455  0.660881  
99     -0.12593 -55.90899  -9.91712 -26.93611  -1.82776  -5.81198     (-0.126,-26.936) (-55.909,-1.828) (-9.917,-5.812)      0  0  0  0  
