Fol_2018-05-06.16_52_17.1_8.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      3.01745 -48.52040 -42.21634   1.23374  -2.65338  -8.49330     (-2.653,-45.139) (-1.420,-38.835) (-0.364,-5.840) 0  0  0  0  
1      2.96017 -48.04464 -41.79359   0.76533  -3.01885  -8.46650     (-2.960,-2.195) (-45.084,-38.833) (-0.059,-5.506) 0.993993  2.20329  1.56792  49.3283  
2      2.90289 -47.56887 -41.37084   0.29692  -3.38432  -8.43970     (-2.903,-2.606) (-44.666,-38.468) (-0.481,-5.537) 1.62315  4.40658  2.70326  49.053  
3      2.84561 -47.09311 -40.94809  -0.17149  -3.74978  -8.41290     (-2.846,-3.017) (-44.248,-38.102) (-0.904,-5.567) 2.27582  6.60987  3.72215  48.7897  
4      2.78833 -46.61734 -40.52534  -0.63990  -4.11525  -8.38610     (-2.788,-3.428) (-43.829,-37.737) (-1.327,-5.598) 2.88318  8.81316  4.80804  48.5385  
5      2.73104 -46.14158 -40.10259  -1.10831  -4.48072  -8.35929     (-2.731,-3.839) (-43.411,-37.372) (-1.750,-5.628) 3.57316  11.0165  5.92058  48.2998  
6      2.67376 -45.66581 -39.67984  -1.57672  -4.84619  -8.33249     (-2.674,-4.250) (-42.992,-37.006) (-2.172,-5.659) 4.30621  13.2197  7.04612  48.0735  
7      2.61648 -45.19005 -39.25709  -2.04513  -5.21166  -8.30569     (-2.616,-4.662) (-42.574,-36.641) (-2.595,-5.689) 5.06367  14.7781  8.17893  47.8601  
8      2.55920 -44.71428 -38.83434  -2.51354  -5.57713  -8.27889     (-2.559,-5.073) (-42.155,-36.275) (-3.018,-5.720) 5.83604  16.3584  9.3162  47.6595  
9      2.50192 -44.23852 -38.41159  -2.98195  -5.94260  -8.25209     (-2.502,-5.484) (-41.737,-35.910) (-3.441,-5.750) 6.49211  17.3995  10.1552  47.472  
10      2.44464 -43.76275 -37.98884  -3.45036  -6.30807  -8.22528     (-2.445,-5.895) (-41.318,-35.544) (-3.863,-5.781) 7.00502  18.2675  10.7046  47.0716  
11      2.38736 -43.28698 -37.56609  -3.91877  -6.67354  -8.19848     (-2.387,-6.306) (-40.900,-35.179) (-4.286,-5.811) 7.57063  19.0339  11.3509  46.5511  
12      2.33008 -42.81122 -37.14334  -4.38718  -7.03901  -8.17168     (-2.330,-6.717) (-40.481,-34.813) (-4.709,-5.842) 8.17801  19.6245  12.0784  46.0391  
13      2.27280 -42.33545 -36.72059  -4.85560  -7.40448  -8.14488     (-2.273,-7.128) (-40.063,-34.448) (-5.132,-5.872) 8.81854  20.267  12.8724  45.5359  
14      2.21551 -41.85969 -36.29784  -5.32401  -7.76994  -8.11808     (-2.216,-7.540) (-39.644,-34.082) (-5.554,-5.903) 9.48549  20.9567  13.7206  45.0417  
15      2.15823 -41.38392 -35.87509  -5.79242  -8.13541  -8.09128     (-2.158,-7.951) (-39.226,-33.717) (-5.977,-5.933) 10.1683  21.6891  14.6129  44.5569  
16      2.10095 -40.90816 -35.45234  -6.26083  -8.50088  -8.06447     (-2.101,-8.362) (-38.807,-33.351) (-6.400,-5.964) 10.8295  22.4599  15.5412  44.0817  
17      2.04367 -40.43239 -35.02959  -6.72924  -8.86635  -8.03767     (-2.044,-8.773) (-38.389,-32.986) (-6.823,-5.994) 11.5101  23.2654  16.4992  43.6165  
18      1.98639 -39.95663 -34.60684  -7.19765  -9.23182  -8.01087     (-1.986,-9.184) (-37.970,-32.620) (-7.245,-6.024) 12.2068  24.1021  17.4817  43.1616  
19      1.92911 -39.48086 -34.18409  -7.66606  -9.59729  -7.98407     (-1.929,-9.595) (-37.552,-32.255) (-7.668,-6.055) 12.9172  24.9668  18.4832  42.7173  
20      1.87183 -39.00510 -33.76134  -8.13447  -9.96276  -7.95727     (-1.872,-10.006) (-37.133,-31.890) (-8.091,-6.085) 13.639  25.8568  19.4979  42.2839  
21      1.81455 -38.52933 -33.33858  -8.60288 -10.32823  -7.93047     (-1.815,-10.417) (-36.715,-31.524) (-8.514,-6.116) 14.3705  26.7695  20.5269  41.8619  
22      1.75727 -38.05357 -32.91583  -9.07129 -10.69370  -7.90366     (-1.757,-10.829) (-36.296,-31.159) (-8.936,-6.146) 15.1103  27.7026  21.5685  41.4515  
23      1.69998 -37.57780 -32.49308  -9.53970 -11.05917  -7.87686     (-1.700,-11.240) (-35.878,-30.793) (-9.359,-6.177) 15.8573  28.6542  22.621  41.0531  
