Fol_2018-05-14.17_23_51.1_37.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      7.77948 -46.12548 -43.57190   1.22430  -2.78460  -6.08736     (-2.785,-33.351) (-1.560,-30.798) (-4.995,-3.303) 0  0  
1      7.67277 -45.67532 -43.18224   0.87505  -3.06756  -6.05923     (-3.068,-33.397) (-2.193,-30.904) (-4.605,-2.992) 0.861329  0.861329  
2      7.56607 -45.22517 -42.79257   0.52581  -3.35052  -6.03111     (-3.351,-33.444) (-2.825,-31.011) (-4.216,-2.681) 1.72266  1.72266  
3      7.45936 -44.77502 -42.40290   0.17656  -3.63348  -6.00298     (-3.633,-33.490) (-3.457,-31.118) (-3.826,-2.369) 2.58399  2.58399  
4      7.35265 -44.32486 -42.01324  -0.17269  -3.91644  -5.97485     (-3.916,-33.536) (-4.089,-31.224) (-3.436,-2.058) 3.44532  3.44532  
5      7.24594 -43.87471 -41.62357  -0.52193  -4.19940  -5.94672     (-4.199,-33.582) (-4.721,-31.331) (-3.047,-1.747) 4.30665  4.30665  
6      7.13923 -43.42456 -41.23390  -0.87118  -4.48236  -5.91860     (-4.482,-33.628) (-5.354,-31.438) (-2.657,-1.436) 5.16797  5.16797  
7      7.03253 -42.97441 -40.84423  -1.22043  -4.76532  -5.89047     (-4.765,-33.675) (-5.986,-31.544) (-2.267,-1.125) 6.0293  6.0293  
8      6.92582 -42.52425 -40.45457  -1.56967  -5.04827  -5.86234     (-5.048,-33.721) (-6.618,-31.651) (-1.878,-0.814) 6.89063  6.89063  
9      6.81911 -42.07410 -40.06490  -1.91892  -5.33123  -5.83421     (-5.331,-33.767) (-7.250,-31.758) (-1.488,-0.503) 7.75196  7.75196  
10      6.71240 -41.62395 -39.67523  -2.26817  -5.61419  -5.80609     (-5.614,-33.813) (-7.882,-31.865) (-1.098,-0.192) 8.43624  8.61329  
11      6.60569 -41.17379 -39.28557  -2.61741  -5.89715  -5.77796     (-33.740,-8.395) (-5.778,-31.852) (-0.119,-0.828) 8.83364  8.83364  
12      6.49899 -40.72364 -38.89590  -2.96666  -6.18011  -5.74983     (-33.475,-8.716) (-5.750,-31.648) (-0.430,-0.749) 8.93057  8.93057  
13      6.39228 -40.27349 -38.50623  -3.31591  -6.46307  -5.72171     (-33.211,-9.038) (-5.722,-31.443) (-0.741,-0.671) 9.06171  9.06171  
14      6.28557 -39.82333 -38.11657  -3.66515  -6.74603  -5.69358     (-32.946,-9.359) (-5.694,-31.239) (-1.052,-0.592) 9.2256  9.2256  
15      6.17886 -39.37318 -37.72690  -4.01440  -7.02899  -5.66545     (-32.681,-9.680) (-5.665,-31.035) (-1.364,-0.513) 9.42052  9.42052  
16      6.07215 -38.92303 -37.33723  -4.36365  -7.31195  -5.63732     (-32.416,-10.001) (-5.637,-30.830) (-1.675,-0.435) 9.6446  9.6446  
17      5.96545 -38.47287 -36.94757  -4.71289  -7.59491  -5.60920     (-32.151,-10.322) (-5.609,-30.626) (-1.986,-0.356) 9.89586  9.89586  
