Fol_2018-05-05.09_45_15.1_7.txt     Output is probe cell, reduced cell, NCDist distance between
0    -116.72872 132.44881 -101.93030 -326.26728 -123.56334 -343.30576     (-180.338,-101.930) (-163.300,-225.494) (-30.519,-14.798) 0
1    -117.37124 129.46144 -101.20896 -324.00125 -124.59294 -339.98751     (-182.274,-101.209) (-166.287,-225.802) (-28.252,-16.162) 4.50327
2    -118.01377 126.47408 -100.48763 -321.73522 -125.62254 -336.66925     (-184.209,-100.488) (-169.275,-226.110) (-25.986,-17.526) 9.00653
3    -118.65629 123.48672 -99.76630 -319.46919 -126.65214 -333.35100     (-186.144,-99.766) (-172.262,-226.418) (-23.720,-18.890) 13.5098
4    -119.29881 120.49936 -99.04497 -317.20316 -127.68174 -330.03274     (-188.079,-99.045) (-175.249,-226.727) (-21.454,-20.254) 18.0131
5    -119.94133 117.51200 -98.32364 -314.93713 -128.71134 -326.71449     (-190.014,-98.324) (-178.237,-227.035) (-19.188,-21.618) 22.5163
6    -120.58386 114.52464 -97.60231 -312.67110 -129.74093 -323.39623     (-191.949,-97.602) (-181.224,-227.343) (-16.922,-22.982) 27.0196
7    -121.22638 111.53728 -96.88098 -310.40507 -130.77053 -320.07797     (-193.884,-96.881) (-184.211,-227.652) (-14.656,-24.345) 31.5229
8    -121.86890 108.54991 -96.15965 -308.13904 -131.80013 -316.75972     (-195.820,-96.160) (-187.199,-227.960) (-12.390,-25.709) 36.0261
9    -122.51142 105.56255 -95.43832 -305.87301 -132.82973 -313.44146     (-197.755,-95.438) (-190.186,-228.268) (-10.124,-27.073) 40.5294
10    -123.15395 102.57519 -94.71698 -303.60698 -133.85933 -310.12321     (-199.690,-94.717) (-193.174,-228.576) (-7.858,-28.437) 45.0327
11    -123.79647  99.58783 -93.99565 -301.34095 -134.88893 -306.80495     (-201.625,-93.996) (-196.161,-228.885) (-5.592,-29.801) 49.5359
12    -124.43899  96.60047 -93.27432 -299.07492 -135.91853 -303.48669     (-203.560,-93.274) (-199.148,-229.193) (-3.326,-31.165) 54.0392
13    -125.08151  93.61311 -92.55299 -296.80889 -136.94813 -300.16844     (-205.495,-92.553) (-202.136,-229.501) (-1.060,-32.529) 58.5425
14    -125.72404  90.62575 -91.83166 -294.54286 -137.97773 -296.85018     (-206.224,-203.917) (-90.626,-228.603) (-1.206,-35.098) 52.2916
15    -126.36656  87.63839 -91.11033 -292.27683 -139.00733 -293.53193     (-205.894,-204.638) (-87.638,-226.646) (-3.472,-38.728) 52.9715
