Fol_2018-05-14.17_24_39.1_66.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      3.94353 -43.51110 -49.06106  -1.20170   0.10118  -8.82096     (-0.101,-35.624) (-0.999,-3.944) (-40.972,-8.821) 0  0  
1      3.90267 -43.08169 -48.97935  -1.54940   0.06032  -8.82096     (-0.060,-35.276) (-1.429,-3.903) (-41.053,-8.821) 0.56152  0.56152  
2      3.86182 -42.65228 -48.89764  -1.89710   0.01947  -8.82096     (-0.019,-34.929) (-1.858,-3.862) (-41.135,-8.821) 1.12304  1.12304  
3      3.82096 -42.22287 -48.81593  -2.24480  -0.02139  -8.82096     (-0.021,-34.602) (-2.266,-41.195) (-3.800,-8.800) 1.6538  10.2435  
4      3.78011 -41.79345 -48.73422  -2.59250  -0.06224  -8.82096     (-0.062,-34.295) (-2.655,-41.236) (-3.718,-8.759) 2.15799  10.0059  
5      3.73925 -41.36404 -48.65251  -2.94020  -0.10310  -8.82096     (-0.103,-33.989) (-3.043,-41.277) (-3.636,-8.718) 2.66317  9.78871  
6      3.69840 -40.93463 -48.57079  -3.28791  -0.14396  -8.82096     (-0.144,-33.682) (-3.432,-41.318) (-3.554,-8.677) 3.16885  9.59344  
7      3.65754 -40.50522 -48.48908  -3.63561  -0.18481  -8.82096     (-0.185,-33.375) (-3.820,-41.359) (-3.473,-8.636) 3.67483  9.42141  
8      3.61668 -40.07581 -48.40737  -3.98331  -0.22567  -8.82096     (-0.226,-33.068) (-4.209,-41.400) (-3.391,-8.595) 4.181  9.27391  
9      3.57583 -39.64640 -48.32566  -4.33101  -0.26652  -8.82096     (-0.267,-32.761) (-4.598,-41.441) (-3.309,-8.554) 4.6873  9.15214  
10      3.53497 -39.21698 -48.24395  -4.67871  -0.30738  -8.82096     (-0.307,-32.454) (-4.986,-41.481) (-3.228,-8.514) 5.19369  9.05711  
11      3.49412 -38.78757 -48.16224  -5.02641  -0.34823  -8.82096     (-0.348,-32.148) (-5.375,-41.522) (-3.146,-8.473) 5.70015  8.9897  
12      3.45326 -38.35816 -48.08053  -5.37411  -0.38909  -8.82096     (-0.389,-31.841) (-5.763,-41.563) (-3.064,-8.432) 6.20666  8.95051  
13      3.41241 -37.92875 -47.99882  -5.72181  -0.42995  -8.82096     (-0.430,-31.534) (-6.152,-41.604) (-2.982,-8.391) 6.7132  8.93993  
14      3.37155 -37.49934 -47.91710  -6.06951  -0.47080  -8.82096     (-0.471,-31.227) (-6.540,-41.645) (-2.901,-8.350) 7.21978  8.95804  
15      3.33069 -37.06993 -47.83539  -6.41721  -0.51166  -8.82096     (-0.512,-30.920) (-6.929,-41.686) (-2.819,-8.309) 7.72639  9.00469  
16      3.28984 -36.64051 -47.75368  -6.76491  -0.55251  -8.82096     (-0.553,-30.613) (-7.317,-41.727) (-2.737,-8.268) 8.23301  9.07942  
17      3.24898 -36.21110 -47.67197  -7.11261  -0.59337  -8.82096     (-0.593,-30.307) (-7.706,-41.767) (-2.656,-8.228) 8.73965  9.18156  
