Fol_2018-05-06.16_57_17.2_17.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0     13.42742 -72.15229 -16.67204 -49.85306 -48.95448   0.13708     (-38.772,-39.396) (-10.183,-10.320) (-34.840,-3.245) 0  0  0  1.3487e-06  
1     12.90015 -71.52634 -16.85556 -49.74743 -48.56423   0.10292     (-39.619,-40.597) (-8.945,-9.048) (-36.575,-3.955) 2.97103  2.21569  5.05238  2.97103  
2     12.37289 -70.90039 -17.03908 -49.64180 -48.17398   0.06877     (-40.467,-41.798) (-7.707,-7.775) (-38.310,-4.666) 5.94206  4.43138  10.1048  5.94206  
3     11.84563 -70.27443 -17.22260 -49.53618 -47.78373   0.03461     (-41.315,-42.998) (-6.469,-6.503) (-40.045,-5.377) 8.91309  6.64708  15.1572  8.91309  
4     11.31836 -69.64848 -17.40611 -49.43055 -47.39348   0.00045     (-42.163,-44.199) (-5.231,-5.231) (-41.780,-6.088) 11.8841  8.86277  20.2095  11.8841  
5     10.79110 -69.02252 -17.58963 -49.32493 -47.00323  -0.03371     (-43.011,-45.400) (-3.993,-3.959) (-43.515,-6.799) 14.8552  11.0785  25.2619  14.8552  
6     10.26384 -68.39657 -17.77315 -49.21930 -46.61299  -0.06787     (-43.858,-46.601) (-2.755,-2.687) (-45.250,-7.509) 16.5365  13.2942  30.3143  17.8262  
7      9.73657 -67.77061 -17.95667 -49.11367 -46.22274  -0.10203     (-44.706,-47.801) (-1.516,-1.414) (-46.985,-8.220) 18.3483  15.5098  35.3667  20.7972  
8      9.20931 -67.14466 -18.14019 -49.00805 -45.83249  -0.13619     (-45.554,-49.002) (-0.278,-0.142) (-48.720,-8.931) 20.4333  17.7255  39.9808  23.7682  
9      8.68204 -66.51870 -18.32371 -48.90242 -45.44224  -0.17034     (-49.325,-49.073) (-0.170,-1.130) (-45.272,-8.512) 20.9828  17.6499  40.1492  22.9406  
10      8.15478 -65.89275 -18.50723 -48.79680 -45.05199  -0.20450     (-49.788,-49.001) (-0.205,-2.402) (-44.847,-7.950) 20.5786  17.2052  40.0463  22.3193  
11      7.62752 -65.26679 -18.69075 -48.69117 -44.66174  -0.23866     (-50.250,-48.930) (-0.239,-3.674) (-44.423,-7.389) 20.2817  17.0173  40.0851  21.7877  
12      7.10025 -64.64084 -18.87427 -48.58554 -44.27149  -0.27282     (-50.713,-48.858) (-0.273,-4.947) (-43.999,-6.827) 20.0969  17.0805  40.2652  21.3523  
13      6.57299 -64.01489 -19.05779 -48.47992 -43.88125  -0.30698     (-51.176,-48.787) (-0.307,-6.219) (-43.574,-6.266) 20.0273  17.4275  40.5847  21.0193  
14      6.04573 -63.38893 -19.24131 -48.37429 -43.49100  -0.34114     (-51.639,-48.715) (-0.341,-7.491) (-43.150,-5.705) 20.074  18.042  41.0405  20.7934  
15      5.51846 -62.76298 -19.42483 -48.26867 -43.10075  -0.37530     (-52.101,-48.644) (-0.375,-8.763) (-42.725,-5.143) 20.2363  18.8977  41.6279  20.6783  
16      4.99120 -62.13702 -19.60835 -48.16304 -42.71050  -0.40945     (-52.564,-48.572) (-0.409,-10.035) (-42.301,-4.582) 20.5115  19.9638  42.3416  20.6757  
17      4.46394 -61.51107 -19.79187 -48.05742 -42.32025  -0.44361     (-53.027,-48.501) (-0.444,-11.308) (-41.877,-4.020) 20.7213  21.2086  43.1752  20.7857  
18      3.93667 -60.88511 -19.97539 -47.95179 -41.93000  -0.47777     (-53.490,-48.430) (-0.478,-12.580) (-41.452,-3.459) 20.935  22.6025  44.122  21.0065  
19      3.40941 -60.25916 -20.15891 -47.84616 -41.53976  -0.51193     (-53.952,-48.358) (-0.512,-13.852) (-41.028,-2.897) 21.2566  24.1197  45.1749  21.3348  
20      2.88215 -59.63320 -20.34243 -47.74054 -41.14951  -0.54609     (-54.415,-48.287) (-0.546,-15.124) (-40.603,-2.336) 21.6814  25.7384  46.3265  21.7656  
21      2.35488 -59.00725 -20.52595 -47.63491 -40.75926  -0.58025     (-54.878,-48.215) (-0.580,-16.396) (-40.179,-1.775) 22.2034  27.4406  47.5699  22.2929  
