Fol_2018-05-05.12_28_56.2_19.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1843.56004 823.21418 -2911.93808 -1298.01071 1201.73071 -3364.91620     (-1710.207,-96.280) (-378.517,-1201.731) (-641.829,-2163.185) 0
1    -1842.21304 811.07548 -2889.00769 -1285.87202 1177.45332 -3352.77751     (-1711.554,-108.419) (-366.378,-1177.453) (-664.760,-2175.324) 39.4848
2    -1840.86605 798.93679 -2866.07730 -1273.73332 1153.17594 -3340.63881     (-1712.901,-120.557) (-354.239,-1153.176) (-687.690,-2187.463) 78.9697
3    -1839.51905 786.79810 -2843.14691 -1261.59463 1128.89855 -3328.50012     (-1714.248,-132.696) (-342.100,-1128.899) (-710.621,-2199.602) 118.455
4    -1838.17205 774.65940 -2820.21652 -1249.45593 1104.62116 -3316.36142     (-1715.595,-144.835) (-329.962,-1104.621) (-733.551,-2211.740) 157.939
5    -1836.82506 762.52071 -2797.28612 -1237.31724 1080.34377 -3304.22273     (-1716.942,-156.973) (-317.823,-1080.344) (-756.481,-2223.879) 197.424
6    -1835.47806 750.38201 -2774.35573 -1225.17855 1056.06638 -3292.08404     (-1718.289,-169.112) (-305.684,-1056.066) (-779.412,-2236.018) 236.909
7    -1834.13106 738.24332 -2751.42534 -1213.03985 1031.78900 -3279.94534     (-1719.636,-181.251) (-293.546,-1031.789) (-802.342,-2248.156) 276.394
8    -1832.78407 726.10463 -2728.49495 -1200.90116 1007.51161 -3267.80665     (-1720.983,-193.390) (-281.407,-1007.512) (-825.272,-2260.295) 315.879
9    -1831.43707 713.96593 -2705.56456 -1188.76246 983.23422 -3255.66795     (-1722.330,-205.528) (-269.268,-983.234) (-848.203,-2272.434) 355.364
10    -1830.09007 701.82724 -2682.63417 -1176.62377 958.95683 -3243.52926     (-1723.677,-217.667) (-257.130,-958.957) (-871.133,-2284.572) 394.848
11    -1828.74308 689.68854 -2659.70378 -1164.48508 934.67944 -3231.39056     (-1725.024,-229.806) (-244.991,-934.679) (-894.064,-2296.711) 434.333
12    -1827.39608 677.54985 -2636.77338 -1152.34638 910.40205 -3219.25187     (-1726.371,-241.944) (-232.852,-910.402) (-916.994,-2308.850) 473.818
13    -1826.04908 665.41115 -2613.84299 -1140.20769 886.12467 -3207.11318     (-1727.718,-254.083) (-220.714,-886.125) (-939.924,-2320.989) 513.303
14    -1824.70209 653.27246 -2590.91260 -1128.06899 861.84728 -3194.97448     (-1729.065,-266.222) (-208.575,-861.847) (-962.855,-2333.127) 552.788
15    -1823.35509 641.13377 -2567.98221 -1115.93030 837.56989 -3182.83579     (-1730.412,-278.360) (-196.436,-837.570) (-985.785,-2345.266) 592.273
16    -1822.00809 628.99507 -2545.05182 -1103.79160 813.29250 -3170.69709     (-1731.759,-290.499) (-184.297,-813.293) (-1008.716,-2357.405) 631.757
17    -1820.66110 616.85638 -2522.12143 -1091.65291 789.01511 -3158.55840     (-1733.106,-302.638) (-172.159,-789.015) (-1031.646,-2369.543) 662.968
18    -1819.31410 604.71768 -2499.19104 -1079.51422 764.73773 -3146.41971     (-1734.453,-314.776) (-160.020,-764.738) (-1054.576,-2381.682) 650.271
19    -1817.96710 592.57899 -2476.26064 -1067.37552 740.46034 -3134.28101     (-1735.800,-326.915) (-147.881,-740.460) (-1077.507,-2393.821) 639.761
20    -1816.62011 580.44030 -2453.33025 -1055.23683 716.18295 -3122.14232     (-1737.147,-339.054) (-135.743,-716.183) (-1100.437,-2405.959) 631.55
21    -1815.27311 568.30160 -2430.39986 -1043.09813 691.90556 -3110.00362     (-1738.494,-351.193) (-123.604,-691.906) (-1123.368,-2418.098) 625.727
22    -1813.92611 556.16291 -2407.46947 -1030.95944 667.62817 -3097.86493     (-1739.841,-363.331) (-111.465,-667.628) (-1146.298,-2430.237) 622.36
23    -1812.57912 544.02421 -2384.53908 -1018.82075 643.35079 -3085.72624     (-1741.188,-375.470) (-99.327,-643.351) (-1169.228,-2442.375) 621.487
24    -1811.23212 531.88552 -2361.60869 -1006.68205 619.07340 -3073.58754     (-1742.535,-387.609) (-87.188,-619.073) (-1192.159,-2454.514) 623.121
25    -1809.88512 519.74683 -2338.67830 -994.54336 594.79601 -3061.44885     (-1743.882,-399.747) (-75.049,-594.796) (-1215.089,-2466.653) 627.241
26    -1808.53813 507.60813 -2315.74790 -982.40466 570.51862 -3049.31015     (-1745.229,-411.886) (-62.910,-570.519) (-1238.020,-2478.792) 633.799
27    -1807.19113 495.46944 -2292.81751 -970.26597 546.24123 -3037.17146     (-1746.576,-424.025) (-50.772,-546.241) (-1260.950,-2490.930) 642.72
28    -1805.84413 483.33074 -2269.88712 -958.12728 521.96384 -3025.03277     (-1747.923,-436.163) (-38.633,-521.964) (-1283.880,-2503.069) 653.907
29    -1804.49714 471.19205 -2246.95673 -945.98858 497.68646 -3012.89407     (-1749.270,-448.302) (-26.494,-497.686) (-1306.811,-2515.208) 667.247
30    -1803.15014 459.05336 -2224.02634 -933.84989 473.40907 -3000.75538     (-1750.617,-460.441) (-14.356,-473.409) (-1329.741,-2527.346) 682.612
31    -1801.80314 446.91466 -2201.09595 -921.71119 449.13168 -2988.61668     (-1751.964,-472.580) (-2.217,-449.132) (-1352.671,-2539.485) 699.871
32    -1800.45615 434.77597 -2178.16556 -909.57250 424.85429 -2976.47799     (-2541.702,-474.797) (-434.776,-9.922) (-1743.390,-1365.680) 670.52
33    -1799.10915 422.63727 -2155.23516 -897.43381 400.57690 -2964.33930     (-2541.702,-474.797) (-422.637,-22.060) (-1732.598,-1376.472) 660.137
34    -1797.76215 410.49858 -2132.30477 -885.29511 376.29952 -2952.20060     (-2541.702,-474.797) (-410.499,-34.199) (-1721.806,-1387.264) 650.4
35    -1796.41516 398.35989 -2109.37438 -873.15642 352.02213 -2940.06191     (-2541.702,-474.797) (-398.360,-46.338) (-1711.014,-1398.055) 641.337
36    -1795.06816 386.22119 -2086.44399 -861.01772 327.74474 -2927.92321     (-2541.702,-474.797) (-386.221,-58.476) (-1700.223,-1408.847) 632.98
37    -1793.72116 374.08250 -2063.51360 -848.87903 303.46735 -2915.78452     (-2541.702,-474.797) (-374.082,-70.615) (-1689.431,-1419.639) 625.354
38    -1792.37417 361.94380 -2040.58321 -836.74034 279.18996 -2903.64583     (-2541.702,-474.797) (-361.944,-82.754) (-1678.639,-1430.430) 618.488
39    -1791.02717 349.80511 -2017.65282 -824.60164 254.91258 -2891.50713     (-2541.702,-474.797) (-349.805,-94.893) (-1667.848,-1441.222) 612.407
40    -1789.68017 337.66642 -1994.72242 -812.46295 230.63519 -2879.36844     (-2541.702,-474.797) (-337.666,-107.031) (-1657.056,-1452.014) 607.135
41    -1788.33318 325.52772 -1971.79203 -800.32425 206.35780 -2867.22974     (-2541.702,-474.797) (-325.528,-119.170) (-1646.264,-1462.805) 602.693
42    -1786.98618 313.38903 -1948.86164 -788.18556 182.08041 -2855.09105     (-2541.702,-474.797) (-313.389,-131.309) (-1635.473,-1473.597) 599.099
43    -1785.63918 301.25033 -1925.93125 -776.04686 157.80302 -2842.95235     (-2541.702,-474.797) (-301.250,-143.447) (-1624.681,-1484.389) 596.369
44    -1784.29219 289.11164 -1903.00086 -763.90817 133.52563 -2830.81366     (-2541.702,-474.797) (-289.112,-155.586) (-1613.889,-1495.181) 594.514
45    -1782.94519 276.97294 -1880.07047 -751.76948 109.24825 -2818.67497     (-2541.702,-474.797) (-276.973,-167.725) (-1603.098,-1505.972) 593.543
46    -1781.59819 264.83425 -1857.14007 -739.63078  84.97086 -2806.53627     (-2541.702,-474.797) (-264.834,-179.863) (-1592.306,-1516.764) 593.46
47    -1780.25120 252.69556 -1834.20968 -727.49209  60.69347 -2794.39758     (-2541.702,-474.797) (-252.696,-192.002) (-1581.514,-1527.556) 594.266
48    -1778.90420 240.55686 -1811.27929 -715.35339  36.41608 -2782.25888     (-2541.702,-474.797) (-240.557,-204.141) (-1570.722,-1538.347) 595.957
49    -1777.55720 228.41817 -1788.34890 -703.21470  12.13869 -2770.12019     (-2541.702,-474.797) (-228.418,-216.279) (-1559.931,-1549.139) 598.525
50    -1776.21021 216.27947 -1765.41851 -691.07601 -12.13869 -2757.98150     (-2541.702,-474.797) (-216.279,-228.418) (-1549.139,-1559.931) 598.525
51    -1774.86321 204.14078 -1742.48812 -678.93731 -36.41608 -2745.84280     (-2541.702,-474.797) (-204.141,-240.557) (-1538.347,-1570.722) 595.957
52    -1773.51621 192.00209 -1719.55773 -666.79862 -60.69347 -2733.70411     (-2541.702,-474.797) (-192.002,-252.696) (-1527.556,-1581.514) 594.266
53    -1772.16922 179.86339 -1696.62733 -654.65992 -84.97086 -2721.56541     (-2541.702,-474.797) (-179.863,-264.834) (-1516.764,-1592.306) 593.46
54    -1770.82222 167.72470 -1673.69694 -642.52123 -109.24825 -2709.42672     (-2541.702,-474.797) (-167.725,-276.973) (-1505.972,-1603.098) 593.543
55    -1769.47522 155.58600 -1650.76655 -630.38254 -133.52563 -2697.28803     (-2541.702,-474.797) (-155.586,-289.112) (-1495.181,-1613.889) 594.514
56    -1768.12823 143.44731 -1627.83616 -618.24384 -157.80302 -2685.14933     (-2541.702,-474.797) (-143.447,-301.250) (-1484.389,-1624.681) 596.369
57    -1766.78123 131.30862 -1604.90577 -606.10515 -182.08041 -2673.01064     (-2541.702,-474.797) (-131.309,-313.389) (-1473.597,-1635.473) 599.099
58    -1765.43423 119.16992 -1581.97538 -593.96645 -206.35780 -2660.87194     (-2541.702,-474.797) (-119.170,-325.528) (-1462.805,-1646.264) 602.693
59    -1764.08724 107.03123 -1559.04499 -581.82776 -230.63519 -2648.73325     (-2541.702,-474.797) (-107.031,-337.666) (-1452.014,-1657.056) 607.135
60    -1762.74024  94.89253 -1536.11459 -569.68907 -254.91258 -2636.59456     (-2541.702,-474.797) (-94.893,-349.805) (-1441.222,-1667.848) 612.407
61    -1761.39324  82.75384 -1513.18420 -557.55037 -279.18996 -2624.45586     (-2541.702,-474.797) (-82.754,-361.944) (-1430.430,-1678.639) 618.488
62    -1760.04625  70.61515 -1490.25381 -545.41168 -303.46735 -2612.31717     (-2541.702,-474.797) (-70.615,-374.082) (-1419.639,-1689.431) 625.354
63    -1758.69925  58.47645 -1467.32342 -533.27298 -327.74474 -2600.17847     (-2541.702,-474.797) (-58.476,-386.221) (-1408.847,-1700.223) 632.98
64    -1757.35225  46.33776 -1444.39303 -521.13429 -352.02213 -2588.03978     (-2541.702,-474.797) (-46.338,-398.360) (-1398.055,-1711.014) 641.337
65    -1756.00526  34.19906 -1421.46264 -508.99560 -376.29952 -2575.90109     (-2541.702,-474.797) (-34.199,-410.499) (-1387.264,-1721.806) 650.4
66    -1754.65826  22.06037 -1398.53225 -496.85690 -400.57690 -2563.76239     (-2541.702,-474.797) (-22.060,-422.637) (-1376.472,-1732.598) 660.137
67    -1753.31126   9.92168 -1375.60185 -484.71821 -424.85429 -2551.62370     (-2541.702,-474.797) (-9.922,-434.776) (-1365.680,-1743.390) 670.52
68    -1751.96427  -2.21702 -1352.67146 -472.57951 -449.13168 -2539.48500     (-1751.964,-472.580) (-2.217,-449.132) (-1352.671,-2539.485) 699.871
69    -1750.61727 -14.35571 -1329.74107 -460.44082 -473.40907 -2527.34631     (-1750.617,-460.441) (-14.356,-473.409) (-1329.741,-2527.346) 682.612
70    -1749.27027 -26.49441 -1306.81068 -448.30213 -497.68646 -2515.20762     (-1749.270,-448.302) (-26.494,-497.686) (-1306.811,-2515.208) 667.247
71    -1747.92328 -38.63310 -1283.88029 -436.16343 -521.96384 -2503.06892     (-1747.923,-436.163) (-38.633,-521.964) (-1283.880,-2503.069) 653.907
72    -1746.57628 -50.77180 -1260.94990 -424.02474 -546.24123 -2490.93023     (-1746.576,-424.025) (-50.772,-546.241) (-1260.950,-2490.930) 642.72
73    -1745.22928 -62.91049 -1238.01951 -411.88604 -570.51862 -2478.79153     (-1745.229,-411.886) (-62.910,-570.519) (-1238.020,-2478.792) 633.799
74    -1743.88229 -75.04918 -1215.08911 -399.74735 -594.79601 -2466.65284     (-1743.882,-399.747) (-75.049,-594.796) (-1215.089,-2466.653) 627.241
75    -1742.53529 -87.18788 -1192.15872 -387.60865 -619.07340 -2454.51414     (-1742.535,-387.609) (-87.188,-619.073) (-1192.159,-2454.514) 623.121
76    -1741.18829 -99.32657 -1169.22833 -375.46996 -643.35079 -2442.37545     (-1741.188,-375.470) (-99.327,-643.351) (-1169.228,-2442.375) 621.487
77    -1739.84130 -111.46527 -1146.29794 -363.33127 -667.62817 -2430.23676     (-1739.841,-363.331) (-111.465,-667.628) (-1146.298,-2430.237) 622.36
78    -1738.49430 -123.60396 -1123.36755 -351.19257 -691.90556 -2418.09806     (-1738.494,-351.193) (-123.604,-691.906) (-1123.368,-2418.098) 625.727
79    -1737.14730 -135.74265 -1100.43716 -339.05388 -716.18295 -2405.95937     (-1737.147,-339.054) (-135.743,-716.183) (-1100.437,-2405.959) 631.55
80    -1735.80031 -147.88135 -1077.50677 -326.91518 -740.46034 -2393.82067     (-1735.800,-326.915) (-147.881,-740.460) (-1077.507,-2393.821) 639.761
81    -1734.45331 -160.02004 -1054.57637 -314.77649 -764.73773 -2381.68198     (-1734.453,-314.776) (-160.020,-764.738) (-1054.576,-2381.682) 650.271
82    -1733.10631 -172.15874 -1031.64598 -302.63780 -789.01511 -2369.54329     (-1733.106,-302.638) (-172.159,-789.015) (-1031.646,-2369.543) 662.968
