Fol_2018-05-05.12_25_39.2_12.txt     Output is probe cell, reduced cell, NCDist distance between
0    1492.95230 -3120.69280 -2873.94254 1801.83059 -3531.91900 -2020.04178     (-308.878,-1801.831) (-1072.112,-1730.088) (-1318.862,-218.211) 0
1    1474.75200 -3100.00007 -2858.23466 1765.42998 -3513.71869 -2001.84147     (-290.678,-1765.430) (-1092.805,-1748.289) (-1334.570,-236.411) 54.7146
2    1456.55169 -3079.30733 -2842.52677 1729.02936 -3495.51838 -1983.64117     (-272.478,-1729.029) (-1113.497,-1766.489) (-1350.278,-254.612) 109.429
3    1438.35138 -3058.61459 -2826.81889 1692.62874 -3477.31807 -1965.44086     (-254.277,-1692.629) (-1134.190,-1784.689) (-1365.986,-272.812) 164.144
4    1420.15107 -3037.92186 -2811.11101 1656.22812 -3459.11776 -1947.24055     (-236.077,-1656.228) (-1154.883,-1802.890) (-1381.694,-291.012) 218.858
5    1401.95076 -3017.22912 -2795.40313 1619.82750 -3440.91745 -1929.04024     (-217.877,-1619.828) (-1175.576,-1821.090) (-1397.402,-309.213) 273.573
6    1383.75045 -2996.53639 -2779.69524 1583.42689 -3422.71714 -1910.83993     (-199.676,-1583.427) (-1196.268,-1839.290) (-1413.110,-327.413) 328.287
7    1365.55014 -2975.84365 -2763.98736 1547.02627 -3404.51683 -1892.63962     (-181.476,-1547.026) (-1216.961,-1857.491) (-1428.817,-345.613) 383.002
8    1347.34983 -2955.15091 -2748.27948 1510.62565 -3386.31652 -1874.43931     (-163.276,-1510.626) (-1237.654,-1875.691) (-1444.525,-363.814) 396.503
9    1329.14952 -2934.45818 -2732.57160 1474.22503 -3368.11621 -1856.23900     (-145.076,-1474.225) (-1258.347,-1893.891) (-1460.233,-382.014) 388.35
10    1310.94921 -2913.76544 -2716.86372 1437.82441 -3349.91591 -1838.03869     (-126.875,-1437.824) (-1279.039,-1912.091) (-1475.941,-400.214) 387.819
11    1292.74891 -2893.07271 -2701.15583 1401.42380 -3331.71560 -1819.83838     (-108.675,-1401.424) (-1299.732,-1930.292) (-1491.649,-418.415) 394.942
12    1274.54860 -2872.37997 -2685.44795 1365.02318 -3313.51529 -1801.63807     (-90.475,-1365.023) (-1320.425,-1948.492) (-1507.357,-436.615) 409.319
13    1256.34829 -2851.68723 -2669.74007 1328.62256 -3295.31498 -1783.43777     (-72.274,-1328.623) (-1341.118,-1966.692) (-1523.065,-454.815) 430.224
14    1238.14798 -2830.99450 -2654.03219 1292.22194 -3277.11467 -1765.23746     (-54.074,-1292.222) (-1361.810,-1984.893) (-1538.773,-473.016) 456.761
15    1219.94767 -2810.30176 -2638.32431 1255.82132 -3258.91436 -1747.03715     (-35.874,-1255.821) (-1382.503,-2003.093) (-1554.480,-491.216) 488.012
16    1201.74736 -2789.60903 -2622.61642 1219.42071 -3240.71405 -1728.83684     (-17.673,-1219.421) (-1403.196,-2021.293) (-1570.188,-509.416) 523.133
17    1183.54705 -2768.91629 -2606.90854 1183.02009 -3222.51374 -1710.63653     (-1183.547,-0.527) (-1585.369,-1423.361) (-2038.967,-527.089) 560.238
18    1165.34674 -2748.22355 -2591.20066 1146.61947 -3204.31343 -1692.43622     (-1165.347,-18.727) (-1582.877,-1425.854) (-2038.967,-527.089) 560.371
19    1147.14643 -2727.53082 -2575.49278 1110.21885 -3186.11312 -1674.23591     (-1147.146,-36.928) (-1580.384,-1428.346) (-2038.967,-527.089) 561.706
20    1128.94612 -2706.83808 -2559.78490 1073.81823 -3167.91282 -1656.03560     (-1128.946,-55.128) (-1577.892,-1430.839) (-2038.967,-527.089) 564.236
21    1110.74581 -2686.14535 -2544.07701 1037.41761 -3149.71251 -1637.83529     (-1110.746,-73.328) (-1575.400,-1433.331) (-2038.967,-527.089) 567.945
22    1092.54551 -2665.45261 -2528.36913 1001.01700 -3131.51220 -1619.63498     (-1092.546,-91.529) (-1572.907,-1435.824) (-2038.967,-527.089) 572.808
23    1074.34520 -2644.75988 -2512.66125 964.61638 -3113.31189 -1601.43468     (-1074.345,-109.729) (-1570.415,-1438.316) (-2038.967,-527.089) 578.799
24    1056.14489 -2624.06714 -2496.95337 928.21576 -3095.11158 -1583.23437     (-1056.145,-127.929) (-1567.922,-1440.808) (-2038.967,-527.089) 585.88
25    1037.94458 -2603.37440 -2481.24548 891.81514 -3076.91127 -1565.03406     (-1037.945,-146.129) (-1565.430,-1443.301) (-2038.967,-527.089) 594.015
26    1019.74427 -2582.68167 -2465.53760 855.41452 -3058.71096 -1546.83375     (-1019.744,-164.330) (-1562.937,-1445.793) (-2038.967,-527.089) 603.16
27    1001.54396 -2561.98893 -2449.82972 819.01391 -3040.51065 -1528.63344     (-1001.544,-182.530) (-1560.445,-1448.286) (-2038.967,-527.089) 613.269
28    983.34365 -2541.29620 -2434.12184 782.61329 -3022.31034 -1510.43313     (-983.344,-200.730) (-1557.953,-1450.778) (-2038.967,-527.089) 624.297
29    965.14334 -2520.60346 -2418.41396 746.21267 -3004.11003 -1492.23282     (-965.143,-218.931) (-1555.460,-1453.271) (-2038.967,-527.089) 636.195
30    946.94303 -2499.91072 -2402.70607 709.81205 -2985.90973 -1474.03251     (-946.943,-237.131) (-1552.968,-1455.763) (-2038.967,-527.089) 648.916
31    928.74272 -2479.21799 -2386.99819 673.41143 -2967.70942 -1455.83220     (-928.743,-255.331) (-1550.475,-1458.255) (-2038.967,-527.089) 662.411
32    910.54242 -2458.52525 -2371.29031 637.01082 -2949.50911 -1437.63189     (-910.542,-273.532) (-1547.983,-1460.748) (-2038.967,-527.089) 676.635
33    892.34211 -2437.83252 -2355.58243 600.61020 -2931.30880 -1419.43159     (-892.342,-291.732) (-1545.490,-1463.240) (-2038.967,-527.089) 691.543
34    874.14180 -2417.13978 -2339.87455 564.20958 -2913.10849 -1401.23128     (-874.142,-309.932) (-1542.998,-1465.733) (-2038.967,-527.089) 707.092
35    855.94149 -2396.44704 -2324.16666 527.80896 -2894.90818 -1383.03097     (-855.941,-328.133) (-1540.506,-1468.225) (-2038.967,-527.089) 723.239
36    837.74118 -2375.75431 -2308.45878 491.40834 -2876.70787 -1364.83066     (-837.741,-346.333) (-1538.013,-1470.718) (-2038.967,-527.089) 739.947
37    819.54087 -2355.06157 -2292.75090 455.00773 -2858.50756 -1346.63035     (-819.541,-364.533) (-1535.521,-1473.210) (-2038.967,-527.089) 757.178
