Fol_2018-05-05.09_49_38.1_15.txt     Output is probe cell, reduced cell, NCDist distance between
22     -4.65085 -58.78594 -35.28160 -174.62657 -155.79801 -206.19322     (-4.651,-174.627) (-58.786,-155.798) (-35.282,-206.193) 75.8468
23     -4.63108 -60.75229 -37.25868 -172.49428 -153.84071 -206.24460     (-4.631,-172.494) (-60.752,-153.841) (-37.259,-206.245) 79.7573
24     -4.61130 -62.71864 -39.23575 -170.36200 -151.88341 -206.29597     (-4.611,-170.362) (-62.719,-151.883) (-39.236,-206.296) 83.678
25     -4.59153 -64.68498 -41.21283 -168.22971 -149.92611 -206.34734     (-4.592,-168.230) (-64.685,-149.926) (-41.213,-206.347) 87.6077
26     -4.57175 -66.65133 -43.18990 -166.09742 -147.96881 -206.39871     (-4.572,-166.097) (-66.651,-147.969) (-43.190,-206.399) 91.5452
27     -4.55197 -68.61768 -45.16698 -163.96513 -146.01151 -206.45009     (-4.552,-163.965) (-68.618,-146.012) (-45.167,-206.450) 95.4896
28     -4.53220 -70.58403 -47.14405 -161.83284 -144.05421 -206.50146     (-4.532,-161.833) (-70.584,-144.054) (-47.144,-206.501) 99.4399
29     -4.51242 -72.55037 -49.12113 -159.70055 -142.09691 -206.55283     (-4.512,-159.701) (-72.550,-142.097) (-49.121,-206.553) 103.396
30     -4.49265 -74.51672 -51.09820 -157.56827 -140.13961 -206.60421     (-4.493,-157.568) (-74.517,-140.140) (-51.098,-206.604) 107.356
31     -4.47287 -76.48307 -53.07528 -155.43598 -138.18231 -206.65558     (-4.473,-155.436) (-76.483,-138.182) (-53.075,-206.656) 111.321
32     -4.45310 -78.44942 -55.05235 -153.30369 -136.22501 -206.70695     (-4.453,-153.304) (-78.449,-136.225) (-55.052,-206.707) 115.289
33     -4.43332 -80.41576 -57.02943 -151.17140 -134.26771 -206.75832     (-4.433,-151.171) (-80.416,-134.268) (-57.029,-206.758) 119.261
34     -4.41355 -82.38211 -59.00651 -149.03911 -132.31041 -206.80970     (-4.414,-149.039) (-82.382,-132.310) (-59.007,-206.810) 123.236
35     -4.39377 -84.34846 -60.98358 -146.90683 -130.35311 -206.86107     (-4.394,-146.907) (-84.348,-130.353) (-60.984,-206.861) 127.214
36     -4.37400 -86.31481 -62.96066 -144.77454 -128.39581 -206.91244     (-4.374,-144.775) (-86.315,-128.396) (-62.961,-206.912) 131.194
37     -4.35422 -88.28115 -64.93773 -142.64225 -126.43851 -206.96382     (-4.354,-142.642) (-88.281,-126.439) (-64.938,-206.964) 135.177
38     -4.33445 -90.24750 -66.91481 -140.50996 -124.48121 -207.01519     (-4.334,-140.510) (-90.248,-124.481) (-66.915,-207.015) 139.161
39     -4.31467 -92.21385 -68.89188 -138.37767 -122.52391 -207.06656     (-4.315,-138.378) (-92.214,-122.524) (-68.892,-207.067) 143.148
40     -4.29489 -94.18020 -70.86896 -136.24538 -120.56661 -207.11793     (-4.295,-136.245) (-94.180,-120.567) (-70.869,-207.118) 147.136
41     -4.27512 -96.14654 -72.84603 -134.11310 -118.60931 -207.16931     (-4.275,-134.113) (-96.147,-118.609) (-72.846,-207.169) 151.127
42     -4.25534 -98.11289 -74.82311 -131.98081 -116.65201 -207.22068     (-4.255,-131.981) (-98.113,-116.652) (-74.823,-207.221) 155.118
43     -4.23557 -100.07924 -76.80018 -129.84852 -114.69471 -207.27205     (-4.236,-129.849) (-100.079,-114.695) (-76.800,-207.272) 159.111
44     -4.21579 -102.04559 -78.77726 -127.71623 -112.73741 -207.32342     (-4.216,-127.716) (-102.046,-112.737) (-78.777,-207.323) 163.105
45     -4.19602 -104.01194 -80.75433 -125.58394 -110.78011 -207.37480     (-4.196,-125.584) (-104.012,-110.780) (-80.754,-207.375) 167.101
46     -4.17624 -105.97828 -82.73141 -123.45166 -108.82281 -207.42617     (-4.176,-123.452) (-105.978,-108.823) (-82.731,-207.426) 171.098
47     -4.15647 -107.94463 -84.70849 -121.31937 -106.86551 -207.47754     (-4.156,-121.319) (-107.945,-106.866) (-84.708,-207.478) 174.567
48     -4.13669 -109.91098 -86.68556 -119.18708 -104.90821 -207.52892     (-4.137,-119.187) (-109.911,-104.908) (-86.686,-207.529) 174.09
49     -4.11692 -111.87733 -88.66264 -117.05479 -102.95091 -207.58029     (-4.117,-117.055) (-111.877,-102.951) (-88.663,-207.580) 173.704
50     -4.09714 -113.84367 -90.63971 -114.92250 -100.99361 -207.63166     (-4.097,-114.923) (-113.844,-100.994) (-90.640,-207.632) 173.411
51     -4.07737 -115.81002 -92.61679 -112.79021 -99.03631 -207.68303     (-4.077,-112.790) (-115.810,-99.036) (-92.617,-207.683) 173.211
52     -4.05759 -117.77637 -94.59386 -110.65793 -97.07901 -207.73441     (-4.058,-110.658) (-117.776,-97.079) (-94.594,-207.734) 173.103
53     -4.03781 -119.74272 -96.57094 -108.52564 -95.12171 -207.78578     (-4.038,-108.526) (-119.743,-95.122) (-96.571,-207.786) 173.089
54     -4.01804 -121.70906 -98.54801 -106.39335 -93.16441 -207.83715     (-4.018,-106.393) (-121.709,-93.164) (-98.548,-207.837) 173.169
55     -3.99826 -123.67541 -100.52509 -104.26106 -91.20711 -207.88853     (-3.998,-104.261) (-123.675,-91.207) (-100.525,-207.889) 173.22
56     -3.97849 -125.64176 -102.50216 -102.12877 -89.24981 -207.93990     (-3.978,-102.129) (-125.642,-89.250) (-102.502,-207.940) 172.837
57     -3.95871 -127.60811 -104.47924 -99.99649 -87.29251 -207.99127     (-3.959,-99.996) (-127.608,-87.293) (-104.479,-207.991) 168.817
58     -3.93894 -129.57445 -106.45631 -97.86420 -85.33521 -208.04264     (-3.939,-97.864) (-129.574,-85.335) (-106.456,-208.043) 164.798
59     -3.91916 -131.54080 -108.43339 -95.73191 -83.37791 -208.09402     (-3.919,-95.732) (-131.541,-83.378) (-108.433,-208.094) 160.778
60     -3.89939 -133.50715 -110.41046 -93.59962 -81.42061 -208.14539     (-3.899,-93.600) (-133.507,-81.421) (-110.410,-208.145) 156.759
61     -3.87961 -135.47350 -112.38754 -91.46733 -79.46331 -208.19676     (-3.880,-91.467) (-135.473,-79.463) (-112.388,-208.197) 152.739
62     -3.85984 -137.43985 -114.36462 -89.33504 -77.50601 -208.24814     (-3.860,-89.335) (-137.440,-77.506) (-114.365,-208.248) 148.72
63     -3.84006 -139.40619 -116.34169 -87.20276 -75.54871 -208.29951     (-3.840,-87.203) (-139.406,-75.549) (-116.342,-208.300) 144.701
64     -3.82029 -141.37254 -118.31877 -85.07047 -73.59141 -208.35088     (-3.820,-85.070) (-141.373,-73.591) (-118.319,-208.351) 140.681
65     -3.80051 -143.33889 -120.29584 -82.93818 -71.63411 -208.40225     (-3.801,-82.938) (-143.339,-71.634) (-120.296,-208.402) 136.662
66     -3.78073 -145.30524 -122.27292 -80.80589 -69.67681 -208.45363     (-3.781,-80.806) (-145.305,-69.677) (-122.273,-208.454) 132.642
67     -3.76096 -147.27158 -124.24999 -78.67360 -67.71951 -208.50500     (-3.761,-78.674) (-147.272,-67.720) (-124.250,-208.505) 128.623
68     -3.74118 -149.23793 -126.22707 -76.54132 -65.76221 -208.55637     (-3.741,-76.541) (-149.238,-65.762) (-126.227,-208.556) 124.603
69     -3.72141 -151.20428 -128.20414 -74.40903 -63.80491 -208.60775     (-3.721,-74.409) (-151.204,-63.805) (-128.204,-208.608) 120.584
70     -3.70163 -153.17063 -130.18122 -72.27674 -61.84761 -208.65912     (-3.702,-72.277) (-153.171,-61.848) (-130.181,-208.659) 116.564
71     -3.68186 -155.13697 -132.15829 -70.14445 -59.89031 -208.71049     (-3.682,-70.144) (-155.137,-59.890) (-132.158,-208.710) 112.545
72     -3.66208 -157.10332 -134.13537 -68.01216 -57.93301 -208.76186     (-3.662,-68.012) (-157.103,-57.933) (-134.135,-208.762) 108.525
73     -3.64231 -159.06967 -136.11244 -65.87987 -55.97571 -208.81324     (-3.642,-65.880) (-159.070,-55.976) (-136.112,-208.813) 104.506
74     -3.62253 -161.03602 -138.08952 -63.74759 -54.01841 -208.86461     (-3.623,-63.748) (-161.036,-54.018) (-138.090,-208.865) 100.486
75     -3.60276 -163.00236 -140.06660 -61.61530 -52.06111 -208.91598     (-3.603,-61.615) (-163.002,-52.061) (-140.067,-208.916) 96.467
76     -3.58298 -164.96871 -142.04367 -59.48301 -50.10381 -208.96736     (-3.583,-59.483) (-164.969,-50.104) (-142.044,-208.967) 92.4476
77     -3.56321 -166.93506 -144.02075 -57.35072 -48.14651 -209.01873     (-3.563,-57.351) (-166.935,-48.147) (-144.021,-209.019) 88.4281
78     -3.54343 -168.90141 -145.99782 -55.21843 -46.18921 -209.07010     (-3.543,-55.218) (-168.901,-46.189) (-145.998,-209.070) 84.4087
79     -3.52365 -170.86776 -147.97490 -53.08615 -44.23191 -209.12147     (-3.524,-53.086) (-170.868,-44.232) (-147.975,-209.121) 80.3892
80     -3.50388 -172.83410 -149.95197 -50.95386 -42.27461 -209.17285     (-3.504,-50.954) (-172.834,-42.275) (-149.952,-209.173) 76.3697
81     -3.48410 -174.80045 -151.92905 -48.82157 -40.31731 -209.22422     (-3.484,-48.822) (-174.800,-40.317) (-151.929,-209.224) 72.3503
82     -3.46433 -176.76680 -153.90612 -46.68928 -38.36001 -209.27559     (-3.464,-46.689) (-176.767,-38.360) (-153.906,-209.276) 68.3308
83     -3.44455 -178.73315 -155.88320 -44.55699 -36.40271 -209.32697     (-3.445,-44.557) (-178.733,-36.403) (-155.883,-209.327) 64.3114
84     -3.42478 -180.69949 -157.86027 -42.42470 -34.44541 -209.37834     (-3.425,-42.425) (-180.699,-34.445) (-157.860,-209.378) 60.2919
85     -3.40500 -182.66584 -159.83735 -40.29242 -32.48811 -209.42971     (-3.405,-40.292) (-182.666,-32.488) (-159.837,-209.430) 56.2724
86     -3.38523 -184.63219 -161.81442 -38.16013 -30.53081 -209.48108     (-3.385,-38.160) (-184.632,-30.531) (-161.814,-209.481) 52.253
87     -3.36545 -186.59854 -163.79150 -36.02784 -28.57351 -209.53246     (-3.365,-36.028) (-186.599,-28.574) (-163.791,-209.532) 48.2335
88     -3.34568 -188.56488 -165.76857 -33.89555 -26.61621 -209.58383     (-3.346,-33.896) (-188.565,-26.616) (-165.769,-209.584) 44.2141
89     -3.32590 -190.53123 -167.74565 -31.76326 -24.65891 -209.63520     (-3.326,-31.763) (-190.531,-24.659) (-167.746,-209.635) 40.1946
90     -3.30613 -192.49758 -169.72273 -29.63098 -22.70161 -209.68657     (-3.306,-29.631) (-192.498,-22.702) (-169.723,-209.687) 36.1751
91     -3.28635 -194.46393 -171.69980 -27.49869 -20.74431 -209.73795     (-3.286,-27.499) (-194.464,-20.744) (-171.700,-209.738) 32.1557
92     -3.26657 -196.43027 -173.67688 -25.36640 -18.78701 -209.78932     (-3.267,-25.366) (-196.430,-18.787) (-173.677,-209.789) 28.1362
93     -3.24680 -198.39662 -175.65395 -23.23411 -16.82971 -209.84069     (-3.247,-23.234) (-198.397,-16.830) (-175.654,-209.841) 24.1168
94     -3.22702 -200.36297 -177.63103 -21.10182 -14.87241 -209.89207     (-3.227,-21.102) (-200.363,-14.872) (-177.631,-209.892) 20.0973
95     -3.20725 -202.32932 -179.60810 -18.96953 -12.91511 -209.94344     (-3.207,-18.970) (-202.329,-12.915) (-179.608,-209.943) 16.0778
96     -3.18747 -204.29567 -181.58518 -16.83725 -10.95781 -209.99481     (-3.187,-16.837) (-204.296,-10.958) (-181.585,-209.995) 12.0584
97     -3.16770 -206.26201 -183.56225 -14.70496  -9.00051 -210.04618     (-3.168,-14.705) (-206.262,-9.001) (-183.562,-210.046) 8.03892
98     -3.14792 -208.22836 -185.53933 -12.57267  -7.04321 -210.09756     (-3.148,-12.573) (-208.228,-7.043) (-185.539,-210.098) 4.01946
99     -3.12815 -210.19471 -187.51640 -10.44038  -5.08591 -210.14893     (-3.128,-10.440) (-210.195,-5.086) (-187.516,-210.149) 0
