Fol_2018-05-09.12_26_55.1_6.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0     10.72398 -51.60140 -48.80086   2.21277  -3.23414  -8.49819     (-3.234,-33.388) (-1.021,-30.587) (-7.490,-5.264) 0  0  2.6974e-06  9.53674e-07  
1     10.71001 -51.55077 -48.75951   2.17714  -3.26152  -8.49495     (-3.262,-33.392) (-1.084,-30.601) (-7.448,-5.233) 0.0870944  0.17318  0.133875  0.0870944  
2     10.69604 -51.50014 -48.71815   2.14150  -3.28891  -8.49171     (-3.289,-33.397) (-1.147,-30.615) (-7.407,-5.203) 0.174189  0.34636  0.26775  0.174189  
3     10.68207 -51.44951 -48.67680   2.10586  -3.31629  -8.48847     (-3.316,-33.402) (-1.210,-30.629) (-7.366,-5.172) 0.261283  0.519539  0.401626  0.261283  
4     10.66810 -51.39888 -48.63545   2.07023  -3.34367  -8.48524     (-3.344,-33.406) (-1.273,-30.643) (-7.324,-5.142) 0.348378  0.692719  0.535501  0.348378  
5     10.65412 -51.34825 -48.59410   2.03459  -3.37105  -8.48200     (-3.371,-33.411) (-1.336,-30.657) (-7.283,-5.111) 0.435472  0.865899  0.669376  0.435472  
6     10.64015 -51.29762 -48.55275   1.99896  -3.39843  -8.47876     (-3.398,-33.416) (-1.399,-30.671) (-7.242,-5.080) 0.522567  1.03908  0.803251  0.522567  
7     10.62618 -51.24698 -48.51139   1.96332  -3.42581  -8.47552     (-3.426,-33.420) (-1.462,-30.685) (-7.200,-5.050) 0.609661  1.21226  0.937126  0.609661  
8     10.61221 -51.19635 -48.47004   1.92768  -3.45319  -8.47229     (-3.453,-33.425) (-1.526,-30.699) (-7.159,-5.019) 0.696755  1.38544  1.071  0.696755  
9     10.59823 -51.14572 -48.42869   1.89205  -3.48057  -8.46905     (-3.481,-33.430) (-1.589,-30.713) (-7.118,-4.988) 0.78385  1.55862  1.20488  0.78385  
10     10.58426 -51.09509 -48.38734   1.85641  -3.50795  -8.46581     (-3.508,-33.435) (-1.652,-30.727) (-7.076,-4.958) 0.870944  1.7318  1.33875  0.870944  
11     10.57029 -51.04446 -48.34598   1.82078  -3.53533  -8.46257     (-3.535,-33.439) (-1.715,-30.741) (-7.035,-4.927) 0.958039  1.90498  1.47263  0.958039  
12     10.55632 -50.99383 -48.30463   1.78514  -3.56271  -8.45934     (-3.563,-33.444) (-1.778,-30.755) (-6.994,-4.897) 1.04513  2.07816  1.6065  1.04513  
13     10.54235 -50.94320 -48.26328   1.74950  -3.59009  -8.45610     (-3.590,-33.449) (-1.841,-30.769) (-6.952,-4.866) 1.13223  2.25134  1.74038  1.13223  
14     10.52837 -50.89257 -48.22193   1.71387  -3.61747  -8.45286     (-3.617,-33.453) (-1.904,-30.783) (-6.911,-4.835) 1.21932  2.42452  1.87425  1.21932  
15     10.51440 -50.84194 -48.18057   1.67823  -3.64485  -8.44962     (-3.645,-33.458) (-1.967,-30.797) (-6.870,-4.805) 1.30642  2.5977  2.00813  1.30642  
16     10.50043 -50.79131 -48.13922   1.64260  -3.67223  -8.44639     (-3.672,-33.463) (-2.030,-30.811) (-6.828,-4.774) 1.39351  2.77088  2.142  1.39351  
17     10.48646 -50.74068 -48.09787   1.60696  -3.69961  -8.44315     (-3.700,-33.467) (-2.093,-30.825) (-6.787,-4.744) 1.48061  2.94406  2.27588  1.48061  
18     10.47249 -50.69005 -48.05652   1.57132  -3.72699  -8.43991     (-3.727,-33.472) (-2.156,-30.839) (-6.745,-4.713) 1.5677  3.11724  2.40975  1.5677  
19     10.45851 -50.63942 -48.01516   1.53569  -3.75437  -8.43668     (-3.754,-33.477) (-2.219,-30.853) (-6.704,-4.682) 1.65479  3.29042  2.54363  1.65479  
20     10.44454 -50.58879 -47.97381   1.50005  -3.78175  -8.43344     (-3.782,-33.481) (-2.282,-30.866) (-6.663,-4.652) 1.74189  3.4636  2.6775  1.74189  
21     10.43057 -50.53816 -47.93246   1.46442  -3.80913  -8.43020     (-3.809,-33.486) (-2.345,-30.880) (-6.621,-4.621) 1.82898  3.63677  2.81138  1.82898  
22     10.41660 -50.48752 -47.89111   1.42878  -3.83651  -8.42696     (-3.837,-33.491) (-2.408,-30.894) (-6.580,-4.590) 1.91608  3.80995  2.94525  1.91608  
23     10.40263 -50.43689 -47.84975   1.39314  -3.86389  -8.42373     (-3.864,-33.496) (-2.471,-30.908) (-6.539,-4.560) 2.00317  3.98313  3.07913  2.00317  
24     10.38865 -50.38626 -47.80840   1.35751  -3.89127  -8.42049     (-3.891,-33.500) (-2.534,-30.922) (-6.497,-4.529) 2.09027  4.15631  3.21301  2.09027  
25     10.37468 -50.33563 -47.76705   1.32187  -3.91865  -8.41725     (-3.919,-33.505) (-2.597,-30.936) (-6.456,-4.499) 2.17736  4.32949  3.34688  2.17736  
26     10.36071 -50.28500 -47.72570   1.28624  -3.94603  -8.41401     (-3.946,-33.510) (-2.660,-30.950) (-6.415,-4.468) 2.26446  4.50267  3.48076  2.26446  
27     10.34674 -50.23437 -47.68435   1.25060  -3.97341  -8.41078     (-3.973,-33.514) (-2.723,-30.964) (-6.373,-4.437) 2.35155  4.67585  3.61463  2.35155  
28     10.33276 -50.18374 -47.64299   1.21496  -4.00079  -8.40754     (-4.001,-33.519) (-2.786,-30.978) (-6.332,-4.407) 2.43864  4.84903  3.74851  2.43864  
29     10.31879 -50.13311 -47.60164   1.17933  -4.02817  -8.40430     (-4.028,-33.524) (-2.849,-30.992) (-6.291,-4.376) 2.52574  5.02221  3.88238  2.52574  
30     10.30482 -50.08248 -47.56029   1.14369  -4.05555  -8.40106     (-4.056,-33.528) (-2.912,-31.006) (-6.249,-4.346) 2.61283  5.19539  4.01626  2.61283  
31     10.29085 -50.03185 -47.51894   1.10806  -4.08293  -8.39783     (-4.083,-33.533) (-2.975,-31.020) (-6.208,-4.315) 2.69993  5.36857  4.15013  2.69993  
32     10.27688 -49.98122 -47.47758   1.07242  -4.11031  -8.39459     (-4.110,-33.538) (-3.038,-31.034) (-6.167,-4.284) 2.78702  5.54175  4.28401  2.78702  
33     10.26290 -49.93059 -47.43623   1.03678  -4.13769  -8.39135     (-4.138,-33.542) (-3.101,-31.048) (-6.125,-4.254) 2.87412  5.71493  4.41788  2.87412  
34     10.24893 -49.87996 -47.39488   1.00115  -4.16507  -8.38811     (-4.165,-33.547) (-3.164,-31.062) (-6.084,-4.223) 2.96121  5.88811  4.55176  2.96121  
35     10.23496 -49.82933 -47.35353   0.96551  -4.19245  -8.38488     (-4.192,-33.552) (-3.227,-31.076) (-6.043,-4.192) 3.0483  6.06129  4.68563  3.0483  
36     10.22099 -49.77870 -47.31217   0.92988  -4.21983  -8.38164     (-4.220,-33.557) (-3.290,-31.090) (-6.001,-4.162) 3.1354  6.23447  4.81951  3.1354  
37     10.20702 -49.72806 -47.27082   0.89424  -4.24721  -8.37840     (-4.247,-33.561) (-3.353,-31.104) (-5.960,-4.131) 3.22249  6.40765  4.95338  3.22249  
