Fol_2018-05-05.12_21_19.1_4.txt     Output is probe cell, reduced cell, NCDist distance between
50    -985.96764 -1641.74866 -15.73527 -1654.77459 -1605.84338 -1398.53438     (-985.968,-1654.775) (-1641.749,-1605.843) (-15.735,-1398.534) 1112.79
51    -970.23236 -1612.98745 -47.20582 -1652.06526 -1590.10811 -1414.26965     (-970.232,-1652.065) (-1612.987,-1590.108) (-47.206,-1414.270) 1102.74
52    -954.49709 -1584.22624 -78.67636 -1649.35592 -1574.37283 -1430.00493     (-954.497,-1649.356) (-1584.226,-1574.373) (-78.676,-1430.005) 1094.94
53    -938.76182 -1555.46503 -110.14691 -1646.64658 -1558.63756 -1445.74020     (-938.762,-1646.647) (-1555.465,-1558.638) (-110.147,-1445.740) 1089.45
54    -923.02655 -1526.70382 -141.61746 -1643.93724 -1542.90229 -1461.47547     (-923.027,-1643.937) (-1526.704,-1542.902) (-141.617,-1461.475) 1086.29
55    -907.29127 -1497.94262 -173.08800 -1641.22791 -1527.16702 -1477.21075     (-907.291,-1641.228) (-1497.943,-1527.167) (-173.088,-1477.211) 1085.49
56    -891.55600 -1469.18141 -204.55855 -1638.51857 -1511.43174 -1492.94602     (-891.556,-1638.519) (-1469.181,-1511.432) (-204.559,-1492.946) 1087.06
57    -875.82073 -1440.42020 -236.02909 -1635.80923 -1495.69647 -1508.68129     (-875.821,-1635.809) (-1440.420,-1495.696) (-236.029,-1508.681) 1072.37
58    -860.08545 -1411.65899 -267.49964 -1633.09989 -1479.96120 -1524.41656     (-860.085,-1633.100) (-1411.659,-1479.961) (-267.500,-1524.417) 1059.27
59    -844.35018 -1382.89778 -298.97018 -1630.39056 -1464.22592 -1540.15184     (-844.350,-1630.391) (-1382.898,-1464.226) (-298.970,-1540.152) 1048.46
60    -828.61491 -1354.13658 -330.44073 -1627.68122 -1448.49065 -1555.88711     (-828.615,-1627.681) (-1354.137,-1448.491) (-330.441,-1555.887) 1040
61    -812.87964 -1325.37537 -361.91128 -1624.97188 -1432.75538 -1571.62238     (-812.880,-1624.972) (-1325.375,-1432.755) (-361.911,-1571.622) 1033.97
62    -797.14436 -1296.61416 -393.38182 -1622.26254 -1417.02011 -1587.35766     (-797.144,-1622.263) (-1296.614,-1417.020) (-393.382,-1587.358) 1030.39
63    -781.40909 -1267.85295 -424.85237 -1619.55321 -1401.28483 -1603.09293     (-781.409,-1619.553) (-1267.853,-1401.285) (-424.852,-1603.093) 1029.3
64    -765.67382 -1239.09174 -456.32291 -1616.84387 -1385.54956 -1618.82820     (-765.674,-1616.844) (-1239.092,-1385.550) (-456.323,-1618.828) 1030.7
65    -749.93854 -1210.33053 -487.79346 -1614.13453 -1369.81429 -1634.56347     (-749.939,-1614.135) (-1210.331,-1369.814) (-487.793,-1634.563) 1034.58
66    -734.20327 -1181.56933 -519.26400 -1611.42519 -1354.07901 -1650.29875     (-734.203,-1611.425) (-1181.569,-1354.079) (-519.264,-1650.299) 1040.92
67    -718.46800 -1152.80812 -550.73455 -1608.71586 -1338.34374 -1666.03402     (-718.468,-1608.716) (-1152.808,-1338.344) (-550.735,-1666.034) 1049.67
68    -702.73273 -1124.04691 -582.20510 -1606.00652 -1322.60847 -1681.76929     (-702.733,-1606.007) (-1124.047,-1322.608) (-582.205,-1681.769) 1060.78
69    -686.99745 -1095.28570 -613.67564 -1603.29718 -1306.87320 -1697.50457     (-686.997,-1603.297) (-1095.286,-1306.873) (-613.676,-1697.505) 1074.15
70    -671.26218 -1066.52449 -645.14619 -1600.58784 -1291.13792 -1713.23984     (-671.262,-1600.588) (-1066.524,-1291.138) (-645.146,-1713.240) 1089.73
71    -655.52691 -1037.76328 -676.61673 -1597.87851 -1275.40265 -1728.97511     (-655.527,-1597.879) (-1037.763,-1275.403) (-676.617,-1728.975) 1107.4
72    -639.79163 -1009.00208 -708.08728 -1595.16917 -1259.66738 -1744.71038     (-639.792,-1595.169) (-1009.002,-1259.667) (-708.087,-1744.710) 1127.08
73    -624.05636 -980.24087 -739.55782 -1592.45983 -1243.93210 -1760.44566     (-624.056,-1592.460) (-980.241,-1243.932) (-739.558,-1760.446) 1148.66
74    -608.32109 -951.47966 -771.02837 -1589.75049 -1228.19683 -1776.18093     (-608.321,-1589.750) (-951.480,-1228.197) (-771.028,-1776.181) 1172.03
75    -592.58582 -922.71845 -802.49892 -1587.04116 -1212.46156 -1791.91620     (-592.586,-1587.041) (-922.718,-1212.462) (-802.499,-1791.916) 1181.4
76    -576.85054 -893.95724 -833.96946 -1584.33182 -1196.72629 -1807.65148     (-576.851,-1584.332) (-893.957,-1196.726) (-833.969,-1807.651) 1153.15
77    -561.11527 -865.19604 -865.44001 -1581.62248 -1180.99101 -1823.38675     (-561.115,-1581.622) (-865.196,-1180.991) (-865.440,-1823.387) 1114.8
78    -545.38000 -836.43483 -896.91055 -1578.91314 -1165.25574 -1839.12202     (-545.380,-1578.913) (-836.435,-1165.256) (-896.911,-1839.122) 1064.13
79    -529.64472 -807.67362 -928.38110 -1576.20381 -1149.52047 -1854.85729     (-529.645,-1576.204) (-807.674,-1149.520) (-928.381,-1854.857) 1013.46
80    -513.90945 -778.91241 -959.85164 -1573.49447 -1133.78519 -1870.59257     (-513.909,-1573.494) (-778.912,-1133.785) (-959.852,-1870.593) 962.784
81    -498.17418 -750.15120 -991.32219 -1570.78513 -1118.04992 -1886.32784     (-498.174,-1570.785) (-750.151,-1118.050) (-991.322,-1886.328) 912.112
82    -482.43891 -721.38999 -1022.79274 -1568.07579 -1102.31465 -1902.06311     (-482.439,-1568.076) (-721.390,-1102.315) (-1022.793,-1902.063) 861.439
83    -466.70363 -692.62879 -1054.26328 -1565.36646 -1086.57938 -1917.79839     (-466.704,-1565.366) (-692.629,-1086.579) (-1054.263,-1917.798) 810.766
84    -450.96836 -663.86758 -1085.73383 -1562.65712 -1070.84410 -1933.53366     (-450.968,-1562.657) (-663.868,-1070.844) (-1085.734,-1933.534) 760.093
85    -435.23309 -635.10637 -1117.20437 -1559.94778 -1055.10883 -1949.26893     (-435.233,-1559.948) (-635.106,-1055.109) (-1117.204,-1949.269) 709.42
86    -419.49781 -606.34516 -1148.67492 -1557.23844 -1039.37356 -1965.00420     (-419.498,-1557.238) (-606.345,-1039.374) (-1148.675,-1965.004) 658.747
87    -403.76254 -577.58395 -1180.14546 -1554.52911 -1023.63828 -1980.73948     (-403.763,-1554.529) (-577.584,-1023.638) (-1180.145,-1980.739) 608.074
88    -388.02727 -548.82275 -1211.61601 -1551.81977 -1007.90301 -1996.47475     (-388.027,-1551.820) (-548.823,-1007.903) (-1211.616,-1996.475) 557.402
89    -372.29200 -520.06154 -1243.08656 -1549.11043 -992.16774 -2012.21002     (-372.292,-1549.110) (-520.062,-992.168) (-1243.087,-2012.210) 506.729
90    -356.55672 -491.30033 -1274.55710 -1546.40109 -976.43247 -2027.94530     (-356.557,-1546.401) (-491.300,-976.432) (-1274.557,-2027.945) 456.056
91    -340.82145 -462.53912 -1306.02765 -1543.69176 -960.69719 -2043.68057     (-340.821,-1543.692) (-462.539,-960.697) (-1306.028,-2043.681) 405.383
92    -325.08618 -433.77791 -1337.49819 -1540.98242 -944.96192 -2059.41584     (-325.086,-1540.982) (-433.778,-944.962) (-1337.498,-2059.416) 354.71
93    -309.35090 -405.01670 -1368.96874 -1538.27308 -929.22665 -2075.15111     (-309.351,-1538.273) (-405.017,-929.227) (-1368.969,-2075.151) 304.037
94    -293.61563 -376.25550 -1400.43928 -1535.56374 -913.49137 -2090.88639     (-293.616,-1535.564) (-376.255,-913.491) (-1400.439,-2090.886) 253.364
95    -277.88036 -347.49429 -1431.90983 -1532.85441 -897.75610 -2106.62166     (-277.880,-1532.854) (-347.494,-897.756) (-1431.910,-2106.622) 202.691
96    -262.14509 -318.73308 -1463.38038 -1530.14507 -882.02083 -2122.35693     (-262.145,-1530.145) (-318.733,-882.021) (-1463.380,-2122.357) 152.019
97    -246.40981 -289.97187 -1494.85092 -1527.43573 -866.28556 -2138.09221     (-246.410,-1527.436) (-289.972,-866.286) (-1494.851,-2138.092) 101.346
98    -230.67454 -261.21066 -1526.32147 -1524.72639 -850.55028 -2153.82748     (-230.675,-1524.726) (-261.211,-850.550) (-1526.321,-2153.827) 50.6729
99    -214.93927 -232.44945 -1557.79201 -1522.01706 -834.81501 -2169.56275     (-214.939,-1522.017) (-232.449,-834.815) (-1557.792,-2169.563) 0
