PointDistanceFollower   Jan 31 2020   mode =  Single Point 
Fol_.24_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist   37   CS6Dist  1   LMDist   34353
PointDistanceFollower  Jan 31 2020  mode = Single Point
Fol_.24_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -38.21626 -48.71582 -50.54402   9.77684  -2.07824 -11.49125     (-44.451,-1.601) (-19.045,-2.078) (-44.309,-0.113)      0  1.3487e-06  0  
1    -38.27924 -48.41611 -50.48104   9.66191  -2.07824 -11.37632     (-19.434,-1.714) (-44.512,-2.077) (-44.248,-0.002)      0.429328  0.430514  0.431681  
2    -38.34222 -48.11641 -50.41806   9.54699  -2.07824 -11.26140     (-19.709,-1.714) (-44.460,-1.962) (-44.300,-0.117)      0.720599  0.80614  0.838101  
3    -38.40520 -47.81671 -50.35509   9.43206  -2.07824 -11.14647     (-19.983,-1.714) (-44.408,-1.847) (-44.352,-0.231)      1.03393  1.04422  1.04422  
4    -38.46817 -47.51701 -50.29211   9.31713  -2.07824 -11.03154     (-20.258,-1.714) (-44.356,-1.732) (-44.404,-0.346)      1.30124  1.30124  1.30124     glitch
5    -38.53115 -47.21731 -50.22913   9.20220  -2.07824 -10.91661     (-20.533,-1.714) (-44.305,-1.617) (-44.456,-0.461)      1.58456  1.58456  1.58456  
6    -38.59413 -46.91761 -50.16616   9.08727  -2.07824 -10.80168     (-20.808,-1.714) (-44.253,-1.502) (-44.508,-0.576)      1.88236  1.88236  1.88236  
7    -38.65710 -46.61790 -50.10318   8.97234  -2.07824 -10.68675     (-21.083,-1.714) (-44.201,-1.387) (-44.560,-0.691)      2.18873  2.18873  2.18873  
8    -38.72008 -46.31820 -50.04020   8.85741  -2.07824 -10.57182     (-21.358,-1.714) (-44.149,-1.272) (-44.612,-0.806)      2.50052  2.50052  2.50052  
9    -38.78306 -46.01850 -49.97723   8.74248  -2.07824 -10.45689     (-21.633,-1.714) (-44.097,-1.157) (-44.664,-0.921)      2.81594  2.81594  2.81594  
10    -38.84603 -45.71880 -49.91425   8.62756  -2.07824 -10.34197     (-21.908,-1.714) (-44.045,-1.042) (-44.716,-1.036)      3.10642  3.10642  3.10642  
11    -38.90901 -45.41910 -49.85127   8.51263  -2.07824 -10.22704     (-22.183,-1.714) (-43.993,-0.927) (-44.767,-1.151)      3.3231  3.3231  3.3231  
12    -38.97199 -45.11940 -49.78830   8.39770  -2.07824 -10.11211     (-22.458,-1.714) (-43.941,-0.812) (-44.819,-1.266)      3.55682  3.55682  3.55682  
13    -39.03496 -44.81969 -49.72532   8.28277  -2.07824  -9.99718     (-22.733,-1.714) (-43.889,-0.697) (-44.871,-1.381)      3.80443  3.80443  3.80443  
14    -39.09794 -44.51999 -49.66234   8.16784  -2.07824  -9.88225     (-23.008,-1.714) (-43.837,-0.583) (-44.923,-1.496)      4.06341  4.06341  4.06341  
15    -39.16092 -44.22029 -49.59937   8.05291  -2.07824  -9.76732     (-23.283,-1.714) (-43.785,-0.468) (-44.975,-1.611)      4.3317  4.3317  4.3317  
16    -39.22389 -43.92059 -49.53639   7.93798  -2.07824  -9.65239     (-23.558,-1.714) (-43.733,-0.353) (-45.027,-1.726)      4.6077  4.6077  4.6077  
17    -39.28687 -43.62089 -49.47341   7.82305  -2.07824  -9.53747     (-23.833,-1.714) (-43.681,-0.238) (-45.079,-1.840)      4.8888  4.89008  4.89008  
18    -39.34985 -43.32119 -49.41043   7.70813  -2.07824  -9.42254     (-24.108,-1.714) (-43.629,-0.123) (-45.131,-1.955)      5.16095  5.17781  5.17781  
19    -39.41283 -43.02148 -49.34746   7.59320  -2.07824  -9.30761     (-24.383,-1.714) (-43.577,-0.008) (-45.183,-2.070)      5.43924  5.44697  5.4493  
20    -39.47580 -42.72178 -49.28448   7.47827  -2.07824  -9.19268     (-45.128,-1.607) (-43.632,-0.107) (-24.550,-2.078)      5.58777  5.58777  5.58777  
