PointDistanceFollower   Jan 31 2020   mode =  Single Point 
Fol_.9_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist   38   CS6Dist  1   LMDist   30186
PointDistanceFollower  Jan 31 2020  mode = Single Point
Fol_.9_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -56.56203 -44.66614 -33.54583   4.66193 -20.53729   5.68267     (-45.045,-5.531) (-44.818,-0.152) (-24.070,-4.510)      0  1.3487e-06  0  
1    -56.44569 -44.66767 -33.45012   4.55897 -20.33137   5.57972     (-24.332,-5.580) (-44.668,-0.054) (-45.286,-4.559)      0.443654  0.475314  0.540935  
2    -56.32936 -44.66921 -33.35440   4.45601 -20.12546   5.47676     (-24.442,-5.477) (-44.669,-0.260) (-45.376,-4.456)      0.667688  0.738226  1.08187  
3    -56.21302 -44.67074 -33.25869   4.35306 -19.91955   5.37381     (-24.553,-5.374) (-44.671,-0.466) (-45.465,-4.353)      0.928616  0.98721  1.62281  
4    -56.09669 -44.67228 -33.16298   4.25010 -19.71364   5.27085     (-24.663,-5.271) (-44.672,-0.672) (-45.555,-4.250)      1.20266  1.2561  1.76693     glitch
5    -55.98035 -44.67381 -33.06726   4.14714 -19.50772   5.16789     (-24.773,-5.168) (-44.674,-0.878) (-45.645,-4.147)      1.48256  1.53331  1.93611  
6    -55.86401 -44.67535 -32.97155   4.04419 -19.30181   5.06494     (-24.883,-5.065) (-44.675,-1.084) (-45.734,-4.044)      1.76554  1.81469  2.13133  
7    -55.74768 -44.67688 -32.87583   3.94123 -19.09590   4.96198     (-24.993,-4.962) (-44.677,-1.289) (-45.824,-3.941)      2.05032  2.09844  2.34608  
8    -55.63134 -44.67841 -32.78012   3.83827 -18.88998   4.85902     (-25.104,-4.859) (-44.678,-1.495) (-45.913,-3.838)      2.33624  2.38364  2.5755  
9    -55.51501 -44.67995 -32.68440   3.73532 -18.68407   4.75607     (-25.214,-4.756) (-44.680,-1.701) (-46.003,-3.735)      2.62294  2.66981  2.816  
10    -55.39867 -44.68148 -32.58869   3.63236 -18.47816   4.65311     (-25.324,-4.653) (-44.681,-1.907) (-46.092,-3.632)      2.91017  2.95665  3.06497  
11    -55.28233 -44.68302 -32.49297   3.52941 -18.27225   4.55015     (-25.434,-4.550) (-44.683,-2.113) (-46.182,-3.529)      3.1978  3.24397  3.3205  
12    -55.16600 -44.68455 -32.39726   3.42645 -18.06633   4.44720     (-25.544,-4.447) (-44.685,-2.319) (-46.272,-3.426)      3.48573  3.53165  3.5812  
13    -55.04966 -44.68609 -32.30154   3.32349 -17.86042   4.34424     (-25.655,-4.344) (-44.686,-2.525) (-46.361,-3.323)      3.77389  3.81961  3.84601  
14    -54.93333 -44.68762 -32.20583   3.22054 -17.65451   4.24128     (-25.765,-4.241) (-44.688,-2.731) (-46.451,-3.221)      4.06223  4.10778  4.11414  
15    -54.81699 -44.68916 -32.11011   3.11758 -17.44859   4.13833     (-25.875,-4.138) (-44.689,-2.937) (-46.540,-3.118)      4.35071  4.38497  4.38497  
16    -54.70065 -44.69069 -32.01440   3.01462 -17.24268   4.03537     (-25.985,-4.035) (-44.691,-3.143) (-46.630,-3.015)      4.60424  4.60424  4.60424  
17    -54.58432 -44.69222 -31.91868   2.91167 -17.03677   3.93242     (-26.095,-3.932) (-44.692,-3.349) (-46.719,-2.912)      4.53356  4.53356  4.53356  
18    -54.46798 -44.69376 -31.82297   2.80871 -16.83086   3.82946     (-26.206,-3.829) (-44.694,-3.555) (-46.809,-2.809)      4.4805  4.4805  4.4805  
19    -54.35165 -44.69529 -31.72725   2.70575 -16.62494   3.72650     (-26.316,-3.727) (-44.695,-3.760) (-46.899,-2.706)      4.44568  4.44568  4.44568  
20    -54.23531 -44.69683 -31.63154   2.60280 -16.41903   3.62355     (-26.426,-3.624) (-44.697,-3.966) (-46.988,-2.603)      4.42955  4.42955  4.42955  
21    -54.11897 -44.69836 -31.53582   2.49984 -16.21312   3.52059     (-26.536,-3.521) (-44.698,-4.172) (-47.078,-2.500)      4.43229  4.43229  4.43229  
22    -54.00264 -44.69990 -31.44011   2.39688 -16.00720   3.41763     (-26.646,-3.418) (-44.700,-4.378) (-47.167,-2.397)      4.45388  4.45388  4.45388  
23    -53.88630 -44.70143 -31.34439   2.29393 -15.80129   3.31468     (-26.757,-3.315) (-44.701,-4.584) (-47.257,-2.294)      4.49405  4.49405  4.49405  
24    -53.76997 -44.70297 -31.24868   2.19097 -15.59538   3.21172     (-26.867,-3.212) (-44.703,-4.790) (-47.347,-2.191)      4.5523  4.5523  4.5523  
25    -53.65363 -44.70450 -31.15296   2.08802 -15.38947   3.10876     (-26.977,-3.109) (-44.705,-4.996) (-47.436,-2.088)      4.62795  4.62795  4.62795  
26    -53.53729 -44.70603 -31.05725   1.98506 -15.18355   3.00581     (-27.087,-3.006) (-44.706,-5.202) (-47.526,-1.985)      4.72016  4.72016  4.72016  
27    -53.42096 -44.70757 -30.96153   1.88210 -14.97764   2.90285     (-27.197,-2.903) (-44.708,-5.408) (-47.615,-1.882)      4.82799  4.82799  4.82799  
28    -53.30462 -44.70910 -30.86582   1.77915 -14.77173   2.79989     (-27.308,-2.800) (-44.709,-5.614) (-47.705,-1.779)      4.95041  4.95041  4.95041  
29    -53.18829 -44.71064 -30.77010   1.67619 -14.56581   2.69694     (-27.418,-2.697) (-44.711,-5.820) (-47.794,-1.676)      5.08638  5.08638  5.08638  
30    -53.07195 -44.71217 -30.67439   1.57323 -14.35990   2.59398     (-27.528,-2.594) (-44.712,-6.025) (-47.884,-1.573)      5.23483  5.23483  5.23483  
31    -52.95561 -44.71371 -30.57868   1.47028 -14.15399   2.49103     (-27.638,-2.491) (-44.714,-6.231) (-47.974,-1.470)      5.39473  5.39473  5.39473  
32    -52.83928 -44.71524 -30.48296   1.36732 -13.94808   2.38807     (-27.748,-2.388) (-44.715,-6.437) (-48.063,-1.367)      5.5651  5.5651  5.5651  
33    -52.72294 -44.71678 -30.38725   1.26436 -13.74216   2.28511     (-27.859,-2.285) (-44.717,-6.643) (-48.153,-1.264)      5.74501  5.74501  5.74501  
34    -52.60661 -44.71831 -30.29153   1.16141 -13.53625   2.18216     (-27.969,-2.182) (-44.718,-6.849) (-48.242,-1.161)      5.93359  5.93359  5.93359  
35    -52.49027 -44.71985 -30.19582   1.05845 -13.33034   2.07920     (-28.079,-2.079) (-44.720,-7.055) (-48.332,-1.058)      6.13004  6.13004  6.13004  
36    -52.37393 -44.72138 -30.10010   0.95549 -13.12442   1.97624     (-28.189,-1.976) (-44.721,-7.261) (-48.421,-0.955)      6.33363  6.33363  6.33363  
37    -52.25760 -44.72291 -30.00439   0.85254 -12.91851   1.87329     (-28.299,-1.873) (-44.723,-7.467) (-48.511,-0.853)      6.54368  6.54368  6.54368  
38    -52.14126 -44.72445 -29.90867   0.74958 -12.71260   1.77033     (-28.410,-1.770) (-44.724,-7.673) (-48.601,-0.750)      6.75961  6.75961  6.75961  
39    -52.02493 -44.72598 -29.81296   0.64663 -12.50669   1.66737     (-28.520,-1.667) (-44.726,-7.879) (-48.690,-0.647)      6.98086  6.98086  6.98086  
40    -51.90859 -44.72752 -29.71724   0.54367 -12.30077   1.56442     (-28.630,-1.564) (-44.728,-8.085) (-48.780,-0.544)      7.20694  7.20694  7.20694  
41    -51.79225 -44.72905 -29.62153   0.44071 -12.09486   1.46146     (-28.740,-1.461) (-44.729,-8.291) (-48.869,-0.441)      7.43741  7.43741  7.43741  
42    -51.67592 -44.73059 -29.52581   0.33776 -11.88895   1.35850     (-28.850,-1.359) (-44.731,-8.496) (-48.959,-0.338)      7.67188  7.67188  7.67188  
43    -51.55958 -44.73212 -29.43010   0.23480 -11.68303   1.25555     (-28.960,-1.256) (-44.732,-8.702) (-49.048,-0.235)      7.90999  7.90999  7.90999  
44    -51.44325 -44.73366 -29.33438   0.13184 -11.47712   1.15259     (-29.071,-1.153) (-44.734,-8.908) (-49.138,-0.132)      8.15142  8.15142  8.15142  
45    -51.32691 -44.73519 -29.23867   0.02889 -11.27121   1.04964     (-29.181,-1.050) (-44.735,-9.114) (-49.228,-0.029)      8.39589  8.39589  8.39589  
46    -51.21057 -44.73672 -29.14295  -0.07407 -11.06530   0.94668     (-44.663,-0.873) (-29.217,-9.246) (-49.391,-0.074)      8.63924  8.71169  8.64314  
47    -51.09424 -44.73826 -29.04724  -0.17703 -10.85938   0.84372     (-44.561,-0.667) (-29.224,-9.349) (-49.584,-0.177)      8.88651  9.0341  8.89293  
48    -50.97790 -44.73979 -28.95152  -0.27998 -10.65347   0.74077     (-44.460,-0.461) (-29.232,-9.452) (-49.776,-0.280)      9.09949  9.24244  9.14506  
49    -50.86157 -44.74133 -28.85581  -0.38294 -10.44756   0.63781     (-44.358,-0.255) (-29.239,-9.555) (-49.969,-0.383)      9.19593  9.34238  9.39934  
50    -50.74523 -44.74286 -28.76009  -0.48590 -10.24164   0.53485     (-44.257,-0.049) (-29.246,-9.658) (-50.161,-0.486)      9.30332  9.35135  9.36144  
51    -50.62889 -44.74440 -28.66438  -0.58885 -10.03573   0.43190     (-44.313,-0.157) (-50.197,-9.604) (-29.096,-0.432)      9.23498  9.23498  9.23498  
52    -50.51256 -44.74593 -28.56866  -0.69181  -9.82982   0.32894     (-44.417,-0.363) (-50.184,-9.501) (-28.898,-0.329)      9.11929  9.11929  9.11929  
53    -50.39622 -44.74747 -28.47295  -0.79476  -9.62391   0.22598     (-44.521,-0.569) (-50.170,-9.398) (-28.699,-0.226)      9.01479  9.01479  9.01479  
54    -50.27989 -44.74900 -28.37723  -0.89772  -9.41799   0.12303     (-44.626,-0.775) (-50.157,-9.295) (-28.500,-0.123)      8.92187  8.92187  8.92187  
55    -50.16355 -44.75053 -28.28152  -1.00068  -9.21208   0.02007     (-44.730,-0.981) (-50.143,-9.192) (-28.302,-0.020)      8.84089  8.84089  8.84089  
