PointDistanceFollower   Jan 31 2020   mode =  Single Point 
Fol_.62_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist   67   CS6Dist  2   LMDist   40014
PointDistanceFollower  Jan 31 2020  mode = Single Point
Fol_.62_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -47.12260 -52.15085 -10.72024 -37.93124   6.35605   8.99220     (-4.364,-5.243) (-1.992,-10.984) (-32.175,-45.131)      0  0  0  
1    -46.69069 -51.64419 -10.93695 -37.60106   6.18090   8.44550     (-4.756,-6.923) (-1.425,-9.870) (-33.328,-45.266)      2.42672  2.42672  2.42672  
2    -46.25879 -51.13753 -11.15366 -37.27087   6.00575   7.89880     (-5.148,-8.604) (-0.858,-8.757) (-34.482,-45.401)      4.85345  4.85345  4.85345  
3    -45.82689 -50.63088 -11.37037 -36.94068   5.83060   7.35211     (-5.540,-10.284) (-0.291,-7.643) (-35.636,-45.536)      6.89741  6.89741  6.89741  
4    -45.39498 -50.12422 -11.58708 -36.61050   5.65544   6.80541     (-45.395,-11.689) (-0.276,-6.805) (-36.513,-5.655)      7.5358  7.64513  7.82702     glitch
5    -44.96308 -49.61757 -11.80379 -36.28031   5.48029   6.25871     (-44.963,-12.802) (-0.843,-6.259) (-37.100,-5.480)      8.24095  8.57899  9.3128  
6    -44.53118 -49.11091 -12.02050 -35.95013   5.30514   5.71202     (-44.531,-13.916) (-1.410,-5.712) (-37.687,-5.305)      9.15869  9.75193  11.1343  
7    -44.09927 -48.60425 -12.23721 -35.61994   5.12998   5.16532     (-44.099,-15.029) (-1.977,-5.165) (-38.274,-5.130)      10.232  11.1165  13.1527  
8    -43.66737 -48.09760 -12.45393 -35.28976   4.95483   4.61863     (-43.667,-16.143) (-2.544,-4.619) (-38.860,-4.955)      11.4171  12.6274  15.2903  
9    -43.23547 -47.59094 -12.67064 -34.95957   4.77968   4.07193     (-43.235,-17.256) (-3.111,-4.072) (-39.447,-4.780)      12.6826  14.2473  17.5035  
10    -42.80356 -47.08428 -12.88735 -34.62939   4.60453   3.52523     (-42.804,-18.370) (-3.678,-3.525) (-40.034,-4.605)      14.0068  15.9484  19.7668  
11    -42.37166 -46.57763 -13.10406 -34.29920   4.42937   2.97854     (-42.372,-19.483) (-4.245,-2.979) (-40.621,-4.429)      15.3746  17.7101  22.0649  
12    -41.93976 -46.07097 -13.32077 -33.96901   4.25422   2.43184     (-41.940,-20.597) (-4.812,-2.432) (-41.207,-4.254)      16.7752  19.2086  23.4582  
13    -41.50785 -45.56431 -13.53748 -33.63883   4.07907   1.88514     (-41.508,-21.710) (-5.379,-1.885) (-41.794,-4.079)      18.2011  20.6516  24.2409  
