2BOUNDS_2018-03-07.14_20_20.33_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -9.81763 -32.10163  23.39707 -27.32353 -43.97360 -16.52371       (-14.032,-6.997) (-9.975,-16.815) (-2.656,-6.582)      5.0243e-15
1     -9.81439 -32.07948  23.36665 -27.29883 -43.94641 -16.52121       (-14.123,-7.028) (-10.052,-16.842) (-2.593,-6.525)      0.152233
2     -9.81115 -32.05733  23.33622 -27.27414 -43.91923 -16.51872       (-14.214,-7.058) (-10.130,-16.869) (-2.529,-6.467)      0.304465
3     -9.80792 -32.03518  23.30580 -27.24945 -43.89204 -16.51623       (-14.304,-7.088) (-10.207,-16.896) (-2.466,-6.410)      0.456698
4     -9.80468 -32.01303  23.27537 -27.22476 -43.86486 -16.51373       (-14.395,-7.119) (-10.285,-16.923) (-2.403,-6.352)      0.60893
5     -9.80144 -31.99089  23.24495 -27.20007 -43.83767 -16.51124       (-14.485,-7.149) (-10.362,-16.951) (-2.339,-6.294)      0.761163
6     -9.79820 -31.96874  23.21452 -27.17537 -43.81048 -16.50874       (-14.576,-7.180) (-10.439,-16.978) (-2.276,-6.237)      0.913395
7     -9.79496 -31.94659  23.18410 -27.15068 -43.78330 -16.50625       (-14.666,-7.210) (-10.517,-17.005) (-2.212,-6.179)      1.06563
8     -9.79172 -31.92444  23.15367 -27.12599 -43.75611 -16.50376       (-14.757,-7.240) (-10.594,-17.032) (-2.149,-6.121)      1.21786
9     -9.78849 -31.90229  23.12325 -27.10130 -43.72893 -16.50126       (-14.847,-7.271) (-10.671,-17.059) (-2.086,-6.064)      1.37009
10     -9.78525 -31.88014  23.09282 -27.07660 -43.70174 -16.49877       (-14.938,-7.301) (-10.749,-17.087) (-2.022,-6.006)      1.52233
11     -9.78201 -31.85799  23.06240 -27.05191 -43.67455 -16.49628       (-15.028,-7.332) (-10.826,-17.114) (-1.959,-5.949)      1.67456
12     -9.77877 -31.83585  23.03198 -27.02722 -43.64737 -16.49378       (-15.119,-7.362) (-10.903,-17.141) (-1.896,-5.891)      1.82679
13     -9.77553 -31.81370  23.00155 -27.00253 -43.62018 -16.49129       (-15.209,-7.393) (-10.981,-17.168) (-1.832,-5.833)      1.97902
14     -9.77229 -31.79155  22.97113 -26.97783 -43.59300 -16.48879       (-15.300,-7.423) (-11.058,-17.195) (-1.769,-5.776)      2.13126
15     -9.76905 -31.76940  22.94070 -26.95314 -43.56581 -16.48630       (-15.390,-7.453) (-11.135,-17.223) (-1.706,-5.718)      2.28349
16     -9.76582 -31.74725  22.91028 -26.92845 -43.53862 -16.48381       (-15.481,-7.484) (-11.213,-17.250) (-1.642,-5.661)      2.43572
17     -9.76258 -31.72510  22.87985 -26.90376 -43.51144 -16.48131       (-15.571,-7.514) (-11.290,-17.277) (-1.579,-5.603)      2.58795
18     -9.75934 -31.70295  22.84943 -26.87907 -43.48425 -16.47882       (-15.662,-7.545) (-11.367,-17.304) (-1.516,-5.545)      2.74019
19     -9.75610 -31.68080  22.81900 -26.85437 -43.45706 -16.47633       (-15.753,-7.575) (-11.445,-17.331) (-1.452,-5.488)      2.89242
20     -9.75286 -31.65866  22.78858 -26.82968 -43.42988 -16.47383       (-15.843,-7.606) (-11.522,-17.358) (-1.389,-5.430)      3.04465
21     -9.74962 -31.63651  22.75815 -26.80499 -43.40269 -16.47134       (-15.934,-7.636) (-11.599,-17.386) (-1.326,-5.373)      3.19688
22     -9.74638 -31.61436  22.72773 -26.78030 -43.37551 -16.46884       (-16.024,-7.666) (-11.677,-17.413) (-1.262,-5.315)      3.34912
23     -9.74315 -31.59221  22.69731 -26.75560 -43.34832 -16.46635       (-16.115,-7.697) (-11.754,-17.440) (-1.199,-5.257)      3.50135
24     -9.73991 -31.57006  22.66688 -26.73091 -43.32113 -16.46386       (-16.205,-7.727) (-11.832,-17.467) (-1.136,-5.200)      3.65358
25     -9.73667 -31.54791  22.63646 -26.70622 -43.29395 -16.46136       (-16.296,-7.758) (-11.909,-17.494) (-1.072,-5.142)      3.80581
