10PERCENT_2018-03-07.11_26_27.47_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -34.08525  -3.78844 -25.77831  10.88724 -11.32852 -36.46726       (-0.441,-1.135) (-10.446,-6.658) (-31.216,-26.021)      3.55271e-15
1    -34.05157  -3.79510 -25.78375  10.87520 -11.32385 -36.45681       (-0.449,-1.197) (-10.427,-6.631) (-31.215,-26.030)      0.0711531
2    -34.01789  -3.80177 -25.78919  10.86317 -11.31917 -36.44635       (-0.456,-1.259) (-10.407,-6.605) (-31.214,-26.039)      0.142306
3    -33.98422  -3.80843 -25.79464  10.85113 -11.31450 -36.43589       (-0.463,-1.321) (-10.388,-6.579) (-31.213,-26.048)      0.213459
4    -33.95054  -3.81510 -25.80008  10.83910 -11.30982 -36.42544       (-0.471,-1.384) (-10.368,-6.553) (-31.212,-26.057)      0.284612
5    -33.91686  -3.82176 -25.80552  10.82707 -11.30515 -36.41498       (-0.478,-1.446) (-10.349,-6.527) (-31.211,-26.066)      0.355765
6    -33.88318  -3.82842 -25.81097  10.81503 -11.30047 -36.40453       (-0.485,-1.508) (-10.330,-6.501) (-31.210,-26.075)      0.426918
7    -33.84951  -3.83509 -25.81641  10.80300 -11.29579 -36.39407       (-0.493,-1.570) (-10.310,-6.475) (-31.209,-26.084)      0.498071
8    -33.81583  -3.84175 -25.82185  10.79096 -11.29112 -36.38361       (-0.500,-1.633) (-10.291,-6.449) (-31.209,-26.093)      0.569224
9    -33.78215  -3.84842 -25.82730  10.77893 -11.28644 -36.37316       (-0.508,-1.695) (-10.271,-6.423) (-31.208,-26.102)      0.640378
10    -33.74847  -3.85508 -25.83274  10.76690 -11.28177 -36.36270       (-0.515,-1.757) (-10.252,-6.397) (-31.207,-26.111)      0.711531
11    -33.71480  -3.86175 -25.83818  10.75486 -11.27709 -36.35224       (-0.522,-1.819) (-10.233,-6.371) (-31.206,-26.120)      0.782684
12    -33.68112  -3.86841 -25.84363  10.74283 -11.27242 -36.34179       (-0.530,-1.882) (-10.213,-6.345) (-31.205,-26.129)      0.853837
13    -33.64744  -3.87507 -25.84907  10.73079 -11.26774 -36.33133       (-0.537,-1.944) (-10.194,-6.319) (-31.204,-26.137)      0.92499
14    -33.61376  -3.88174 -25.85451  10.71876 -11.26306 -36.32087       (-0.544,-2.006) (-10.174,-6.293) (-31.203,-26.146)      0.996143
15    -33.58009  -3.88840 -25.85996  10.70673 -11.25839 -36.31042       (-0.552,-2.068) (-10.155,-6.267) (-31.202,-26.155)      1.0673
16    -33.54641  -3.89507 -25.86540  10.69469 -11.25371 -36.29996       (-0.559,-2.130) (-10.136,-6.241) (-31.201,-26.164)      1.13845
17    -33.51273  -3.90173 -25.87084  10.68266 -11.24904 -36.28950       (-0.566,-2.193) (-10.116,-6.215) (-31.200,-26.173)      1.2096
18    -33.47905  -3.90839 -25.87629  10.67062 -11.24436 -36.27905       (-0.574,-2.255) (-10.097,-6.188) (-31.199,-26.182)      1.28076
19    -33.44537  -3.91506 -25.88173  10.65859 -11.23969 -36.26859       (-0.581,-2.317) (-10.077,-6.162) (-31.198,-26.191)      1.35191
20    -33.41170  -3.92172 -25.88717  10.64656 -11.23501 -36.25814       (-0.588,-2.379) (-10.058,-6.136) (-31.197,-26.200)      1.42306
21    -33.37802  -3.92839 -25.89262  10.63452 -11.23033 -36.24768       (-0.596,-2.442) (-10.039,-6.110) (-31.196,-26.209)      1.49421
22    -33.34434  -3.93505 -25.89806  10.62249 -11.22566 -36.23722       (-0.603,-2.504) (-10.019,-6.084) (-31.195,-26.218)      1.56537
23    -33.31066  -3.94172 -25.90350  10.61045 -11.22098 -36.22677       (-0.611,-2.566) (-10.000,-6.058) (-31.194,-26.227)      1.63652
24    -33.27699  -3.94838 -25.90895  10.59842 -11.21631 -36.21631       (-0.618,-2.628) (-9.981,-6.032) (-31.193,-26.236)      1.70767
25    -33.24331  -3.95504 -25.91439  10.58639 -11.21163 -36.20585       (-0.625,-2.691) (-9.961,-6.006) (-31.192,-26.245)      1.77883
26    -33.20963  -3.96171 -25.91983  10.57435 -11.20696 -36.19540       (-0.633,-2.753) (-9.942,-5.980) (-31.191,-26.254)      1.84998
27    -33.17595  -3.96837 -25.92528  10.56232 -11.20228 -36.18494       (-0.640,-2.815) (-9.922,-5.954) (-31.190,-26.263)      1.92113
28    -33.14228  -3.97504 -25.93072  10.55028 -11.19760 -36.17448       (-0.647,-2.877) (-9.903,-5.928) (-31.189,-26.272)      1.99229
29    -33.10860  -3.98170 -25.93616  10.53825 -11.19293 -36.16403       (-0.655,-2.939) (-9.884,-5.902) (-31.188,-26.280)      2.06344
30    -33.07492  -3.98836 -25.94161  10.52621 -11.18825 -36.15357       (-0.662,-3.002) (-9.864,-5.876) (-31.187,-26.289)      2.13459
31    -33.04124  -3.99503 -25.94705  10.51418 -11.18358 -36.14312       (-0.669,-3.064) (-9.845,-5.850) (-31.187,-26.298)      2.20574
32    -33.00757  -4.00169 -25.95249  10.50215 -11.17890 -36.13266       (-0.677,-3.126) (-9.825,-5.824) (-31.186,-26.307)      2.2769
33    -32.97389  -4.00836 -25.95794  10.49011 -11.17423 -36.12220       (-0.684,-3.188) (-9.806,-5.798) (-31.185,-26.316)      2.34805
34    -32.94021  -4.01502 -25.96338  10.47808 -11.16955 -36.11175       (-0.691,-3.251) (-9.787,-5.772) (-31.184,-26.325)      2.4192
35    -32.90653  -4.02169 -25.96882  10.46604 -11.16487 -36.10129       (-0.699,-3.313) (-9.767,-5.746) (-31.183,-26.334)      2.49036
36    -32.87285  -4.02835 -25.97427  10.45401 -11.16020 -36.09083       (-0.706,-3.375) (-9.748,-5.719) (-31.182,-26.343)      2.56151
37    -32.83918  -4.03501 -25.97971  10.44198 -11.15552 -36.08038       (-0.714,-3.437) (-9.728,-5.693) (-31.181,-26.352)      2.63266
38    -32.80550  -4.04168 -25.98515  10.42994 -11.15085 -36.06992       (-0.721,-3.500) (-9.709,-5.667) (-31.180,-26.361)      2.70382
39    -32.77182  -4.04834 -25.99060  10.41791 -11.14617 -36.05946       (-0.728,-3.562) (-9.690,-5.641) (-31.179,-26.370)      2.77497
40    -32.73814  -4.05501 -25.99604  10.40587 -11.14150 -36.04901       (-0.736,-3.624) (-9.670,-5.615) (-31.178,-26.379)      2.84612
41    -32.70447  -4.06167 -26.00148  10.39384 -11.13682 -36.03855       (-0.743,-3.686) (-9.651,-5.589) (-31.177,-26.388)      2.91728
42    -32.67079  -4.06833 -26.00693  10.38181 -11.13214 -36.02809       (-0.750,-3.749) (-9.631,-5.563) (-31.176,-26.397)      2.98843
43    -32.63711  -4.07500 -26.01237  10.36977 -11.12747 -36.01764       (-0.758,-3.811) (-9.612,-5.537) (-31.175,-26.406)      3.05958
44    -32.60343  -4.08166 -26.01781  10.35774 -11.12279 -36.00718       (-0.765,-3.873) (-9.593,-5.511) (-31.174,-26.414)      3.13073
45    -32.56976  -4.08833 -26.02326  10.34570 -11.11812 -35.99673       (-0.772,-3.935) (-9.573,-5.485) (-31.173,-26.423)      3.20189
