Fol_2018-03-05.14_04_14.484_.txt     Output is probe cell, reduced cell, NCDist distance between
0      3.06519  -2.84159 -24.02180   3.63533 -28.85268 -28.14690       (-0.224,-19.816) (-2.618,-0.570) (-24.200,-25.082)      0
1      3.06189  -2.84136 -24.02198   3.61185 -28.82437 -28.14383       (-0.221,-19.860) (-2.621,-0.550) (-24.221,-25.082)      0.0529916
2      3.05860  -2.84114 -24.02216   3.58838 -28.79606 -28.14076       (-0.217,-19.904) (-2.624,-0.530) (-24.243,-25.082)      0.105983
3      3.05531  -2.84092 -24.02234   3.56490 -28.76775 -28.13769       (-0.214,-19.948) (-2.627,-0.510) (-24.264,-25.082)      0.158975
4      3.05202  -2.84069 -24.02251   3.54143 -28.73944 -28.13462       (-0.211,-19.992) (-2.629,-0.489) (-24.286,-25.083)      0.211967
5      3.04873  -2.84047 -24.02269   3.51795 -28.71112 -28.13155       (-0.208,-20.036) (-2.632,-0.469) (-24.307,-25.083)      0.264958
6      3.04543  -2.84025 -24.02287   3.49448 -28.68281 -28.12849       (-0.205,-20.079) (-2.635,-0.449) (-24.329,-25.083)      0.31795
7      3.04214  -2.84002 -24.02305   3.47100 -28.65450 -28.12542       (-0.202,-20.123) (-2.638,-0.429) (-24.350,-25.083)      0.370941
8      3.03885  -2.83980 -24.02323   3.44753 -28.62619 -28.12235       (-0.199,-20.167) (-2.641,-0.409) (-24.372,-25.084)      0.423933
9      3.03556  -2.83957 -24.02341   3.42405 -28.59788 -28.11928       (-0.196,-20.211) (-2.644,-0.388) (-24.393,-25.084)      0.476925
10      3.03226  -2.83935 -24.02359   3.40058 -28.56957 -28.11621       (-0.193,-20.255) (-2.646,-0.368) (-24.415,-25.084)      0.529916
11      3.02897  -2.83913 -24.02376   3.37710 -28.54126 -28.11314       (-0.190,-20.299) (-2.649,-0.348) (-24.436,-25.084)      0.582908
12      3.02568  -2.83890 -24.02394   3.35363 -28.51295 -28.11008       (-0.187,-20.342) (-2.652,-0.328) (-24.458,-25.084)      0.6359
13      3.02239  -2.83868 -24.02412   3.33015 -28.48464 -28.10701       (-0.184,-20.386) (-2.655,-0.308) (-24.479,-25.085)      0.688891
14      3.01910  -2.83845 -24.02430   3.30668 -28.45633 -28.10394       (-0.181,-20.430) (-2.658,-0.288) (-24.501,-25.085)      0.741883
15      3.01580  -2.83823 -24.02448   3.28320 -28.42802 -28.10087       (-0.178,-20.474) (-2.661,-0.267) (-24.522,-25.085)      0.794875
16      3.01251  -2.83801 -24.02466   3.25972 -28.39971 -28.09780       (-0.175,-20.518) (-2.664,-0.247) (-24.544,-25.085)      0.847866
17      3.00922  -2.83778 -24.02483   3.23625 -28.37139 -28.09474       (-0.171,-20.562) (-2.666,-0.227) (-24.565,-25.086)      0.900858
18      3.00593  -2.83756 -24.02501   3.21277 -28.34308 -28.09167       (-0.168,-20.605) (-2.669,-0.207) (-24.587,-25.086)      0.953849
19      3.00264  -2.83734 -24.02519   3.18930 -28.31477 -28.08860       (-0.165,-20.649) (-2.672,-0.187) (-24.608,-25.086)      1.00684
20      2.99934  -2.83711 -24.02537   3.16582 -28.28646 -28.08553       (-0.162,-20.693) (-2.675,-0.166) (-24.630,-25.086)      1.05983
21      2.99605  -2.83689 -24.02555   3.14235 -28.25815 -28.08246       (-0.159,-20.737) (-2.678,-0.146) (-24.651,-25.086)      1.11282
22      2.99276  -2.83666 -24.02573   3.11887 -28.22984 -28.07939       (-0.156,-20.781) (-2.681,-0.126) (-24.673,-25.087)      1.16582
23      2.98947  -2.83644 -24.02590   3.09540 -28.20153 -28.07633       (-0.153,-20.825) (-2.683,-0.106) (-24.694,-25.087)      1.21881
24      2.98618  -2.83622 -24.02608   3.07192 -28.17322 -28.07326       (-0.150,-20.868) (-2.686,-0.086) (-24.716,-25.087)      1.2718
25      2.98288  -2.83599 -24.02626   3.04845 -28.14491 -28.07019       (-0.147,-20.912) (-2.689,-0.066) (-24.737,-25.087)      1.32479
26      2.97959  -2.83577 -24.02644   3.02497 -28.11660 -28.06712       (-0.144,-20.956) (-2.692,-0.045) (-24.759,-25.088)      1.37778
27      2.97630  -2.83554 -24.02662   3.00150 -28.08829 -28.06405       (-0.141,-21.000) (-2.695,-0.025) (-24.780,-25.088)      1.43077
28      2.97301  -2.83532 -24.02680   2.97802 -28.05997 -28.06098       (-0.138,-21.044) (-2.698,-0.005) (-24.802,-25.088)      1.48377
29      2.96972  -2.83510 -24.02697   2.95455 -28.03166 -28.05792       (-25.073,-0.119) (-24.808,-21.072) (-0.015,-2.716)      1.51997
30      2.96642  -2.83487 -24.02715   2.93107 -28.00335 -28.05485       (-25.053,-0.096) (-24.809,-21.096) (-0.035,-2.739)      1.55147
31      2.96313  -2.83465 -24.02733   2.90760 -27.97504 -28.05178       (-25.033,-0.073) (-24.810,-21.120) (-0.056,-2.762)      1.58389
