Fol_2018-03-05.14_01_55.5_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -24.17943   2.11384  -7.94704 -28.14124  -0.44760 -13.90790       (-11.794,-26.027) (-2.114,-2.561) (-5.833,-22.066)      4.44089e-16
1    -24.17731   2.10961  -7.96514 -28.11891  -0.44972 -13.90578       (-11.796,-26.009) (-2.110,-2.559) (-5.856,-22.068)      0.0292838
2    -24.17519   2.10538  -7.98324 -28.09658  -0.45183 -13.90367       (-11.798,-25.991) (-2.105,-2.557) (-5.878,-22.070)      0.0585676
3    -24.17308   2.10115  -8.00134 -28.07425  -0.45395 -13.90155       (-11.800,-25.973) (-2.101,-2.555) (-5.900,-22.072)      0.0878514
4    -24.17096   2.09691  -8.01944 -28.05192  -0.45606 -13.89943       (-11.803,-25.955) (-2.097,-2.553) (-5.923,-22.074)      0.117135
5    -24.16885   2.09268  -8.03754 -28.02959  -0.45818 -13.89732       (-11.805,-25.937) (-2.093,-2.551) (-5.945,-22.076)      0.146419
6    -24.16673   2.08845  -8.05564 -28.00726  -0.46030 -13.89520       (-11.807,-25.919) (-2.088,-2.549) (-5.967,-22.078)      0.175703
7    -24.16462   2.08422  -8.07373 -27.98493  -0.46241 -13.89309       (-11.809,-25.901) (-2.084,-2.547) (-5.990,-22.080)      0.204986
8    -24.16250   2.07999  -8.09183 -27.96260  -0.46453 -13.89097       (-11.811,-25.883) (-2.080,-2.545) (-6.012,-22.083)      0.23427
9    -24.16038   2.07575  -8.10993 -27.94027  -0.46664 -13.88886       (-11.813,-25.865) (-2.076,-2.542) (-6.034,-22.085)      0.263554
10    -24.15827   2.07152  -8.12803 -27.91794  -0.46876 -13.88674       (-11.815,-25.846) (-2.072,-2.540) (-6.057,-22.087)      0.292838
11    -24.15615   2.06729  -8.14613 -27.89561  -0.47088 -13.88462       (-11.817,-25.828) (-2.067,-2.538) (-6.079,-22.089)      0.322122
12    -24.15404   2.06306  -8.16423 -27.87327  -0.47299 -13.88251       (-11.819,-25.810) (-2.063,-2.536) (-6.101,-22.091)      0.351405
13    -24.15192   2.05883  -8.18232 -27.85094  -0.47511 -13.88039       (-11.822,-25.792) (-2.059,-2.534) (-6.123,-22.093)      0.380689
14    -24.14980   2.05459  -8.20042 -27.82861  -0.47722 -13.87828       (-11.824,-25.774) (-2.055,-2.532) (-6.146,-22.095)      0.409973
15    -24.14769   2.05036  -8.21852 -27.80628  -0.47934 -13.87616       (-11.826,-25.756) (-2.050,-2.530) (-6.168,-22.097)      0.439257
16    -24.14557   2.04613  -8.23662 -27.78395  -0.48146 -13.87404       (-11.828,-25.738) (-2.046,-2.528) (-6.190,-22.099)      0.468541
17    -24.14346   2.04190  -8.25472 -27.76162  -0.48357 -13.87193       (-11.830,-25.720) (-2.042,-2.525) (-6.213,-22.102)      0.497824
18    -24.14134   2.03767  -8.27282 -27.73929  -0.48569 -13.86981       (-11.832,-25.702) (-2.038,-2.523) (-6.235,-22.104)      0.527108
19    -24.13922   2.03343  -8.29092 -27.71696  -0.48780 -13.86770       (-11.834,-25.684) (-2.033,-2.521) (-6.257,-22.106)      0.556392
20    -24.13711   2.02920  -8.30901 -27.69463  -0.48992 -13.86558       (-11.836,-25.665) (-2.029,-2.519) (-6.280,-22.108)      0.585676
21    -24.13499   2.02497  -8.32711 -27.67230  -0.49204 -13.86346       (-11.838,-25.647) (-2.025,-2.517) (-6.302,-22.110)      0.614959
22    -24.13288   2.02074  -8.34521 -27.64997  -0.49415 -13.86135       (-11.841,-25.629) (-2.021,-2.515) (-6.324,-22.112)      0.644243
23    -24.13076   2.01651  -8.36331 -27.62764  -0.49627 -13.85923       (-11.843,-25.611) (-2.017,-2.513) (-6.347,-22.114)      0.673527
24    -24.12864   2.01227  -8.38141 -27.60531  -0.49838 -13.85712       (-11.845,-25.593) (-2.012,-2.511) (-6.369,-22.116)      0.702811
25    -24.12653   2.00804  -8.39951 -27.58298  -0.50050 -13.85500       (-11.847,-25.575) (-2.008,-2.509) (-6.391,-22.118)      0.732095
26    -24.12441   2.00381  -8.41760 -27.56065  -0.50262 -13.85288       (-11.849,-25.557) (-2.004,-2.506) (-6.414,-22.121)      0.761378
27    -24.12230   1.99958  -8.43570 -27.53832  -0.50473 -13.85077       (-11.851,-25.539) (-2.000,-2.504) (-6.436,-22.123)      0.790662
28    -24.12018   1.99535  -8.45380 -27.51599  -0.50685 -13.84865       (-11.853,-25.521) (-1.995,-2.502) (-6.458,-22.125)      0.819946
