Fol_2018-03-05.14_05_59.852_.txt     Output is probe cell, reduced cell, NCDist distance between
0      2.05969   2.96615  16.85757 -57.72559 -33.92412 -12.32605       (-17.343,-5.241) (-12.003,-0.906) (-0.944,-1.153)      0
1      2.05647   2.96227  16.82333 -57.66875 -33.90218 -12.31895       (-17.458,-5.244) (-12.071,-0.906) (-0.895,-1.151)      0.142293
2      2.05326   2.95840  16.78910 -57.61192 -33.88024 -12.31186       (-17.573,-5.247) (-12.139,-0.905) (-0.846,-1.148)      0.284586
3      2.05004   2.95452  16.75486 -57.55508 -33.85829 -12.30477       (-17.688,-5.250) (-12.206,-0.904) (-0.797,-1.146)      0.426879
4      2.04682   2.95064  16.72063 -57.49824 -33.83635 -12.29768       (-17.803,-5.253) (-12.274,-0.904) (-0.748,-1.143)      0.569172
5      2.04361   2.94677  16.68639 -57.44140 -33.81441 -12.29058       (-17.918,-5.257) (-12.342,-0.903) (-0.699,-1.140)      0.711465
6      2.04039   2.94289  16.65216 -57.38456 -33.79246 -12.28349       (-18.033,-5.260) (-12.410,-0.902) (-0.650,-1.138)      0.853758
7      2.03717   2.93901  16.61792 -57.32772 -33.77052 -12.27640       (-18.148,-5.263) (-12.478,-0.902) (-0.601,-1.135)      0.996051
8      2.03396   2.93514  16.58369 -57.27089 -33.74858 -12.26931       (-18.263,-5.266) (-12.545,-0.901) (-0.552,-1.133)      1.13834
9      2.03074   2.93126  16.54945 -57.21405 -33.72663 -12.26221       (-18.378,-5.269) (-12.613,-0.901) (-0.502,-1.130)      1.28064
10      2.02753   2.92738  16.51522 -57.15721 -33.70469 -12.25512       (-18.493,-5.273) (-12.681,-0.900) (-0.453,-1.128)      1.42293
11      2.02431   2.92351  16.48098 -57.10037 -33.68275 -12.24803       (-18.608,-5.276) (-12.749,-0.899) (-0.404,-1.125)      1.56522
12      2.02109   2.91963  16.44675 -57.04353 -33.66081 -12.24094       (-18.723,-5.279) (-12.817,-0.899) (-0.355,-1.123)      1.70752
13      2.01788   2.91576  16.41251 -56.98670 -33.63886 -12.23384       (-18.838,-5.282) (-12.884,-0.898) (-0.306,-1.120)      1.84981
14      2.01466   2.91188  16.37828 -56.92986 -33.61692 -12.22675       (-18.953,-5.286) (-12.952,-0.897) (-0.257,-1.117)      1.9921
15      2.01145   2.90800  16.34405 -56.87302 -33.59498 -12.21966       (-19.068,-5.289) (-13.020,-0.897) (-0.208,-1.115)      2.1344
16      2.00823   2.90413  16.30981 -56.81618 -33.57303 -12.21257       (-19.183,-5.292) (-13.088,-0.896) (-0.159,-1.112)      2.27669
17      2.00501   2.90025  16.27558 -56.75934 -33.55109 -12.20547       (-19.298,-5.295) (-13.156,-0.895) (-0.110,-1.110)      2.41898
18      2.00180   2.89637  16.24134 -56.70250 -33.52915 -12.19838       (-19.413,-5.298) (-13.223,-0.895) (-0.061,-1.107)      2.56127
19      1.99858   2.89250  16.20711 -56.64567 -33.50720 -12.19129       (-19.528,-5.302) (-13.291,-0.894) (-0.012,-1.105)      2.70357
20      1.99537   2.88862  16.17287 -56.58883 -33.48526 -12.18419       (-19.605,-13.322) (-5.267,-0.856) (-0.037,-1.140)      2.79728
21      1.99215   2.88474  16.13864 -56.53199 -33.46332 -12.17710       (-19.671,-13.340) (-5.222,-0.806) (-0.086,-1.186)      2.87817
22      1.98893   2.88087  16.10440 -56.47515 -33.44137 -12.17001       (-19.737,-13.359) (-5.176,-0.756) (-0.136,-1.233)      2.96154
23      1.98572   2.87699  16.07017 -56.41831 -33.41943 -12.16292       (-19.803,-13.378) (-5.130,-0.707) (-0.185,-1.279)      3.04716
24      1.98250   2.87311  16.03593 -56.36148 -33.39749 -12.15582       (-19.869,-13.397) (-5.084,-0.657) (-0.234,-1.326)      3.13487
25      1.97928   2.86924  16.00170 -56.30464 -33.37554 -12.14873       (-19.935,-13.415) (-5.038,-0.607) (-0.283,-1.372)      3.22448
26      1.97607   2.86536  15.96746 -56.24780 -33.35360 -12.14164       (-20.001,-13.434) (-4.992,-0.557) (-0.332,-1.419)      3.31585
