Fol_2018-03-05.09_12_32.32_.txt     Output is probe cell, reduced cell, NCDist distance between
0      0.20165 -10.12929  -3.58088 -23.88499   2.00996 -26.83851       (-0.202,-18.382) (-9.524,-0.641) (-0.527,-27.040)      0
1      0.20125 -10.12869  -3.57783 -23.87949   2.00730 -26.83871       (-0.201,-18.388) (-9.525,-0.638) (-0.530,-27.040)      0.00687739
2      0.20084 -10.12808  -3.57477 -23.87398   2.00465 -26.83892       (-0.201,-18.393) (-9.526,-0.635) (-0.533,-27.040)      0.0137548
3      0.20044 -10.12748  -3.57171 -23.86847   2.00200 -26.83912       (-0.200,-18.399) (-9.526,-0.633) (-0.536,-27.040)      0.0206322
4      0.20004 -10.12687  -3.56865 -23.86296   1.99934 -26.83932       (-0.200,-18.404) (-9.527,-0.630) (-0.539,-27.039)      0.0275096
5      0.19963 -10.12626  -3.56560 -23.85745   1.99669 -26.83952       (-0.200,-18.410) (-9.527,-0.627) (-0.542,-27.039)      0.034387
6      0.19923 -10.12566  -3.56254 -23.85194   1.99404 -26.83972       (-0.199,-18.415) (-9.528,-0.625) (-0.545,-27.039)      0.0412643
7      0.19883 -10.12505  -3.55948 -23.84644   1.99138 -26.83993       (-0.199,-18.421) (-9.529,-0.622) (-0.548,-27.039)      0.0481417
8      0.19842 -10.12445  -3.55643 -23.84093   1.98873 -26.84013       (-0.198,-18.426) (-9.529,-0.619) (-0.551,-27.039)      0.0550191
9      0.19802 -10.12384  -3.55337 -23.83542   1.98608 -26.84033       (-0.198,-18.432) (-9.530,-0.617) (-0.554,-27.038)      0.0618965
10      0.19761 -10.12324  -3.55031 -23.82991   1.98342 -26.84053       (-0.198,-18.437) (-9.530,-0.614) (-0.558,-27.038)      0.0687739
11      0.19721 -10.12263  -3.54726 -23.82440   1.98077 -26.84073       (-0.197,-18.443) (-9.531,-0.611) (-0.561,-27.038)      0.0756513
12      0.19681 -10.12203  -3.54420 -23.81889   1.97812 -26.84094       (-0.197,-18.448) (-9.532,-0.609) (-0.564,-27.038)      0.0825287
13      0.19640 -10.12142  -3.54114 -23.81338   1.97546 -26.84114       (-0.196,-18.454) (-9.532,-0.606) (-0.567,-27.038)      0.0894061
14      0.19600 -10.12081  -3.53808 -23.80788   1.97281 -26.84134       (-0.196,-18.459) (-9.533,-0.604) (-0.570,-27.037)      0.0962835
15      0.19560 -10.12021  -3.53503 -23.80237   1.97016 -26.84154       (-0.196,-18.465) (-9.533,-0.601) (-0.573,-27.037)      0.103161
16      0.19519 -10.11960  -3.53197 -23.79686   1.96750 -26.84174       (-0.195,-18.470) (-9.534,-0.598) (-0.576,-27.037)      0.110038
17      0.19479 -10.11900  -3.52891 -23.79135   1.96485 -26.84194       (-0.195,-18.476) (-9.535,-0.596) (-0.579,-27.037)      0.116916
18      0.19439 -10.11839  -3.52586 -23.78584   1.96220 -26.84215       (-0.194,-18.481) (-9.535,-0.593) (-0.582,-27.037)      0.123793
19      0.19398 -10.11779  -3.52280 -23.78033   1.95954 -26.84235       (-0.194,-18.487) (-9.536,-0.590) (-0.585,-27.036)      0.13067
20      0.19358 -10.11718  -3.51974 -23.77483   1.95689 -26.84255       (-0.194,-18.492) (-9.536,-0.588) (-0.588,-27.036)      0.137548
21      0.19317 -10.11658  -3.51669 -23.76932   1.95424 -26.84275       (-0.193,-18.498) (-9.537,-0.585) (-0.591,-27.036)      0.144425
22      0.19277 -10.11597  -3.51363 -23.76381   1.95158 -26.84295       (-0.193,-18.503) (-9.538,-0.582) (-0.594,-27.036)      0.151303
23      0.19237 -10.11536  -3.51057 -23.75830   1.94893 -26.84316       (-0.192,-18.509) (-9.538,-0.580) (-0.597,-27.036)      0.15818
24      0.19196 -10.11476  -3.50751 -23.75279   1.94628 -26.84336       (-0.192,-18.514) (-9.539,-0.577) (-0.600,-27.035)      0.165057
25      0.19156 -10.11415  -3.50446 -23.74728   1.94362 -26.84356       (-0.192,-18.520) (-9.539,-0.574) (-0.603,-27.035)      0.171935
26      0.19116 -10.11355  -3.50140 -23.74177   1.94097 -26.84376       (-0.191,-18.525) (-9.540,-0.572) (-0.606,-27.035)      0.178812
27      0.19075 -10.11294  -3.49834 -23.73627   1.93832 -26.84396       (-0.191,-18.531) (-9.541,-0.569) (-0.609,-27.035)      0.18569
28      0.19035 -10.11234  -3.49529 -23.73076   1.93566 -26.84416       (-0.190,-18.536) (-9.541,-0.566) (-0.613,-27.035)      0.192567
29      0.18994 -10.11173  -3.49223 -23.72525   1.93301 -26.84437       (-0.190,-18.542) (-9.542,-0.564) (-0.616,-27.034)      0.199444
30      0.18954 -10.11113  -3.48917 -23.71974   1.93036 -26.84457       (-0.190,-18.547) (-9.543,-0.561) (-0.619,-27.034)      0.206322
31      0.18914 -10.11052  -3.48612 -23.71423   1.92770 -26.84477       (-0.189,-18.553) (-9.543,-0.558) (-0.622,-27.034)      0.213199
32      0.18873 -10.10991  -3.48306 -23.70872   1.92505 -26.84497       (-0.189,-18.558) (-9.544,-0.556) (-0.625,-27.034)      0.220077
33      0.18833 -10.10931  -3.48000 -23.70322   1.92240 -26.84517       (-0.188,-18.564) (-9.544,-0.553) (-0.628,-27.034)      0.226954
34      0.18793 -10.10870  -3.47694 -23.69771   1.91974 -26.84538       (-0.188,-18.569) (-9.545,-0.550) (-0.631,-27.033)      0.233831
35      0.18752 -10.10810  -3.47389 -23.69220   1.91709 -26.84558       (-0.188,-18.575) (-9.546,-0.548) (-0.634,-27.033)      0.240709
36      0.18712 -10.10749  -3.47083 -23.68669   1.91444 -26.84578       (-0.187,-18.580) (-9.546,-0.545) (-0.637,-27.033)      0.247586
37      0.18671 -10.10689  -3.46777 -23.68118   1.91178 -26.84598       (-0.187,-18.586) (-9.547,-0.543) (-0.640,-27.033)      0.254463
38      0.18631 -10.10628  -3.46472 -23.67567   1.90913 -26.84618       (-0.186,-18.591) (-9.547,-0.540) (-0.643,-27.032)      0.261341
39      0.18591 -10.10568  -3.46166 -23.67017   1.90648 -26.84639       (-0.186,-18.597) (-9.548,-0.537) (-0.646,-27.032)      0.268218
40      0.18550 -10.10507  -3.45860 -23.66466   1.90382 -26.84659       (-0.186,-18.602) (-9.549,-0.535) (-0.649,-27.032)      0.275096
41      0.18510 -10.10446  -3.45555 -23.65915   1.90117 -26.84679       (-0.185,-18.608) (-9.549,-0.532) (-0.652,-27.032)      0.281973
42      0.18470 -10.10386  -3.45249 -23.65364   1.89852 -26.84699       (-0.185,-18.613) (-9.550,-0.529) (-0.655,-27.032)      0.28885
43      0.18429 -10.10325  -3.44943 -23.64813   1.89586 -26.84719       (-0.184,-18.619) (-9.550,-0.527) (-0.658,-27.031)      0.295728
44      0.18389 -10.10265  -3.44637 -23.64262   1.89321 -26.84739       (-0.184,-18.624) (-9.551,-0.524) (-0.661,-27.031)      0.302605
45      0.18349 -10.10204  -3.44332 -23.63711   1.89056 -26.84760       (-0.183,-18.630) (-9.552,-0.521) (-0.665,-27.031)      0.309483
46      0.18308 -10.10144  -3.44026 -23.63161   1.88790 -26.84780       (-0.183,-18.635) (-9.552,-0.519) (-0.668,-27.031)      0.31636
47      0.18268 -10.10083  -3.43720 -23.62610   1.88525 -26.84800       (-0.183,-18.641) (-9.553,-0.516) (-0.671,-27.031)      0.323237
48      0.18227 -10.10023  -3.43415 -23.62059   1.88260 -26.84820       (-0.182,-18.646) (-9.553,-0.513) (-0.674,-27.030)      0.330115
49      0.18187 -10.09962  -3.43109 -23.61508   1.87994 -26.84840       (-0.182,-18.652) (-9.554,-0.511) (-0.677,-27.030)      0.336992
