10PERCENT_2018-03-07.11_27_20.633_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -30.49217 -26.70845   0.73686 -20.20410 -54.64933  26.25198       (-4.697,-17.660) (-4.240,-20.542) (-1.808,-22.012)      3.11749e-14
1    -30.46635 -26.68596   0.73431 -20.20156 -54.61519  26.20367       (-4.745,-17.728) (-4.263,-20.670) (-1.739,-21.941)      0.183313
2    -30.44053 -26.66347   0.73176 -20.19901 -54.58105  26.15536       (-4.793,-17.796) (-4.285,-20.798) (-1.671,-21.870)      0.366626
3    -30.41471 -26.64098   0.72922 -20.19646 -54.54691  26.10704       (-4.842,-17.864) (-4.308,-20.926) (-1.603,-21.799)      0.549938
4    -30.38889 -26.61849   0.72667 -20.19392 -54.51276  26.05873       (-4.890,-17.933) (-4.330,-21.055) (-1.535,-21.729)      0.733251
5    -30.36306 -26.59599   0.72412 -20.19137 -54.47862  26.01042       (-4.938,-18.001) (-4.353,-21.183) (-1.466,-21.658)      0.916564
6    -30.33724 -26.57350   0.72158 -20.18882 -54.44448  25.96211       (-4.987,-18.069) (-4.375,-21.311) (-1.398,-21.587)      1.09988
7    -30.31142 -26.55101   0.71903 -20.18627 -54.41034  25.91380       (-5.035,-18.137) (-4.398,-21.439) (-1.330,-21.516)      1.28319
8    -30.28560 -26.52852   0.71648 -20.18373 -54.37620  25.86548       (-5.083,-18.206) (-4.420,-21.567) (-1.262,-21.445)      1.4665
9    -30.25978 -26.50603   0.71393 -20.18118 -54.34206  25.81717       (-5.131,-18.274) (-4.443,-21.696) (-1.193,-21.375)      1.64982
10    -30.23396 -26.48354   0.71139 -20.17863 -54.30791  25.76886       (-5.180,-18.342) (-4.465,-21.824) (-1.125,-21.304)      1.83313
11    -30.20814 -26.46105   0.70884 -20.17609 -54.27377  25.72055       (-5.228,-18.410) (-4.488,-21.952) (-1.057,-21.233)      2.01644
12    -30.18231 -26.43856   0.70629 -20.17354 -54.23963  25.67224       (-5.276,-18.479) (-4.510,-22.080) (-0.989,-21.162)      2.19975
13    -30.15649 -26.41607   0.70375 -20.17099 -54.20549  25.62392       (-5.325,-18.547) (-4.533,-22.208) (-0.920,-21.091)      2.38307
14    -30.13067 -26.39358   0.70120 -20.16844 -54.17135  25.57561       (-5.373,-18.615) (-4.555,-22.336) (-0.852,-21.021)      2.56638
15    -30.10485 -26.37109   0.69865 -20.16590 -54.13721  25.52730       (-5.421,-18.683) (-4.578,-22.465) (-0.784,-20.950)      2.74969
16    -30.07903 -26.34860   0.69610 -20.16335 -54.10306  25.47899       (-5.470,-18.752) (-4.600,-22.593) (-0.716,-20.879)      2.93301
17    -30.05321 -26.32611   0.69356 -20.16080 -54.06892  25.43068       (-5.518,-18.820) (-4.623,-22.721) (-0.647,-20.808)      3.11632
18    -30.02739 -26.30361   0.69101 -20.15826 -54.03478  25.38236       (-5.566,-18.888) (-4.645,-22.849) (-0.579,-20.737)      3.29963
19    -30.00157 -26.28112   0.68846 -20.15571 -54.00064  25.33405       (-5.615,-18.956) (-4.668,-22.977) (-0.511,-20.667)      3.48294
20    -29.97574 -26.25863   0.68592 -20.15316 -53.96650  25.28574       (-5.663,-19.025) (-4.690,-23.106) (-0.443,-20.596)      3.66626
21    -29.94992 -26.23614   0.68337 -20.15062 -53.93236  25.23743       (-5.711,-19.093) (-4.712,-23.234) (-0.374,-20.525)      3.84957
22    -29.92410 -26.21365   0.68082 -20.14807 -53.89821  25.18912       (-5.760,-19.161) (-4.735,-23.362) (-0.306,-20.454)      4.03288
23    -29.89828 -26.19116   0.67827 -20.14552 -53.86407  25.14080       (-5.808,-19.229) (-4.757,-23.490) (-0.238,-20.383)      4.21619
24    -29.87246 -26.16867   0.67573 -20.14297 -53.82993  25.09249       (-5.856,-19.298) (-4.780,-23.618) (-0.170,-20.313)      4.39951
25    -29.84664 -26.14618   0.67318 -20.14043 -53.79579  25.04418       (-5.904,-19.366) (-4.802,-23.747) (-0.101,-20.242)      4.58282
26    -29.82082 -26.12369   0.67063 -20.13788 -53.76165  24.99587       (-5.953,-19.434) (-4.825,-23.875) (-0.033,-20.171)      4.76613
27    -29.79499 -26.10120   0.66809 -20.13533 -53.72751  24.94755       (-5.966,-4.812) (-19.467,-23.968) (-0.035,-20.135)      4.8847
28    -29.76917 -26.07871   0.66554 -20.13279 -53.69336  24.89924       (-5.946,-4.766) (-19.467,-24.028) (-0.103,-20.133)      4.94367
29    -29.74335 -26.05622   0.66299 -20.13024 -53.65922  24.85093       (-5.926,-4.721) (-19.467,-24.088) (-0.172,-20.130)      5.0041
30    -29.71753 -26.03373   0.66045 -20.12769 -53.62508  24.80262       (-5.906,-4.675) (-19.467,-24.148) (-0.240,-20.128)      5.06592
31    -29.69171 -26.01123   0.65790 -20.12514 -53.59094  24.75431       (-5.886,-4.629) (-19.467,-24.207) (-0.308,-20.125)      5.1291
32    -29.66589 -25.98874   0.65535 -20.12260 -53.55680  24.70599       (-5.866,-4.583) (-19.467,-24.267) (-0.376,-20.123)      5.19357
33    -29.64007 -25.96625   0.65280 -20.12005 -53.52266  24.65768       (-5.846,-4.538) (-19.467,-24.327) (-0.445,-20.120)      5.2593
34    -29.61425 -25.94376   0.65026 -20.11750 -53.48851  24.60937       (-5.826,-4.492) (-19.467,-24.387) (-0.513,-20.118)      5.32624
35    -29.58842 -25.92127   0.64771 -20.11496 -53.45437  24.56106       (-5.806,-4.446) (-19.467,-24.447) (-0.581,-20.115)      5.39434
36    -29.56260 -25.89878   0.64516 -20.11241 -53.42023  24.51275       (-5.786,-4.400) (-19.467,-24.507) (-0.650,-20.112)      5.46356
37    -29.53678 -25.87629   0.64262 -20.10986 -53.38609  24.46443       (-5.766,-4.355) (-19.467,-24.567) (-0.718,-20.110)      5.53385
38    -29.51096 -25.85380   0.64007 -20.10731 -53.35195  24.41612       (-5.746,-4.309) (-19.467,-24.627) (-0.786,-20.107)      5.60519
39    -29.48514 -25.83131   0.63752 -20.10477 -53.31781  24.36781       (-5.727,-4.263) (-19.467,-24.687) (-0.854,-20.105)      5.67751
40    -29.45932 -25.80882   0.63497 -20.10222 -53.28366  24.31950       (-5.707,-4.217) (-19.467,-24.747) (-0.923,-20.102)      5.7508
41    -29.43350 -25.78633   0.63243 -20.09967 -53.24952  24.27119       (-5.687,-4.172) (-19.467,-24.807) (-0.991,-20.100)      5.82502
42    -29.40767 -25.76384   0.62988 -20.09713 -53.21538  24.22287       (-5.667,-4.126) (-19.467,-24.867) (-1.059,-20.097)      5.90012
43    -29.38185 -25.74135   0.62733 -20.09458 -53.18124  24.17456       (-5.647,-4.080) (-19.467,-24.927) (-1.127,-20.095)      5.97607
44    -29.35603 -25.71886   0.62479 -20.09203 -53.14710  24.12625       (-5.627,-4.034) (-19.467,-24.987) (-1.196,-20.092)      6.05285
45    -29.33021 -25.69636   0.62224 -20.08948 -53.11295  24.07794       (-5.607,-3.988) (-19.467,-25.047) (-1.264,-20.089)      6.13042
46    -29.30439 -25.67387   0.61969 -20.08694 -53.07881  24.02963       (-5.587,-3.943) (-19.467,-25.107) (-1.332,-20.087)      6.20876
47    -29.27857 -25.65138   0.61714 -20.08439 -53.04467  23.98131       (-5.567,-3.897) (-19.467,-25.166) (-1.400,-20.084)      6.28782
48    -29.25275 -25.62889   0.61460 -20.08184 -53.01053  23.93300       (-5.547,-3.851) (-19.467,-25.226) (-1.469,-20.082)      6.3676
49    -29.22693 -25.60640   0.61205 -20.07930 -52.97639  23.88469       (-5.527,-3.805) (-19.467,-25.286) (-1.537,-20.079)      6.44805
50    -29.20110 -25.58391   0.60950 -20.07675 -52.94225  23.83638       (-5.507,-3.760) (-19.467,-25.346) (-1.605,-20.077)      6.52916
51    -29.17528 -25.56142   0.60696 -20.07420 -52.90810  23.78806       (-5.487,-3.714) (-19.467,-25.406) (-1.673,-20.074)      6.6109
52    -29.14946 -25.53893   0.60441 -20.07166 -52.87396  23.73975       (-5.467,-3.668) (-19.467,-25.466) (-1.742,-20.072)      6.69324
