Fol_2018-03-05.09_12_19.17_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -42.22763 -45.23466 -24.74903   1.03525 -16.50774 -31.31021       (-43.263,-1.035) (-23.714,-15.472) (-44.199,-30.275)      7.94411e-15
1    -42.22867 -45.21312 -24.76850   1.03318 -16.50670 -31.30918       (-43.262,-1.033) (-23.735,-15.474) (-44.180,-30.276)      0.0291662
2    -42.22970 -45.19158 -24.78797   1.03111 -16.50567 -31.30814       (-43.261,-1.031) (-23.757,-15.475) (-44.160,-30.277)      0.0583324
3    -42.23074 -45.17004 -24.80744   1.02904 -16.50463 -31.30710       (-43.260,-1.029) (-23.778,-15.476) (-44.141,-30.278)      0.0874987
4    -42.23177 -45.14849 -24.82691   1.02696 -16.50359 -31.30607       (-43.259,-1.027) (-23.800,-15.477) (-44.122,-30.279)      0.116665
5    -42.23281 -45.12695 -24.84638   1.02489 -16.50256 -31.30503       (-43.258,-1.025) (-23.821,-15.478) (-44.102,-30.280)      0.145831
6    -42.23385 -45.10541 -24.86585   1.02282 -16.50152 -31.30400       (-43.257,-1.023) (-23.843,-15.479) (-44.083,-30.281)      0.174997
7    -42.23488 -45.08387 -24.88532   1.02075 -16.50049 -31.30296       (-43.256,-1.021) (-23.865,-15.480) (-44.063,-30.282)      0.204164
8    -42.23592 -45.06232 -24.90479   1.01867 -16.49945 -31.30192       (-43.255,-1.019) (-23.886,-15.481) (-44.044,-30.283)      0.23333
9    -42.23696 -45.04078 -24.92426   1.01660 -16.49841 -31.30089       (-43.254,-1.017) (-23.908,-15.482) (-44.024,-30.284)      0.262496
10    -42.23799 -45.01924 -24.94373   1.01453 -16.49738 -31.29985       (-43.253,-1.015) (-23.929,-15.483) (-44.005,-30.285)      0.291662
11    -42.23903 -44.99770 -24.96320   1.01246 -16.49634 -31.29881       (-43.251,-1.012) (-23.951,-15.484) (-43.985,-30.286)      0.320828
12    -42.24007 -44.97615 -24.98267   1.01038 -16.49530 -31.29778       (-43.250,-1.010) (-23.972,-15.485) (-43.966,-30.287)      0.349995
