2BOUNDS_2018-03-07.14_19_51.26_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -27.69597 -23.85920 -34.43564  18.77401 -28.01050  -2.20085       (-3.066,-2.175) (-4.046,-7.337) (-1.035,-3.899)      0
1    -27.67215 -23.84267 -34.40424  18.75418 -27.98651  -2.20083       (-3.104,-2.128) (-4.233,-7.321) (-1.008,-3.969)      0.211327
2    -27.64833 -23.82613 -34.37284  18.73435 -27.96253  -2.20080       (-3.143,-2.081) (-4.421,-7.305) (-0.981,-4.039)      0.422654
3    -27.62450 -23.80959 -34.34144  18.71452 -27.93854  -2.20077       (-3.181,-2.034) (-4.608,-7.290) (-0.954,-4.108)      0.63398
4    -27.60068 -23.79305 -34.31003  18.69469 -27.91455  -2.20075       (-3.220,-1.987) (-4.795,-7.274) (-0.927,-4.178)      0.845307
5    -27.57686 -23.77651 -34.27863  18.67486 -27.89056  -2.20072       (-3.258,-1.940) (-4.983,-7.258) (-0.900,-4.248)      1.05663
6    -27.55304 -23.75997 -34.24723  18.65504 -27.86657  -2.20069       (-3.297,-1.893) (-5.170,-7.243) (-0.873,-4.318)      1.26796
7    -27.52922 -23.74343 -34.21583  18.63521 -27.84258  -2.20067       (-3.335,-1.847) (-5.358,-7.227) (-0.846,-4.388)      1.47929
8    -27.50540 -23.72689 -34.18443  18.61538 -27.81859  -2.20064       (-3.374,-1.800) (-5.545,-7.212) (-0.819,-4.458)      1.69061
9    -27.48158 -23.71035 -34.15303  18.59555 -27.79461  -2.20062       (-3.412,-1.753) (-5.732,-7.196) (-0.791,-4.528)      1.90194
10    -27.45776 -23.69381 -34.12163  18.57572 -27.77062  -2.20059       (-3.451,-1.706) (-5.920,-7.180) (-0.764,-4.598)      2.11327
11    -27.43394 -23.67728 -34.09022  18.55589 -27.74663  -2.20056       (-3.489,-1.659) (-6.107,-7.165) (-0.737,-4.667)      2.3246
12    -27.41012 -23.66074 -34.05882  18.53606 -27.72264  -2.20054       (-3.528,-1.612) (-6.295,-7.149) (-0.710,-4.737)      2.53592
13    -27.38630 -23.64420 -34.02742  18.51623 -27.69865  -2.20051       (-3.566,-1.565) (-6.482,-7.133) (-0.683,-4.807)      2.74725
14    -27.36247 -23.62766 -33.99602  18.49640 -27.67466  -2.20049       (-3.605,-1.518) (-6.669,-7.118) (-0.656,-4.877)      2.95858
15    -27.33865 -23.61112 -33.96462  18.47657 -27.65067  -2.20046       (-3.644,-1.472) (-6.857,-7.102) (-0.629,-4.947)      3.1699
16    -27.31483 -23.59458 -33.93322  18.45675 -27.62669  -2.20043       (-3.682,-1.425) (-7.044,-7.086) (-0.602,-5.017)      3.38123
17    -27.29101 -23.57804 -33.90182  18.43692 -27.60270  -2.20041       (-3.721,-1.378) (-7.232,-7.071) (-0.575,-5.087)      3.59256
18    -27.26719 -23.56150 -33.87041  18.41709 -27.57871  -2.20038       (-3.759,-1.331) (-7.419,-7.055) (-0.548,-5.157)      3.80388
19    -27.24337 -23.54496 -33.83901  18.39726 -27.55472  -2.20035       (-3.798,-1.284) (-7.606,-7.039) (-0.521,-5.227)      4.01521
20    -27.21955 -23.52842 -33.80761  18.37743 -27.53073  -2.20033       (-3.836,-1.237) (-7.794,-7.024) (-0.494,-5.296)      4.17459
21    -27.19573 -23.51188 -33.77621  18.35760 -27.50674  -2.20030       (-3.875,-1.190) (-7.981,-7.008) (-0.467,-5.366)      4.25137
22    -27.17191 -23.49535 -33.74481  18.33777 -27.48275  -2.20028       (-3.913,-1.143) (-8.168,-6.993) (-0.439,-5.436)      4.33709
23    -27.14809 -23.47881 -33.71341  18.31794 -27.45876  -2.20025       (-3.952,-1.097) (-8.356,-6.977) (-0.412,-5.506)      4.43124
24    -27.12426 -23.46227 -33.68201  18.29811 -27.43478  -2.20022       (-3.990,-1.050) (-8.543,-6.961) (-0.385,-5.576)      4.53329
25    -27.10044 -23.44573 -33.65060  18.27828 -27.41079  -2.20020       (-4.029,-1.003) (-8.731,-6.946) (-0.358,-5.646)      4.64272
26    -27.07662 -23.42919 -33.61920  18.25846 -27.38680  -2.20017       (-4.067,-0.956) (-8.918,-6.930) (-0.331,-5.716)      4.75903
27    -27.05280 -23.41265 -33.58780  18.23863 -27.36281  -2.20014       (-4.106,-0.909) (-9.105,-6.914) (-0.304,-5.786)      4.88172
28    -27.02898 -23.39611 -33.55640  18.21880 -27.33882  -2.20012       (-4.144,-0.862) (-9.293,-6.899) (-0.277,-5.855)      5.01032
29    -27.00516 -23.37957 -33.52500  18.19897 -27.31483  -2.20009       (-4.183,-0.815) (-9.480,-6.883) (-0.250,-5.925)      5.14438
30    -26.98134 -23.36303 -33.49360  18.17914 -27.29084  -2.20007       (-4.221,-0.768) (-9.668,-6.867) (-0.223,-5.995)      5.27952
31    -26.95752 -23.34649 -33.46219  18.15931 -27.26686  -2.20004       (-4.260,-0.722) (-9.855,-6.852) (-0.196,-6.065)      5.38915
32    -26.93370 -23.32995 -33.43079  18.13948 -27.24287  -2.20001       (-4.299,-0.675) (-10.042,-6.836) (-0.169,-6.135)      5.50471
33    -26.90988 -23.31342 -33.39939  18.11965 -27.21888  -2.19999       (-4.337,-0.628) (-10.230,-6.820) (-0.142,-6.205)      5.62584
34    -26.88605 -23.29688 -33.36799  18.09982 -27.19489  -2.19996       (-4.376,-0.581) (-10.417,-6.805) (-0.115,-6.275)      5.75218
35    -26.86223 -23.28034 -33.33659  18.08000 -27.17090  -2.19994       (-4.414,-0.534) (-10.605,-6.789) (-0.088,-6.345)      5.8834
36    -26.83841 -23.26380 -33.30519  18.06017 -27.14691  -2.19991       (-4.453,-0.487) (-10.792,-6.774) (-0.060,-6.415)      6.01919
37    -26.81459 -23.24726 -33.27379  18.04034 -27.12292  -2.19988       (-4.491,-0.440) (-10.979,-6.758) (-0.033,-6.484)      6.15923
38    -26.79077 -23.23072 -33.24238  18.02051 -27.09894  -2.19986       (-4.530,-0.393) (-11.167,-6.742) (-0.006,-6.554)      6.30324
39    -26.76695 -23.21418 -33.21098  18.00068 -27.07495  -2.19983       (-4.548,-11.333) (-0.326,-6.706) (-0.021,-6.645)      6.10902
40    -26.74313 -23.19764 -33.17958  17.98085 -27.05096  -2.19980       (-4.559,-11.494) (-0.252,-6.663) (-0.048,-6.742)      6.27015
41    -26.71931 -23.18110 -33.14818  17.96102 -27.02697  -2.19978       (-4.570,-11.654) (-0.178,-6.620) (-0.075,-6.839)      6.43396
42    -26.69549 -23.16456 -33.11678  17.94119 -27.00298  -2.19975       (-4.582,-11.814) (-0.104,-6.578) (-0.102,-6.936)      6.60026
43    -26.67167 -23.14802 -33.08538  17.92136 -26.97899  -2.19973       (-4.593,-11.975) (-0.030,-6.535) (-0.129,-7.033)      6.76887
44    -26.64784 -23.13149 -33.05398  17.90153 -26.95500  -2.19970       (-7.086,-12.091) (-0.044,-6.536) (-0.112,-4.561)      6.8854
45    -26.62402 -23.11495 -33.02257  17.88171 -26.93101  -2.19967       (-7.109,-12.177) (-0.118,-6.567) (-0.065,-4.498)      6.92855
46    -26.60020 -23.09841 -32.99117  17.86188 -26.90703  -2.19965       (-7.132,-12.264) (-0.192,-6.599) (-0.018,-4.436)      6.97438
47    -26.57638 -23.08187 -32.95977  17.84205 -26.88304  -2.19962       (-0.237,-7.126) (-12.322,-6.601) (-4.402,-0.029)      7.51407    *****
48    -26.55256 -23.06533 -32.92837  17.82222 -26.85905  -2.19959       (-0.264,-7.102) (-12.361,-6.586) (-4.386,-0.075)      7.49876
49    -26.52874 -23.04879 -32.89697  17.80239 -26.83506  -2.19957       (-0.292,-7.078) (-12.401,-6.570) (-4.371,-0.122)      7.48416
50    -26.50492 -23.03225 -32.86557  17.78256 -26.81107  -2.19954       (-0.319,-7.055) (-12.440,-6.555) (-4.355,-0.169)      7.47027
51    -26.48110 -23.01571 -32.83416  17.76273 -26.78708  -2.19952       (-0.346,-7.031) (-12.479,-6.539) (-4.339,-0.216)      7.4571
52    -26.45728 -22.99917 -32.80276  17.74290 -26.76309  -2.19949       (-0.373,-7.007) (-12.519,-6.523) (-4.324,-0.263)      7.44466
53    -26.43346 -22.98263 -32.77136  17.72307 -26.73911  -2.19946       (-0.400,-6.983) (-12.558,-6.508) (-4.308,-0.310)      7.43294
54    -26.40964 -22.96609 -32.73996  17.70324 -26.71512  -2.19944       (-0.427,-6.959) (-12.598,-6.492) (-4.292,-0.357)      7.42194
55    -26.38581 -22.94956 -32.70856  17.68342 -26.69113  -2.19941       (-0.454,-6.935) (-12.637,-6.476) (-4.277,-0.404)      7.41168
56    -26.36199 -22.93302 -32.67716  17.66359 -26.66714  -2.19938       (-0.481,-6.911) (-12.677,-6.461) (-4.261,-0.450)      7.40216
57    -26.33817 -22.91648 -32.64576  17.64376 -26.64315  -2.19936       (-0.508,-6.887) (-12.716,-6.445) (-4.246,-0.497)      7.39337
58    -26.31435 -22.89994 -32.61435  17.62393 -26.61916  -2.19933       (-0.535,-6.864) (-12.756,-6.429) (-4.230,-0.544)      7.38533
59    -26.29053 -22.88340 -32.58295  17.60410 -26.59517  -2.19931       (-0.562,-6.840) (-12.795,-6.414) (-4.214,-0.591)      7.37803
60    -26.26671 -22.86686 -32.55155  17.58427 -26.57119  -2.19928       (-0.589,-6.816) (-12.835,-6.398) (-4.199,-0.638)      7.37147
61    -26.24289 -22.85032 -32.52015  17.56444 -26.54720  -2.19925       (-0.616,-6.792) (-12.874,-6.382) (-4.183,-0.685)      7.36566
62    -26.21907 -22.83378 -32.48875  17.54461 -26.52321  -2.19923       (-0.643,-6.768) (-12.914,-6.367) (-4.168,-0.732)      7.3606
63    -26.19525 -22.81724 -32.45735  17.52478 -26.49922  -2.19920       (-0.671,-6.744) (-12.953,-6.351) (-4.152,-0.779)      7.35629
