2BOUNDS_2018-03-07.14_37_22.423_.txt     Output is probe cell, reduced cell, NCDist distance between
0      3.17438 -18.87356 -44.53752 -33.18854 -20.98715   8.18083       (-3.174,-12.328) (-0.662,-35.014) (-24.162,-3.681)      1.77636e-15
1      3.16803 -18.85835 -44.52798 -33.16765 -20.99033   8.17198       (-3.168,-12.348) (-0.654,-35.024) (-24.158,-3.697)      0.0297831
2      3.16167 -18.84314 -44.51845 -33.14677 -20.99351   8.16312       (-3.162,-12.369) (-0.645,-35.033) (-24.155,-3.712)      0.0595662
3      3.15532 -18.82793 -44.50892 -33.12589 -20.99669   8.15427       (-3.155,-12.390) (-0.636,-35.043) (-24.152,-3.727)      0.0893493
4      3.14896 -18.81273 -44.49939 -33.10501 -20.99987   8.14542       (-3.149,-12.411) (-0.627,-35.053) (-24.149,-3.742)      0.119132
5      3.14261 -18.79752 -44.48985 -33.08413 -21.00304   8.13657       (-3.143,-12.432) (-0.618,-35.062) (-24.146,-3.758)      0.148915
6      3.13625 -18.78231 -44.48032 -33.06324 -21.00622   8.12772       (-3.136,-12.453) (-0.609,-35.072) (-24.142,-3.773)      0.178699
7      3.12990 -18.76710 -44.47079 -33.04236 -21.00940   8.11886       (-3.130,-12.474) (-0.601,-35.081) (-24.139,-3.788)      0.208482
8      3.12354 -18.75190 -44.46126 -33.02148 -21.01258   8.11001       (-3.124,-12.495) (-0.592,-35.091) (-24.136,-3.803)      0.238265
9      3.11719 -18.73669 -44.45172 -33.00060 -21.01575   8.10116       (-3.117,-12.515) (-0.583,-35.100) (-24.133,-3.818)      0.268048
10      3.11083 -18.72148 -44.44219 -32.97972 -21.01893   8.09231       (-3.111,-12.536) (-0.574,-35.110) (-24.130,-3.834)      0.297831
11      3.10448 -18.70628 -44.43266 -32.95883 -21.02211   8.08346       (-3.104,-12.557) (-0.565,-35.119) (-24.127,-3.849)      0.327614
12      3.09812 -18.69107 -44.42313 -32.93795 -21.02529   8.07460       (-3.098,-12.578) (-0.556,-35.129) (-24.123,-3.864)      0.357397
13      3.09177 -18.67586 -44.41359 -32.91707 -21.02846   8.06575       (-3.092,-12.599) (-0.547,-35.138) (-24.120,-3.879)      0.38718
14      3.08541 -18.66065 -44.40406 -32.89619 -21.03164   8.05690       (-3.085,-12.620) (-0.539,-35.148) (-24.117,-3.894)      0.416963
15      3.07906 -18.64545 -44.39453 -32.87531 -21.03482   8.04805       (-3.079,-12.641) (-0.530,-35.157) (-24.114,-3.910)      0.446746
16      3.07270 -18.63024 -44.38499 -32.85443 -21.03800   8.03919       (-3.073,-12.662) (-0.521,-35.167) (-24.111,-3.925)      0.476529
17      3.06635 -18.61503 -44.37546 -32.83354 -21.04117   8.03034       (-3.066,-12.683) (-0.512,-35.176) (-24.108,-3.940)      0.506312
18      3.05999 -18.59982 -44.36593 -32.81266 -21.04435   8.02149       (-3.060,-12.703) (-0.503,-35.186) (-24.104,-3.955)      0.536096
19      3.05363 -18.58462 -44.35640 -32.79178 -21.04753   8.01264       (-3.054,-12.724) (-0.494,-35.195) (-24.101,-3.970)      0.565879
20      3.04728 -18.56941 -44.34686 -32.77090 -21.05071   8.00379       (-3.047,-12.745) (-0.485,-35.205) (-24.098,-3.986)      0.595662
21      3.04092 -18.55420 -44.33733 -32.75002 -21.05388   7.99493       (-3.041,-12.766) (-0.477,-35.215) (-24.095,-4.001)      0.625445
22      3.03457 -18.53900 -44.32780 -32.72913 -21.05706   7.98608       (-3.035,-12.787) (-0.468,-35.224) (-24.092,-4.016)      0.655228
23      3.02821 -18.52379 -44.31827 -32.70825 -21.06024   7.97723       (-3.028,-12.808) (-0.459,-35.234) (-24.088,-4.031)      0.685011
24      3.02186 -18.50858 -44.30873 -32.68737 -21.06342   7.96838       (-3.022,-12.829) (-0.450,-35.243) (-24.085,-4.046)      0.714794
25      3.01550 -18.49337 -44.29920 -32.66649 -21.06659   7.95952       (-3.016,-12.850) (-0.441,-35.253) (-24.082,-4.062)      0.744577
26      3.00915 -18.47817 -44.28967 -32.64561 -21.06977   7.95067       (-3.009,-12.870) (-0.432,-35.262) (-24.079,-4.077)      0.77436
27      3.00279 -18.46296 -44.28014 -32.62472 -21.07295   7.94182       (-3.003,-12.891) (-0.423,-35.272) (-24.076,-4.092)      0.804143
28      2.99644 -18.44775 -44.27060 -32.60384 -21.07613   7.93297       (-2.996,-12.912) (-0.415,-35.281) (-24.073,-4.107)      0.833926
29      2.99008 -18.43254 -44.26107 -32.58296 -21.07930   7.92412       (-2.990,-12.933) (-0.406,-35.291) (-24.069,-4.122)      0.863709
30      2.98373 -18.41734 -44.25154 -32.56208 -21.08248   7.91526       (-2.984,-12.954) (-0.397,-35.300) (-24.066,-4.138)      0.893493
31      2.97737 -18.40213 -44.24200 -32.54120 -21.08566   7.90641       (-2.977,-12.975) (-0.388,-35.310) (-24.063,-4.153)      0.923276
32      2.97102 -18.38692 -44.23247 -32.52032 -21.08884   7.89756       (-2.971,-12.996) (-0.379,-35.319) (-24.060,-4.168)      0.953059
33      2.96466 -18.37172 -44.22294 -32.49943 -21.09201   7.88871       (-2.965,-13.017) (-0.370,-35.329) (-24.057,-4.183)      0.982842
34      2.95831 -18.35651 -44.21341 -32.47855 -21.09519   7.87986       (-2.958,-13.038) (-0.362,-35.338) (-24.053,-4.199)      1.01262
35      2.95195 -18.34130 -44.20387 -32.45767 -21.09837   7.87100       (-2.952,-13.058) (-0.353,-35.348) (-24.050,-4.214)      1.04241
36      2.94560 -18.32609 -44.19434 -32.43679 -21.10155   7.86215       (-2.946,-13.079) (-0.344,-35.358) (-24.047,-4.229)      1.07219
37      2.93924 -18.31089 -44.18481 -32.41591 -21.10472   7.85330       (-2.939,-13.100) (-0.335,-35.367) (-24.044,-4.244)      1.10197
38      2.93289 -18.29568 -44.17528 -32.39502 -21.10790   7.84445       (-2.933,-13.121) (-0.326,-35.377) (-24.041,-4.259)      1.13176
39      2.92653 -18.28047 -44.16574 -32.37414 -21.11108   7.83559       (-2.927,-13.142) (-0.317,-35.386) (-24.038,-4.275)      1.16154
40      2.92018 -18.26526 -44.15621 -32.35326 -21.11426   7.82674       (-2.920,-13.163) (-0.308,-35.396) (-24.034,-4.290)      1.19132
41      2.91382 -18.25006 -44.14668 -32.33238 -21.11743   7.81789       (-2.914,-13.184) (-0.300,-35.405) (-24.031,-4.305)      1.22111
42      2.90747 -18.23485 -44.13714 -32.31150 -21.12061   7.80904       (-2.907,-13.205) (-0.291,-35.415) (-24.028,-4.320)      1.25089
43      2.90111 -18.21964 -44.12761 -32.29061 -21.12379   7.80019       (-2.901,-13.225) (-0.282,-35.424) (-24.025,-4.335)      1.28067
44      2.89476 -18.20444 -44.11808 -32.26973 -21.12697   7.79133       (-2.895,-13.246) (-0.273,-35.434) (-24.022,-4.351)      1.31046
45      2.88840 -18.18923 -44.10855 -32.24885 -21.13015   7.78248       (-2.888,-13.267) (-0.264,-35.443) (-24.019,-4.366)      1.34024
46      2.88205 -18.17402 -44.09901 -32.22797 -21.13332   7.77363       (-2.882,-13.288) (-0.255,-35.453) (-24.015,-4.381)      1.37002
47      2.87569 -18.15881 -44.08948 -32.20709 -21.13650   7.76478       (-2.876,-13.309) (-0.246,-35.462) (-24.012,-4.396)      1.3998
48      2.86934 -18.14361 -44.07995 -32.18621 -21.13968   7.75592       (-2.869,-13.330) (-0.238,-35.472) (-24.009,-4.411)      1.42959
49      2.86298 -18.12840 -44.07042 -32.16532 -21.14286   7.74707       (-2.863,-13.351) (-0.229,-35.481) (-24.006,-4.427)      1.45937
50      2.85663 -18.11319 -44.06088 -32.14444 -21.14603   7.73822       (-2.857,-13.372) (-0.220,-35.491) (-24.003,-4.442)      1.48915
51      2.85027 -18.09798 -44.05135 -32.12356 -21.14921   7.72937       (-2.850,-13.393) (-0.211,-35.501) (-23.999,-4.457)      1.51894
52      2.84392 -18.08278 -44.04182 -32.10268 -21.15239   7.72052       (-2.844,-13.413) (-0.202,-35.510) (-23.996,-4.472)      1.54872
53      2.83756 -18.06757 -44.03229 -32.08180 -21.15557   7.71166       (-2.838,-13.434) (-0.193,-35.520) (-23.993,-4.487)      1.5785
54      2.83121 -18.05236 -44.02275 -32.06091 -21.15874   7.70281       (-2.831,-13.455) (-0.184,-35.529) (-23.990,-4.503)      1.60829
55      2.82485 -18.03715 -44.01322 -32.04003 -21.16192   7.69396       (-2.825,-13.476) (-0.176,-35.539) (-23.987,-4.518)      1.63807
56      2.81850 -18.02195 -44.00369 -32.01915 -21.16510   7.68511       (-2.818,-13.497) (-0.167,-35.548) (-23.984,-4.533)      1.66785
57      2.81214 -18.00674 -43.99415 -31.99827 -21.16828   7.67626       (-2.812,-13.518) (-0.158,-35.558) (-23.980,-4.548)      1.69764
58      2.80579 -17.99153 -43.98462 -31.97739 -21.17145   7.66740       (-2.806,-13.539) (-0.149,-35.567) (-23.977,-4.564)      1.72742
59      2.79943 -17.97633 -43.97509 -31.95650 -21.17463   7.65855       (-2.799,-13.560) (-0.140,-35.577) (-23.974,-4.579)      1.7572
60      2.79307 -17.96112 -43.96556 -31.93562 -21.17781   7.64970       (-2.793,-13.580) (-0.131,-35.586) (-23.971,-4.594)      1.78699
61      2.78672 -17.94591 -43.95602 -31.91474 -21.18099   7.64085       (-2.787,-13.601) (-0.123,-35.596) (-23.968,-4.609)      1.81677
62      2.78036 -17.93070 -43.94649 -31.89386 -21.18416   7.63199       (-2.780,-13.622) (-0.114,-35.605) (-23.965,-4.624)      1.84655
63      2.77401 -17.91550 -43.93696 -31.87298 -21.18734   7.62314       (-2.774,-13.643) (-0.105,-35.615) (-23.961,-4.640)      1.87633
64      2.76765 -17.90029 -43.92743 -31.85209 -21.19052   7.61429       (-2.768,-13.664) (-0.096,-35.624) (-23.958,-4.655)      1.90612
65      2.76130 -17.88508 -43.91789 -31.83121 -21.19370   7.60544       (-2.761,-13.685) (-0.087,-35.634) (-23.955,-4.670)      1.9359
66      2.75494 -17.86987 -43.90836 -31.81033 -21.19687   7.59659       (-2.755,-13.706) (-0.078,-35.644) (-23.952,-4.685)      1.96568
67      2.74859 -17.85467 -43.89883 -31.78945 -21.20005   7.58773       (-2.749,-13.727) (-0.069,-35.653) (-23.949,-4.700)      1.99547
68      2.74223 -17.83946 -43.88930 -31.76857 -21.20323   7.57888       (-2.742,-13.747) (-0.061,-35.663) (-23.945,-4.716)      2.02525
69      2.73588 -17.82425 -43.87976 -31.74769 -21.20641   7.57003       (-2.736,-13.768) (-0.052,-35.672) (-23.942,-4.731)      2.05503
70      2.72952 -17.80905 -43.87023 -31.72680 -21.20958   7.56118       (-2.730,-13.789) (-0.043,-35.682) (-23.939,-4.746)      2.08482
71      2.72317 -17.79384 -43.86070 -31.70592 -21.21276   7.55233       (-2.723,-13.810) (-0.034,-35.691) (-23.936,-4.761)      2.1146
72      2.71681 -17.77863 -43.85116 -31.68504 -21.21594   7.54347       (-2.717,-13.831) (-0.025,-35.701) (-23.933,-4.776)      2.14438
73      2.71046 -17.76342 -43.84163 -31.66416 -21.21912   7.53462       (-2.710,-13.852) (-0.016,-35.710) (-23.930,-4.792)      2.17417
74      2.70410 -17.74822 -43.83210 -31.64328 -21.22229   7.52577       (-2.704,-13.873) (-0.007,-35.720) (-23.926,-4.807)      2.20395
75      2.69775 -17.73301 -43.82257 -31.62239 -21.22547   7.51692       (-4.821,-13.892) (-0.001,-35.731) (-23.922,-2.696)      2.23207
76      2.69139 -17.71780 -43.81303 -31.60151 -21.22865   7.50806       (-4.827,-13.904) (-0.010,-35.749) (-23.910,-2.681)      2.25171
77      2.68504 -17.70259 -43.80350 -31.58063 -21.23183   7.49921       (-4.833,-13.916) (-0.019,-35.768) (-23.898,-2.666)      2.2716
78      2.67868 -17.68739 -43.79397 -31.55975 -21.23500   7.49036       (-4.840,-13.928) (-0.028,-35.786) (-23.886,-2.651)      2.29176
79      2.67233 -17.67218 -43.78444 -31.53887 -21.23818   7.48151       (-4.846,-13.940) (-0.037,-35.804) (-23.874,-2.635)      2.31215
80      2.66597 -17.65697 -43.77490 -31.51798 -21.24136   7.47266       (-4.852,-13.952) (-0.046,-35.823) (-23.862,-2.620)      2.33279
81      2.65962 -17.64177 -43.76537 -31.49710 -21.24454   7.46380       (-4.859,-13.964) (-0.055,-35.841) (-23.850,-2.605)      2.35367
82      2.65326 -17.62656 -43.75584 -31.47622 -21.24771   7.45495       (-4.865,-13.976) (-0.063,-35.859) (-23.838,-2.590)      2.37477
83      2.64691 -17.61135 -43.74631 -31.45534 -21.25089   7.44610       (-4.871,-13.988) (-0.072,-35.878) (-23.826,-2.575)      2.39609
84      2.64055 -17.59614 -43.73677 -31.43446 -21.25407   7.43725       (-4.878,-14.001) (-0.081,-35.896) (-23.814,-2.559)      2.41763
85      2.63420 -17.58094 -43.72724 -31.41358 -21.25725   7.42839       (-4.884,-14.013) (-0.090,-35.915) (-23.801,-2.544)      2.43938
86      2.62784 -17.56573 -43.71771 -31.39269 -21.26042   7.41954       (-4.891,-14.025) (-0.099,-35.933) (-23.789,-2.529)      2.46134
87      2.62149 -17.55052 -43.70817 -31.37181 -21.26360   7.41069       (-4.897,-14.037) (-0.108,-35.951) (-23.777,-2.514)      2.48349
88      2.61513 -17.53531 -43.69864 -31.35093 -21.26678   7.40184       (-4.903,-14.049) (-0.117,-35.970) (-23.765,-2.499)      2.50584
89      2.60878 -17.52011 -43.68911 -31.33005 -21.26996   7.39299       (-4.910,-14.061) (-0.125,-35.988) (-23.753,-2.483)      2.52838
90      2.60242 -17.50490 -43.67958 -31.30917 -21.27314   7.38413       (-4.916,-14.073) (-0.134,-36.007) (-23.741,-2.468)      2.5511
91      2.59607 -17.48969 -43.67004 -31.28828 -21.27631   7.37528       (-4.922,-14.085) (-0.143,-36.025) (-23.729,-2.453)      2.574
92      2.58971 -17.47449 -43.66051 -31.26740 -21.27949   7.36643       (-4.929,-14.097) (-0.152,-36.043) (-23.717,-2.438)      2.59708
93      2.58336 -17.45928 -43.65098 -31.24652 -21.28267   7.35758       (-4.935,-14.109) (-0.161,-36.062) (-23.705,-2.423)      2.62032
94      2.57700 -17.44407 -43.64145 -31.22564 -21.28585   7.34873       (-4.941,-14.121) (-0.170,-36.080) (-23.693,-2.407)      2.64373
95      2.57065 -17.42886 -43.63191 -31.20476 -21.28902   7.33987       (-4.948,-14.133) (-0.178,-36.098) (-23.681,-2.392)      2.66731
96      2.56429 -17.41366 -43.62238 -31.18387 -21.29220   7.33102       (-4.954,-14.145) (-0.187,-36.117) (-23.669,-2.377)      2.69103
97      2.55794 -17.39845 -43.61285 -31.16299 -21.29538   7.32217       (-4.960,-14.157) (-0.196,-36.135) (-23.657,-2.362)      2.71491
98      2.55158 -17.38324 -43.60331 -31.14211 -21.29856   7.31332       (-4.967,-14.169) (-0.205,-36.154) (-23.645,-2.347)      2.73894
99      2.54523 -17.36803 -43.59378 -31.12123 -21.30173   7.30446       (-4.973,-14.181) (-0.214,-36.172) (-23.633,-2.331)      2.76312
100      2.53887 -17.35283 -43.58425 -31.10035 -21.30491   7.29561       (-4.979,-14.193) (-0.223,-36.190) (-23.621,-2.316)      2.78743
101      2.53252 -17.33762 -43.57472 -31.07946 -21.30809   7.28676       (-4.986,-14.205) (-0.232,-36.209) (-23.609,-2.301)      2.81189
102      2.52616 -17.32241 -43.56518 -31.05858 -21.31127   7.27791       (-4.992,-14.217) (-0.240,-36.227) (-23.597,-2.286)      2.83647
103      2.51980 -17.30721 -43.55565 -31.03770 -21.31444   7.26906       (-4.999,-14.229) (-0.249,-36.246) (-23.585,-2.271)      2.86119
