Fol_2018-03-05.09_12_17.14_.txt     Output is probe cell, reduced cell, NCDist distance between
0      8.07700 -37.04543 -17.63507 -16.22802 -17.76952 -48.45925       (-8.077,-24.305) (-28.968,-9.558) (-9.693,-40.382)      2.86429e-14
1      8.06083 -37.03735 -17.62712 -16.23610 -17.76130 -48.45116       (-8.061,-24.297) (-28.977,-9.566) (-9.700,-40.390)      0.024256
2      8.04466 -37.02926 -17.61917 -16.24419 -17.75308 -48.44308       (-8.045,-24.289) (-28.985,-9.575) (-9.708,-40.398)      0.048512
3      8.02849 -37.02118 -17.61122 -16.25227 -17.74486 -48.43499       (-8.028,-24.281) (-28.993,-9.583) (-9.716,-40.407)      0.072768
4      8.01232 -37.01309 -17.60327 -16.26036 -17.73664 -48.42691       (-8.012,-24.273) (-29.001,-9.591) (-9.724,-40.415)      0.097024
5      7.99615 -37.00501 -17.59532 -16.26844 -17.72842 -48.41882       (-7.996,-24.265) (-29.009,-9.599) (-9.732,-40.423)      0.12128
6      7.97998 -36.99692 -17.58737 -16.27653 -17.72020 -48.41074       (-7.980,-24.257) (-29.017,-9.607) (-9.740,-40.431)      0.145536
7      7.96381 -36.98884 -17.57942 -16.28462 -17.71198 -48.40265       (-7.964,-24.248) (-29.025,-9.616) (-9.748,-40.439)      0.169792
8      7.94764 -36.98075 -17.57147 -16.29270 -17.70376 -48.39457       (-7.948,-24.240) (-29.033,-9.624) (-9.756,-40.447)      0.194048
9      7.93147 -36.97267 -17.56352 -16.30079 -17.69554 -48.38648       (-7.931,-24.232) (-29.041,-9.632) (-9.764,-40.455)      0.218304
10      7.91530 -36.96458 -17.55557 -16.30887 -17.68732 -48.37840       (-7.915,-24.224) (-29.049,-9.640) (-9.772,-40.463)      0.24256
11      7.89913 -36.95650 -17.54762 -16.31696 -17.67910 -48.37031       (-7.899,-24.216) (-29.057,-9.648) (-9.780,-40.471)      0.266816
12      7.88296 -36.94841 -17.53967 -16.32504 -17.67088 -48.36223       (-7.883,-24.208) (-29.065,-9.657) (-9.788,-40.479)      0.291072
13      7.86679 -36.94033 -17.53172 -16.33313 -17.66266 -48.35414       (-7.867,-24.200) (-29.074,-9.665) (-9.796,-40.487)      0.315328
14      7.85062 -36.93224 -17.52377 -16.34121 -17.65444 -48.34606       (-7.851,-24.192) (-29.082,-9.673) (-9.804,-40.495)      0.339584
15      7.83445 -36.92416 -17.51582 -16.34930 -17.64622 -48.33797       (-7.834,-24.184) (-29.090,-9.681) (-9.812,-40.504)      0.36384
16      7.81828 -36.91607 -17.50787 -16.35738 -17.63800 -48.32989       (-7.818,-24.176) (-29.098,-9.690) (-9.820,-40.512)      0.388096
