Fol_2018-03-05.14_03_36.330_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -0.98406   2.54628 -61.48167   3.11880 -73.04180 -37.61792       (-1.562,-47.605) (-31.947,-5.665) (-61.133,-2.546)      1.77636e-14
1     -0.98563   2.54217 -61.42579   3.05448 -73.01634 -37.61224       (-1.557,-47.690) (-31.957,-5.597) (-61.252,-2.542)      0.161691
2     -0.98719   2.53805 -61.36992   2.99016 -72.99088 -37.60657       (-1.551,-47.775) (-31.967,-5.528) (-61.371,-2.538)      0.323382
3     -0.98875   2.53394 -61.31405   2.92585 -72.96541 -37.60089       (-1.545,-47.861) (-31.977,-5.460) (-61.489,-2.534)      0.485072
4     -0.99032   2.52983 -61.25818   2.86153 -72.93995 -37.59521       (-1.540,-47.946) (-31.986,-5.391) (-61.608,-2.530)      0.646763
5     -0.99188   2.52572 -61.20230   2.79721 -72.91449 -37.58954       (-1.534,-48.031) (-31.996,-5.323) (-61.727,-2.526)      0.808454
6     -0.99344   2.52160 -61.14643   2.73290 -72.88903 -37.58386       (-1.528,-48.116) (-32.006,-5.255) (-61.845,-2.522)      0.970145
7     -0.99501   2.51749 -61.09056   2.66858 -72.86357 -37.57818       (-1.522,-48.201) (-32.016,-5.186) (-61.964,-2.517)      1.13184
8     -0.99657   2.51338 -61.03469   2.60426 -72.83810 -37.57251       (-1.517,-48.286) (-32.026,-5.118) (-62.083,-2.513)      1.29353
9     -0.99814   2.50927 -60.97881   2.53995 -72.81264 -37.56683       (-1.511,-48.371) (-32.035,-5.049) (-62.201,-2.509)      1.45522
10     -0.99970   2.50515 -60.92294   2.47563 -72.78718 -37.56116       (-48.456,-1.505) (-2.505,-62.320) (-32.045,-4.981)      1.61691
11     -1.00126   2.50104 -60.86707   2.41132 -72.76172 -37.55548       (-48.541,-1.500) (-2.501,-62.438) (-32.055,-4.912)      1.7786
12     -1.00283   2.49693 -60.81120   2.34700 -72.73626 -37.54980       (-48.626,-1.494) (-2.497,-62.557) (-32.065,-4.844)      1.94029
13     -1.00439   2.49282 -60.75532   2.28268 -72.71079 -37.54413       (-48.712,-1.488) (-2.493,-62.676) (-32.074,-4.775)      2.10198
14     -1.00595   2.48870 -60.69945   2.21837 -72.68533 -37.53845       (-48.797,-1.483) (-2.489,-62.794) (-32.084,-4.707)      2.26367
15     -1.00752   2.48459 -60.64358   2.15405 -72.65987 -37.53277       (-48.882,-1.477) (-2.485,-62.913) (-32.094,-4.639)      2.42536
16     -1.00908   2.48048 -60.58771   2.08973 -72.63441 -37.52710       (-48.967,-1.471) (-2.480,-63.032) (-32.104,-4.570)      2.58705
17     -1.01065   2.47636 -60.53183   2.02542 -72.60894 -37.52142       (-49.052,-1.466) (-2.476,-63.150) (-32.114,-4.502)      2.74874
18     -1.01221   2.47225 -60.47596   1.96110 -72.58348 -37.51574       (-49.137,-1.460) (-2.472,-63.269) (-32.123,-4.433)      2.91043
19     -1.01377   2.46814 -60.42009   1.89678 -72.55802 -37.51007       (-49.222,-1.454) (-2.468,-63.388) (-32.133,-4.365)      3.07213
20     -1.01534   2.46403 -60.36422   1.83247 -72.53256 -37.50439       (-49.307,-1.449) (-2.464,-63.506) (-32.143,-4.296)      3.23382
21     -1.01690   2.45991 -60.30834   1.76815 -72.50710 -37.49872       (-49.392,-1.443) (-2.460,-63.625) (-32.153,-4.228)      3.39551
22     -1.01846   2.45580 -60.25247   1.70383 -72.48163 -37.49304       (-49.477,-1.437) (-2.456,-63.743) (-32.163,-4.160)      3.5572
23     -1.02003   2.45169 -60.19660   1.63952 -72.45617 -37.48736       (-49.562,-1.432) (-2.452,-63.862) (-32.172,-4.091)      3.71889
24     -1.02159   2.44758 -60.14073   1.57520 -72.43071 -37.48169       (-49.648,-1.426) (-2.448,-63.981) (-32.182,-4.023)      3.88058
25     -1.02316   2.44346 -60.08485   1.51088 -72.40525 -37.47601       (-49.733,-1.420) (-2.443,-64.099) (-32.192,-3.954)      4.04227
26     -1.02472   2.43935 -60.02898   1.44657 -72.37979 -37.47033       (-49.818,-1.415) (-2.439,-64.218) (-32.202,-3.886)      4.20396
27     -1.02628   2.43524 -59.97311   1.38225 -72.35432 -37.46466       (-49.903,-1.409) (-2.435,-64.337) (-32.212,-3.817)      4.36565
28     -1.02785   2.43113 -59.91724   1.31793 -72.32886 -37.45898       (-49.988,-1.403) (-2.431,-64.455) (-32.221,-3.749)      4.52734
29     -1.02941   2.42701 -59.86136   1.25362 -72.30340 -37.45330       (-50.073,-1.398) (-2.427,-64.574) (-32.231,-3.681)      4.68903
30     -1.03097   2.42290 -59.80549   1.18930 -72.27794 -37.44763       (-50.158,-1.392) (-2.423,-64.693) (-32.241,-3.612)      4.85072
31     -1.03254   2.41879 -59.74962   1.12498 -72.25248 -37.44195       (-50.243,-1.386) (-2.419,-64.811) (-32.251,-3.544)      5.01242
32     -1.03410   2.41468 -59.69375   1.06067 -72.22701 -37.43627       (-50.328,-1.381) (-2.415,-64.930) (-32.260,-3.475)      5.17411
33     -1.03567   2.41056 -59.63787   0.99635 -72.20155 -37.43060       (-50.413,-1.375) (-2.411,-65.048) (-32.270,-3.407)      5.3358
34     -1.03723   2.40645 -59.58200   0.93203 -72.17609 -37.42492       (-50.499,-1.369) (-2.406,-65.167) (-32.280,-3.338)      5.49749
35     -1.03879   2.40234 -59.52613   0.86772 -72.15063 -37.41925       (-50.584,-1.364) (-2.402,-65.286) (-32.290,-3.270)      5.65918
36     -1.04036   2.39823 -59.47026   0.80340 -72.12517 -37.41357       (-50.669,-1.358) (-2.398,-65.404) (-32.300,-3.202)      5.82087
37     -1.04192   2.39411 -59.41438   0.73908 -72.09970 -37.40789       (-50.754,-1.352) (-2.394,-65.523) (-32.309,-3.133)      5.98256
38     -1.04349   2.39000 -59.35851   0.67477 -72.07424 -37.40222       (-50.839,-1.347) (-2.390,-65.642) (-32.319,-3.065)      6.14425
39     -1.04505   2.38589 -59.30264   0.61045 -72.04878 -37.39654       (-50.924,-1.341) (-2.386,-65.760) (-32.329,-2.996)      6.30594
40     -1.04661   2.38177 -59.24677   0.54613 -72.02332 -37.39086       (-51.009,-1.335) (-2.382,-65.879) (-32.339,-2.928)      6.46763
41     -1.04818   2.37766 -59.19089   0.48182 -71.99786 -37.38519       (-51.094,-1.329) (-2.378,-65.998) (-32.349,-2.859)      6.62932
42     -1.04974   2.37355 -59.13502   0.41750 -71.97239 -37.37951       (-51.179,-1.324) (-2.374,-66.116) (-32.358,-2.791)      6.79101
43     -1.05130   2.36944 -59.07915   0.35318 -71.94693 -37.37383       (-51.264,-1.318) (-2.369,-66.235) (-32.368,-2.723)      6.95271
44     -1.05287   2.36532 -59.02328   0.28887 -71.92147 -37.36816       (-51.350,-1.312) (-2.365,-66.353) (-32.378,-2.654)      7.1144
