10PERCENT_2018-03-07.11_27_12.544_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.49065   2.96596  -5.65667 -19.80846  -1.77681 -56.64887       (-1.244,-0.155) (-0.074,-1.469) (-11.415,-30.042)      1.25607e-15
1      4.48468   2.96283  -5.66244 -19.78871  -1.77628 -56.62224       (-1.253,-0.214) (-0.032,-1.455) (-11.409,-30.156)      0.136137
2      4.47871   2.95971  -5.66820 -19.76896  -1.77574 -56.59561       (-30.259,-0.262) (-0.011,-1.452) (-11.393,-1.251)      0.258037
3      4.47275   2.95659  -5.67397 -19.74920  -1.77521 -56.56897       (-30.330,-0.279) (-0.053,-1.480) (-11.344,-1.217)      0.34682
4      4.46678   2.95346  -5.67973 -19.72945  -1.77468 -56.54234       (-30.401,-0.296) (-0.096,-1.508) (-11.296,-1.184)      0.443646
5      4.46082   2.95034  -5.68549 -19.70970  -1.77415 -56.51571       (-30.472,-0.312) (-0.138,-1.537) (-11.248,-1.150)      0.544239
6      4.45485   2.94722  -5.69126 -19.68994  -1.77361 -56.48907       (-30.543,-0.329) (-0.181,-1.565) (-11.199,-1.116)      0.646843
7      4.44888   2.94409  -5.69702 -19.67019  -1.77308 -56.46244       (-30.614,-0.345) (-0.223,-1.594) (-11.151,-1.082)      0.750635
8      4.44292   2.94097  -5.70279 -19.65043  -1.77255 -56.43581       (-30.685,-0.362) (-0.266,-1.622) (-11.103,-1.048)      0.855182
9      4.43695   2.93785  -5.70855 -19.63068  -1.77201 -56.40917       (-30.756,-0.379) (-0.309,-1.650) (-11.054,-1.015)      0.960237
10      4.43099   2.93472  -5.71431 -19.61093  -1.77148 -56.38254       (-30.827,-0.395) (-0.351,-1.679) (-11.006,-0.981)      1.06565
11      4.42502   2.93160  -5.72008 -19.59117  -1.77095 -56.35591       (-30.898,-0.412) (-0.394,-1.707) (-10.958,-0.947)      1.17133
12      4.41905   2.92847  -5.72584 -19.57142  -1.77041 -56.32928       (-30.970,-0.429) (-0.436,-1.735) (-10.909,-0.913)      1.2772
13      4.41309   2.92535  -5.73160 -19.55166  -1.76988 -56.30264       (-31.041,-0.445) (-0.479,-1.764) (-10.861,-0.879)      1.38322
14      4.40712   2.92223  -5.73737 -19.53191  -1.76935 -56.27601       (-31.112,-0.462) (-0.521,-1.792) (-10.813,-0.846)      1.48936
