10PERCENT_2018-03-07.11_27_52.990_.txt     Output is probe cell, reduced cell, NCDist distance between
56      3.54713 -20.32974   6.12280 -51.92611 -36.07815   3.14201       (-9.670,-3.404) (-13.191,-6.689) (-22.755,-3.547)      5.16183
57      3.53054 -20.31780   6.09602 -51.87145 -36.04845   3.13393       (-9.627,-3.458) (-13.265,-6.664) (-22.820,-3.531)      5.25971
58      3.51395 -20.30586   6.06925 -51.81679 -36.01875   3.12586       (-9.583,-3.512) (-13.338,-6.640) (-22.885,-3.514)      5.35866
59      3.49736 -20.29391   6.04247 -51.76213 -35.98905   3.11778       (-9.540,-3.566) (-13.412,-6.615) (-22.950,-3.497)      5.45861
60      3.48076 -20.28197   6.01570 -51.70747 -35.95935   3.10970       (-9.496,-3.620) (-13.486,-6.590) (-23.014,-3.481)      5.55952
61      3.46417 -20.27003   5.98893 -51.65281 -35.92965   3.10162       (-9.453,-3.674) (-13.559,-6.566) (-23.079,-3.464)      5.66134
62      3.44758 -20.25809   5.96215 -51.59815 -35.89995   3.09354       (-9.410,-3.728) (-13.633,-6.541) (-23.144,-3.448)      5.76401
63      3.43099 -20.24614   5.93538 -51.54348 -35.87025   3.08546       (-9.366,-3.782) (-13.707,-6.516) (-23.209,-3.431)      5.86749
64      3.41440 -20.23420   5.90860 -51.48882 -35.84055   3.07738       (-9.323,-3.836) (-13.780,-6.492) (-23.274,-3.414)      5.97175
65      3.39781 -20.22226   5.88183 -51.43416 -35.81084   3.06930       (-9.280,-3.890) (-13.854,-6.467) (-23.338,-3.398)      6.07673
66      3.38122 -20.21032   5.85506 -51.37950 -35.78114   3.06123       (-9.236,-3.944) (-13.927,-6.442) (-23.403,-3.381)      6.1824
67      3.36463 -20.19838   5.82828 -51.32484 -35.75144   3.05315       (-9.193,-3.998) (-14.001,-6.418) (-23.468,-3.365)      6.28873
68      3.34804 -20.18643   5.80151 -51.27018 -35.72174   3.04507       (-9.150,-4.052) (-14.075,-6.393) (-23.533,-3.348)      6.39569
69      3.33144 -20.17449   5.77473 -51.21552 -35.69204   3.03699       (-9.106,-4.106) (-14.148,-6.368) (-23.598,-3.331)      6.50323
70      3.31485 -20.16255   5.74796 -51.16086 -35.66234   3.02891       (-9.063,-4.160) (-14.222,-6.344) (-23.663,-3.315)      6.61135
71      3.29826 -20.15061   5.72118 -51.10620 -35.63264   3.02083       (-9.019,-4.214) (-14.295,-6.319) (-23.727,-3.298)      6.72
72      3.28167 -20.13867   5.69441 -51.05154 -35.60294   3.01275       (-8.976,-4.268) (-14.369,-6.294) (-23.792,-3.282)      6.82916
73      3.26508 -20.12672   5.66764 -50.99688 -35.57324   3.00467       (-8.933,-4.322) (-14.443,-6.270) (-23.857,-3.265)      6.93881
74      3.24849 -20.11478   5.64086 -50.94222 -35.54354   2.99660       (-8.889,-4.376) (-14.516,-6.245) (-23.922,-3.248)      7.04893
75      3.23190 -20.10284   5.61409 -50.88755 -35.51384   2.98852       (-8.846,-4.430) (-14.590,-6.220) (-23.987,-3.232)      7.15949
76      3.21531 -20.09090   5.58731 -50.83289 -35.48414   2.98044       (-8.803,-4.484) (-14.664,-6.196) (-24.051,-3.215)      7.27047
77      3.19871 -20.07896   5.56054 -50.77823 -35.45444   2.97236       (-8.759,-4.538) (-14.737,-6.171) (-24.116,-3.199)      7.38186
78      3.18212 -20.06701   5.53377 -50.72357 -35.42474   2.96428       (-8.716,-4.592) (-14.811,-6.146) (-24.181,-3.182)      7.49363
79      3.16553 -20.05507   5.50699 -50.66891 -35.39504   2.95620       (-8.673,-4.646) (-14.884,-6.122) (-24.246,-3.166)      7.60578
80      3.14894 -20.04313   5.48022 -50.61425 -35.36534   2.94812       (-8.629,-4.700) (-14.958,-6.097) (-24.311,-3.149)      7.71827
81      3.13235 -20.03119   5.45344 -50.55959 -35.33564   2.94004       (-8.586,-4.754) (-15.032,-6.072) (-24.376,-3.132)      7.8311
82      3.11576 -20.01925   5.42667 -50.50493 -35.30594   2.93197       (-8.542,-4.808) (-15.105,-6.048) (-24.440,-3.116)      7.94426
83      3.09917 -20.00730   5.39989 -50.45027 -35.27624   2.92389       (-8.499,-4.862) (-15.179,-6.023) (-24.505,-3.099)      8.05773
84      3.08258 -19.99536   5.37312 -50.39561 -35.24654   2.91581       (-8.456,-4.916) (-15.253,-5.998) (-24.570,-3.083)      8.17149
85      3.06598 -19.98342   5.34635 -50.34095 -35.21684   2.90773       (-8.412,-4.970) (-15.326,-5.974) (-24.635,-3.066)      8.28554
86      3.04939 -19.97148   5.31957 -50.28629 -35.18714   2.89965       (-8.369,-5.024) (-15.400,-5.949) (-24.700,-3.049)      8.39986
87      3.03280 -19.95953   5.29280 -50.23162 -35.15744   2.89157       (-8.326,-5.078) (-15.473,-5.924) (-24.764,-3.033)      8.51444
88      3.01621 -19.94759   5.26602 -50.17696 -35.12774   2.88349       (-8.282,-5.132) (-15.547,-5.900) (-24.829,-3.016)      8.62928
89      2.99962 -19.93565   5.23925 -50.12230 -35.09803   2.87541       (-8.239,-5.186) (-15.621,-5.875) (-24.894,-3.000)      8.74436
90      2.98303 -19.92371   5.21248 -50.06764 -35.06833   2.86734       (-8.196,-5.240) (-15.694,-5.850) (-24.959,-2.983)      8.85966
91      2.96644 -19.91177   5.18570 -50.01298 -35.03863   2.85926       (-8.152,-5.294) (-15.768,-5.826) (-25.024,-2.966)      8.9752
92      2.94985 -19.89982   5.15893 -49.95832 -35.00893   2.85118       (-8.109,-5.348) (-15.842,-5.801) (-25.089,-2.950)      9.09094
93      2.93325 -19.88788   5.13215 -49.90366 -34.97923   2.84310       (-8.065,-5.402) (-15.915,-5.776) (-25.153,-2.933)      9.2069
94      2.91666 -19.87594   5.10538 -49.84900 -34.94953   2.83502       (-8.022,-5.456) (-15.989,-5.752) (-25.218,-2.917)      9.32305
95      2.90007 -19.86400   5.07860 -49.79434 -34.91983   2.82694       (-7.979,-5.510) (-16.062,-5.727) (-25.283,-2.900)      9.4394
96      2.88348 -19.85206   5.05183 -49.73968 -34.89013   2.81886       (-7.935,-5.564) (-16.136,-5.702) (-25.348,-2.883)      9.55593
97      2.86689 -19.84011   5.02506 -49.68502 -34.86043   2.81078       (-7.892,-5.618) (-16.210,-5.678) (-25.413,-2.867)      9.67263
98      2.85030 -19.82817   4.99828 -49.63036 -34.83073   2.80271       (-7.849,-5.672) (-16.283,-5.653) (-25.477,-2.850)      9.78951
99      2.83371 -19.81623   4.97151 -49.57569 -34.80103   2.79463       (-7.805,-5.726) (-16.357,-5.628) (-25.542,-2.834)      9.90656
100      2.81712 -19.80429   4.94473 -49.52103 -34.77133   2.78655       (-7.762,-5.780) (-16.431,-5.604) (-25.607,-2.817)      10.0238
101      2.80052 -19.79235   4.91796 -49.46637 -34.74163   2.77847       (-7.718,-5.834) (-16.504,-5.579) (-25.672,-2.801)      10.1411
102      2.78393 -19.78040   4.89119 -49.41171 -34.71193   2.77039       (-7.675,-5.888) (-16.578,-5.554) (-25.737,-2.784)      10.2586
103      2.76734 -19.76846   4.86441 -49.35705 -34.68223   2.76231       (-7.632,-5.942) (-16.651,-5.530) (-25.802,-2.767)      10.3763
104      2.75075 -19.75652   4.83764 -49.30239 -34.65253   2.75423       (-7.588,-5.996) (-16.725,-5.505) (-25.866,-2.751)      10.4941
105      2.73416 -19.74458   4.81086 -49.24773 -34.62283   2.74615       (-7.545,-6.050) (-16.799,-5.480) (-25.931,-2.734)      10.612
106      2.71757 -19.73264   4.78409 -49.19307 -34.59313   2.73808       (-7.502,-6.104) (-16.872,-5.456) (-25.996,-2.718)      10.73
107      2.70098 -19.72069   4.75731 -49.13841 -34.56343   2.73000       (-7.458,-6.158) (-16.946,-5.431) (-26.061,-2.701)      10.8482
108      2.68439 -19.70875   4.73054 -49.08375 -34.53373   2.72192       (-7.415,-6.212) (-17.019,-5.406) (-26.126,-2.684)      10.9665
109      2.66780 -19.69681   4.70377 -49.02909 -34.50403   2.71384       (-7.372,-6.266) (-17.093,-5.382) (-26.190,-2.668)      11.085
110      2.65120 -19.68487   4.67699 -48.97443 -34.47433   2.70576       (-7.328,-6.320) (-17.167,-5.357) (-26.255,-2.651)      11.2035
111      2.63461 -19.67292   4.65022 -48.91976 -34.44463   2.69768       (-7.285,-6.374) (-17.240,-5.332) (-26.320,-2.635)      11.3221
112      2.61802 -19.66098   4.62344 -48.86510 -34.41493   2.68960       (-7.241,-6.428) (-17.314,-5.308) (-26.385,-2.618)      11.4409
113      2.60143 -19.64904   4.59667 -48.81044 -34.38522   2.68152       (-7.198,-6.482) (-17.388,-5.283) (-26.450,-2.601)      11.5597
114      2.58484 -19.63710   4.56989 -48.75578 -34.35552   2.67345       (-7.155,-6.536) (-17.461,-5.258) (-26.515,-2.585)      11.6787
115      2.56825 -19.62516   4.54312 -48.70112 -34.32582   2.66537       (-7.111,-6.590) (-17.535,-5.234) (-26.579,-2.568)      11.7977
116      2.55166 -19.61321   4.51635 -48.64646 -34.29612   2.65729       (-7.068,-6.644) (-17.608,-5.209) (-26.644,-2.552)      11.9169
117      2.53507 -19.60127   4.48957 -48.59180 -34.26642   2.64921       (-7.025,-6.698) (-17.682,-5.184) (-26.709,-2.535)      12.0361
118      2.51847 -19.58933   4.46280 -48.53714 -34.23672   2.64113       (-6.981,-6.752) (-17.756,-5.160) (-26.774,-2.518)      12.1555
119      2.50188 -19.57739   4.43602 -48.48248 -34.20702   2.63305       (-6.938,-6.806) (-17.829,-5.135) (-26.839,-2.502)      12.2749
120      2.48529 -19.56545   4.40925 -48.42782 -34.17732   2.62497       (-6.895,-6.860) (-17.903,-5.110) (-26.903,-2.485)      12.3944
121      2.46870 -19.55350   4.38248 -48.37316 -34.14762   2.61689       (-6.851,-6.914) (-17.977,-5.086) (-26.968,-2.469)      12.514
122      2.45211 -19.54156   4.35570 -48.31849 -34.11792   2.60882       (-6.808,-6.968) (-18.050,-5.061) (-27.033,-2.452)      12.6336
123      2.43552 -19.52962   4.32893 -48.26383 -34.08822   2.60074       (-6.764,-7.022) (-18.124,-5.036) (-27.098,-2.436)      12.7534
124      2.41893 -19.51768   4.30215 -48.20917 -34.05852   2.59266       (-6.721,-7.076) (-18.197,-5.012) (-27.163,-2.419)      12.8732
125      2.40234 -19.50574   4.27538 -48.15451 -34.02882   2.58458       (-6.678,-7.130) (-18.271,-4.987) (-27.228,-2.402)      12.993
126      2.38574 -19.49379   4.24860 -48.09985 -33.99912   2.57650       (-6.634,-7.184) (-18.345,-4.962) (-27.292,-2.386)      13.113
127      2.36915 -19.48185   4.22183 -48.04519 -33.96942   2.56842       (-6.591,-7.238) (-18.418,-4.938) (-27.357,-2.369)      13.233
128      2.35256 -19.46991   4.19506 -47.99053 -33.93972   2.56034       (-6.548,-7.292) (-18.492,-4.913) (-27.422,-2.353)      13.3531
129      2.33597 -19.45797   4.16828 -47.93587 -33.91002   2.55226       (-6.504,-7.346) (-18.566,-4.888) (-27.487,-2.336)      13.4733
130      2.31938 -19.44603   4.14151 -47.88121 -33.88032   2.54419       (-6.461,-7.400) (-18.639,-4.864) (-27.552,-2.319)      13.5935
131      2.30279 -19.43408   4.11473 -47.82655 -33.85062   2.53611       (-6.418,-7.454) (-18.713,-4.839) (-27.617,-2.303)      13.7138
132      2.28620 -19.42214   4.08796 -47.77189 -33.82092   2.52803       (-6.374,-7.507) (-18.786,-4.814) (-27.681,-2.286)      13.8341
133      2.26961 -19.41020   4.06119 -47.71723 -33.79122   2.51995       (-6.331,-7.561) (-18.860,-4.790) (-27.746,-2.270)      13.9545
134      2.25301 -19.39826   4.03441 -47.66256 -33.76152   2.51187       (-6.287,-7.615) (-18.934,-4.765) (-27.811,-2.253)      14.075
135      2.23642 -19.38631   4.00764 -47.60790 -33.73182   2.50379       (-6.244,-7.669) (-19.007,-4.740) (-27.876,-2.236)      14.1955
136      2.21983 -19.37437   3.98086 -47.55324 -33.70212   2.49571       (-6.201,-7.723) (-19.081,-4.716) (-27.941,-2.220)      14.3161
137      2.20324 -19.36243   3.95409 -47.49858 -33.67241   2.48763       (-6.157,-7.777) (-19.155,-4.691) (-28.005,-2.203)      14.428
138      2.18665 -19.35049   3.92731 -47.44392 -33.64271   2.47956       (-6.114,-7.831) (-19.228,-4.666) (-28.070,-2.187)      14.5233
139      2.17006 -19.33855   3.90054 -47.38926 -33.61301   2.47148       (-6.071,-7.885) (-19.302,-4.642) (-28.135,-2.170)      14.619
140      2.15347 -19.32660   3.87377 -47.33460 -33.58331   2.46340       (-6.027,-7.939) (-19.375,-4.617) (-28.200,-2.153)      14.7152
141      2.13688 -19.31466   3.84699 -47.27994 -33.55361   2.45532       (-5.984,-7.993) (-19.449,-4.592) (-28.265,-2.137)      14.8117
142      2.12028 -19.30272   3.82022 -47.22528 -33.52391   2.44724       (-5.941,-8.047) (-19.523,-4.568) (-28.330,-2.120)      14.9087
143      2.10369 -19.29078   3.79344 -47.17062 -33.49421   2.43916       (-5.897,-8.101) (-19.596,-4.543) (-28.394,-2.104)      15.006
144      2.08710 -19.27884   3.76667 -47.11596 -33.46451   2.43108       (-5.854,-8.155) (-19.670,-4.518) (-28.459,-2.087)      15.1037
145      2.07051 -19.26689   3.73990 -47.06130 -33.43481   2.42301       (-5.810,-8.209) (-19.743,-4.494) (-28.524,-2.071)      15.2018
146      2.05392 -19.25495   3.71312 -47.00663 -33.40511   2.41493       (-5.767,-8.263) (-19.817,-4.469) (-28.589,-2.054)      15.3003
147      2.03733 -19.24301   3.68635 -46.95197 -33.37541   2.40685       (-5.724,-8.317) (-19.891,-4.444) (-28.654,-2.037)      15.3991
148      2.02074 -19.23107   3.65957 -46.89731 -33.34571   2.39877       (-5.680,-8.371) (-19.964,-4.420) (-28.718,-2.021)      15.4983
149      2.00415 -19.21913   3.63280 -46.84265 -33.31601   2.39069       (-5.637,-8.425) (-20.038,-4.395) (-28.783,-2.004)      15.5979
150      1.98756 -19.20718   3.60602 -46.78799 -33.28631   2.38261       (-5.594,-8.479) (-20.112,-4.370) (-28.848,-1.988)      15.6978
151      1.97096 -19.19524   3.57925 -46.73333 -33.25661   2.37453       (-5.550,-8.533) (-20.185,-4.345) (-28.913,-1.971)      15.798
152      1.95437 -19.18330   3.55248 -46.67867 -33.22691   2.36645       (-5.507,-8.587) (-20.259,-4.321) (-28.978,-1.954)      15.8986
153      1.93778 -19.17136   3.52570 -46.62401 -33.19721   2.35838       (-5.463,-8.641) (-20.332,-4.296) (-29.043,-1.938)      15.9994
154      1.92119 -19.15942   3.49893 -46.56935 -33.16751   2.35030       (-5.420,-8.695) (-20.406,-4.271) (-29.107,-1.921)      16.1006
155      1.90460 -19.14747   3.47215 -46.51469 -33.13781   2.34222       (-5.377,-8.749) (-20.480,-4.247) (-29.172,-1.905)      16.2021
156      1.88801 -19.13553   3.44538 -46.46003 -33.10811   2.33414       (-5.333,-8.803) (-20.553,-4.222) (-29.237,-1.888)      16.304
157      1.87142 -19.12359   3.41860 -46.40537 -33.07841   2.32606       (-5.290,-8.857) (-20.627,-4.197) (-29.302,-1.871)      16.4061
158      1.85483 -19.11165   3.39183 -46.35070 -33.04871   2.31798       (-5.247,-8.911) (-20.701,-4.173) (-29.367,-1.855)      16.5085
159      1.83823 -19.09970   3.36506 -46.29604 -33.01901   2.30990       (-5.203,-8.965) (-20.774,-4.148) (-29.431,-1.838)      16.6112
160      1.82164 -19.08776   3.33828 -46.24138 -32.98931   2.30182       (-5.160,-9.019) (-20.848,-4.123) (-29.496,-1.822)      16.7142
161      1.80505 -19.07582   3.31151 -46.18672 -32.95961   2.29375       (-5.117,-9.073) (-20.921,-4.099) (-29.561,-1.805)      16.8174
162      1.78846 -19.06388   3.28473 -46.13206 -32.92990   2.28567       (-5.073,-9.127) (-20.995,-4.074) (-29.626,-1.788)      16.921
163      1.77187 -19.05194   3.25796 -46.07740 -32.90020   2.27759       (-5.030,-9.181) (-21.069,-4.049) (-29.691,-1.772)      17.0248
164      1.75528 -19.03999   3.23119 -46.02274 -32.87050   2.26951       (-4.986,-9.235) (-21.142,-4.025) (-29.756,-1.755)      17.1289
165      1.73869 -19.02805   3.20441 -45.96808 -32.84080   2.26143       (-4.943,-9.289) (-21.216,-4.000) (-29.820,-1.739)      17.2332
166      1.72210 -19.01611   3.17764 -45.91342 -32.81110   2.25335       (-4.900,-9.343) (-21.290,-3.975) (-29.885,-1.722)      17.3378
167      1.70550 -19.00417   3.15086 -45.85876 -32.78140   2.24527       (-4.856,-9.397) (-21.363,-3.951) (-29.950,-1.706)      17.4426
168      1.68891 -18.99223   3.12409 -45.80410 -32.75170   2.23719       (-4.813,-9.451) (-21.437,-3.926) (-30.015,-1.689)      17.5477
169      1.67232 -18.98028   3.09731 -45.74944 -32.72200   2.22912       (-4.770,-9.505) (-21.510,-3.901) (-30.080,-1.672)      17.653
170      1.65573 -18.96834   3.07054 -45.69477 -32.69230   2.22104       (-4.726,-9.559) (-21.584,-3.877) (-30.144,-1.656)      17.7586
171      1.63914 -18.95640   3.04377 -45.64011 -32.66260   2.21296       (-4.683,-9.613) (-21.658,-3.852) (-30.209,-1.639)      17.8644
172      1.62255 -18.94446   3.01699 -45.58545 -32.63290   2.20488       (-4.640,-9.667) (-21.731,-3.827) (-30.274,-1.623)      17.9704
173      1.60596 -18.93252   2.99022 -45.53079 -32.60320   2.19680       (-4.596,-9.721) (-21.805,-3.803) (-30.339,-1.606)      18.0767
174      1.58937 -18.92057   2.96344 -45.47613 -32.57350   2.18872       (-4.553,-9.775) (-21.879,-3.778) (-30.404,-1.589)      18.1831
175      1.57277 -18.90863   2.93667 -45.42147 -32.54380   2.18064       (-4.509,-9.829) (-21.952,-3.753) (-30.469,-1.573)      18.2898
176      1.55618 -18.89669   2.90990 -45.36681 -32.51410   2.17256       (-4.466,-9.883) (-22.026,-3.729) (-30.533,-1.556)      18.3967
177      1.53959 -18.88475   2.88312 -45.31215 -32.48440   2.16449       (-4.423,-9.937) (-22.099,-3.704) (-30.598,-1.540)      18.5038
178      1.52300 -18.87281   2.85635 -45.25749 -32.45470   2.15641       (-4.379,-9.991) (-22.173,-3.679) (-30.663,-1.523)      18.6111
179      1.50641 -18.86086   2.82957 -45.20283 -32.42500   2.14833       (-4.336,-10.045) (-22.247,-3.655) (-30.728,-1.506)      18.7186
180      1.48982 -18.84892   2.80280 -45.14817 -32.39530   2.14025       (-4.293,-10.099) (-22.320,-3.630) (-30.793,-1.490)      18.8264
181      1.47323 -18.83698   2.77602 -45.09351 -32.36560   2.13217       (-4.249,-10.153) (-22.394,-3.605) (-30.857,-1.473)      18.9343
182      1.45664 -18.82504   2.74925 -45.03884 -32.33590   2.12409       (-4.206,-10.207) (-22.467,-3.581) (-30.922,-1.457)      19.0424
183      1.44004 -18.81309   2.72248 -44.98418 -32.30620   2.11601       (-4.163,-10.261) (-22.541,-3.556) (-30.987,-1.440)      19.1507
184      1.42345 -18.80115   2.69570 -44.92952 -32.27650   2.10793       (-4.119,-10.315) (-22.615,-3.531) (-31.052,-1.423)      19.2591
185      1.40686 -18.78921   2.66893 -44.87486 -32.24680   2.09986       (-4.076,-10.369) (-22.688,-3.507) (-31.117,-1.407)      19.3678
186      1.39027 -18.77727   2.64215 -44.82020 -32.21709   2.09178       (-4.032,-10.423) (-22.762,-3.482) (-31.182,-1.390)      19.4766
187      1.37368 -18.76533   2.61538 -44.76554 -32.18739   2.08370       (-3.989,-10.477) (-22.836,-3.457) (-31.246,-1.374)      19.5856
