10PERCENT_2018-03-07.11_26_41.199_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -17.71995 -22.72122  15.34827 -10.75208 -24.37180 -27.11424       (-2.372,-0.552) (-35.642,-11.395) (-12.977,-2.225)      1.77636e-15
1    -17.70444 -22.70085  15.32150 -10.75431 -24.34796 -27.12277       (-2.383,-0.628) (-35.693,-11.409) (-12.939,-2.184)      0.108265
2    -17.68893 -22.68048  15.29473 -10.75654 -24.32412 -27.13131       (-2.394,-0.704) (-35.744,-11.424) (-12.901,-2.144)      0.21653
3    -17.67342 -22.66011  15.26796 -10.75876 -24.30027 -27.13985       (-2.405,-0.779) (-35.795,-11.438) (-12.863,-2.104)      0.324794
4    -17.65791 -22.63974  15.24119 -10.76099 -24.27643 -27.14838       (-2.417,-0.855) (-35.846,-11.452) (-12.824,-2.063)      0.433059
5    -17.64240 -22.61937  15.21442 -10.76322 -24.25259 -27.15692       (-2.428,-0.931) (-35.897,-11.466) (-12.786,-2.023)      0.541324
6    -17.62689 -22.59900  15.18765 -10.76544 -24.22874 -27.16546       (-2.439,-1.006) (-35.948,-11.480) (-12.748,-1.983)      0.649589
7    -17.61138 -22.57863  15.16088 -10.76767 -24.20490 -27.17399       (-2.450,-1.082) (-35.999,-11.495) (-12.710,-1.943)      0.757853
8    -17.59587 -22.55826  15.13411 -10.76990 -24.18106 -27.18253       (-2.462,-1.157) (-36.050,-11.509) (-12.672,-1.902)      0.866118
9    -17.58036 -22.53789  15.10734 -10.77212 -24.15721 -27.19106       (-2.473,-1.233) (-36.101,-11.523) (-12.634,-1.862)      0.974383
10    -17.56484 -22.51752  15.08057 -10.77435 -24.13337 -27.19960       (-2.484,-1.309) (-36.152,-11.537) (-12.596,-1.822)      1.08265
11    -17.54933 -22.49715  15.05380 -10.77658 -24.10952 -27.20814       (-2.496,-1.384) (-36.203,-11.551) (-12.558,-1.782)      1.19091
12    -17.53382 -22.47678  15.02703 -10.77880 -24.08568 -27.21667       (-2.507,-1.460) (-36.254,-11.565) (-12.520,-1.741)      1.29918
13    -17.51831 -22.45641  15.00026 -10.78103 -24.06184 -27.22521       (-2.518,-1.536) (-36.305,-11.580) (-12.482,-1.701)      1.40744
14    -17.50280 -22.43604  14.97349 -10.78326 -24.03799 -27.23374       (-2.529,-1.611) (-36.356,-11.594) (-12.444,-1.661)      1.51571
15    -17.48729 -22.41567  14.94672 -10.78548 -24.01415 -27.24228       (-2.541,-1.687) (-36.407,-11.608) (-12.406,-1.621)      1.62397
16    -17.47178 -22.39530  14.91995 -10.78771 -23.99031 -27.25082       (-2.552,-1.763) (-36.458,-11.622) (-12.368,-1.580)      1.73224
17    -17.45627 -22.37493  14.89318 -10.78994 -23.96646 -27.25935       (-2.563,-1.838) (-36.509,-11.636) (-12.330,-1.540)      1.8405
18    -17.44076 -22.35456  14.86641 -10.79216 -23.94262 -27.26789       (-2.574,-1.914) (-36.560,-11.651) (-12.292,-1.500)      1.94877
19    -17.42525 -22.33419  14.83964 -10.79439 -23.91878 -27.27642       (-2.586,-1.990) (-36.611,-11.665) (-12.254,-1.460)      2.05703
20    -17.40973 -22.31382  14.81287 -10.79662 -23.89493 -27.28496       (-2.597,-2.065) (-36.662,-11.679) (-12.216,-1.419)      2.1653
21    -17.39422 -22.29345  14.78610 -10.79885 -23.87109 -27.29350       (-2.608,-2.141) (-36.713,-11.693) (-12.178,-1.379)      2.27356
22    -17.37871 -22.27308  14.75933 -10.80107 -23.84725 -27.30203       (-2.619,-2.217) (-36.764,-11.707) (-12.140,-1.339)      2.38182
23    -17.36320 -22.25271  14.73256 -10.80330 -23.82340 -27.31057       (-2.631,-2.292) (-36.815,-11.721) (-12.102,-1.299)      2.49009
24    -17.34769 -22.23234  14.70579 -10.80553 -23.79956 -27.31911       (-2.642,-2.368) (-36.866,-11.736) (-12.064,-1.258)      2.59835
25    -17.33218 -22.21197  14.67902 -10.80775 -23.77572 -27.32764       (-2.653,-2.444) (-36.917,-11.750) (-12.026,-1.218)      2.70662
26    -17.31667 -22.19160  14.65225 -10.80998 -23.75187 -27.33618       (-2.664,-2.519) (-36.968,-11.764) (-11.988,-1.178)      2.81488
27    -17.30116 -22.17123  14.62548 -10.81221 -23.72803 -27.34471       (-2.676,-2.595) (-37.019,-11.778) (-11.950,-1.138)      2.92315
