Fol_2018-02-25.13_35_46.98_.txt     Output is probe cell, reduced cell, NCDist distance between
0    162.67690 -200.91446 -966.74178 147.06699 -260.68020 -329.91675       (-162.677,-15.610) (-38.238,-804.065) (-98.003,-167.240)      2.84217e-14
1    162.35122 -200.75162 -965.87218 146.90415 -261.22413 -329.75391       (-162.351,-15.447) (-38.400,-803.521) (-98.873,-167.403)      1.11252
2    162.02554 -200.58878 -965.00257 146.74131 -261.76805 -329.59107       (-162.026,-15.284) (-38.563,-802.977) (-99.743,-167.566)      2.22503
3    161.69986 -200.42594 -964.13296 146.57847 -262.31198 -329.42823       (-161.700,-15.121) (-38.726,-802.433) (-100.612,-167.728)      3.33755
4    161.37418 -200.26310 -963.26335 146.41563 -262.85591 -329.26539       (-161.374,-14.959) (-38.889,-801.889) (-101.482,-167.891)      4.45007
5    161.04850 -200.10026 -962.39374 146.25279 -263.39984 -329.10255       (-161.049,-14.796) (-39.052,-801.345) (-102.351,-168.054)      5.56258
6    160.72282 -199.93742 -961.52414 146.08995 -263.94377 -328.93971       (-160.723,-14.633) (-39.215,-800.801) (-103.221,-168.217)      6.6751
7    160.39715 -199.77458 -960.65453 145.92712 -264.48770 -328.77687       (-160.397,-14.470) (-39.377,-800.257) (-104.091,-168.380)      7.78762
8    160.07147 -199.61174 -959.78492 145.76428 -265.03163 -328.61403       (-160.071,-14.307) (-39.540,-799.713) (-104.960,-168.543)      8.90014
9    159.74579 -199.44890 -958.91531 145.60144 -265.57555 -328.45119       (-159.746,-14.144) (-39.703,-799.170) (-105.830,-168.705)      10.0127
10    159.42011 -199.28606 -958.04570 145.43860 -266.11948 -328.28835       (-159.420,-13.982) (-39.866,-798.626) (-106.699,-168.868)      11.1252
11    159.09443 -199.12322 -957.17610 145.27576 -266.66341 -328.12551       (-159.094,-13.819) (-40.029,-798.082) (-107.569,-169.031)      12.2377
12    158.76875 -198.96038 -956.30649 145.11292 -267.20734 -327.96267       (-158.769,-13.656) (-40.192,-797.538) (-108.439,-169.194)      13.3502
13    158.44307 -198.79755 -955.43688 144.95008 -267.75127 -327.79983       (-158.443,-13.493) (-40.354,-796.994) (-109.308,-169.357)      14.4627
14    158.11739 -198.63471 -954.56727 144.78724 -268.29520 -327.63699       (-158.117,-13.330) (-40.517,-796.450) (-110.178,-169.520)      15.5752
15    157.79171 -198.47187 -953.69766 144.62440 -268.83913 -327.47415       (-157.792,-13.167) (-40.680,-795.906) (-111.047,-169.682)      16.6878
16    157.46603 -198.30903 -952.82805 144.46156 -269.38305 -327.31131       (-157.466,-13.004) (-40.843,-795.362) (-111.917,-169.845)      17.8003
17    157.14035 -198.14619 -951.95845 144.29872 -269.92698 -327.14847       (-157.140,-12.842) (-41.006,-794.818) (-112.787,-170.008)      18.9128
18    156.81467 -197.98335 -951.08884 144.13588 -270.47091 -326.98563       (-156.815,-12.679) (-41.169,-794.274) (-113.656,-170.171)      20.0253
19    156.48899 -197.82051 -950.21923 143.97304 -271.01484 -326.82279       (-156.489,-12.516) (-41.332,-793.730) (-114.526,-170.334)      21.1378
20    156.16331 -197.65767 -949.34962 143.81020 -271.55877 -326.65995       (-156.163,-12.353) (-41.494,-793.186) (-115.395,-170.497)      22.2503
21    155.83763 -197.49483 -948.48001 143.64736 -272.10270 -326.49711       (-155.838,-12.190) (-41.657,-792.642) (-116.265,-170.659)      23.3629
22    155.51195 -197.33199 -947.61041 143.48452 -272.64663 -326.33427       (-155.512,-12.027) (-41.820,-792.098) (-117.135,-170.822)      24.4754
23    155.18627 -197.16915 -946.74080 143.32168 -273.19055 -326.17144       (-155.186,-11.865) (-41.983,-791.555) (-118.004,-170.985)      25.5879
24    154.86059 -197.00631 -945.87119 143.15884 -273.73448 -326.00860       (-154.861,-11.702) (-42.146,-791.011) (-118.874,-171.148)      26.7004
25    154.53491 -196.84347 -945.00158 142.99600 -274.27841 -325.84576       (-154.535,-11.539) (-42.309,-790.467) (-119.743,-171.311)      27.8129
26    154.20924 -196.68063 -944.13197 142.83316 -274.82234 -325.68292       (-154.209,-11.376) (-42.471,-789.923) (-120.613,-171.474)      28.9254
27    153.88356 -196.51779 -943.26237 142.67032 -275.36627 -325.52008       (-153.884,-11.213) (-42.634,-789.379) (-121.483,-171.637)      30.038
