Fol_2018-02-25.13_35_06.56_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -4533.80222 -4190.74736 4065.30337 -5486.21854 -4456.00767 4169.70481       (-21.043,-1316.514) (-364.097,-286.303) (-104.401,-4169.705)      2.2278e-12
1    -4529.28494 -4186.91688 4061.12949 -5482.04466 -4451.83379 4161.35705       (-25.560,-1320.688) (-367.928,-290.477) (-100.228,-4161.357)      12.5311
2    -4524.76766 -4183.08640 4056.95561 -5477.87078 -4447.65991 4153.00930       (-30.077,-1324.861) (-371.758,-294.651) (-96.054,-4153.009)      25.0621
3    -4520.25039 -4179.25592 4052.78173 -5473.69690 -4443.48603 4144.66154       (-34.594,-1329.035) (-375.589,-298.824) (-91.880,-4144.662)      37.5932
4    -4515.73311 -4175.42544 4048.60785 -5469.52302 -4439.31216 4136.31378       (-39.112,-1333.209) (-379.419,-302.998) (-87.706,-4136.314)      50.1242
5    -4511.21583 -4171.59496 4044.43397 -5465.34914 -4435.13828 4127.96602       (-43.629,-1337.383) (-383.250,-307.172) (-83.532,-4127.966)      62.6553
6    -4506.69856 -4167.76448 4040.26010 -5461.17527 -4430.96440 4119.61827       (-48.146,-1341.557) (-387.080,-311.346) (-79.358,-4119.618)      75.1863
7    -4502.18128 -4163.93400 4036.08622 -5457.00139 -4426.79052 4111.27051       (-52.663,-1345.731) (-390.911,-315.520) (-75.184,-4111.271)      87.7174
8    -4497.66400 -4160.10352 4031.91234 -5452.82751 -4422.61664 4102.92275       (-57.181,-1349.905) (-394.741,-319.694) (-71.010,-4102.923)      100.248
9    -4493.14672 -4156.27304 4027.73846 -5448.65363 -4418.44276 4094.57499       (-61.698,-1354.079) (-398.572,-323.868) (-66.837,-4094.575)      112.779
10    -4488.62945 -4152.44256 4023.56458 -5444.47975 -4414.26888 4086.22724       (-66.215,-1358.253) (-402.402,-328.042) (-62.663,-4086.227)      125.311
