Fol_2018-03-05.09_12_41.44_.txt     Output is probe cell, reduced cell, NCDist distance between
0      8.05590   9.25952  11.92640 -59.00387 -35.05719 -43.72813       (-1.204,-3.871) (-17.153,-3.148) (-24.688,-8.056)      0
1      8.03977   9.24905  11.91131 -58.96952 -35.02598 -43.70153       (-1.209,-3.872) (-17.164,-3.164) (-24.689,-8.040)      0.0251194
2      8.02364   9.23857  11.89622 -58.93517 -34.99476 -43.67493       (-1.215,-3.873) (-17.174,-3.179) (-24.689,-8.024)      0.0502388
3      8.00752   9.22810  11.88113 -58.90082 -34.96354 -43.64833       (-1.221,-3.874) (-17.185,-3.194) (-24.690,-8.008)      0.0753582
4      7.99139   9.21763  11.86604 -58.86647 -34.93232 -43.62173       (-1.226,-3.875) (-17.195,-3.209) (-24.691,-7.991)      0.100478
5      7.97526   9.20715  11.85095 -58.83212 -34.90111 -43.59513       (-1.232,-3.876) (-17.206,-3.224) (-24.691,-7.975)      0.125597
6      7.95913   9.19668  11.83586 -58.79777 -34.86989 -43.56852       (-1.238,-3.877) (-17.216,-3.239) (-24.692,-7.959)      0.150716
7      7.94300   9.18621  11.82077 -58.76342 -34.83867 -43.54192       (-1.243,-3.878) (-17.227,-3.254) (-24.692,-7.943)      0.175836
8      7.92688   9.17573  11.80568 -58.72907 -34.80745 -43.51532       (-1.249,-3.879) (-17.237,-3.269) (-24.693,-7.927)      0.200955
9      7.91075   9.16526  11.79059 -58.69472 -34.77623 -43.48872       (-1.255,-3.880) (-17.247,-3.284) (-24.694,-7.911)      0.226075
10      7.89462   9.15479  11.77550 -58.66037 -34.74502 -43.46212       (-1.260,-3.881) (-17.258,-3.299) (-24.694,-7.895)      0.251194
11      7.87849   9.14431  11.76041 -58.62602 -34.71380 -43.43552       (-1.266,-3.882) (-17.268,-3.314) (-24.695,-7.878)      0.276313
12      7.86236   9.13384  11.74532 -58.59167 -34.68258 -43.40892       (-1.271,-3.883) (-17.279,-3.330) (-24.696,-7.862)      0.301433
13      7.84624   9.12336  11.73023 -58.55732 -34.65136 -43.38231       (-1.277,-3.884) (-17.289,-3.345) (-24.696,-7.846)      0.326552
14      7.83011   9.11289  11.71514 -58.52297 -34.62014 -43.35571       (-1.283,-3.885) (-17.300,-3.360) (-24.697,-7.830)      0.351672
