2BOUNDS_2018-03-07.14_18_45.3_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -16.72041  -7.47089 -55.61669   8.90326 -42.26142 -68.22462       (-24.191,-45.281) (-7.471,-31.926) (-1.432,-60.754)      7.10543e-15
1    -16.72789  -7.47089 -55.56245   8.84902 -42.25107 -68.21714       (-24.199,-45.335) (-7.471,-32.024) (-1.378,-60.746)      0.125001
2    -16.73537  -7.47089 -55.50822   8.79478 -42.24073 -68.20966       (-24.206,-45.390) (-7.471,-32.122) (-1.324,-60.739)      0.250002
3    -16.74285  -7.47089 -55.45398   8.74055 -42.23038 -68.20218       (-24.214,-45.444) (-7.471,-32.220) (-1.270,-60.731)      0.375003
4    -16.75033  -7.47089 -55.39974   8.68631 -42.22003 -68.19471       (-24.221,-45.498) (-7.471,-32.318) (-1.215,-60.724)      0.500003
5    -16.75780  -7.47089 -55.34550   8.63207 -42.20969 -68.18723       (-24.229,-45.552) (-7.471,-32.416) (-1.161,-60.716)      0.625004
6    -16.76528  -7.47089 -55.29126   8.57783 -42.19934 -68.17975       (-24.236,-45.606) (-7.471,-32.515) (-1.107,-60.709)      0.750005
7    -16.77276  -7.47089 -55.23702   8.52359 -42.18900 -68.17227       (-24.244,-45.661) (-7.471,-32.613) (-1.053,-60.701)      0.875006
8    -16.78024  -7.47089 -55.18278   8.46935 -42.17865 -68.16479       (-24.251,-45.715) (-7.471,-32.711) (-0.998,-60.694)      1.00001
9    -16.78772  -7.47089 -55.12855   8.41511 -42.16830 -68.15731       (-24.259,-45.769) (-7.471,-32.809) (-0.944,-60.686)      1.12501
10    -16.79520  -7.47089 -55.07431   8.36088 -42.15796 -68.14984       (-24.266,-45.823) (-7.471,-32.907) (-0.890,-60.679)      1.25001
11    -16.80268  -7.47089 -55.02007   8.30664 -42.14761 -68.14236       (-24.274,-45.878) (-7.471,-33.005) (-0.836,-60.671)      1.37501
12    -16.81015  -7.47089 -54.96583   8.25240 -42.13727 -68.13488       (-24.281,-45.932) (-7.471,-33.103) (-0.782,-60.664)      1.50001
13    -16.81763  -7.47089 -54.91159   8.19816 -42.12692 -68.12740       (-24.289,-45.986) (-7.471,-33.201) (-0.727,-60.657)      1.62501
14    -16.82511  -7.47089 -54.85735   8.14392 -42.11657 -68.11992       (-24.296,-46.040) (-7.471,-33.300) (-0.673,-60.649)      1.75001
15    -16.83259  -7.47089 -54.80311   8.08968 -42.10623 -68.11244       (-24.303,-46.095) (-7.471,-33.398) (-0.619,-60.642)      1.87501
16    -16.84007  -7.47089 -54.74888   8.03544 -42.09588 -68.10496       (-24.311,-46.149) (-7.471,-33.496) (-0.565,-60.634)      2.00001
17    -16.84755  -7.47089 -54.69464   7.98121 -42.08554 -68.09749       (-24.318,-46.203) (-7.471,-33.594) (-0.510,-60.627)      2.12501
18    -16.85502  -7.47089 -54.64040   7.92697 -42.07519 -68.09001       (-24.326,-46.257) (-7.471,-33.692) (-0.456,-60.619)      2.25002
19    -16.86250  -7.47089 -54.58616   7.87273 -42.06484 -68.08253       (-24.333,-46.312) (-7.471,-33.790) (-0.402,-60.612)      2.37502
20    -16.86998  -7.47089 -54.53192   7.81849 -42.05450 -68.07505       (-24.341,-46.366) (-7.471,-33.888) (-0.348,-60.604)      2.50002
21    -16.87746  -7.47089 -54.47768   7.76425 -42.04415 -68.06757       (-24.348,-46.420) (-7.471,-33.987) (-0.293,-60.597)      2.62502
22    -16.88494  -7.47089 -54.42344   7.71001 -42.03381 -68.06009       (-24.356,-46.474) (-7.471,-34.085) (-0.239,-60.589)      2.75002
23    -16.89242  -7.47089 -54.36921   7.65577 -42.02346 -68.05262       (-24.363,-46.529) (-7.471,-34.183) (-0.185,-60.582)      2.87502
24    -16.89989  -7.47089 -54.31497   7.60154 -42.01311 -68.04514       (-24.371,-46.583) (-7.471,-34.281) (-0.131,-60.574)      3.00002
25    -16.90737  -7.47089 -54.26073   7.54730 -42.00277 -68.03766       (-24.378,-46.637) (-7.471,-34.379) (-0.076,-60.567)      3.12502
26    -16.91485  -7.47089 -54.20649   7.49306 -41.99242 -68.03018       (-24.386,-46.691) (-7.471,-34.477) (-0.022,-60.559)      3.25002
27    -16.92233  -7.47089 -54.15225   7.43882 -41.98208 -68.02270       (-24.361,-7.439) (-46.713,-34.543) (-0.032,-60.584)      3.33259
28    -16.92981  -7.47089 -54.09801   7.38458 -41.97173 -68.01522       (-24.314,-7.385) (-46.713,-34.587) (-0.086,-60.631)      3.38802
29    -16.93729  -7.47089 -54.04377   7.33034 -41.96138 -68.00775       (-24.268,-7.330) (-46.713,-34.631) (-0.141,-60.677)      3.4461
30    -16.94476  -7.47089 -53.98954   7.27610 -41.95104 -68.00027       (-24.221,-7.276) (-46.713,-34.675) (-0.195,-60.724)      3.50668
31    -16.95224  -7.47089 -53.93530   7.22187 -41.94069 -67.99279       (-24.174,-7.222) (-46.713,-34.719) (-0.249,-60.771)      3.56966
32    -16.95972  -7.47089 -53.88106   7.16763 -41.93035 -67.98531       (-24.127,-7.168) (-46.713,-34.763) (-0.303,-60.818)      3.63489
33    -16.96720  -7.47089 -53.82682   7.11339 -41.92000 -67.97783       (-24.081,-7.113) (-46.713,-34.807) (-0.358,-60.864)      3.70227
34    -16.97468  -7.47089 -53.77258   7.05915 -41.90965 -67.97035       (-24.034,-7.059) (-46.713,-34.851) (-0.412,-60.911)      3.77168
35    -16.98216  -7.47089 -53.71834   7.00491 -41.89931 -67.96288       (-23.987,-7.005) (-46.713,-34.894) (-0.466,-60.958)      3.843
36    -16.98963  -7.47089 -53.66410   6.95067 -41.88896 -67.95540       (-23.940,-6.951) (-46.713,-34.938) (-0.520,-61.005)      3.91613
37    -16.99711  -7.47089 -53.60987   6.89643 -41.87862 -67.94792       (-23.894,-6.896) (-46.713,-34.982) (-0.574,-61.051)      3.99098
38    -17.00459  -7.47089 -53.55563   6.84220 -41.86827 -67.94044       (-23.847,-6.842) (-46.713,-35.026) (-0.629,-61.098)      4.06745
39    -17.01207  -7.47089 -53.50139   6.78796 -41.85792 -67.93296       (-23.800,-6.788) (-46.713,-35.070) (-0.683,-61.145)      4.14544
40    -17.01955  -7.47089 -53.44715   6.73372 -41.84758 -67.92548       (-23.753,-6.734) (-46.713,-35.114) (-0.737,-61.192)      4.22488
41    -17.02703  -7.47089 -53.39291   6.67948 -41.83723 -67.91801       (-23.707,-6.679) (-46.713,-35.158) (-0.791,-61.239)      4.30568
42    -17.03450  -7.47089 -53.33867   6.62524 -41.82689 -67.91053       (-23.660,-6.625) (-46.713,-35.202) (-0.846,-61.285)      4.38777
43    -17.04198  -7.47089 -53.28443   6.57100 -41.81654 -67.90305       (-23.613,-6.571) (-46.713,-35.246) (-0.900,-61.332)      4.47108
44    -17.04946  -7.47089 -53.23020   6.51676 -41.80619 -67.89557       (-23.566,-6.517) (-46.713,-35.289) (-0.954,-61.379)      4.55554
45    -17.05694  -7.47089 -53.17596   6.46253 -41.79585 -67.88809       (-23.519,-6.463) (-46.713,-35.333) (-1.008,-61.426)      4.64109
46    -17.06442  -7.47089 -53.12172   6.40829 -41.78550 -67.88061       (-23.473,-6.408) (-46.713,-35.377) (-1.063,-61.472)      4.72767
47    -17.07190  -7.47089 -53.06748   6.35405 -41.77516 -67.87314       (-23.426,-6.354) (-46.713,-35.421) (-1.117,-61.519)      4.81522
48    -17.07937  -7.47089 -53.01324   6.29981 -41.76481 -67.86566       (-23.379,-6.300) (-46.713,-35.465) (-1.171,-61.566)      4.90369
49    -17.08685  -7.47089 -52.95900   6.24557 -41.75447 -67.85818       (-23.332,-6.246) (-46.713,-35.509) (-1.225,-61.613)      4.99304
50    -17.09433  -7.47089 -52.90476   6.19133 -41.74412 -67.85070       (-23.286,-6.191) (-46.713,-35.553) (-1.280,-61.659)      5.08321
