2BOUNDS_2018-03-07.14_51_02.781_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -7.74088   2.53161   6.74762 -34.71783 -37.02493   1.91632       (-0.394,-12.204) (-2.138,-10.703) (-6.867,-0.761)      9.72951e-15
1     -7.73353   2.52693   6.73399 -34.69530 -36.99858   1.91364       (-0.382,-12.169) (-2.145,-10.738) (-6.919,-0.766)      0.0733196
2     -7.72617   2.52226   6.72036 -34.67276 -36.97224   1.91096       (-0.370,-12.134) (-2.153,-10.773) (-6.970,-0.771)      0.146639
3     -7.71882   2.51759   6.70673 -34.65022 -36.94589   1.90828       (-0.358,-12.099) (-2.160,-10.809) (-7.022,-0.775)      0.219959
4     -7.71146   2.51291   6.69310 -34.62769 -36.91954   1.90560       (-0.346,-12.064) (-2.167,-10.844) (-7.074,-0.780)      0.293279
5     -7.70411   2.50824   6.67947 -34.60515 -36.89319   1.90292       (-0.333,-12.029) (-2.175,-10.880) (-7.126,-0.785)      0.366598
6     -7.69675   2.50356   6.66585 -34.58262 -36.86684   1.90024       (-0.321,-11.994) (-2.182,-10.915) (-7.177,-0.789)      0.439918
7     -7.68940   2.49889   6.65222 -34.56008 -36.84049   1.89756       (-0.309,-11.959) (-2.189,-10.951) (-7.229,-0.794)      0.513237
8     -7.68205   2.49421   6.63859 -34.53754 -36.81414   1.89488       (-0.297,-11.924) (-2.197,-10.986) (-7.281,-0.799)      0.586557
9     -7.67469   2.48954   6.62496 -34.51501 -36.78779   1.89220       (-0.285,-11.889) (-2.204,-11.022) (-7.332,-0.803)      0.659877
10     -7.66734   2.48487   6.61133 -34.49247 -36.76145   1.88952       (-0.273,-11.854) (-2.212,-11.057) (-7.384,-0.808)      0.733196
11     -7.65998   2.48019   6.59770 -34.46994 -36.73510   1.88684       (-0.261,-11.819) (-2.219,-11.092) (-7.436,-0.813)      0.806516
12     -7.65263   2.47552   6.58408 -34.44740 -36.70875   1.88415       (-0.249,-11.784) (-2.226,-11.128) (-7.488,-0.817)      0.879836
13     -7.64527   2.47084   6.57045 -34.42486 -36.68240   1.88147       (-0.237,-11.749) (-2.234,-11.163) (-7.539,-0.822)      0.953155
14     -7.63792   2.46617   6.55682 -34.40233 -36.65605   1.87879       (-0.225,-11.714) (-2.241,-11.199) (-7.591,-0.827)      1.02647
15     -7.63056   2.46149   6.54319 -34.37979 -36.62970   1.87611       (-0.213,-11.679) (-2.248,-11.234) (-7.643,-0.831)      1.09979
16     -7.62321   2.45682   6.52956 -34.35726 -36.60335   1.87343       (-0.201,-11.644) (-2.256,-11.270) (-7.694,-0.836)      1.17311
17     -7.61585   2.45215   6.51593 -34.33472 -36.57700   1.87075       (-0.189,-11.609) (-2.263,-11.305) (-7.746,-0.841)      1.24643
18     -7.60850   2.44747   6.50231 -34.31219 -36.55066   1.86807       (-0.177,-11.574) (-2.270,-11.341) (-7.798,-0.845)      1.31975
19     -7.60114   2.44280   6.48868 -34.28965 -36.52431   1.86539       (-0.165,-11.539) (-2.278,-11.376) (-7.849,-0.850)      1.39307
20     -7.59379   2.43812   6.47505 -34.26711 -36.49796   1.86271       (-0.153,-11.504) (-2.285,-11.411) (-7.901,-0.855)      1.46639
21     -7.58644   2.43345   6.46142 -34.24458 -36.47161   1.86003       (-0.141,-11.469) (-2.292,-11.447) (-7.953,-0.860)      1.53971
22     -7.57908   2.42877   6.44779 -34.22204 -36.44526   1.85735       (-0.129,-11.434) (-2.300,-11.482) (-8.005,-0.864)      1.61303
23     -7.57173   2.42410   6.43417 -34.19951 -36.41891   1.85467       (-0.117,-11.399) (-2.307,-11.518) (-8.056,-0.869)      1.68635
24     -7.56437   2.41943   6.42054 -34.17697 -36.39256   1.85199       (-0.105,-11.364) (-2.314,-11.553) (-8.108,-0.874)      1.75967
