2BOUNDS_2018-03-07.14_51_10.785_.txt     Output is probe cell, reduced cell, NCDist distance between
0      3.84290 -35.63066 -13.47451   1.94385   1.81813 -50.37124       (-1.818,-18.603) (-41.029,-5.661) (-0.334,-3.762)      8.88178e-16
1      3.83529 -35.59682 -13.46669   1.94157   1.79768 -50.36188       (-1.798,-18.650) (-41.086,-5.633) (-0.403,-3.739)      0.10897
2      3.82768 -35.56297 -13.45886   1.93929   1.77724 -50.35253       (-1.777,-18.697) (-41.142,-5.605) (-0.472,-3.717)      0.217941
3      3.82007 -35.52912 -13.45104   1.93701   1.75680 -50.34318       (-1.757,-18.745) (-41.199,-5.577) (-0.541,-3.694)      0.326911
4      3.81245 -35.49528 -13.44322   1.93473   1.73636 -50.33383       (-1.736,-18.792) (-41.255,-5.549) (-0.609,-3.671)      0.435881
5      3.80484 -35.46143 -13.43540   1.93245   1.71592 -50.32448       (-1.716,-18.839) (-41.312,-5.521) (-0.678,-3.648)      0.544852
6      3.79723 -35.42759 -13.42758   1.93017   1.69548 -50.31513       (-1.695,-18.886) (-41.368,-5.493) (-0.747,-3.626)      0.653822
7      3.78962 -35.39374 -13.41976   1.92789   1.67504 -50.30578       (-1.675,-18.934) (-41.425,-5.465) (-0.815,-3.603)      0.762792
8      3.78200 -35.35989 -13.41194   1.92561   1.65459 -50.29642       (-1.655,-18.981) (-41.481,-5.437) (-0.884,-3.580)      0.871763
9      3.77439 -35.32605 -13.40412   1.92333   1.63415 -50.28707       (-1.634,-19.028) (-41.538,-5.409) (-0.953,-3.557)      0.980733
10      3.76678 -35.29220 -13.39629   1.92105   1.61371 -50.27772       (-1.614,-19.075) (-41.594,-5.380) (-1.022,-3.535)      1.0897
11      3.75917 -35.25835 -13.38847   1.91877   1.59327 -50.26837       (-1.593,-19.123) (-41.651,-5.352) (-1.090,-3.512)      1.19867
12      3.75155 -35.22451 -13.38065   1.91648   1.57283 -50.25902       (-1.573,-19.170) (-41.708,-5.324) (-1.159,-3.489)      1.30764
13      3.74394 -35.19066 -13.37283   1.91420   1.55239 -50.24967       (-1.552,-19.217) (-41.764,-5.296) (-1.228,-3.467)      1.41661
14      3.73633 -35.15681 -13.36501   1.91192   1.53195 -50.24032       (-1.532,-19.264) (-41.821,-5.268) (-1.297,-3.444)      1.52558
15      3.72872 -35.12297 -13.35719   1.90964   1.51151 -50.23096       (-1.512,-19.312) (-41.877,-5.240) (-1.365,-3.421)      1.63455
16      3.72110 -35.08912 -13.34937   1.90736   1.49106 -50.22161       (-1.491,-19.359) (-41.934,-5.212) (-1.434,-3.398)      1.74353
17      3.71349 -35.05527 -13.34154   1.90508   1.47062 -50.21226       (-1.471,-19.406) (-41.990,-5.184) (-1.503,-3.376)      1.8525
18      3.70588 -35.02143 -13.33372   1.90280   1.45018 -50.20291       (-1.450,-19.454) (-42.047,-5.156) (-1.571,-3.353)      1.96147
19      3.69827 -34.98758 -13.32590   1.90052   1.42974 -50.19356       (-1.430,-19.501) (-42.103,-5.128) (-1.640,-3.330)      2.07044
20      3.69065 -34.95374 -13.31808   1.89824   1.40930 -50.18421       (-1.409,-19.548) (-42.160,-5.100) (-1.709,-3.308)      2.17941
21      3.68304 -34.91989 -13.31026   1.89596   1.38886 -50.17486       (-1.389,-19.595) (-42.216,-5.072) (-1.778,-3.285)      2.28838
22      3.67543 -34.88604 -13.30244   1.89368   1.36842 -50.16550       (-1.368,-19.643) (-42.273,-5.044) (-1.846,-3.262)      2.39735
23      3.66782 -34.85220 -13.29462   1.89140   1.34797 -50.15615       (-1.348,-19.690) (-42.329,-5.016) (-1.915,-3.239)      2.50632
24      3.66020 -34.81835 -13.28680   1.88912   1.32753 -50.14680       (-1.328,-19.737) (-42.386,-4.988) (-1.984,-3.217)      2.61529
25      3.65259 -34.78450 -13.27897   1.88684   1.30709 -50.13745       (-1.307,-19.784) (-42.442,-4.960) (-2.053,-3.194)      2.72426
26      3.64498 -34.75066 -13.27115   1.88456   1.28665 -50.12810       (-1.287,-19.832) (-42.499,-4.932) (-2.121,-3.171)      2.83323
27      3.63737 -34.71681 -13.26333   1.88228   1.26621 -50.11875       (-1.266,-19.879) (-42.556,-4.904) (-2.190,-3.148)      2.9422
28      3.62975 -34.68296 -13.25551   1.88000   1.24577 -50.10940       (-1.246,-19.926) (-42.612,-4.876) (-2.259,-3.126)      3.05117
29      3.62214 -34.64912 -13.24769   1.87772   1.22533 -50.10004       (-1.225,-19.973) (-42.669,-4.847) (-2.327,-3.103)      3.16014
30      3.61453 -34.61527 -13.23987   1.87544   1.20488 -50.09069       (-1.205,-20.021) (-42.725,-4.819) (-2.396,-3.080)      3.26911
31      3.60692 -34.58143 -13.23205   1.87316   1.18444 -50.08134       (-1.184,-20.068) (-42.782,-4.791) (-2.465,-3.058)      3.37808
32      3.59930 -34.54758 -13.22423   1.87088   1.16400 -50.07199       (-1.164,-20.115) (-42.838,-4.763) (-2.534,-3.035)      3.48705
33      3.59169 -34.51373 -13.21640   1.86860   1.14356 -50.06264       (-1.144,-20.162) (-42.895,-4.735) (-2.602,-3.012)      3.59602
34      3.58408 -34.47989 -13.20858   1.86631   1.12312 -50.05329       (-1.123,-20.210) (-42.951,-4.707) (-2.671,-2.989)      3.70499
35      3.57647 -34.44604 -13.20076   1.86403   1.10268 -50.04394       (-1.103,-20.257) (-43.008,-4.679) (-2.740,-2.967)      3.81396
36      3.56885 -34.41219 -13.19294   1.86175   1.08224 -50.03458       (-1.082,-20.304) (-43.064,-4.651) (-2.809,-2.944)      3.92293
37      3.56124 -34.37835 -13.18512   1.85947   1.06180 -50.02523       (-1.062,-20.352) (-43.121,-4.623) (-2.877,-2.921)      4.0319
38      3.55363 -34.34450 -13.17730   1.85719   1.04135 -50.01588       (-1.041,-20.399) (-43.177,-4.595) (-2.946,-2.899)      4.14087
39      3.54602 -34.31065 -13.16948   1.85491   1.02091 -50.00653       (-1.021,-20.446) (-43.234,-4.567) (-3.015,-2.876)      4.24984
40      3.53840 -34.27681 -13.16165   1.85263   1.00047 -49.99718       (-1.000,-20.493) (-43.291,-4.539) (-3.083,-2.853)      4.35881
41      3.53079 -34.24296 -13.15383   1.85035   0.98003 -49.98783       (-0.980,-20.541) (-43.347,-4.511) (-3.152,-2.830)      4.46778
42      3.52318 -34.20912 -13.14601   1.84807   0.95959 -49.97848       (-0.960,-20.588) (-43.404,-4.483) (-3.221,-2.808)      4.57675
43      3.51557 -34.17527 -13.13819   1.84579   0.93915 -49.96912       (-0.939,-20.635) (-43.460,-4.455) (-3.290,-2.785)      4.68572
44      3.50795 -34.14142 -13.13037   1.84351   0.91871 -49.95977       (-0.919,-20.682) (-43.517,-4.427) (-3.358,-2.762)      4.79469
45      3.50034 -34.10758 -13.12255   1.84123   0.89826 -49.95042       (-0.898,-20.730) (-43.573,-4.399) (-3.427,-2.739)      4.90366
46      3.49273 -34.07373 -13.11473   1.83895   0.87782 -49.94107       (-0.878,-20.777) (-43.630,-4.371) (-3.496,-2.717)      5.01263
47      3.48512 -34.03988 -13.10691   1.83667   0.85738 -49.93172       (-0.857,-20.824) (-43.686,-4.342) (-3.565,-2.694)      5.1216
48      3.47750 -34.00604 -13.09908   1.83439   0.83694 -49.92237       (-0.837,-20.871) (-43.743,-4.314) (-3.633,-2.671)      5.23058
49      3.46989 -33.97219 -13.09126   1.83211   0.81650 -49.91302       (-0.816,-20.919) (-43.799,-4.286) (-3.702,-2.649)      5.33955
50      3.46228 -33.93834 -13.08344   1.82983   0.79606 -49.90366       (-0.796,-20.966) (-43.856,-4.258) (-3.771,-2.626)      5.44852
51      3.45467 -33.90450 -13.07562   1.82755   0.77562 -49.89431       (-0.776,-21.013) (-43.912,-4.230) (-3.839,-2.603)      5.55749
52      3.44705 -33.87065 -13.06780   1.82527   0.75518 -49.88496       (-0.755,-21.060) (-43.969,-4.202) (-3.908,-2.580)      5.66646
53      3.43944 -33.83681 -13.05998   1.82299   0.73473 -49.87561       (-0.735,-21.108) (-44.025,-4.174) (-3.977,-2.558)      5.77543
54      3.43183 -33.80296 -13.05216   1.82071   0.71429 -49.86626       (-0.714,-21.155) (-44.082,-4.146) (-4.046,-2.535)      5.8844
55      3.42422 -33.76911 -13.04434   1.81843   0.69385 -49.85691       (-0.694,-21.202) (-44.139,-4.118) (-4.114,-2.512)      5.99337
56      3.41660 -33.73527 -13.03651   1.81614   0.67341 -49.84756       (-0.673,-21.250) (-44.195,-4.090) (-4.183,-2.490)      6.10234
57      3.40899 -33.70142 -13.02869   1.81386   0.65297 -49.83820       (-0.653,-21.297) (-44.252,-4.062) (-4.252,-2.467)      6.21131
58      3.40138 -33.66757 -13.02087   1.81158   0.63253 -49.82885       (-0.633,-21.344) (-44.308,-4.034) (-4.321,-2.444)      6.32028
59      3.39377 -33.63373 -13.01305   1.80930   0.61209 -49.81950       (-0.612,-21.391) (-44.365,-4.006) (-4.389,-2.421)      6.42925
60      3.38615 -33.59988 -13.00523   1.80702   0.59164 -49.81015       (-0.592,-21.439) (-44.421,-3.978) (-4.458,-2.399)      6.47575
61      3.37854 -33.56603 -12.99741   1.80474   0.57120 -49.80080       (-0.571,-21.486) (-44.478,-3.950) (-4.527,-2.376)      6.49557
62      3.37093 -33.53219 -12.98959   1.80246   0.55076 -49.79145       (-0.551,-21.533) (-44.534,-3.922) (-4.595,-2.353)      6.51716
63      3.36332 -33.49834 -12.98177   1.80018   0.53032 -49.78210       (-0.530,-21.580) (-44.591,-3.894) (-4.664,-2.331)      6.54048
64      3.35570 -33.46449 -12.97394   1.79790   0.50988 -49.77274       (-0.510,-21.628) (-44.647,-3.866) (-4.733,-2.308)      6.56554
65      3.34809 -33.43065 -12.96612   1.79562   0.48944 -49.76339       (-0.489,-21.675) (-44.704,-3.838) (-4.802,-2.285)      6.5923
66      3.34048 -33.39680 -12.95830   1.79334   0.46900 -49.75404       (-0.469,-21.722) (-44.760,-3.809) (-4.870,-2.262)      6.62074
67      3.33287 -33.36296 -12.95048   1.79106   0.44856 -49.74469       (-0.449,-21.769) (-44.817,-3.781) (-4.939,-2.240)      6.65085
68      3.32525 -33.32911 -12.94266   1.78878   0.42811 -49.73534       (-0.428,-21.817) (-44.873,-3.753) (-5.008,-2.217)      6.6826
69      3.31764 -33.29526 -12.93484   1.78650   0.40767 -49.72599       (-0.408,-21.864) (-44.930,-3.725) (-5.077,-2.194)      6.71597
70      3.31003 -33.26142 -12.92702   1.78422   0.38723 -49.71664       (-0.387,-21.911) (-44.987,-3.697) (-5.145,-2.171)      6.75094
71      3.30242 -33.22757 -12.91919   1.78194   0.36679 -49.70728       (-0.367,-21.958) (-45.043,-3.669) (-5.214,-2.149)      6.78747
72      3.29480 -33.19372 -12.91137   1.77966   0.34635 -49.69793       (-0.346,-22.006) (-45.100,-3.641) (-5.283,-2.126)      6.82555
73      3.28719 -33.15988 -12.90355   1.77738   0.32591 -49.68858       (-0.326,-22.053) (-45.156,-3.613) (-5.351,-2.103)      6.86514
74      3.27958 -33.12603 -12.89573   1.77510   0.30547 -49.67923       (-0.305,-22.100) (-45.213,-3.585) (-5.420,-2.081)      6.90623
