Fol_2018-03-07.09_07_51.18_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -11.34664  -6.46224   3.22428   1.33406  -3.51835 -32.96088       (-28.208,-0.584) (-0.751,-5.603) (-0.570,-0.173)      7.10543e-15
1    -11.33546  -6.45652   3.22046   1.33215  -3.52044 -32.95612       (-28.215,-0.587) (-0.745,-5.597) (-0.572,-0.184)      0.0162056
2    -11.32427  -6.45080   3.21665   1.33025  -3.52253 -32.95136       (-28.222,-0.591) (-0.739,-5.592) (-0.574,-0.196)      0.0324112
3    -11.31309  -6.44508   3.21284   1.32834  -3.52461 -32.94661       (-28.228,-0.595) (-0.733,-5.586) (-0.576,-0.208)      0.0486168
4    -11.30190  -6.43937   3.20903   1.32644  -3.52670 -32.94185       (-28.235,-0.599) (-0.728,-5.581) (-0.577,-0.220)      0.0648224
5    -11.29072  -6.43365   3.20522   1.32453  -3.52879 -32.93709       (-28.242,-0.603) (-0.722,-5.575) (-0.579,-0.231)      0.081028
6    -11.27953  -6.42793   3.20141   1.32262  -3.53087 -32.93233       (-28.248,-0.606) (-0.716,-5.570) (-0.581,-0.243)      0.0972336
7    -11.26835  -6.42222   3.19759   1.32072  -3.53296 -32.92758       (-28.255,-0.610) (-0.711,-5.564) (-0.583,-0.255)      0.113439
8    -11.25716  -6.41650   3.19378   1.31881  -3.53505 -32.92282       (-28.262,-0.614) (-0.705,-5.559) (-0.585,-0.266)      0.129645
9    -11.24598  -6.41078   3.18997   1.31691  -3.53713 -32.91806       (-28.268,-0.618) (-0.699,-5.553) (-0.587,-0.278)      0.14585
10    -11.23479  -6.40506   3.18616   1.31500  -3.53922 -32.91330       (-28.275,-0.622) (-0.693,-5.548) (-0.589,-0.290)      0.162056
11    -11.22361  -6.39935   3.18235   1.31309  -3.54131 -32.90855       (-28.282,-0.625) (-0.688,-5.542) (-0.591,-0.301)      0.178262
12    -11.21242  -6.39363   3.17854   1.31119  -3.54339 -32.90379       (-28.288,-0.629) (-0.682,-5.537) (-0.593,-0.313)      0.194467
13    -11.20124  -6.38791   3.17472   1.30928  -3.54548 -32.89903       (-28.295,-0.633) (-0.676,-5.531) (-0.595,-0.325)      0.210673
14    -11.19005  -6.38219   3.17091   1.30738  -3.54757 -32.89427       (-28.302,-0.637) (-0.670,-5.525) (-0.597,-0.336)      0.226878
15    -11.17887  -6.37648   3.16710   1.30547  -3.54965 -32.88952       (-28.308,-0.641) (-0.665,-5.520) (-0.598,-0.348)      0.243084
16    -11.16768  -6.37076   3.16329   1.30357  -3.55174 -32.88476       (-28.315,-0.645) (-0.659,-5.514) (-0.600,-0.360)      0.25929
17    -11.15650  -6.36504   3.15948   1.30166  -3.55383 -32.88000       (-28.322,-0.648) (-0.653,-5.509) (-0.602,-0.371)      0.275495
18    -11.14531  -6.35932   3.15567   1.29975  -3.55591 -32.87524       (-28.328,-0.652) (-0.648,-5.503) (-0.604,-0.383)      0.291701
19    -11.13413  -6.35361   3.15185   1.29785  -3.55800 -32.87049       (-28.335,-0.656) (-0.642,-5.498) (-0.606,-0.395)      0.307906
20    -11.12294  -6.34789   3.14804   1.29594  -3.56009 -32.86573       (-28.342,-0.660) (-0.636,-5.492) (-0.608,-0.406)      0.324112
21    -11.11176  -6.34217   3.14423   1.29404  -3.56217 -32.86097       (-28.348,-0.664) (-0.630,-5.487) (-0.610,-0.418)      0.340318
22    -11.10057  -6.33645   3.14042   1.29213  -3.56426 -32.85621       (-28.355,-0.667) (-0.625,-5.481) (-0.612,-0.430)      0.356523
23    -11.08939  -6.33074   3.13661   1.29023  -3.56635 -32.85146       (-28.362,-0.671) (-0.619,-5.476) (-0.614,-0.442)      0.372729
24    -11.07820  -6.32502   3.13280   1.28832  -3.56843 -32.84670       (-28.368,-0.675) (-0.613,-5.470) (-0.616,-0.453)      0.388934
25    -11.06702  -6.31930   3.12898   1.28641  -3.57052 -32.84194       (-28.375,-0.679) (-0.608,-5.465) (-0.617,-0.465)      0.40514
26    -11.05583  -6.31358   3.12517   1.28451  -3.57261 -32.83718       (-28.382,-0.683) (-0.602,-5.459) (-0.619,-0.477)      0.421346
27    -11.04465  -6.30787   3.12136   1.28260  -3.57469 -32.83243       (-28.388,-0.686) (-0.596,-5.453) (-0.621,-0.488)      0.437551
