Fol_2018-02-25.13_35_28.80_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -339.87537 -379.96071 -61.12533 -152.15437 -381.68658 135.45105       (-244.510,-16.703) (-204.424,-246.236) (-196.576,-135.451)      5.68434e-14
1    -339.77991 -379.78500 -61.26092 -152.01879 -381.55099 135.17987       (-244.605,-16.839) (-204.600,-246.371) (-196.441,-135.180)      0.410699
2    -339.68445 -379.60929 -61.39651 -151.88320 -381.41540 134.90870       (-244.701,-16.974) (-204.776,-246.507) (-196.305,-134.909)      0.821398
3    -339.58898 -379.43357 -61.53209 -151.74761 -381.27982 134.63753       (-244.796,-17.110) (-204.951,-246.642) (-196.170,-134.638)      1.2321
4    -339.49352 -379.25786 -61.66768 -151.61203 -381.14423 134.36635       (-244.892,-17.246) (-205.127,-246.778) (-196.034,-134.366)      1.6428
5    -339.39806 -379.08215 -61.80327 -151.47644 -381.00864 134.09518       (-244.987,-17.381) (-205.303,-246.913) (-195.898,-134.095)      2.0535
6    -339.30260 -378.90644 -61.93885 -151.34085 -380.87306 133.82401       (-245.082,-17.517) (-205.479,-247.049) (-195.763,-133.824)      2.46419
7    -339.20714 -378.73072 -62.07444 -151.20527 -380.73747 133.55283       (-245.178,-17.652) (-205.654,-247.185) (-195.627,-133.553)      2.87489
8    -339.11168 -378.55501 -62.21003 -151.06968 -380.60188 133.28166       (-245.273,-17.788) (-205.830,-247.320) (-195.492,-133.282)      3.28559
9    -339.01622 -378.37930 -62.34561 -150.93409 -380.46630 133.01049       (-245.369,-17.924) (-206.006,-247.456) (-195.356,-133.010)      3.69629
10    -338.92076 -378.20359 -62.48120 -150.79851 -380.33071 132.73931       (-245.464,-18.059) (-206.181,-247.591) (-195.221,-132.739)      4.10699
11    -338.82529 -378.02788 -62.61679 -150.66292 -380.19512 132.46814       (-245.560,-18.195) (-206.357,-247.727) (-195.085,-132.468)      4.51769
12    -338.72983 -377.85216 -62.75237 -150.52733 -380.05954 132.19697       (-245.655,-18.330) (-206.533,-247.863) (-194.949,-132.197)      4.92839
13    -338.63437 -377.67645 -62.88796 -150.39175 -379.92395 131.92580       (-245.751,-18.466) (-206.709,-247.998) (-194.814,-131.926)      5.33909
14    -338.53891 -377.50074 -63.02355 -150.25616 -379.78836 131.65462       (-245.846,-18.602) (-206.884,-248.134) (-194.678,-131.655)      5.74979
15    -338.44345 -377.32503 -63.15913 -150.12057 -379.65278 131.38345       (-245.942,-18.737) (-207.060,-248.269) (-194.543,-131.383)      6.16049
16    -338.34799 -377.14932 -63.29472 -149.98499 -379.51719 131.11228       (-246.037,-18.873) (-207.236,-248.405) (-194.407,-131.112)      6.57119
17    -338.25253 -376.97360 -63.43031 -149.84940 -379.38160 130.84110       (-246.133,-19.008) (-207.411,-248.541) (-194.271,-130.841)      6.98188
18    -338.15707 -376.79789 -63.56589 -149.71381 -379.24602 130.56993       (-246.228,-19.144) (-207.587,-248.676) (-194.136,-130.570)      7.39258
19    -338.06161 -376.62218 -63.70148 -149.57823 -379.11043 130.29876       (-246.323,-19.279) (-207.763,-248.812) (-194.000,-130.299)      7.80328
20    -337.96614 -376.44647 -63.83707 -149.44264 -378.97484 130.02758       (-246.419,-19.415) (-207.939,-248.947) (-193.865,-130.028)      8.21398
21    -337.87068 -376.27076 -63.97265 -149.30705 -378.83926 129.75641       (-246.514,-19.551) (-208.114,-249.083) (-193.729,-129.756)      8.62468
22    -337.77522 -376.09504 -64.10824 -149.17147 -378.70367 129.48524       (-246.610,-19.686) (-208.290,-249.218) (-193.593,-129.485)      9.03538
23    -337.67976 -375.91933 -64.24382 -149.03588 -378.56808 129.21406       (-246.705,-19.822) (-208.466,-249.354) (-193.458,-129.214)      9.44608
24    -337.58430 -375.74362 -64.37941 -148.90029 -378.43250 128.94289       (-246.801,-19.957) (-208.641,-249.490) (-193.322,-128.943)      9.85678
25    -337.48884 -375.56791 -64.51500 -148.76471 -378.29691 128.67172       (-246.896,-20.093) (-208.817,-249.625) (-193.187,-128.672)      10.2675
26    -337.39338 -375.39220 -64.65058 -148.62912 -378.16132 128.40054       (-246.992,-20.229) (-208.993,-249.761) (-193.051,-128.401)      10.6782
27    -337.29792 -375.21648 -64.78617 -148.49353 -378.02574 128.12937       (-247.087,-20.364) (-209.169,-249.896) (-192.916,-128.129)      11.0889
28    -337.20245 -375.04077 -64.92176 -148.35795 -377.89015 127.85820       (-247.183,-20.500) (-209.344,-250.032) (-192.780,-127.858)      11.4996
29    -337.10699 -374.86506 -65.05734 -148.22236 -377.75456 127.58702       (-247.278,-20.635) (-209.520,-250.168) (-192.644,-127.587)      11.9103
30    -337.01153 -374.68935 -65.19293 -148.08677 -377.61898 127.31585       (-247.373,-20.771) (-209.696,-250.303) (-192.509,-127.316)      12.321
31    -336.91607 -374.51363 -65.32852 -147.95119 -377.48339 127.04468       (-247.469,-20.907) (-209.871,-250.439) (-192.373,-127.045)      12.7317
32    -336.82061 -374.33792 -65.46410 -147.81560 -377.34780 126.77350       (-247.564,-21.042) (-210.047,-250.574) (-192.238,-126.774)      13.1424
33    -336.72515 -374.16221 -65.59969 -147.68001 -377.21222 126.50233       (-247.660,-21.178) (-210.223,-250.710) (-192.102,-126.502)      13.5531
34    -336.62969 -373.98650 -65.73528 -147.54443 -377.07663 126.23116       (-247.755,-21.313) (-210.399,-250.845) (-191.966,-126.231)      13.9638
35    -336.53423 -373.81079 -65.87086 -147.40884 -376.94104 125.95998       (-247.851,-21.449) (-210.574,-250.981) (-191.831,-125.960)      14.3745
36    -336.43877 -373.63507 -66.00645 -147.27325 -376.80546 125.68881       (-247.946,-21.584) (-210.750,-251.117) (-191.695,-125.689)      14.7852
37    -336.34330 -373.45936 -66.14204 -147.13767 -376.66987 125.41764       (-248.042,-21.720) (-210.926,-251.252) (-191.560,-125.418)      15.1959
38    -336.24784 -373.28365 -66.27762 -147.00208 -376.53428 125.14646       (-248.137,-21.856) (-211.101,-251.388) (-191.424,-125.146)      15.6066
