10PERCENT_2018-03-07.11_27_17.598_.txt     Output is probe cell, reduced cell, NCDist distance between
32      1.33894 -12.59682 -12.83617 -34.84582   5.82368 -31.39426       (-1.339,-21.559) (-8.580,-0.150) (-4.184,-32.733)      0.604692
33      1.33608 -12.59252 -12.82691 -34.83160   5.81730 -31.39569       (-1.336,-21.573) (-8.584,-0.144) (-4.194,-32.732)      0.623589
34      1.33321 -12.58822 -12.81766 -34.81739   5.81091 -31.39712       (-1.333,-21.588) (-8.589,-0.137) (-4.203,-32.730)      0.642486
35      1.33035 -12.58393 -12.80841 -34.80318   5.80452 -31.39855       (-1.330,-21.602) (-8.593,-0.131) (-4.212,-32.729)      0.661382
36      1.32748 -12.57963 -12.79915 -34.78897   5.79813 -31.39998       (-1.327,-21.616) (-8.597,-0.125) (-4.221,-32.727)      0.680279
37      1.32462 -12.57534 -12.78990 -34.77476   5.79174 -31.40142       (-1.325,-21.630) (-8.601,-0.118) (-4.231,-32.726)      0.699176
38      1.32176 -12.57104 -12.78065 -34.76055   5.78535 -31.40285       (-1.322,-21.644) (-8.606,-0.112) (-4.240,-32.725)      0.718072
39      1.31889 -12.56674 -12.77140 -34.74634   5.77896 -31.40428       (-1.319,-21.659) (-8.610,-0.105) (-4.249,-32.723)      0.736969
40      1.31603 -12.56245 -12.76214 -34.73213   5.77257 -31.40571       (-1.316,-21.673) (-8.614,-0.099) (-4.258,-32.722)      0.755865
41      1.31316 -12.55815 -12.75289 -34.71792   5.76618 -31.40714       (-1.313,-21.687) (-8.619,-0.093) (-4.268,-32.720)      0.774762
42      1.31030 -12.55386 -12.74364 -34.70371   5.75979 -31.40858       (-1.310,-21.701) (-8.623,-0.086) (-4.277,-32.719)      0.793659
43      1.30744 -12.54956 -12.73438 -34.68950   5.75340 -31.41001       (-1.307,-21.716) (-8.627,-0.080) (-4.286,-32.717)      0.812555
44      1.30457 -12.54526 -12.72513 -34.67529   5.74701 -31.41144       (-1.305,-21.730) (-8.632,-0.073) (-4.295,-32.716)      0.831452
45      1.30171 -12.54097 -12.71588 -34.66108   5.74063 -31.41287       (-1.302,-21.744) (-8.636,-0.067) (-4.305,-32.715)      0.850349
46      1.29884 -12.53667 -12.70662 -34.64687   5.73424 -31.41430       (-1.299,-21.758) (-8.640,-0.061) (-4.314,-32.713)      0.869245
47      1.29598 -12.53238 -12.69737 -34.63266   5.72785 -31.41574       (-1.296,-21.772) (-8.644,-0.054) (-4.323,-32.712)      0.888142
48      1.29312 -12.52808 -12.68812 -34.61845   5.72146 -31.41717       (-1.293,-21.787) (-8.649,-0.048) (-4.333,-32.710)      0.907039
49      1.29025 -12.52378 -12.67886 -34.60424   5.71507 -31.41860       (-1.290,-21.801) (-8.653,-0.042) (-4.342,-32.709)      0.925935
50      1.28739 -12.51949 -12.66961 -34.59003   5.70868 -31.42003       (-1.287,-21.815) (-8.657,-0.035) (-4.351,-32.707)      0.944832
51      1.28452 -12.51519 -12.66036 -34.57582   5.70229 -31.42146       (-1.285,-21.829) (-8.662,-0.029) (-4.360,-32.706)      0.963728
52      1.28166 -12.51090 -12.65110 -34.56161   5.69590 -31.42290       (-1.282,-21.843) (-8.666,-0.022) (-4.370,-32.705)      0.982625
53      1.27880 -12.50660 -12.64185 -34.54740   5.68951 -31.42433       (-1.279,-21.858) (-8.670,-0.016) (-4.379,-32.703)      1.00152
54      1.27593 -12.50230 -12.63260 -34.53319   5.68312 -31.42576       (-1.276,-21.872) (-8.675,-0.010) (-4.388,-32.702)      1.02042
55      1.27307 -12.49801 -12.62334 -34.51898   5.67673 -31.42719       (-1.273,-21.886) (-8.679,-0.003) (-4.397,-32.700)      1.03932
56      1.27020 -12.49371 -12.61409 -34.50477   5.67035 -31.42862       (-4.403,-21.897) (-8.686,-0.003) (-1.267,-32.696)      1.05572
57      1.26734 -12.48942 -12.60484 -34.49056   5.66396 -31.43006       (-4.406,-21.905) (-8.697,-0.010) (-1.258,-32.688)      1.06975
58      1.26447 -12.48512 -12.59559 -34.47635   5.65757 -31.43149       (-4.409,-21.913) (-8.708,-0.016) (-1.248,-32.680)      1.08395
59      1.26161 -12.48082 -12.58633 -34.46214   5.65118 -31.43292       (-4.412,-21.921) (-8.718,-0.022) (-1.239,-32.672)      1.0983
60      1.25875 -12.47653 -12.57708 -34.44793   5.64479 -31.43435       (-4.415,-21.928) (-8.729,-0.029) (-1.230,-32.664)      1.1128
61      1.25588 -12.47223 -12.56783 -34.43372   5.63840 -31.43578       (-4.418,-21.936) (-8.740,-0.035) (-1.221,-32.657)      1.12744
62      1.25302 -12.46793 -12.55857 -34.41951   5.63201 -31.43722       (-4.421,-21.944) (-8.750,-0.042) (-1.211,-32.649)      1.14222
63      1.25015 -12.46364 -12.54932 -34.40530   5.62562 -31.43865       (-4.423,-21.952) (-8.761,-0.048) (-1.202,-32.641)      1.15713
64      1.24729 -12.45934 -12.54007 -34.39109   5.61923 -31.44008       (-4.426,-21.960) (-8.772,-0.054) (-1.193,-32.633)      1.17217
65      1.24443 -12.45505 -12.53081 -34.37688   5.61284 -31.44151       (-4.429,-21.967) (-8.782,-0.061) (-1.184,-32.625)      1.18733
66      1.24156 -12.45075 -12.52156 -34.36267   5.60645 -31.44294       (-4.432,-21.975) (-8.793,-0.067) (-1.174,-32.617)      1.20261
67      1.23870 -12.44645 -12.51231 -34.34846   5.60007 -31.44438       (-4.435,-21.983) (-8.804,-0.073) (-1.165,-32.610)      1.218
68      1.23583 -12.44216 -12.50305 -34.33425   5.59368 -31.44581       (-4.438,-21.991) (-8.815,-0.080) (-1.156,-32.602)      1.2335
69      1.23297 -12.43786 -12.49380 -34.32004   5.58729 -31.44724       (-4.441,-21.999) (-8.825,-0.086) (-1.147,-32.594)      1.2491
70      1.23011 -12.43357 -12.48455 -34.30583   5.58090 -31.44867       (-4.443,-22.007) (-8.836,-0.093) (-1.137,-32.586)      1.26481
71      1.22724 -12.42927 -12.47529 -34.29162   5.57451 -31.45010       (-4.446,-22.014) (-8.847,-0.099) (-1.128,-32.578)      1.28061
72      1.22438 -12.42497 -12.46604 -34.27740   5.56812 -31.45154       (-4.449,-22.022) (-8.857,-0.105) (-1.119,-32.570)      1.29651
73      1.22151 -12.42068 -12.45679 -34.26319   5.56173 -31.45297       (-4.452,-22.030) (-8.868,-0.112) (-1.110,-32.563)      1.31249
74      1.21865 -12.41638 -12.44753 -34.24898   5.55534 -31.45440       (-4.455,-22.038) (-8.879,-0.118) (-1.100,-32.555)      1.32857
75      1.21579 -12.41209 -12.43828 -34.23477   5.54895 -31.45583       (-4.458,-22.046) (-8.889,-0.125) (-1.091,-32.547)      1.34472
76      1.21292 -12.40779 -12.42903 -34.22056   5.54256 -31.45726       (-4.461,-22.053) (-8.900,-0.131) (-1.082,-32.539)      1.36096
77      1.21006 -12.40349 -12.41978 -34.20635   5.53617 -31.45870       (-4.463,-22.061) (-8.911,-0.137) (-1.073,-32.531)      1.37728
78      1.20719 -12.39920 -12.41052 -34.19214   5.52978 -31.46013       (-4.466,-22.069) (-8.921,-0.144) (-1.063,-32.524)      1.39367
79      1.20433 -12.39490 -12.40127 -34.17793   5.52340 -31.46156       (-4.469,-22.077) (-8.932,-0.150) (-1.054,-32.516)      1.41013
80      1.20147 -12.39061 -12.39202 -34.16372   5.51701 -31.46299       (-4.472,-22.085) (-8.943,-0.157) (-1.045,-32.508)      1.42667
81      1.19860 -12.38631 -12.38276 -34.14951   5.51062 -31.46442       (-4.475,-22.093) (-8.953,-0.163) (-1.036,-32.500)      1.44327
82      1.19574 -12.38201 -12.37351 -34.13530   5.50423 -31.46586       (-4.478,-22.100) (-8.964,-0.169) (-1.026,-32.492)      1.45994
83      1.19287 -12.37772 -12.36426 -34.12109   5.49784 -31.46729       (-4.481,-22.108) (-8.975,-0.176) (-1.017,-32.484)      1.47667
84      1.19001 -12.37342 -12.35500 -34.10688   5.49145 -31.46872       (-4.484,-22.116) (-8.985,-0.182) (-1.008,-32.477)      1.49346
85      1.18715 -12.36913 -12.34575 -34.09267   5.48506 -31.47015       (-4.486,-22.124) (-8.996,-0.188) (-0.999,-32.469)      1.51031
86      1.18428 -12.36483 -12.33650 -34.07846   5.47867 -31.47158       (-4.489,-22.132) (-9.007,-0.195) (-0.989,-32.461)      1.52722
87      1.18142 -12.36053 -12.32724 -34.06425   5.47228 -31.47302       (-4.492,-22.140) (-9.018,-0.201) (-0.980,-32.453)      1.54418
88      1.17855 -12.35624 -12.31799 -34.05004   5.46589 -31.47445       (-4.495,-22.147) (-9.028,-0.208) (-0.971,-32.445)      1.5612
89      1.17569 -12.35194 -12.30874 -34.03583   5.45950 -31.47588       (-4.498,-22.155) (-9.039,-0.214) (-0.962,-32.438)      1.57827
90      1.17283 -12.34764 -12.29948 -34.02162   5.45312 -31.47731       (-4.501,-22.163) (-9.050,-0.220) (-0.952,-32.430)      1.59539
91      1.16996 -12.34335 -12.29023 -34.00741   5.44673 -31.47875       (-4.504,-22.171) (-9.060,-0.227) (-0.943,-32.422)      1.61256
92      1.16710 -12.33905 -12.28098 -33.99320   5.44034 -31.48018       (-4.506,-22.179) (-9.071,-0.233) (-0.934,-32.414)      1.62977
93      1.16423 -12.33476 -12.27172 -33.97899   5.43395 -31.48161       (-4.509,-22.186) (-9.082,-0.240) (-0.925,-32.406)      1.64703
94      1.16137 -12.33046 -12.26247 -33.96478   5.42756 -31.48304       (-4.512,-22.194) (-9.092,-0.246) (-0.915,-32.398)      1.66433
95      1.15851 -12.32616 -12.25322 -33.95057   5.42117 -31.48447       (-4.515,-22.202) (-9.103,-0.252) (-0.906,-32.391)      1.68168
96      1.15564 -12.32187 -12.24396 -33.93636   5.41478 -31.48591       (-4.518,-22.210) (-9.114,-0.259) (-0.897,-32.383)      1.69907
97      1.15278 -12.31757 -12.23471 -33.92215   5.40839 -31.48734       (-4.521,-22.218) (-9.124,-0.265) (-0.888,-32.375)      1.71649
98      1.14991 -12.31328 -12.22546 -33.90794   5.40200 -31.48877       (-4.524,-22.226) (-9.135,-0.272) (-0.878,-32.367)      1.73396
99      1.14705 -12.30898 -12.21621 -33.89373   5.39561 -31.49020       (-4.526,-22.233) (-9.146,-0.278) (-0.869,-32.359)      1.75146
100      1.14419 -12.30468 -12.20695 -33.87952   5.38922 -31.49163       (-4.529,-22.241) (-9.156,-0.284) (-0.860,-32.351)      1.769
101      1.14132 -12.30039 -12.19770 -33.86531   5.38284 -31.49307       (-4.532,-22.249) (-9.167,-0.291) (-0.851,-32.344)      1.78658
102      1.13846 -12.29609 -12.18845 -33.85110   5.37645 -31.49450       (-4.535,-22.257) (-9.178,-0.297) (-0.841,-32.336)      1.80419
103      1.13559 -12.29180 -12.17919 -33.83689   5.37006 -31.49593       (-4.538,-22.265) (-9.189,-0.303) (-0.832,-32.328)      1.82184
104      1.13273 -12.28750 -12.16994 -33.82268   5.36367 -31.49736       (-4.541,-22.272) (-9.199,-0.310) (-0.823,-32.320)      1.83951
105      1.12986 -12.28320 -12.16069 -33.80847   5.35728 -31.49879       (-4.544,-22.280) (-9.210,-0.316) (-0.814,-32.312)      1.85722
106      1.12700 -12.27891 -12.15143 -33.79426   5.35089 -31.50023       (-4.547,-22.288) (-9.221,-0.323) (-0.804,-32.305)      1.87496
107      1.12414 -12.27461 -12.14218 -33.78005   5.34450 -31.50166       (-4.549,-22.296) (-9.231,-0.329) (-0.795,-32.297)      1.89273
108      1.12127 -12.27032 -12.13293 -33.76584   5.33811 -31.50309       (-4.552,-22.304) (-9.242,-0.335) (-0.786,-32.289)      1.91053
109      1.11841 -12.26602 -12.12367 -33.75163   5.33172 -31.50452       (-4.555,-22.312) (-9.253,-0.342) (-0.777,-32.281)      1.92835
110      1.11554 -12.26172 -12.11442 -33.73741   5.32533 -31.50595       (-4.558,-22.319) (-9.263,-0.348) (-0.767,-32.273)      1.94621
111      1.11268 -12.25743 -12.10517 -33.72320   5.31894 -31.50739       (-4.561,-22.327) (-9.274,-0.355) (-0.758,-32.265)      1.96409
112      1.10982 -12.25313 -12.09591 -33.70899   5.31255 -31.50882       (-4.564,-22.335) (-9.285,-0.361) (-0.749,-32.258)      1.98199
113      1.10695 -12.24884 -12.08666 -33.69478   5.30617 -31.51025       (-4.567,-22.343) (-9.295,-0.367) (-0.740,-32.250)      1.99992
114      1.10409 -12.24454 -12.07741 -33.68057   5.29978 -31.51168       (-4.569,-22.351) (-9.306,-0.374) (-0.730,-32.242)      2.01788
115      1.10122 -12.24024 -12.06815 -33.66636   5.29339 -31.51311       (-4.572,-22.359) (-9.317,-0.380) (-0.721,-32.234)      2.03586
116      1.09836 -12.23595 -12.05890 -33.65215   5.28700 -31.51455       (-4.575,-22.366) (-9.327,-0.387) (-0.712,-32.226)      2.05386
117      1.09550 -12.23165 -12.04965 -33.63794   5.28061 -31.51598       (-4.578,-22.374) (-9.338,-0.393) (-0.703,-32.219)      2.07189
118      1.09263 -12.22736 -12.04040 -33.62373   5.27422 -31.51741       (-4.581,-22.382) (-9.349,-0.399) (-0.693,-32.211)      2.08994
119      1.08977 -12.22306 -12.03114 -33.60952   5.26783 -31.51884       (-4.584,-22.390) (-9.359,-0.406) (-0.684,-32.203)      2.10801
120      1.08690 -12.21876 -12.02189 -33.59531   5.26144 -31.52027       (-4.587,-22.398) (-9.370,-0.412) (-0.675,-32.195)      2.1261
121      1.08404 -12.21447 -12.01264 -33.58110   5.25505 -31.52171       (-4.590,-22.405) (-9.381,-0.418) (-0.666,-32.187)      2.14421
122      1.08118 -12.21017 -12.00338 -33.56689   5.24866 -31.52314       (-4.592,-22.413) (-9.392,-0.425) (-0.656,-32.179)      2.16234
123      1.07831 -12.20587 -11.99413 -33.55268   5.24227 -31.52457       (-4.595,-22.421) (-9.402,-0.431) (-0.647,-32.172)      2.18049
124      1.07545 -12.20158 -11.98488 -33.53847   5.23589 -31.52600       (-4.598,-22.429) (-9.413,-0.438) (-0.638,-32.164)      2.19866
125      1.07258 -12.19728 -11.97562 -33.52426   5.22950 -31.52743       (-4.601,-22.437) (-9.424,-0.444) (-0.629,-32.156)      2.21685
126      1.06972 -12.19299 -11.96637 -33.51005   5.22311 -31.52887       (-4.604,-22.445) (-9.434,-0.450) (-0.619,-32.148)      2.23506
127      1.06686 -12.18869 -11.95712 -33.49584   5.21672 -31.53030       (-4.607,-22.452) (-9.445,-0.457) (-0.610,-32.140)      2.25328
128      1.06399 -12.18439 -11.94786 -33.48163   5.21033 -31.53173       (-4.610,-22.460) (-9.456,-0.463) (-0.601,-32.133)      2.27152
129      1.06113 -12.18010 -11.93861 -33.46742   5.20394 -31.53316       (-4.612,-22.468) (-9.466,-0.470) (-0.592,-32.125)      2.28978
130      1.05826 -12.17580 -11.92936 -33.45321   5.19755 -31.53459       (-4.615,-22.476) (-9.477,-0.476) (-0.582,-32.117)      2.30805
131      1.05540 -12.17151 -11.92010 -33.43900   5.19116 -31.53603       (-4.618,-22.484) (-9.488,-0.482) (-0.573,-32.109)      2.32634
132      1.05254 -12.16721 -11.91085 -33.42479   5.18477 -31.53746       (-4.621,-22.491) (-9.498,-0.489) (-0.564,-32.101)      2.34465
133      1.04967 -12.16291 -11.90160 -33.41058   5.17838 -31.53889       (-4.624,-22.499) (-9.509,-0.495) (-0.555,-32.093)      2.36297
134      1.04681 -12.15862 -11.89234 -33.39637   5.17199 -31.54032       (-4.627,-22.507) (-9.520,-0.502) (-0.545,-32.086)      2.3813
135      1.04394 -12.15432 -11.88309 -33.38216   5.16561 -31.54175       (-4.630,-22.515) (-9.530,-0.508) (-0.536,-32.078)      2.39965
136      1.04108 -12.15003 -11.87384 -33.36795   5.15922 -31.54319       (-4.632,-22.523) (-9.541,-0.514) (-0.527,-32.070)      2.41802
137      1.03822 -12.14573 -11.86459 -33.35374   5.15283 -31.54462       (-4.635,-22.531) (-9.552,-0.521) (-0.517,-32.062)      2.4364
138      1.03535 -12.14143 -11.85533 -33.33953   5.14644 -31.54605       (-4.638,-22.538) (-9.562,-0.527) (-0.508,-32.054)      2.45479
139      1.03249 -12.13714 -11.84608 -33.32532   5.14005 -31.54748       (-4.641,-22.546) (-9.573,-0.533) (-0.499,-32.046)      2.4732
140      1.02962 -12.13284 -11.83683 -33.31111   5.13366 -31.54891       (-4.644,-22.554) (-9.584,-0.540) (-0.490,-32.039)      2.49161
141      1.02676 -12.12855 -11.82757 -33.29690   5.12727 -31.55035       (-4.647,-22.562) (-9.595,-0.546) (-0.480,-32.031)      2.51005
142      1.02390 -12.12425 -11.81832 -33.28269   5.12088 -31.55178       (-4.650,-22.570) (-9.605,-0.553) (-0.471,-32.023)      2.52849
143      1.02103 -12.11995 -11.80907 -33.26848   5.11449 -31.55321       (-4.653,-22.578) (-9.616,-0.559) (-0.462,-32.015)      2.54694
144      1.01817 -12.11566 -11.79981 -33.25427   5.10810 -31.55464       (-4.655,-22.585) (-9.627,-0.565) (-0.453,-32.007)      2.56541
145      1.01530 -12.11136 -11.79056 -33.24006   5.10171 -31.55607       (-4.658,-22.593) (-9.637,-0.572) (-0.443,-32.000)      2.58389
146      1.01244 -12.10707 -11.78131 -33.22585   5.09532 -31.55751       (-4.661,-22.601) (-9.648,-0.578) (-0.434,-31.992)      2.60238
147      1.00958 -12.10277 -11.77205 -33.21164   5.08894 -31.55894       (-4.664,-22.609) (-9.659,-0.585) (-0.425,-31.984)      2.62088
148      1.00671 -12.09847 -11.76280 -33.19743   5.08255 -31.56037       (-4.667,-22.617) (-9.669,-0.591) (-0.416,-31.976)      2.6394
149      1.00385 -12.09418 -11.75355 -33.18321   5.07616 -31.56180       (-4.670,-22.624) (-9.680,-0.597) (-0.406,-31.968)      2.65792
150      1.00098 -12.08988 -11.74429 -33.16900   5.06977 -31.56323       (-4.673,-22.632) (-9.691,-0.604) (-0.397,-31.960)      2.67645
151      0.99812 -12.08558 -11.73504 -33.15479   5.06338 -31.56467       (-4.675,-22.640) (-9.701,-0.610) (-0.388,-31.953)      2.695
152      0.99525 -12.08129 -11.72579 -33.14058   5.05699 -31.56610       (-4.678,-22.648) (-9.712,-0.617) (-0.379,-31.945)      2.71355
153      0.99239 -12.07699 -11.71653 -33.12637   5.05060 -31.56753       (-4.681,-22.656) (-9.723,-0.623) (-0.369,-31.937)      2.73212
154      0.98953 -12.07270 -11.70728 -33.11216   5.04421 -31.56896       (-4.684,-22.664) (-9.733,-0.629) (-0.360,-31.929)      2.75069
155      0.98666 -12.06840 -11.69803 -33.09795   5.03782 -31.57039       (-4.687,-22.671) (-9.744,-0.636) (-0.351,-31.921)      2.76927
156      0.98380 -12.06410 -11.68878 -33.08374   5.03143 -31.57183       (-4.690,-22.679) (-9.755,-0.642) (-0.342,-31.914)      2.78787
157      0.98093 -12.05981 -11.67952 -33.06953   5.02504 -31.57326       (-4.693,-22.687) (-9.766,-0.648) (-0.332,-31.906)      2.80647
158      0.97807 -12.05551 -11.67027 -33.05532   5.01866 -31.57469       (-4.695,-22.695) (-9.776,-0.655) (-0.323,-31.898)      2.82508
159      0.97521 -12.05122 -11.66102 -33.04111   5.01227 -31.57612       (-4.698,-22.703) (-9.787,-0.661) (-0.314,-31.890)      2.8437
160      0.97234 -12.04692 -11.65176 -33.02690   5.00588 -31.57755       (-4.701,-22.710) (-9.798,-0.668) (-0.305,-31.882)      2.86233
161      0.96948 -12.04262 -11.64251 -33.01269   4.99949 -31.57899       (-4.704,-22.718) (-9.808,-0.674) (-0.295,-31.874)      2.88096
162      0.96661 -12.03833 -11.63326 -32.99848   4.99310 -31.58042       (-4.707,-22.726) (-9.819,-0.680) (-0.286,-31.867)      2.89961
163      0.96375 -12.03403 -11.62400 -32.98427   4.98671 -31.58185       (-4.710,-22.734) (-9.830,-0.687) (-0.277,-31.859)      2.91826
164      0.96089 -12.02974 -11.61475 -32.97006   4.98032 -31.58328       (-4.713,-22.742) (-9.840,-0.693) (-0.268,-31.851)      2.93692
165      0.95802 -12.02544 -11.60550 -32.95585   4.97393 -31.58471       (-4.716,-22.750) (-9.851,-0.700) (-0.258,-31.843)      2.95559
166      0.95516 -12.02114 -11.59624 -32.94164   4.96754 -31.58615       (-4.718,-22.757) (-9.862,-0.706) (-0.249,-31.835)      2.97426
167      0.95229 -12.01685 -11.58699 -32.92743   4.96115 -31.58758       (-4.721,-22.765) (-9.872,-0.712) (-0.240,-31.827)      2.99295
168      0.94943 -12.01255 -11.57774 -32.91322   4.95476 -31.58901       (-4.724,-22.773) (-9.883,-0.719) (-0.231,-31.820)      3.01164
169      0.94657 -12.00826 -11.56848 -32.89901   4.94838 -31.59044       (-4.727,-22.781) (-9.894,-0.725) (-0.221,-31.812)      3.03034
170      0.94370 -12.00396 -11.55923 -32.88480   4.94199 -31.59187       (-4.730,-22.789) (-9.904,-0.732) (-0.212,-31.804)      3.04904
171      0.94084 -11.99966 -11.54998 -32.87059   4.93560 -31.59331       (-4.733,-22.797) (-9.915,-0.738) (-0.203,-31.796)      3.06775
172      0.93797 -11.99537 -11.54072 -32.85638   4.92921 -31.59474       (-4.736,-22.804) (-9.926,-0.744) (-0.194,-31.788)      3.08647
173      0.93511 -11.99107 -11.53147 -32.84217   4.92282 -31.59617       (-4.738,-22.812) (-9.936,-0.751) (-0.184,-31.781)      3.1052
174      0.93225 -11.98678 -11.52222 -32.82796   4.91643 -31.59760       (-4.741,-22.820) (-9.947,-0.757) (-0.175,-31.773)      3.12393
175      0.92938 -11.98248 -11.51297 -32.81375   4.91004 -31.59903       (-4.744,-22.828) (-9.958,-0.764) (-0.166,-31.765)      3.14267
176      0.92652 -11.97818 -11.50371 -32.79954   4.90365 -31.60047       (-4.747,-22.836) (-9.969,-0.770) (-0.157,-31.757)      3.16141
177      0.92365 -11.97389 -11.49446 -32.78533   4.89726 -31.60190       (-4.750,-22.843) (-9.979,-0.776) (-0.147,-31.749)      3.18016
178      0.92079 -11.96959 -11.48521 -32.77112   4.89087 -31.60333       (-4.753,-22.851) (-9.990,-0.783) (-0.138,-31.741)      3.19892
179      0.91793 -11.96530 -11.47595 -32.75691   4.88448 -31.60476       (-4.756,-22.859) (-10.001,-0.789) (-0.129,-31.734)      3.21768
180      0.91506 -11.96100 -11.46670 -32.74270   4.87809 -31.60619       (-4.758,-22.867) (-10.011,-0.795) (-0.120,-31.726)      3.23645
181      0.91220 -11.95670 -11.45745 -32.72849   4.87171 -31.60763       (-4.761,-22.875) (-10.022,-0.802) (-0.110,-31.718)      3.25523
182      0.90933 -11.95241 -11.44819 -32.71428   4.86532 -31.60906       (-4.764,-22.883) (-10.033,-0.808) (-0.101,-31.710)      3.27401
183      0.90647 -11.94811 -11.43894 -32.70007   4.85893 -31.61049       (-4.767,-22.890) (-10.043,-0.815) (-0.092,-31.702)      3.29279
184      0.90361 -11.94381 -11.42969 -32.68586   4.85254 -31.61192       (-4.770,-22.898) (-10.054,-0.821) (-0.083,-31.695)      3.31158
