Fol_2018-03-05.09_12_29.27_.txt     Output is probe cell, reduced cell, NCDist distance between
0      4.48204 -10.53459   6.97724  -5.85527 -32.28135 -52.47669       (-11.459,-1.313) (-34.291,-6.977) (-2.386,-1.122)      1.77636e-15
1      4.47644 -10.53552   6.96327  -5.85180 -32.25035 -52.45848       (-11.440,-1.349) (-34.319,-6.963) (-2.408,-1.111)      0.0569947
2      4.47083 -10.53644   6.94930  -5.84833 -32.21935 -52.44028       (-11.420,-1.385) (-34.347,-6.949) (-2.430,-1.101)      0.113989
3      4.46522 -10.53737   6.93533  -5.84485 -32.18835 -52.42207       (-11.401,-1.421) (-34.375,-6.935) (-2.452,-1.090)      0.170984
4      4.45961 -10.53829   6.92137  -5.84138 -32.15735 -52.40387       (-11.381,-1.457) (-34.403,-6.921) (-2.474,-1.080)      0.227979
5      4.45400 -10.53922   6.90740  -5.83791 -32.12635 -52.38567       (-11.361,-1.493) (-34.431,-6.907) (-2.496,-1.069)      0.284974
6      4.44839 -10.54015   6.89343  -5.83443 -32.09536 -52.36746       (-11.342,-1.529) (-34.459,-6.893) (-2.518,-1.059)      0.341968
7      4.44278 -10.54107   6.87946  -5.83096 -32.06436 -52.34926       (-11.322,-1.565) (-34.487,-6.879) (-2.540,-1.049)      0.398963
8      4.43717 -10.54200   6.86549  -5.82749 -32.03336 -52.33106       (-11.303,-1.600) (-34.515,-6.865) (-2.563,-1.038)      0.455958
9      4.43156 -10.54292   6.85152  -5.82401 -32.00236 -52.31285       (-11.283,-1.636) (-34.543,-6.852) (-2.585,-1.028)      0.512953
10      4.42595 -10.54385   6.83756  -5.82054 -31.97136 -52.29465       (-11.264,-1.672) (-34.571,-6.838) (-2.607,-1.017)      0.569947
11      4.42034 -10.54477   6.82359  -5.81707 -31.94036 -52.27645       (-11.244,-1.708) (-34.599,-6.824) (-2.629,-1.007)      0.626942
12      4.41473 -10.54570   6.80962  -5.81359 -31.90936 -52.25824       (-11.224,-1.744) (-34.627,-6.810) (-2.651,-0.996)      0.683937
13      4.40912 -10.54663   6.79565  -5.81012 -31.87836 -52.24004       (-11.205,-1.780) (-34.655,-6.796) (-2.673,-0.986)      0.740931
14      4.40351 -10.54755   6.78168  -5.80665 -31.84736 -52.22184       (-11.185,-1.816) (-34.683,-6.782) (-2.695,-0.975)      0.797926
15      4.39790 -10.54848   6.76771  -5.80317 -31.81636 -52.20363       (-11.166,-1.852) (-34.711,-6.768) (-2.717,-0.965)      0.854921
16      4.39229 -10.54940   6.75374  -5.79970 -31.78537 -52.18543       (-11.146,-1.888) (-34.739,-6.754) (-2.740,-0.954)      0.911916
17      4.38668 -10.55033   6.73978  -5.79623 -31.75437 -52.16723       (-11.126,-1.923) (-34.767,-6.740) (-2.762,-0.944)      0.96891
18      4.38107 -10.55125   6.72581  -5.79275 -31.72337 -52.14902       (-11.107,-1.959) (-34.795,-6.726) (-2.784,-0.933)      1.02591
19      4.37546 -10.55218   6.71184  -5.78928 -31.69237 -52.13082       (-11.087,-1.995) (-34.823,-6.712) (-2.806,-0.923)      1.0829
20      4.36985 -10.55310   6.69787  -5.78581 -31.66137 -52.11262       (-11.068,-2.031) (-34.851,-6.698) (-2.828,-0.912)      1.13989
21      4.36424 -10.55403   6.68390  -5.78233 -31.63037 -52.09441       (-11.048,-2.067) (-34.879,-6.684) (-2.850,-0.902)      1.19689
22      4.35863 -10.55496   6.66993  -5.77886 -31.59937 -52.07621       (-11.029,-2.103) (-34.907,-6.670) (-2.872,-0.891)      1.25388
23      4.35302 -10.55588   6.65597  -5.77539 -31.56837 -52.05801       (-11.009,-2.139) (-34.935,-6.656) (-2.894,-0.881)      1.31088
24      4.34741 -10.55681   6.64200  -5.77192 -31.53737 -52.03980       (-10.989,-2.175) (-34.963,-6.642) (-2.917,-0.870)      1.36787
25      4.34180 -10.55773   6.62803  -5.76844 -31.50638 -52.02160       (-10.970,-2.211) (-34.991,-6.628) (-2.939,-0.860)      1.42487
26      4.33619 -10.55866   6.61406  -5.76497 -31.47538 -52.00339       (-10.950,-2.246) (-35.019,-6.614) (-2.961,-0.849)      1.48186
27      4.33059 -10.55958   6.60009  -5.76150 -31.44438 -51.98519       (-10.931,-2.282) (-35.047,-6.600) (-2.983,-0.839)      1.53886
28      4.32498 -10.56051   6.58612  -5.75802 -31.41338 -51.96699       (-10.911,-2.318) (-35.075,-6.586) (-3.005,-0.828)      1.59585
29      4.31937 -10.56143   6.57215  -5.75455 -31.38238 -51.94878       (-10.892,-2.354) (-35.103,-6.572) (-3.027,-0.818)      1.65285
30      4.31376 -10.56236   6.55819  -5.75108 -31.35138 -51.93058       (-10.872,-2.390) (-35.131,-6.558) (-3.049,-0.807)      1.70984
31      4.30815 -10.56329   6.54422  -5.74760 -31.32038 -51.91238       (-10.852,-2.426) (-35.159,-6.544) (-3.071,-0.797)      1.76684
