10PERCENT_2018-03-07.11_26_57.371_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -26.03998   2.69582  -5.39406  -4.54034   4.72643 -27.81839       (-0.854,-0.186) (-21.127,-4.540) (-1.845,-22.906)      1.11288e-14
1    -26.01477   2.67197  -5.39050  -4.53598   4.71715 -27.81347       (-0.855,-0.181) (-21.116,-4.536) (-1.864,-22.915)      0.0251211
2    -25.98955   2.64813  -5.38695  -4.53162   4.70788 -27.80855       (-0.855,-0.176) (-21.105,-4.532) (-1.883,-22.924)      0.0502423
3    -25.96434   2.62428  -5.38340  -4.52726   4.69860 -27.80364       (-0.856,-0.171) (-21.094,-4.527) (-1.903,-22.934)      0.0753634
4    -25.93913   2.60043  -5.37984  -4.52290   4.68932 -27.79872       (-0.857,-0.166) (-21.083,-4.523) (-1.922,-22.943)      0.100485
5    -25.91392   2.57658  -5.37629  -4.51855   4.68005 -27.79380       (-0.858,-0.162) (-21.072,-4.519) (-1.942,-22.952)      0.125606
6    -25.88871   2.55274  -5.37274  -4.51419   4.67077 -27.78888       (-0.859,-0.157) (-21.061,-4.514) (-1.961,-22.962)      0.150727
7    -25.86350   2.52889  -5.36918  -4.50983   4.66150 -27.78397       (-0.859,-0.152) (-21.050,-4.510) (-1.981,-22.971)      0.175848
8    -25.83829   2.50504  -5.36563  -4.50547   4.65222 -27.77905       (-0.860,-0.147) (-21.039,-4.505) (-2.000,-22.980)      0.200969
9    -25.81307   2.48120  -5.36208  -4.50111   4.64294 -27.77413       (-0.861,-0.142) (-21.028,-4.501) (-2.020,-22.989)      0.22609
10    -25.78786   2.45735  -5.35852  -4.49675   4.63367 -27.76922       (-0.862,-0.137) (-21.017,-4.497) (-2.039,-22.999)      0.251211
11    -25.76265   2.43350  -5.35497  -4.49239   4.62439 -27.76430       (-0.863,-0.132) (-21.006,-4.492) (-2.059,-23.008)      0.276332
12    -25.73744   2.40965  -5.35142  -4.48804   4.61512 -27.75938       (-0.863,-0.127) (-20.995,-4.488) (-2.078,-23.017)      0.301454
13    -25.71223   2.38581  -5.34787  -4.48368   4.60584 -27.75446       (-0.864,-0.122) (-20.984,-4.484) (-2.098,-23.026)      0.326575
14    -25.68702   2.36196  -5.34431  -4.47932   4.59656 -27.74955       (-0.865,-0.117) (-20.973,-4.479) (-2.117,-23.036)      0.351696
15    -25.66181   2.33811  -5.34076  -4.47496   4.58729 -27.74463       (-0.866,-0.112) (-20.962,-4.475) (-2.137,-23.045)      0.376817
16    -25.63659   2.31427  -5.33721  -4.47060   4.57801 -27.73971       (-0.867,-0.107) (-20.951,-4.471) (-2.156,-23.054)      0.401938
17    -25.61138   2.29042  -5.33365  -4.46624   4.56874 -27.73479       (-0.867,-0.102) (-20.940,-4.466) (-2.176,-23.064)      0.427059
18    -25.58617   2.26657  -5.33010  -4.46188   4.55946 -27.72988       (-0.868,-0.098) (-20.929,-4.462) (-2.195,-23.073)      0.45218
19    -25.56096   2.24272  -5.32655  -4.45753   4.55018 -27.72496       (-0.869,-0.093) (-20.918,-4.458) (-2.215,-23.082)      0.477301
20    -25.53575   2.21888  -5.32299  -4.45317   4.54091 -27.72004       (-0.870,-0.088) (-20.907,-4.453) (-2.234,-23.091)      0.502423
21    -25.51054   2.19503  -5.31944  -4.44881   4.53163 -27.71512       (-0.871,-0.083) (-20.896,-4.449) (-2.254,-23.101)      0.527544
22    -25.48533   2.17118  -5.31589  -4.44445   4.52236 -27.71021       (-0.871,-0.078) (-20.885,-4.444) (-2.273,-23.110)      0.552665
23    -25.46011   2.14734  -5.31233  -4.44009   4.51308 -27.70529       (-0.872,-0.073) (-20.874,-4.440) (-2.293,-23.119)      0.577786
24    -25.43490   2.12349  -5.30878  -4.43573   4.50380 -27.70037       (-0.873,-0.068) (-20.863,-4.436) (-2.312,-23.128)      0.602907
25    -25.40969   2.09964  -5.30523  -4.43137   4.49453 -27.69545       (-0.874,-0.063) (-20.852,-4.431) (-2.332,-23.138)      0.628028
26    -25.38448   2.07579  -5.30167  -4.42702   4.48525 -27.69054       (-0.875,-0.058) (-20.841,-4.427) (-2.351,-23.147)      0.653149
27    -25.35927   2.05195  -5.29812  -4.42266   4.47598 -27.68562       (-0.875,-0.053) (-20.830,-4.423) (-2.371,-23.156)      0.67827
28    -25.33406   2.02810  -5.29457  -4.41830   4.46670 -27.68070       (-0.876,-0.048) (-20.819,-4.418) (-2.390,-23.166)      0.703392
29    -25.30884   2.00425  -5.29102  -4.41394   4.45742 -27.67578       (-0.877,-0.043) (-20.808,-4.414) (-2.410,-23.175)      0.728513
30    -25.28363   1.98041  -5.28746  -4.40958   4.44815 -27.67087       (-0.878,-0.039) (-20.797,-4.410) (-2.429,-23.184)      0.753634
31    -25.25842   1.95656  -5.28391  -4.40522   4.43887 -27.66595       (-0.879,-0.034) (-20.786,-4.405) (-2.449,-23.193)      0.778755
