Fol_.32_.txt     Output is probe cell, reduced cell, NCDist distance between
0    169.87325 569.16082 1047.52771 -4686.54842 -1680.60299 -856.73651       (-55.423,-188.987) (-28.526,-47.877) (-23.645,-17.655)      0
1    169.64773 568.56254 1046.45546 -4682.04636 -1678.96863 -855.89659       (-56.815,-189.295) (-28.791,-48.660) (-23.170,-17.065)      1.81383
2    169.42221 567.96425 1045.38322 -4677.54429 -1677.33427 -855.05667       (-58.207,-189.603) (-29.056,-49.443) (-22.696,-16.475)      3.62766
3    169.19669 567.36597 1044.31097 -4673.04223 -1675.69991 -854.21675       (-59.600,-189.910) (-29.322,-50.226) (-22.221,-15.885)      5.44149
4    168.97117 566.76768 1043.23873 -4668.54017 -1674.06555 -853.37683       (-60.992,-190.218) (-29.587,-51.009) (-21.746,-15.296)      7.25532
5    168.74564 566.16940 1042.16648 -4664.03810 -1672.43119 -852.53691       (-62.384,-190.526) (-29.852,-51.792) (-21.271,-14.706)      9.06915
6    168.52012 565.57111 1041.09424 -4659.53604 -1670.79683 -851.69698       (-63.777,-190.834) (-30.118,-52.575) (-20.797,-14.116)      10.883
7    168.29460 564.97283 1040.02199 -4655.03398 -1669.16247 -850.85706       (-65.169,-191.141) (-30.383,-53.358) (-20.322,-13.526)      12.6968
8    168.06908 564.37454 1038.94975 -4650.53191 -1667.52811 -850.01714       (-66.561,-191.449) (-30.648,-54.141) (-19.847,-12.937)      14.5106
9    167.84356 563.77626 1037.87750 -4646.02985 -1665.89375 -849.17722       (-67.954,-191.757) (-30.914,-54.924) (-19.373,-12.347)      16.3245
10    167.61804 563.17797 1036.80526 -4641.52779 -1664.25939 -848.33730       (-69.346,-192.065) (-31.179,-55.707) (-18.898,-11.757)      18.1383
11    167.39251 562.57969 1035.73301 -4637.02572 -1662.62503 -847.49737       (-70.738,-192.372) (-31.444,-56.490) (-18.423,-11.167)      19.9521
12    167.16699 561.98141 1034.66077 -4632.52366 -1660.99067 -846.65745       (-72.131,-192.680) (-31.710,-57.273) (-17.948,-10.578)      21.766
13    166.94147 561.38312 1033.58852 -4628.02160 -1659.35631 -845.81753       (-73.523,-192.988) (-31.975,-58.057) (-17.474,-9.988)      23.5798
14    166.71595 560.78484 1032.51628 -4623.51953 -1657.72195 -844.97761       (-74.915,-193.296) (-32.240,-58.840) (-16.999,-9.398)      25.3936
15    166.49043 560.18655 1031.44403 -4619.01747 -1656.08759 -844.13769       (-76.308,-193.603) (-32.506,-59.623) (-16.524,-8.808)      27.2075
16    166.26491 559.58827 1030.37179 -4614.51541 -1654.45323 -843.29776       (-77.700,-193.911) (-32.771,-60.406) (-16.049,-8.219)      29.0213
17    166.03939 558.98998 1029.29954 -4610.01334 -1652.81887 -842.45784       (-79.092,-194.219) (-33.036,-61.189) (-15.575,-7.629)      30.8351
18    165.81386 558.39170 1028.22730 -4605.51128 -1651.18451 -841.61792       (-80.485,-194.526) (-33.302,-61.972) (-15.100,-7.039)      32.6489
19    165.58834 557.79341 1027.15505 -4601.00922 -1649.55015 -840.77800       (-81.877,-194.834) (-33.567,-62.755) (-14.625,-6.449)      34.4628
20    165.36282 557.19513 1026.08281 -4596.50715 -1647.91579 -839.93808       (-83.269,-195.142) (-33.832,-63.538) (-14.150,-5.860)      36.2766
21    165.13730 556.59684 1025.01056 -4592.00509 -1646.28143 -839.09816       (-84.661,-195.450) (-34.098,-64.321) (-13.676,-5.270)      38.0904
22    164.91178 555.99856 1023.93832 -4587.50303 -1644.64707 -838.25823       (-86.054,-195.757) (-34.363,-65.104) (-13.201,-4.680)      39.9043
23    164.68626 555.40027 1022.86607 -4583.00096 -1643.01271 -837.41831       (-87.446,-196.065) (-34.628,-65.887) (-12.726,-4.090)      41.7181
24    164.46073 554.80199 1021.79383 -4578.49890 -1641.37835 -836.57839       (-88.838,-196.373) (-34.894,-66.670) (-12.251,-3.501)      43.5319
