Fol_2018-02-25.13_34_21.9_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -592.52002 -163.76763 -756.87218  42.77916 -115.87786 -742.57081       (-635.299,-42.779) (-714.093,-73.099) (-120.988,-699.792)      8.03887e-14
1    -592.56284 -164.31851 -756.23566  42.69351 -115.83503 -742.52799       (-635.256,-42.694) (-713.542,-73.142) (-121.625,-699.834)      0.849387
2    -592.60566 -164.86939 -755.59914  42.60787 -115.79221 -742.48517       (-635.214,-42.608) (-712.991,-73.184) (-122.262,-699.877)      1.69877
3    -592.64848 -165.42026 -754.96262  42.52223 -115.74939 -742.44234       (-635.171,-42.522) (-712.440,-73.227) (-122.898,-699.920)      2.54816
4    -592.69131 -165.97114 -754.32610  42.43658 -115.70657 -742.39952       (-635.128,-42.437) (-711.890,-73.270) (-123.535,-699.963)      3.39755
5    -592.73413 -166.52201 -753.68958  42.35094 -115.66375 -742.35670       (-635.085,-42.351) (-711.339,-73.313) (-124.171,-700.006)      4.24694
6    -592.77695 -167.07289 -753.05306  42.26529 -115.62092 -742.31388       (-635.042,-42.265) (-710.788,-73.356) (-124.808,-700.049)      5.09632
7    -592.81977 -167.62377 -752.41654  42.17965 -115.57810 -742.27106       (-634.999,-42.180) (-710.237,-73.398) (-125.444,-700.091)      5.94571
8    -592.86259 -168.17464 -751.78002  42.09401 -115.53528 -742.22823       (-634.957,-42.094) (-709.686,-73.441) (-126.081,-700.134)      6.7951
9    -592.90542 -168.72552 -751.14350  42.00836 -115.49246 -742.18541       (-634.914,-42.008) (-709.135,-73.484) (-126.717,-700.177)      7.64449
10    -592.94824 -169.27640 -750.50698  41.92272 -115.44964 -742.14259       (-634.871,-41.923) (-708.584,-73.527) (-127.354,-700.220)      8.49387
11    -592.99106 -169.82727 -749.87046  41.83707 -115.40681 -742.09977       (-634.828,-41.837) (-708.033,-73.570) (-127.990,-700.263)      9.34326
12    -593.03388 -170.37815 -749.23394  41.75143 -115.36399 -742.05695       (-634.785,-41.751) (-707.483,-73.613) (-128.627,-700.306)      10.1926
13    -593.07670 -170.92902 -748.59742  41.66579 -115.32117 -742.01412       (-634.742,-41.666) (-706.932,-73.655) (-129.263,-700.348)      11.042
14    -593.11953 -171.47990 -747.96090  41.58014 -115.27835 -741.97130       (-634.700,-41.580) (-706.381,-73.698) (-129.900,-700.391)      11.8914
15    -593.16235 -172.03078 -747.32438  41.49450 -115.23553 -741.92848       (-634.657,-41.494) (-705.830,-73.741) (-130.536,-700.434)      12.7408
16    -593.20517 -172.58165 -746.68786  41.40886 -115.19270 -741.88566       (-634.614,-41.409) (-705.279,-73.784) (-131.173,-700.477)      13.5902
17    -593.24799 -173.13253 -746.05133  41.32321 -115.14988 -741.84284       (-634.571,-41.323) (-704.728,-73.827) (-131.809,-700.520)      14.4396
18    -593.29081 -173.68341 -745.41481  41.23757 -115.10706 -741.80001       (-634.528,-41.238) (-704.177,-73.869) (-132.446,-700.562)      15.289
19    -593.33364 -174.23428 -744.77829  41.15192 -115.06424 -741.75719       (-634.486,-41.152) (-703.626,-73.912) (-133.082,-700.605)      16.1384
20    -593.37646 -174.78516 -744.14177  41.06628 -115.02142 -741.71437       (-634.443,-41.066) (-703.075,-73.955) (-133.719,-700.648)      16.9877
21    -593.41928 -175.33603 -743.50525  40.98064 -114.97859 -741.67155       (-634.400,-40.981) (-702.525,-73.998) (-134.355,-700.691)      17.8371
22    -593.46210 -175.88691 -742.86873  40.89499 -114.93577 -741.62873       (-634.357,-40.895) (-701.974,-74.041) (-134.992,-700.734)      18.6865
23    -593.50492 -176.43779 -742.23221  40.80935 -114.89295 -741.58590       (-634.314,-40.809) (-701.423,-74.084) (-135.628,-700.777)      19.5359
24    -593.54775 -176.98866 -741.59569  40.72370 -114.85013 -741.54308       (-634.271,-40.724) (-700.872,-74.126) (-136.265,-700.819)      20.3853
25    -593.59057 -177.53954 -740.95917  40.63806 -114.80731 -741.50026       (-634.229,-40.638) (-700.321,-74.169) (-136.901,-700.862)      21.2347
26    -593.63339 -178.09042 -740.32265  40.55242 -114.76448 -741.45744       (-634.186,-40.552) (-699.770,-74.212) (-137.538,-700.905)      22.0841
27    -593.67621 -178.64129 -739.68613  40.46677 -114.72166 -741.41462       (-634.143,-40.467) (-699.219,-74.255) (-138.175,-700.948)      22.9335
28    -593.71903 -179.19217 -739.04961  40.38113 -114.67884 -741.37179       (-634.100,-40.381) (-698.668,-74.298) (-138.811,-700.991)      23.7828
29    -593.76186 -179.74304 -738.41309  40.29548 -114.63602 -741.32897       (-634.057,-40.295) (-698.118,-74.341) (-139.448,-701.033)      24.6322
30    -593.80468 -180.29392 -737.77657  40.20984 -114.59320 -741.28615       (-634.015,-40.210) (-697.567,-74.383) (-140.084,-701.076)      25.4816
31    -593.84750 -180.84480 -737.14005  40.12420 -114.55037 -741.24333       (-633.972,-40.124) (-697.016,-74.426) (-140.721,-701.119)      26.331
32    -593.89032 -181.39567 -736.50353  40.03855 -114.50755 -741.20051       (-633.929,-40.039) (-696.465,-74.469) (-141.357,-701.162)      27.1804
