Fol_2018-03-05.14_05_06.678_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -21.84164 -47.43965   1.74246 -30.32778   5.09774   5.66870       (-6.840,-3.697) (-5.098,-17.324) (-10.766,-3.064)      8.88178e-16
1    -21.82284 -47.39727   1.73701 -30.30820   5.07529   5.65618       (-6.812,-3.770) (-5.075,-17.385) (-10.731,-3.123)      0.122643
2    -21.80405 -47.35488   1.73157 -30.28862   5.05285   5.64366       (-6.784,-3.843) (-5.053,-17.446) (-10.697,-3.182)      0.245286
3    -21.78525 -47.31250   1.72612 -30.26904   5.03040   5.63114       (-6.757,-3.916) (-5.030,-17.507) (-10.662,-3.242)      0.367929
4    -21.76645 -47.27011   1.72068 -30.24946   5.00796   5.61862       (-6.729,-3.988) (-5.008,-17.568) (-10.627,-3.301)      0.490572
5    -21.74766 -47.22773   1.71523 -30.22988   4.98551   5.60610       (-6.701,-4.061) (-4.986,-17.629) (-10.592,-3.361)      0.613214
6    -21.72886 -47.18535   1.70979 -30.21029   4.96307   5.59358       (-6.673,-4.134) (-4.963,-17.689) (-10.557,-3.420)      0.735857
7    -21.71006 -47.14296   1.70434 -30.19071   4.94063   5.58105       (-6.645,-4.207) (-4.941,-17.750) (-10.522,-3.479)      0.8585
8    -21.69127 -47.10058   1.69890 -30.17113   4.91818   5.56853       (-6.617,-4.280) (-4.918,-17.811) (-10.487,-3.539)      0.981143
9    -21.67247 -47.05819   1.69345 -30.15155   4.89574   5.55601       (-6.589,-4.352) (-4.896,-17.872) (-10.452,-3.598)      1.10379
10    -21.65367 -47.01581   1.68801 -30.13197   4.87329   5.54349       (-6.561,-4.425) (-4.873,-17.933) (-10.417,-3.658)      1.22643
11    -21.63487 -46.97342   1.68256 -30.11239   4.85085   5.53097       (-6.533,-4.498) (-4.851,-17.994) (-10.382,-3.717)      1.34907
12    -21.61608 -46.93104   1.67712 -30.09281   4.82840   5.51845       (-6.506,-4.571) (-4.828,-18.055) (-10.347,-3.777)      1.47171
13    -21.59728 -46.88866   1.67167 -30.07323   4.80596   5.50593       (-6.478,-4.643) (-4.806,-18.116) (-10.312,-3.836)      1.59436
14    -21.57848 -46.84627   1.66623 -30.05365   4.78352   5.49340       (-6.450,-4.716) (-4.784,-18.176) (-10.277,-3.895)      1.717
15    -21.55969 -46.80389   1.66078 -30.03407   4.76107   5.48088       (-6.422,-4.789) (-4.761,-18.237) (-10.242,-3.955)      1.83964
16    -21.54089 -46.76150   1.65534 -30.01449   4.73863   5.46836       (-6.394,-4.862) (-4.739,-18.298) (-10.207,-4.014)      1.96229
17    -21.52209 -46.71912   1.64989 -29.99490   4.71618   5.45584       (-6.366,-4.935) (-4.716,-18.359) (-10.172,-4.074)      2.08493
18    -21.50330 -46.67673   1.64445 -29.97532   4.69374   5.44332       (-6.338,-5.007) (-4.694,-18.420) (-10.137,-4.133)      2.20757
19    -21.48450 -46.63435   1.63900 -29.95574   4.67129   5.43080       (-6.310,-5.080) (-4.671,-18.481) (-10.102,-4.193)      2.33021
20    -21.46570 -46.59197   1.63356 -29.93616   4.64885   5.41828       (-6.282,-5.153) (-4.649,-18.542) (-10.067,-4.252)      2.45286
21    -21.44691 -46.54958   1.62811 -29.91658   4.62641   5.40575       (-6.255,-5.226) (-4.626,-18.603) (-10.032,-4.311)      2.5755
22    -21.42811 -46.50720   1.62267 -29.89700   4.60396   5.39323       (-6.227,-5.299) (-4.604,-18.664) (-9.997,-4.371)      2.69814
23    -21.40931 -46.46481   1.61722 -29.87742   4.58152   5.38071       (-6.199,-5.371) (-4.582,-18.724) (-9.962,-4.430)      2.82079
24    -21.39051 -46.42243   1.61178 -29.85784   4.55907   5.36819       (-6.171,-5.444) (-4.559,-18.785) (-9.927,-4.490)      2.94343
25    -21.37172 -46.38004   1.60633 -29.83826   4.53663   5.35567       (-6.143,-5.517) (-4.537,-18.846) (-9.892,-4.549)      3.06607
26    -21.35292 -46.33766   1.60089 -29.81868   4.51418   5.34315       (-6.115,-5.590) (-4.514,-18.907) (-9.857,-4.609)      3.18871
27    -21.33412 -46.29527   1.59544 -29.79910   4.49174   5.33063       (-6.087,-5.663) (-4.492,-18.968) (-9.822,-4.668)      3.31136
28    -21.31533 -46.25289   1.59000 -29.77951   4.46930   5.31810       (-6.059,-5.735) (-4.469,-19.029) (-9.787,-4.727)      3.434
29    -21.29653 -46.21051   1.58455 -29.75993   4.44685   5.30558       (-6.031,-5.808) (-4.447,-19.090) (-9.752,-4.787)      3.55664
30    -21.27773 -46.16812   1.57911 -29.74035   4.42441   5.29306       (-6.004,-5.881) (-4.424,-19.151) (-9.717,-4.846)      3.67929
31    -21.25894 -46.12574   1.57366 -29.72077   4.40196   5.28054       (-5.976,-5.954) (-4.402,-19.211) (-9.683,-4.906)      3.80193
32    -21.24014 -46.08335   1.56822 -29.70119   4.37952   5.26802       (-5.948,-6.027) (-4.380,-19.272) (-9.648,-4.965)      3.92457
33    -21.22134 -46.04097   1.56277 -29.68161   4.35707   5.25550       (-5.920,-6.099) (-4.357,-19.333) (-9.613,-5.025)      4.04722
34    -21.20255 -45.99858   1.55733 -29.66203   4.33463   5.24298       (-5.892,-6.172) (-4.335,-19.394) (-9.578,-5.084)      4.16986
35    -21.18375 -45.95620   1.55188 -29.64245   4.31219   5.23045       (-5.864,-6.245) (-4.312,-19.455) (-9.543,-5.143)      4.2925
36    -21.16495 -45.91382   1.54644 -29.62287   4.28974   5.21793       (-5.836,-6.318) (-4.290,-19.516) (-9.508,-5.203)      4.41514
37    -21.14615 -45.87143   1.54099 -29.60329   4.26730   5.20541       (-5.808,-6.391) (-4.267,-19.577) (-9.473,-5.262)      4.53779
38    -21.12736 -45.82905   1.53555 -29.58371   4.24485   5.19289       (-5.780,-6.463) (-4.245,-19.638) (-9.438,-5.322)      4.66043
39    -21.10856 -45.78666   1.53010 -29.56412   4.22241   5.18037       (-5.753,-6.536) (-4.222,-19.698) (-9.403,-5.381)      4.78307
40    -21.08976 -45.74428   1.52466 -29.54454   4.19996   5.16785       (-5.725,-6.609) (-4.200,-19.759) (-9.368,-5.441)      4.90572
41    -21.07097 -45.70189   1.51921 -29.52496   4.17752   5.15533       (-5.697,-6.682) (-4.178,-19.820) (-9.333,-5.500)      5.02836
42    -21.05217 -45.65951   1.51377 -29.50538   4.15508   5.14280       (-5.669,-6.755) (-4.155,-19.881) (-9.298,-5.559)      5.151
43    -21.03337 -45.61713   1.50832 -29.48580   4.13263   5.13028       (-5.641,-6.827) (-4.133,-19.942) (-9.263,-5.619)      5.27364
44    -21.01458 -45.57474   1.50288 -29.46622   4.11019   5.11776       (-5.613,-6.900) (-4.110,-20.003) (-9.228,-5.678)      5.39629
45    -20.99578 -45.53236   1.49743 -29.44664   4.08774   5.10524       (-5.585,-6.973) (-4.088,-20.064) (-9.193,-5.738)      5.51893
46    -20.97698 -45.48997   1.49199 -29.42706   4.06530   5.09272       (-5.557,-7.046) (-4.065,-20.125) (-9.158,-5.797)      5.64157
47    -20.95819 -45.44759   1.48654 -29.40748   4.04285   5.08020       (-5.529,-7.119) (-4.043,-20.186) (-9.123,-5.857)      5.76422
48    -20.93939 -45.40520   1.48110 -29.38790   4.02041   5.06768       (-5.502,-7.191) (-4.020,-20.246) (-9.088,-5.916)      5.88686
49    -20.92059 -45.36282   1.47565 -29.36832   3.99797   5.05515       (-5.474,-7.264) (-3.998,-20.307) (-9.053,-5.975)      6.0095
50    -20.90179 -45.32044   1.47021 -29.34873   3.97552   5.04263       (-5.446,-7.337) (-3.976,-20.368) (-9.018,-6.035)      6.13214
51    -20.88300 -45.27805   1.46476 -29.32915   3.95308   5.03011       (-5.418,-7.410) (-3.953,-20.429) (-8.983,-6.094)      6.25479
52    -20.86420 -45.23567   1.45932 -29.30957   3.93063   5.01759       (-5.390,-7.482) (-3.931,-20.490) (-8.948,-6.154)      6.37743
53    -20.84540 -45.19328   1.45387 -29.28999   3.90819   5.00507       (-5.362,-7.555) (-3.908,-20.551) (-8.913,-6.213)      6.50007
54    -20.82661 -45.15090   1.44843 -29.27041   3.88574   4.99255       (-5.334,-7.628) (-3.886,-20.612) (-8.878,-6.273)      6.62272
