Fol_2018-03-05.09_12_25.23_.txt     Output is probe cell, reduced cell, NCDist distance between
0      7.97538   4.98385 -68.36467 -82.76407 -67.53993 -24.45207       (-3.517,-71.330) (-1.466,-69.831) (-50.123,-6.509)      2.84356e-14
1      7.96088   4.97534 -68.36614 -82.73139 -67.54372 -24.42906       (-3.532,-71.337) (-1.443,-69.810) (-50.179,-6.518)      0.0666619
2      7.94638   4.96683 -68.36761 -82.69872 -67.54751 -24.40606       (-3.546,-71.345) (-1.420,-69.788) (-50.234,-6.526)      0.133324
3      7.93188   4.95832 -68.36907 -82.66605 -67.55131 -24.38305       (-3.561,-71.352) (-1.397,-69.766) (-50.290,-6.535)      0.199986
4      7.91738   4.94981 -68.37054 -82.63337 -67.55510 -24.36004       (-3.575,-71.359) (-1.374,-69.745) (-50.346,-6.543)      0.266647
5      7.90288   4.94130 -68.37201 -82.60070 -67.55889 -24.33703       (-3.590,-71.367) (-1.351,-69.723) (-50.402,-6.552)      0.333309
6      7.88838   4.93279 -68.37348 -82.56802 -67.56269 -24.31402       (-3.604,-71.374) (-1.328,-69.702) (-50.458,-6.560)      0.399971
7      7.87388   4.92428 -68.37495 -82.53535 -67.56648 -24.29101       (-3.619,-71.381) (-1.305,-69.680) (-50.513,-6.569)      0.466633
8      7.85939   4.91577 -68.37641 -82.50268 -67.57028 -24.26800       (-3.633,-71.389) (-1.282,-69.659) (-50.569,-6.577)      0.533295
9      7.84489   4.90726 -68.37788 -82.47000 -67.57407 -24.24500       (-3.648,-71.396) (-1.259,-69.637) (-50.625,-6.586)      0.599957
10      7.83039   4.89875 -68.37935 -82.43733 -67.57786 -24.22199       (-3.662,-71.404) (-1.236,-69.616) (-50.681,-6.594)      0.666619
11      7.81589   4.89024 -68.38082 -82.40465 -67.58166 -24.19898       (-3.677,-71.411) (-1.213,-69.594) (-50.737,-6.603)      0.73328
12      7.80139   4.88173 -68.38229 -82.37198 -67.58545 -24.17597       (-3.691,-71.418) (-1.190,-69.573) (-50.792,-6.611)      0.799942
13      7.78689   4.87322 -68.38375 -82.33931 -67.58925 -24.15296       (-3.706,-71.426) (-1.167,-69.551) (-50.848,-6.620)      0.866604
14      7.77239   4.86471 -68.38522 -82.30663 -67.59304 -24.12995       (-3.720,-71.433) (-1.144,-69.529) (-50.904,-6.628)      0.933266
15      7.75789   4.85620 -68.38669 -82.27396 -67.59683 -24.10694       (-3.735,-71.440) (-1.121,-69.508) (-50.960,-6.637)      0.999928
16      7.74339   4.84769 -68.38816 -82.24128 -67.60063 -24.08393       (-3.749,-71.448) (-1.098,-69.486) (-51.016,-6.645)      1.06659
17      7.72890   4.83918 -68.38962 -82.20861 -67.60442 -24.06093       (-3.764,-71.455) (-1.075,-69.465) (-51.071,-6.654)      1.13325
18      7.71440   4.83067 -68.39109 -82.17594 -67.60822 -24.03792       (-3.778,-71.462) (-1.052,-69.443) (-51.127,-6.662)      1.19991
19      7.69990   4.82216 -68.39256 -82.14326 -67.61201 -24.01491       (-3.793,-71.470) (-1.029,-69.422) (-51.183,-6.671)      1.26658
20      7.68540   4.81365 -68.39403 -82.11059 -67.61580 -23.99190       (-3.807,-71.477) (-1.006,-69.400) (-51.239,-6.679)      1.33324
21      7.67090   4.80514 -68.39550 -82.07792 -67.61960 -23.96889       (-3.822,-71.484) (-0.983,-69.379) (-51.295,-6.688)      1.3999
22      7.65640   4.79663 -68.39696 -82.04524 -67.62339 -23.94588       (-3.836,-71.492) (-0.960,-69.357) (-51.350,-6.696)      1.46656
23      7.64190   4.78812 -68.39843 -82.01257 -67.62718 -23.92287       (-3.851,-71.499) (-0.937,-69.336) (-51.406,-6.705)      1.53322
24      7.62740   4.77961 -68.39990 -81.97989 -67.63098 -23.89986       (-3.865,-71.506) (-0.914,-69.314) (-51.462,-6.713)      1.59988
25      7.61290   4.77111 -68.40137 -81.94722 -67.63477 -23.87686       (-3.880,-71.514) (-0.891,-69.293) (-51.518,-6.722)      1.66655
26      7.59841   4.76260 -68.40284 -81.91455 -67.63857 -23.85385       (-3.894,-71.521) (-0.868,-69.271) (-51.574,-6.730)      1.73321
27      7.58391   4.75409 -68.40430 -81.88187 -67.64236 -23.83084       (-3.909,-71.529) (-0.845,-69.249) (-51.629,-6.739)      1.79987
28      7.56941   4.74558 -68.40577 -81.84920 -67.64615 -23.80783       (-3.923,-71.536) (-0.822,-69.228) (-51.685,-6.747)      1.86653
29      7.55491   4.73707 -68.40724 -81.81652 -67.64995 -23.78482       (-3.938,-71.543) (-0.799,-69.206) (-51.741,-6.756)      1.93319
30      7.54041   4.72856 -68.40871 -81.78385 -67.65374 -23.76181       (-3.952,-71.551) (-0.776,-69.185) (-51.797,-6.764)      1.99986
31      7.52591   4.72005 -68.41017 -81.75118 -67.65754 -23.73880       (-3.967,-71.558) (-0.753,-69.163) (-51.853,-6.773)      2.06652
32      7.51141   4.71154 -68.41164 -81.71850 -67.66133 -23.71579       (-3.981,-71.565) (-0.730,-69.142) (-51.908,-6.781)      2.13318
