Fol_2018-02-25.13_34_30.19_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1460.82654 -1475.76003 1287.55535 -1571.41311 -3493.86673 1421.01632       (-54.744,-150.397) (-39.810,-2072.850) (-133.461,-1421.016)      0
1    -1459.41905 -1474.32265 1286.13292 -1569.99067 -3492.44429 1418.17144       (-56.151,-151.819) (-41.248,-2074.273) (-132.039,-1418.171)      4.26737
2    -1458.01156 -1472.88526 1284.71048 -1568.56823 -3491.02186 1415.32657       (-57.559,-153.242) (-42.685,-2075.695) (-130.616,-1415.327)      8.53474
3    -1456.60407 -1471.44787 1283.28804 -1567.14579 -3489.59942 1412.48169       (-58.966,-154.664) (-44.122,-2077.118) (-129.194,-1412.482)      12.8021
4    -1455.19658 -1470.01048 1281.86560 -1565.72335 -3488.17698 1409.63681       (-60.374,-156.087) (-45.560,-2078.540) (-127.771,-1409.637)      17.0695
5    -1453.78909 -1468.57310 1280.44316 -1564.30091 -3486.75454 1406.79193       (-61.781,-157.509) (-46.997,-2079.963) (-126.349,-1406.792)      21.3368
6    -1452.38160 -1467.13571 1279.02072 -1562.87847 -3485.33210 1403.94706       (-63.189,-158.931) (-48.435,-2081.385) (-124.926,-1403.947)      25.6042
7    -1450.97411 -1465.69832 1277.59828 -1561.45604 -3483.90966 1401.10218       (-64.596,-160.354) (-49.872,-2082.807) (-123.504,-1401.102)      29.8716
8    -1449.56662 -1464.26094 1276.17584 -1560.03360 -3482.48722 1398.25730       (-66.004,-161.776) (-51.309,-2084.230) (-122.081,-1398.257)      34.1389
9    -1448.15913 -1462.82355 1274.75341 -1558.61116 -3481.06478 1395.41242       (-67.411,-163.199) (-52.747,-2085.652) (-120.659,-1395.412)      38.4063
10    -1446.75164 -1461.38616 1273.33097 -1557.18872 -3479.64234 1392.56755       (-68.819,-164.621) (-54.184,-2087.075) (-119.237,-1392.568)      42.6737
11    -1445.34415 -1459.94877 1271.90853 -1555.76628 -3478.21991 1389.72267       (-70.226,-166.044) (-55.621,-2088.497) (-117.814,-1389.723)      46.9411
12    -1443.93666 -1458.51139 1270.48609 -1554.34384 -3476.79747 1386.87779       (-71.634,-167.466) (-57.059,-2089.920) (-116.392,-1386.878)      51.2084
13    -1442.52917 -1457.07400 1269.06365 -1552.92140 -3475.37503 1384.03291       (-73.041,-168.888) (-58.496,-2091.342) (-114.969,-1384.033)      55.4758
14    -1441.12168 -1455.63661 1267.64121 -1551.49896 -3473.95259 1381.18804       (-74.449,-170.311) (-59.934,-2092.765) (-113.547,-1381.188)      59.7432
15    -1439.71419 -1454.19923 1266.21877 -1550.07653 -3472.53015 1378.34316       (-75.856,-171.733) (-61.371,-2094.187) (-112.124,-1378.343)      64.0105
16    -1438.30670 -1452.76184 1264.79633 -1548.65409 -3471.10771 1375.49828       (-77.264,-173.156) (-62.808,-2095.609) (-110.702,-1375.498)      68.2779
17    -1436.89921 -1451.32445 1263.37390 -1547.23165 -3469.68527 1372.65340       (-78.671,-174.578) (-64.246,-2097.032) (-109.280,-1372.653)      72.5453
18    -1435.49172 -1449.88706 1261.95146 -1545.80921 -3468.26283 1369.80853       (-80.079,-176.001) (-65.683,-2098.454) (-107.857,-1369.809)      76.8126
19    -1434.08423 -1448.44968 1260.52902 -1544.38677 -3466.84040 1366.96365       (-81.486,-177.423) (-67.121,-2099.877) (-106.435,-1366.964)      81.08
20    -1432.67674 -1447.01229 1259.10658 -1542.96433 -3465.41796 1364.11877       (-82.894,-178.846) (-68.558,-2101.299) (-105.012,-1364.119)      85.3474
21    -1431.26925 -1445.57490 1257.68414 -1541.54189 -3463.99552 1361.27389       (-84.301,-180.268) (-69.995,-2102.722) (-103.590,-1361.274)      89.6147
22    -1429.86176 -1444.13752 1256.26170 -1540.11945 -3462.57308 1358.42902       (-85.708,-181.690) (-71.433,-2104.144) (-102.167,-1358.429)      93.8821
23    -1428.45427 -1442.70013 1254.83926 -1538.69701 -3461.15064 1355.58414       (-87.116,-183.113) (-72.870,-2105.567) (-100.745,-1355.584)      98.1495
24    -1427.04678 -1441.26274 1253.41682 -1537.27458 -3459.72820 1352.73926       (-88.523,-184.535) (-74.308,-2106.989) (-99.322,-1352.739)      102.417
25    -1425.63928 -1439.82535 1251.99439 -1535.85214 -3458.30576 1349.89438       (-89.931,-185.958) (-75.745,-2108.411) (-97.900,-1349.894)      106.684
