2BOUNDS_2018-03-07.14_43_17.581_.txt     Output is probe cell, reduced cell, NCDist distance between
0     11.91218 -27.05031 -27.43426 -63.27569 -40.67663   2.55380       (-0.672,-56.286) (-10.031,-1.728) (-42.558,-1.882)      1.42109e-14
1     11.89837 -27.02391 -27.40853 -63.25495 -40.69226   2.54120       (-0.686,-56.317) (-10.043,-1.757) (-42.548,-1.855)      0.0539935
2     11.88456 -26.99750 -27.38279 -63.23422 -40.70789   2.52861       (-0.700,-56.348) (-10.056,-1.785) (-42.537,-1.829)      0.107987
3     11.87076 -26.97110 -27.35706 -63.21348 -40.72351   2.51601       (-0.714,-56.379) (-10.068,-1.813) (-42.526,-1.802)      0.16198
4     11.85695 -26.94469 -27.33133 -63.19274 -40.73914   2.50341       (-0.727,-56.410) (-10.081,-1.841) (-42.515,-1.776)      0.215974
5     11.84314 -26.91829 -27.30560 -63.17200 -40.75476   2.49082       (-0.741,-56.441) (-10.094,-1.870) (-42.504,-1.750)      0.269967
6     11.82933 -26.89188 -27.27987 -63.15126 -40.77039   2.47822       (-0.755,-56.472) (-10.106,-1.898) (-42.494,-1.723)      0.323961
7     11.81553 -26.86548 -27.25413 -63.13053 -40.78601   2.46562       (-0.769,-56.502) (-10.119,-1.926) (-42.483,-1.697)      0.377954
8     11.80172 -26.83908 -27.22840 -63.10979 -40.80164   2.45303       (-0.783,-56.533) (-10.131,-1.955) (-42.472,-1.670)      0.431948
9     11.78791 -26.81267 -27.20267 -63.08905 -40.81726   2.44043       (-0.796,-56.564) (-10.144,-1.983) (-42.461,-1.644)      0.485941
10     11.77410 -26.78627 -27.17694 -63.06831 -40.83289   2.42783       (-0.810,-56.595) (-10.156,-2.011) (-42.450,-1.618)      0.539935
11     11.76030 -26.75986 -27.15121 -63.04757 -40.84851   2.41524       (-0.824,-56.626) (-10.169,-2.039) (-42.440,-1.591)      0.593928
12     11.74649 -26.73346 -27.12548 -63.02683 -40.86414   2.40264       (-0.838,-56.657) (-10.182,-2.068) (-42.429,-1.565)      0.647922
13     11.73268 -26.70705 -27.09974 -63.00610 -40.87976   2.39004       (-0.852,-56.688) (-10.194,-2.096) (-42.418,-1.538)      0.701915
14     11.71887 -26.68065 -27.07401 -62.98536 -40.89539   2.37744       (-0.865,-56.718) (-10.207,-2.124) (-42.407,-1.512)      0.755909
15     11.70506 -26.65424 -27.04828 -62.96462 -40.91102   2.36485       (-0.879,-56.749) (-10.219,-2.153) (-42.397,-1.486)      0.809902
16     11.69126 -26.62784 -27.02255 -62.94388 -40.92664   2.35225       (-0.893,-56.780) (-10.232,-2.181) (-42.386,-1.459)      0.863896
17     11.67745 -26.60143 -26.99682 -62.92314 -40.94227   2.33965       (-0.907,-56.811) (-10.245,-2.209) (-42.375,-1.433)      0.917889
18     11.66364 -26.57503 -26.97109 -62.90241 -40.95789   2.32706       (-0.921,-56.842) (-10.257,-2.237) (-42.364,-1.406)      0.971883
19     11.64983 -26.54863 -26.94535 -62.88167 -40.97352   2.31446       (-0.934,-56.873) (-10.270,-2.266) (-42.353,-1.380)      1.02588
20     11.63603 -26.52222 -26.91962 -62.86093 -40.98914   2.30186       (-0.948,-56.904) (-10.282,-2.294) (-42.343,-1.354)      1.07987
21     11.62222 -26.49582 -26.89389 -62.84019 -41.00477   2.28927       (-0.962,-56.935) (-10.295,-2.322) (-42.332,-1.327)      1.13386
22     11.60841 -26.46941 -26.86816 -62.81945 -41.02039   2.27667       (-0.976,-56.965) (-10.308,-2.351) (-42.321,-1.301)      1.18786
23     11.59460 -26.44301 -26.84243 -62.79872 -41.03602   2.26407       (-0.990,-56.996) (-10.320,-2.379) (-42.310,-1.274)      1.24185
24     11.58080 -26.41660 -26.81670 -62.77798 -41.05164   2.25148       (-1.004,-57.027) (-10.333,-2.407) (-42.300,-1.248)      1.29584
25     11.56699 -26.39020 -26.79096 -62.75724 -41.06727   2.23888       (-1.017,-57.058) (-10.345,-2.435) (-42.289,-1.222)      1.34984
26     11.55318 -26.36379 -26.76523 -62.73650 -41.08290   2.22628       (-1.031,-57.089) (-10.358,-2.464) (-42.278,-1.195)      1.40383
27     11.53937 -26.33739 -26.73950 -62.71576 -41.09852   2.21368       (-1.045,-57.120) (-10.371,-2.492) (-42.267,-1.169)      1.45782
28     11.52557 -26.31098 -26.71377 -62.69502 -41.11415   2.20109       (-1.059,-57.151) (-10.383,-2.520) (-42.256,-1.142)      1.51182
29     11.51176 -26.28458 -26.68804 -62.67429 -41.12977   2.18849       (-1.073,-57.181) (-10.396,-2.549) (-42.246,-1.116)      1.56581
30     11.49795 -26.25817 -26.66230 -62.65355 -41.14540   2.17589       (-1.086,-57.212) (-10.408,-2.577) (-42.235,-1.090)      1.6198
31     11.48414 -26.23177 -26.63657 -62.63281 -41.16102   2.16330       (-1.100,-57.243) (-10.421,-2.605) (-42.224,-1.063)      1.64679
32     11.47034 -26.20537 -26.61084 -62.61207 -41.17665   2.15070       (-1.114,-57.274) (-10.434,-2.633) (-42.213,-1.037)      1.67281
33     11.45653 -26.17896 -26.58511 -62.59133 -41.19227   2.13810       (-1.128,-57.305) (-10.446,-2.662) (-42.203,-1.010)      1.70015
34     11.44272 -26.15256 -26.55938 -62.57060 -41.20790   2.12551       (-1.142,-57.336) (-10.459,-2.690) (-42.192,-0.984)      1.72875
35     11.42891 -26.12615 -26.53365 -62.54986 -41.22352   2.11291       (-1.155,-57.367) (-10.471,-2.718) (-42.181,-0.957)      1.75854
