2BOUNDS_2018-03-07.14_21_33.61_.txt     Output is probe cell, reduced cell, NCDist distance between
0      8.21173  -5.94384 -15.11046 -13.95576 -12.18524  -9.69418       (-0.785,-20.685) (-1.482,-0.920) (-8.381,-5.158)      2.51215e-15
1      8.20203  -5.94305 -15.11604 -13.94271 -12.18143  -9.68526       (-0.776,-20.662) (-1.483,-0.945) (-8.397,-5.167)      0.0398465
2      8.19233  -5.94226 -15.12163 -13.92966 -12.17762  -9.67634       (-0.766,-20.638) (-1.484,-0.969) (-8.413,-5.176)      0.0796931
3      8.18262  -5.94148 -15.12721 -13.91661 -12.17381  -9.66742       (-0.756,-20.614) (-1.485,-0.994) (-8.429,-5.185)      0.11954
4      8.17292  -5.94069 -15.13279 -13.90357 -12.17000  -9.65851       (-0.747,-20.591) (-1.486,-1.018) (-8.445,-5.194)      0.159386
5      8.16321  -5.93990 -15.13837 -13.89052 -12.16620  -9.64959       (-0.737,-20.567) (-1.486,-1.043) (-8.462,-5.203)      0.199233
6      8.15351  -5.93912 -15.14395 -13.87747 -12.16239  -9.64067       (-0.727,-20.544) (-1.487,-1.067) (-8.478,-5.212)      0.239079
7      8.14381  -5.93833 -15.14953 -13.86442 -12.15858  -9.63175       (-0.718,-20.520) (-1.488,-1.092) (-8.494,-5.221)      0.278926
8      8.13410  -5.93755 -15.15511 -13.85137 -12.15477  -9.62284       (-0.708,-20.497) (-1.489,-1.116) (-8.510,-5.230)      0.318772
9      8.12440  -5.93676 -15.16069 -13.83832 -12.15097  -9.61392       (-0.698,-20.473) (-1.490,-1.141) (-8.526,-5.239)      0.358619
10      8.11470  -5.93597 -15.16627 -13.82527 -12.14716  -9.60500       (-0.688,-20.450) (-1.490,-1.165) (-8.542,-5.248)      0.398465
11      8.10499  -5.93519 -15.17185 -13.81222 -12.14335  -9.59608       (-0.679,-20.426) (-1.491,-1.190) (-8.558,-5.256)      0.438312
12      8.09529  -5.93440 -15.17743 -13.79918 -12.13954  -9.58717       (-0.669,-20.403) (-1.492,-1.214) (-8.574,-5.265)      0.478158
13      8.08558  -5.93361 -15.18301 -13.78613 -12.13573  -9.57825       (-0.659,-20.379) (-1.493,-1.239) (-8.590,-5.274)      0.518005
14      8.07588  -5.93283 -15.18859 -13.77308 -12.13193  -9.56933       (-0.650,-20.356) (-1.493,-1.263) (-8.606,-5.283)      0.557851
15      8.06618  -5.93204 -15.19417 -13.76003 -12.12812  -9.56041       (-0.640,-20.332) (-1.494,-1.288) (-8.622,-5.292)      0.597698
16      8.05647  -5.93126 -15.19975 -13.74698 -12.12431  -9.55150       (-0.630,-20.308) (-1.495,-1.312) (-8.638,-5.301)      0.637544
17      8.04677  -5.93047 -15.20533 -13.73393 -12.12050  -9.54258       (-0.620,-20.285) (-1.496,-1.337) (-8.654,-5.310)      0.677391
18      8.03706  -5.92968 -15.21091 -13.72088 -12.11669  -9.53366       (-0.611,-20.261) (-1.497,-1.361) (-8.670,-5.319)      0.717237
19      8.02736  -5.92890 -15.21649 -13.70784 -12.11289  -9.52474       (-0.601,-20.238) (-1.497,-1.386) (-8.687,-5.328)      0.757084
20      8.01766  -5.92811 -15.22207 -13.69479 -12.10908  -9.51582       (-0.591,-20.214) (-1.498,-1.410) (-8.703,-5.337)      0.796931
21      8.00795  -5.92732 -15.22765 -13.68174 -12.10527  -9.50691       (-0.582,-20.191) (-1.499,-1.435) (-8.719,-5.346)      0.836777
22      7.99825  -5.92654 -15.23323 -13.66869 -12.10146  -9.49799       (-0.572,-20.167) (-1.500,-1.460) (-8.735,-5.355)      0.876624
23      7.98854  -5.92575 -15.23881 -13.65564 -12.09766  -9.48907       (-0.562,-20.144) (-1.501,-1.484) (-8.751,-5.363)      0.91647
24      7.97884  -5.92497 -15.24439 -13.64259 -12.09385  -9.48015       (-0.553,-20.120) (-1.501,-1.509) (-8.767,-5.372)      0.956317
25      7.96914  -5.92418 -15.24997 -13.62954 -12.09004  -9.47124       (-0.543,-20.097) (-1.502,-1.533) (-8.783,-5.381)      0.996163
26      7.95943  -5.92339 -15.25555 -13.61649 -12.08623  -9.46232       (-0.533,-20.073) (-1.503,-1.558) (-8.799,-5.390)      1.03601
27      7.94973  -5.92261 -15.26113 -13.60345 -12.08242  -9.45340       (-0.523,-20.050) (-1.504,-1.582) (-8.815,-5.399)      1.07586
28      7.94003  -5.92182 -15.26671 -13.59040 -12.07862  -9.44448       (-0.514,-20.026) (-1.504,-1.607) (-8.831,-5.408)      1.1157
29      7.93032  -5.92103 -15.27229 -13.57735 -12.07481  -9.43557       (-0.504,-20.002) (-1.505,-1.631) (-8.847,-5.417)      1.15555
30      7.92062  -5.92025 -15.27787 -13.56430 -12.07100  -9.42665       (-0.494,-19.979) (-1.506,-1.656) (-8.863,-5.426)      1.1954
31      7.91091  -5.91946 -15.28345 -13.55125 -12.06719  -9.41773       (-0.485,-19.955) (-1.507,-1.680) (-8.879,-5.435)      1.23524
32      7.90121  -5.91868 -15.28903 -13.53820 -12.06338  -9.40881       (-0.475,-19.932) (-1.508,-1.705) (-8.895,-5.444)      1.27509
33      7.89151  -5.91789 -15.29461 -13.52515 -12.05958  -9.39990       (-0.465,-19.908) (-1.508,-1.729) (-8.911,-5.453)      1.31494
34      7.88180  -5.91710 -15.30019 -13.51211 -12.05577  -9.39098       (-0.456,-19.885) (-1.509,-1.754) (-8.928,-5.462)      1.35478
35      7.87210  -5.91632 -15.30577 -13.49906 -12.05196  -9.38206       (-0.446,-19.861) (-1.510,-1.778) (-8.944,-5.470)      1.39463
36      7.86239  -5.91553 -15.31135 -13.48601 -12.04815  -9.37314       (-0.436,-19.838) (-1.511,-1.803) (-8.960,-5.479)      1.43447
37      7.85269  -5.91474 -15.31693 -13.47296 -12.04435  -9.36422       (-0.426,-19.814) (-1.512,-1.827) (-8.976,-5.488)      1.47432
