2BOUNDS_2018-03-07.14_42_51.572_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -4.27895   9.08046   0.04421 -21.79628 -18.28636 -19.03289       (-0.872,-0.044) (-9.080,-18.198) (-3.547,-4.279)      3.55271e-15
1     -4.27895   9.06228   0.04412 -21.77801 -18.28627 -19.01471       (-0.890,-0.044) (-9.062,-18.198) (-3.565,-4.279)      0.0315386
2     -4.27895   9.04410   0.04403 -21.75974 -18.28618 -18.99653       (-0.908,-0.044) (-9.044,-18.198) (-3.583,-4.279)      0.0630771
3     -4.27895   9.02592   0.04394 -21.74147 -18.28609 -18.97835       (-0.927,-0.044) (-9.026,-18.198) (-3.602,-4.279)      0.0946157
4     -4.27895   9.00775   0.04385 -21.72321 -18.28600 -18.96017       (-0.945,-0.044) (-9.008,-18.198) (-3.620,-4.279)      0.126154
5     -4.27895   8.98957   0.04377 -21.70494 -18.28591 -18.94199       (-0.963,-0.044) (-8.990,-18.198) (-3.638,-4.279)      0.157693
6     -4.27895   8.97139   0.04368 -21.68667 -18.28583 -18.92382       (-0.981,-0.044) (-8.971,-18.198) (-3.657,-4.279)      0.189231
7     -4.27895   8.95321   0.04359 -21.66840 -18.28574 -18.90564       (-0.999,-0.044) (-8.953,-18.199) (-3.675,-4.279)      0.22077
8     -4.27895   8.93503   0.04350 -21.65014 -18.28565 -18.88746       (-1.017,-0.044) (-8.935,-18.199) (-3.693,-4.279)      0.252308
9     -4.27895   8.91685   0.04341 -21.63187 -18.28556 -18.86928       (-1.036,-0.043) (-8.917,-18.199) (-3.711,-4.279)      0.283847
10     -4.27895   8.89867   0.04332 -21.61360 -18.28547 -18.85110       (-1.054,-0.043) (-8.899,-18.199) (-3.730,-4.279)      0.315386
11     -4.27895   8.88049   0.04323 -21.59533 -18.28538 -18.83292       (-1.072,-0.043) (-8.880,-18.199) (-3.748,-4.279)      0.346924
12     -4.27895   8.86231   0.04315 -21.57707 -18.28530 -18.81474       (-1.090,-0.043) (-8.862,-18.199) (-3.766,-4.279)      0.378463
13     -4.27895   8.84413   0.04306 -21.55880 -18.28521 -18.79656       (-1.108,-0.043) (-8.844,-18.199) (-3.784,-4.279)      0.410001
14     -4.27895   8.82595   0.04297 -21.54053 -18.28512 -18.77838       (-1.126,-0.043) (-8.826,-18.199) (-3.803,-4.279)      0.44154
15     -4.27895   8.80777   0.04288 -21.52226 -18.28503 -18.76020       (-1.145,-0.043) (-8.808,-18.199) (-3.821,-4.279)      0.473078
16     -4.27895   8.78960   0.04279 -21.50399 -18.28494 -18.74202       (-1.163,-0.043) (-8.790,-18.199) (-3.839,-4.279)      0.504617
17     -4.27895   8.77142   0.04270 -21.48573 -18.28485 -18.72385       (-1.181,-0.043) (-8.771,-18.199) (-3.857,-4.279)      0.536155
18     -4.27895   8.75324   0.04262 -21.46746 -18.28476 -18.70567       (-1.199,-0.043) (-8.753,-18.200) (-3.876,-4.279)      0.567694
19     -4.27895   8.73506   0.04253 -21.44919 -18.28468 -18.68749       (-1.217,-0.043) (-8.735,-18.200) (-3.894,-4.279)      0.599233
20     -4.27895   8.71688   0.04244 -21.43092 -18.28459 -18.66931       (-1.236,-0.042) (-8.717,-18.200) (-3.912,-4.279)      0.630771
21     -4.27895   8.69870   0.04235 -21.41266 -18.28450 -18.65113       (-1.254,-0.042) (-8.699,-18.200) (-3.931,-4.279)      0.66231
22     -4.27895   8.68052   0.04226 -21.39439 -18.28441 -18.63295       (-1.272,-0.042) (-8.681,-18.200) (-3.949,-4.279)      0.693848
23     -4.27895   8.66234   0.04217 -21.37612 -18.28432 -18.61477       (-1.290,-0.042) (-8.662,-18.200) (-3.967,-4.279)      0.725387
24     -4.27895   8.64416   0.04208 -21.35785 -18.28423 -18.59659       (-1.308,-0.042) (-8.644,-18.200) (-3.985,-4.279)      0.756925
25     -4.27895   8.62598   0.04200 -21.33959 -18.28414 -18.57841       (-1.326,-0.042) (-8.626,-18.200) (-4.004,-4.279)      0.788464
26     -4.27895   8.60780   0.04191 -21.32132 -18.28406 -18.56023       (-1.345,-0.042) (-8.608,-18.200) (-4.022,-4.279)      0.820003
