2BOUNDS_2018-03-07.14_53_22.839_.txt     Output is probe cell, reduced cell, NCDist distance between
0      1.56590  -7.79348   1.75931   1.36956 -14.11650 -20.85008       (-3.549,-0.224) (-5.483,-1.536) (-9.478,-2.905)      0
1      1.56280  -7.78923   1.75464   1.36270 -14.10259 -20.83870       (-3.518,-0.200) (-5.513,-1.555) (-9.524,-2.917)      0.0709273
2      1.55969  -7.78498   1.74997   1.35584 -14.08869 -20.82732       (-3.486,-0.177) (-5.543,-1.573) (-9.570,-2.929)      0.141855
3      1.55659  -7.78073   1.74530   1.34898 -14.07478 -20.81593       (-3.455,-0.153) (-5.573,-1.592) (-9.616,-2.941)      0.212782
4      1.55348  -7.77648   1.74063   1.34212 -14.06087 -20.80455       (-3.424,-0.130) (-5.602,-1.611) (-9.662,-2.953)      0.283709
5      1.55038  -7.77223   1.73596   1.33526 -14.04697 -20.79316       (-3.393,-0.106) (-5.632,-1.630) (-9.708,-2.965)      0.354636
6      1.54727  -7.76798   1.73129   1.32840 -14.03306 -20.78178       (-3.361,-0.083) (-5.662,-1.649) (-9.754,-2.977)      0.425564
7      1.54417  -7.76374   1.72662   1.32154 -14.01915 -20.77040       (-3.330,-0.059) (-5.692,-1.667) (-9.800,-2.989)      0.496491
8      1.54106  -7.75949   1.72195   1.31469 -14.00525 -20.75901       (-3.299,-0.036) (-5.722,-1.686) (-9.846,-3.001)      0.567418
9      1.53796  -7.75524   1.71729   1.30783 -13.99134 -20.74763       (-3.268,-0.012) (-5.751,-1.705) (-9.892,-3.013)      0.638345
10      1.53485  -7.75099   1.71262   1.30097 -13.97743 -20.73625       (-3.247,-0.011) (-9.927,-1.713) (-5.770,-3.014)      0.687606
11      1.53175  -7.74674   1.70795   1.29411 -13.96352 -20.72486       (-3.240,-0.035) (-9.949,-1.708) (-5.776,-3.002)      0.713829
12      1.52864  -7.74249   1.70328   1.28725 -13.94962 -20.71348       (-3.232,-0.058) (-9.972,-1.703) (-5.782,-2.991)      0.7409
13      1.52554  -7.73824   1.69861   1.28039 -13.93571 -20.70209       (-3.224,-0.082) (-9.994,-1.699) (-5.789,-2.979)      0.768728
14      1.52243  -7.73399   1.69394   1.27353 -13.92180 -20.69071       (-3.216,-0.105) (-10.017,-1.694) (-5.795,-2.967)      0.797234
15      1.51933  -7.72974   1.68927   1.26667 -13.90790 -20.67933       (-3.209,-0.129) (-10.040,-1.689) (-5.801,-2.956)      0.826348
16      1.51622  -7.72549   1.68460   1.25981 -13.89399 -20.66794       (-3.201,-0.152) (-10.062,-1.685) (-5.808,-2.944)      0.856008
17      1.51312  -7.72125   1.67993   1.25295 -13.88008 -20.65656       (-3.193,-0.176) (-10.085,-1.680) (-5.814,-2.933)      0.886159
18      1.51001  -7.71700   1.67526   1.24609 -13.86618 -20.64517       (-3.185,-0.199) (-10.107,-1.675) (-5.820,-2.921)      0.916753
19      1.50691  -7.71275   1.67059   1.23923 -13.85227 -20.63379       (-3.178,-0.223) (-10.130,-1.671) (-5.827,-2.910)      0.947747
20      1.50381  -7.70850   1.66592   1.23237 -13.83836 -20.62241       (-3.170,-0.246) (-10.152,-1.666) (-5.833,-2.898)      0.979102
21      1.50070  -7.70425   1.66125   1.22551 -13.82446 -20.61102       (-3.162,-0.269) (-10.175,-1.661) (-5.839,-2.887)      1.01079
22      1.49760  -7.70000   1.65659   1.21865 -13.81055 -20.59964       (-3.154,-0.293) (-10.197,-1.657) (-5.846,-2.875)      1.04277
23      1.49449  -7.69575   1.65192   1.21179 -13.79664 -20.58826       (-3.146,-0.316) (-10.220,-1.652) (-5.852,-2.864)      1.07502
24      1.49139  -7.69150   1.64725   1.20493 -13.78274 -20.57687       (-3.139,-0.340) (-10.242,-1.647) (-5.858,-2.852)      1.10752
25      1.48828  -7.68725   1.64258   1.19807 -13.76883 -20.56549       (-3.131,-0.363) (-10.265,-1.643) (-5.865,-2.841)      1.14025
26      1.48518  -7.68301   1.63791   1.19121 -13.75492 -20.55410       (-3.123,-0.387) (-10.288,-1.638) (-5.871,-2.829)      1.17319
27      1.48207  -7.67876   1.63324   1.18435 -13.74102 -20.54272       (-3.115,-0.410) (-10.310,-1.633) (-5.877,-2.818)      1.20631
28      1.47897  -7.67451   1.62857   1.17749 -13.72711 -20.53134       (-3.108,-0.434) (-10.333,-1.629) (-5.883,-2.806)      1.23962
29      1.47586  -7.67026   1.62390   1.17063 -13.71320 -20.51995       (-3.100,-0.457) (-10.355,-1.624) (-5.890,-2.795)      1.27308
30      1.47276  -7.66601   1.61923   1.16377 -13.69930 -20.50857       (-3.092,-0.481) (-10.378,-1.619) (-5.896,-2.783)      1.30669
31      1.46965  -7.66176   1.61456   1.15691 -13.68539 -20.49719       (-3.084,-0.504) (-10.400,-1.615) (-5.902,-2.771)      1.34044
32      1.46655  -7.65751   1.60989   1.15005 -13.67148 -20.48580       (-3.076,-0.528) (-10.423,-1.610) (-5.909,-2.760)      1.37432
