10PERCENT_2018-03-07.11_26_39.179_.txt     Output is probe cell, reduced cell, NCDist distance between
0     13.08844 -12.67203 -35.19115  -7.56366 -37.33322  -6.38529       (-4.818,-21.069) (-0.416,-6.811) (-22.996,-0.734)      5.83532
1     13.07492 -12.66417 -35.17894  -7.56290 -37.31694  -6.37963       (-4.832,-21.049) (-0.411,-6.850) (-23.010,-0.726)      5.84966
2     13.06140 -12.65631 -35.16673  -7.56215 -37.30065  -6.37398       (-4.845,-21.029) (-0.405,-6.888) (-23.024,-0.719)      5.86437
3     13.04788 -12.64844 -35.15452  -7.56140 -37.28437  -6.36832       (-4.859,-21.009) (-0.399,-6.927) (-23.038,-0.711)      5.87943
4     13.03436 -12.64058 -35.14232  -7.56064 -37.26809  -6.36266       (-4.872,-20.989) (-0.394,-6.965) (-23.052,-0.703)      5.89486
5     13.02084 -12.63272 -35.13011  -7.55989 -37.25181  -6.35701       (-4.886,-20.969) (-0.388,-7.004) (-23.067,-0.695)      5.91065
6     13.00733 -12.62486 -35.11790  -7.55914 -37.23553  -6.35135       (-4.899,-20.949) (-0.382,-7.042) (-23.081,-0.687)      5.92679
7     12.99381 -12.61700 -35.10569  -7.55839 -37.21925  -6.34569       (-4.913,-20.929) (-0.377,-7.080) (-23.095,-0.679)      5.94328
8     12.98029 -12.60914 -35.09349  -7.55763 -37.20297  -6.34004       (-4.926,-20.909) (-0.371,-7.119) (-23.109,-0.671)      5.96013
9     12.96677 -12.60127 -35.08128  -7.55688 -37.18669  -6.33438       (-4.940,-20.889) (-0.365,-7.157) (-23.123,-0.664)      5.97731
10     12.95325 -12.59341 -35.06907  -7.55613 -37.17041  -6.32872       (-4.953,-20.869) (-0.360,-7.196) (-23.138,-0.656)      5.99484
11     12.93973 -12.58555 -35.05686  -7.55537 -37.15413  -6.32307       (-4.967,-20.849) (-0.354,-7.234) (-23.152,-0.648)      6.01271
12     12.92622 -12.57769 -35.04465  -7.55462 -37.13784  -6.31741       (-4.980,-20.829) (-0.349,-7.272) (-23.166,-0.640)      6.03092
13     12.91270 -12.56983 -35.03245  -7.55387 -37.12156  -6.31175       (-4.994,-20.809) (-0.343,-7.311) (-23.180,-0.632)      6.04946
14     12.89918 -12.56197 -35.02024  -7.55312 -37.10528  -6.30610       (-5.007,-20.790) (-0.337,-7.349) (-23.194,-0.624)      6.06834
15     12.88566 -12.55410 -35.00803  -7.55236 -37.08900  -6.30044       (-5.021,-20.770) (-0.332,-7.388) (-23.209,-0.616)      6.08754
16     12.87214 -12.54624 -34.99582  -7.55161 -37.07272  -6.29478       (-5.035,-20.750) (-0.326,-7.426) (-23.223,-0.608)      6.10706
17     12.85862 -12.53838 -34.98362  -7.55086 -37.05644  -6.28913       (-5.048,-20.730) (-0.320,-7.465) (-23.237,-0.601)      6.12691
18     12.84511 -12.53052 -34.97141  -7.55010 -37.04016  -6.28347       (-5.062,-20.710) (-0.315,-7.503) (-23.251,-0.593)      6.14707
19     12.83159 -12.52266 -34.95920  -7.54935 -37.02388  -6.27781       (-5.075,-20.690) (-0.309,-7.541) (-23.265,-0.585)      6.16755
20     12.81807 -12.51480 -34.94699  -7.54860 -37.00760  -6.27216       (-5.089,-20.670) (-0.303,-7.580) (-23.280,-0.577)      6.18834
21     12.80455 -12.50693 -34.93478  -7.54785 -36.99132  -6.26650       (-5.102,-20.650) (-0.298,-7.618) (-23.294,-0.569)      6.20944
22     12.79103 -12.49907 -34.92258  -7.54709 -36.97503  -6.26084       (-5.116,-20.630) (-0.292,-7.657) (-23.308,-0.561)      6.23085
23     12.77751 -12.49121 -34.91037  -7.54634 -36.95875  -6.25519       (-5.129,-20.610) (-0.286,-7.695) (-23.322,-0.553)      6.25256
24     12.76400 -12.48335 -34.89816  -7.54559 -36.94247  -6.24953       (-5.143,-20.590) (-0.281,-7.733) (-23.337,-0.546)      6.27457
25     12.75048 -12.47549 -34.88595  -7.54483 -36.92619  -6.24387       (-5.156,-20.570) (-0.275,-7.772) (-23.351,-0.538)      6.29688
26     12.73696 -12.46763 -34.87375  -7.54408 -36.90991  -6.23822       (-5.170,-20.550) (-0.269,-7.810) (-23.365,-0.530)      6.31947
27     12.72344 -12.45976 -34.86154  -7.54333 -36.89363  -6.23256       (-5.183,-20.530) (-0.264,-7.849) (-23.379,-0.522)      6.34236
28     12.70992 -12.45190 -34.84933  -7.54257 -36.87735  -6.22690       (-5.197,-20.511) (-0.258,-7.887) (-23.393,-0.514)      6.36554
29     12.69640 -12.44404 -34.83712  -7.54182 -36.86107  -6.22125       (-5.210,-20.491) (-0.252,-7.925) (-23.408,-0.506)      6.389
30     12.68289 -12.43618 -34.82491  -7.54107 -36.84479  -6.21559       (-5.224,-20.471) (-0.247,-7.964) (-23.422,-0.498)      6.41274
31     12.66937 -12.42832 -34.81271  -7.54032 -36.82851  -6.20993       (-5.237,-20.451) (-0.241,-8.002) (-23.436,-0.491)      6.43676
32     12.65585 -12.42046 -34.80050  -7.53956 -36.81222  -6.20428       (-5.251,-20.431) (-0.235,-8.041) (-23.450,-0.483)      6.46105
33     12.64233 -12.41259 -34.78829  -7.53881 -36.79594  -6.19862       (-5.264,-20.411) (-0.230,-8.079) (-23.464,-0.475)      6.48562
34     12.62881 -12.40473 -34.77608  -7.53806 -36.77966  -6.19296       (-5.278,-20.391) (-0.224,-8.118) (-23.479,-0.467)      6.51045
35     12.61529 -12.39687 -34.76387  -7.53730 -36.76338  -6.18731       (-5.291,-20.371) (-0.218,-8.156) (-23.493,-0.459)      6.53555
36     12.60178 -12.38901 -34.75167  -7.53655 -36.74710  -6.18165       (-5.305,-20.351) (-0.213,-8.194) (-23.507,-0.451)      6.56091
37     12.58826 -12.38115 -34.73946  -7.53580 -36.73082  -6.17599       (-5.318,-20.331) (-0.207,-8.233) (-23.521,-0.443)      6.58653
38     12.57474 -12.37329 -34.72725  -7.53505 -36.71454  -6.17034       (-5.332,-20.311) (-0.201,-8.271) (-23.535,-0.436)      6.61241
39     12.56122 -12.36542 -34.71504  -7.53429 -36.69826  -6.16468       (-5.345,-20.291) (-0.196,-8.310) (-23.550,-0.428)      6.63854
40     12.54770 -12.35756 -34.70284  -7.53354 -36.68198  -6.15902       (-5.359,-20.271) (-0.190,-8.348) (-23.564,-0.420)      6.66492
41     12.53418 -12.34970 -34.69063  -7.53279 -36.66570  -6.15337       (-5.372,-20.251) (-0.184,-8.386) (-23.578,-0.412)      6.69155
42     12.52067 -12.34184 -34.67842  -7.53203 -36.64941  -6.14771       (-5.386,-20.232) (-0.179,-8.425) (-23.592,-0.404)      6.71842
43     12.50715 -12.33398 -34.66621  -7.53128 -36.63313  -6.14205       (-5.400,-20.212) (-0.173,-8.463) (-23.606,-0.396)      6.74553
44     12.49363 -12.32612 -34.65400  -7.53053 -36.61685  -6.13640       (-5.413,-20.192) (-0.168,-8.502) (-23.621,-0.388)      6.77288
45     12.48011 -12.31825 -34.64180  -7.52978 -36.60057  -6.13074       (-5.427,-20.172) (-0.162,-8.540) (-23.635,-0.380)      6.80047
46     12.46659 -12.31039 -34.62959  -7.52902 -36.58429  -6.12508       (-5.440,-20.152) (-0.156,-8.579) (-23.649,-0.373)      6.82829
47     12.45307 -12.30253 -34.61738  -7.52827 -36.56801  -6.11943       (-5.454,-20.132) (-0.151,-8.617) (-23.663,-0.365)      6.85634
48     12.43956 -12.29467 -34.60517  -7.52752 -36.55173  -6.11377       (-5.467,-20.112) (-0.145,-8.655) (-23.678,-0.357)      6.88462
49     12.42604 -12.28681 -34.59297  -7.52676 -36.53545  -6.10811       (-5.481,-20.092) (-0.139,-8.694) (-23.692,-0.349)      6.91312
50     12.41252 -12.27895 -34.58076  -7.52601 -36.51917  -6.10246       (-5.494,-20.072) (-0.134,-8.732) (-23.706,-0.341)      6.94185
51     12.39900 -12.27108 -34.56855  -7.52526 -36.50289  -6.09680       (-5.508,-20.052) (-0.128,-8.771) (-23.720,-0.333)      6.97079
52     12.38548 -12.26322 -34.55634  -7.52450 -36.48660  -6.09114       (-5.521,-20.032) (-0.122,-8.809) (-23.734,-0.325)      6.99995
53     12.37196 -12.25536 -34.54413  -7.52375 -36.47032  -6.08549       (-5.535,-20.012) (-0.117,-8.847) (-23.749,-0.318)      7.02932
54     12.35844 -12.24750 -34.53193  -7.52300 -36.45404  -6.07983       (-5.548,-19.992) (-0.111,-8.886) (-23.763,-0.310)      7.05891
55     12.34493 -12.23964 -34.51972  -7.52225 -36.43776  -6.07417       (-5.562,-19.972) (-0.105,-8.924) (-23.777,-0.302)      7.0887
56     12.33141 -12.23178 -34.50751  -7.52149 -36.42148  -6.06852       (-5.575,-19.953) (-0.100,-8.963) (-23.791,-0.294)      7.1187
57     12.31789 -12.22391 -34.49530  -7.52074 -36.40520  -6.06286       (-5.589,-19.933) (-0.094,-9.001) (-23.805,-0.286)      7.1489
58     12.30437 -12.21605 -34.48310  -7.51999 -36.38892  -6.05720       (-5.602,-19.913) (-0.088,-9.040) (-23.820,-0.278)      7.1793
59     12.29085 -12.20819 -34.47089  -7.51923 -36.37264  -6.05155       (-5.616,-19.893) (-0.083,-9.078) (-23.834,-0.270)      7.2099
60     12.27733 -12.20033 -34.45868  -7.51848 -36.35636  -6.04589       (-5.629,-19.873) (-0.077,-9.116) (-23.848,-0.263)      7.24069
61     12.26382 -12.19247 -34.44647  -7.51773 -36.34008  -6.04023       (-5.643,-19.853) (-0.071,-9.155) (-23.862,-0.255)      7.27168
