Fol_2018-04-30.17_38_25.1_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -9.28805  10.20488 -18.83527  -8.39578 -29.46675 -41.05460       (-5.012,-0.917) (-10.205,-34.220) (-29.016,-1.809)      9.53674e-07
1     -9.53989  10.05118 -18.66328  -8.41405 -29.17837 -40.93300       (-5.338,-0.511) (-10.051,-34.933) (-29.859,-1.637)      1.24219
2     -9.79172   9.89747 -18.49130  -8.43233 -28.88998 -40.81140       (-5.664,-0.106) (-9.897,-35.646) (-30.702,-1.465)      0
3    -10.04356   9.74376 -18.31932  -8.45060 -28.60160 -40.68980       (-6.289,-0.300) (-31.246,-36.059) (-9.444,-0.993)      0
4    -10.29539   9.59005 -18.14734  -8.46887 -28.31322 -40.56820       (-7.020,-0.705) (-31.683,-36.366) (-8.885,-0.416)      0
5    -10.54723   9.43635 -17.97536  -8.48715 -28.02483 -40.44659       (-31.959,-0.949) (-7.590,-36.512) (-8.487,-0.162)      0
6    -10.79906   9.28264 -17.80338  -8.50542 -27.73645 -40.32499       (-31.820,-0.777) (-7.744,-36.242) (-8.505,-0.739)      0
7    -11.05090   9.12893 -17.63140  -8.52370 -27.44807 -40.20339       (-31.680,-0.605) (-7.897,-35.972) (-8.524,-1.317)      0
8    -11.30273   8.97522 -17.45941  -8.54197 -27.15969 -40.08179       (-31.540,-0.433) (-8.051,-35.702) (-8.542,-1.894)      0
9    -11.55457   8.82152 -17.28743  -8.56024 -26.87130 -39.96019       (-31.400,-0.261) (-8.205,-35.432) (-8.560,-2.472)      0
10    -11.80640   8.66781 -17.11545  -8.57852 -26.58292 -39.83859       (-31.260,-0.089) (-8.358,-35.161) (-8.579,-3.049)      0
11    -12.05824   8.51410 -16.94347  -8.59679 -26.29454 -39.71698       (-31.203,-0.083) (-8.514,-34.809) (-8.429,-3.544)      0
12    -12.31007   8.36039 -16.77149  -8.61507 -26.00615 -39.59538       (-31.235,-0.255) (-8.360,-34.367) (-8.411,-3.950)      0
13    -12.56191   8.20668 -16.59951  -8.63334 -25.71777 -39.47378       (-31.267,-0.427) (-8.207,-33.924) (-8.393,-4.355)      0
14    -12.81375   8.05298 -16.42753  -8.65161 -25.42939 -39.35218       (-31.299,-0.599) (-8.053,-33.482) (-8.375,-4.761)      0
15    -13.06558   7.89927 -16.25554  -8.66989 -25.14100 -39.23058       (-31.331,-0.771) (-7.899,-33.040) (-8.356,-5.166)      0
16    -13.31742   7.74556 -16.08356  -8.68816 -24.85262 -39.10898       (-31.363,-0.943) (-7.746,-32.598) (-8.338,-5.572)      0
17    -13.56925   7.59185 -15.91158  -8.70643 -24.56424 -38.98738       (-31.396,-1.115) (-7.592,-32.156) (-8.320,-5.977)      0
18    -13.82109   7.43815 -15.73960  -8.72471 -24.27586 -38.86577       (-31.428,-1.287) (-7.438,-31.714) (-8.301,-6.383)      0
19    -14.07292   7.28444 -15.56762  -8.74298 -23.98747 -38.74417       (-31.460,-1.459) (-7.284,-31.272) (-8.283,-6.788)      0
20    -14.32476   7.13073 -15.39564  -8.76126 -23.69909 -38.62257       (-31.492,-1.631) (-7.131,-30.830) (-8.265,-7.194)      0
21    -14.57659   6.97702 -15.22366  -8.77953 -23.41071 -38.50097       (-31.524,-1.803) (-6.977,-30.388) (-8.247,-7.600)      0
22    -14.82843   6.82332 -15.05167  -8.79780 -23.12232 -38.37937       (-31.556,-1.974) (-6.823,-29.946) (-8.228,-8.005)      0
23    -15.08026   6.66961 -14.87969  -8.81608 -22.83394 -38.25777       (-31.588,-2.146) (-6.670,-29.504) (-8.210,-8.411)      0
24    -15.33210   6.51590 -14.70771  -8.83435 -22.54556 -38.13616       (-31.620,-2.318) (-6.516,-29.061) (-8.192,-8.816)      0
25    -15.58393   6.36219 -14.53573  -8.85262 -22.25717 -38.01456       (-31.652,-2.490) (-6.362,-28.619) (-8.174,-9.222)      0
26    -15.83577   6.20849 -14.36375  -8.87090 -21.96879 -37.89296       (-31.684,-2.662) (-6.208,-28.177) (-8.155,-9.627)      0
27    -16.08761   6.05478 -14.19177  -8.88917 -21.68041 -37.77136       (-31.717,-2.834) (-6.055,-27.735) (-8.137,-10.033)      0
28    -16.33944   5.90107 -14.01979  -8.90745 -21.39203 -37.64976       (-31.749,-3.006) (-5.901,-27.293) (-8.119,-10.438)      0
29    -16.59128   5.74736 -13.84780  -8.92572 -21.10364 -37.52816       (-31.781,-3.178) (-5.747,-26.851) (-8.100,-10.844)      0
30    -16.84311   5.59365 -13.67582  -8.94399 -20.81526 -37.40656       (-31.813,-3.350) (-5.594,-26.409) (-8.082,-11.249)      0
31    -17.09495   5.43995 -13.50384  -8.96227 -20.52688 -37.28495       (-31.845,-3.522) (-5.440,-25.967) (-8.064,-11.655)      0
32    -17.34678   5.28624 -13.33186  -8.98054 -20.23849 -37.16335       (-31.877,-3.694) (-5.286,-25.525) (-8.046,-12.061)      0
33    -17.59862   5.13253 -13.15988  -8.99881 -19.95011 -37.04175       (-31.909,-3.866) (-5.133,-25.083) (-8.027,-12.466)      0
34    -17.85045   4.97882 -12.98790  -9.01709 -19.66173 -36.92015       (-31.941,-4.038) (-4.979,-24.641) (-8.009,-12.872)      0
35    -18.10229   4.82512 -12.81592  -9.03536 -19.37335 -36.79855       (-31.973,-4.210) (-4.825,-24.198) (-7.991,-13.277)      0
36    -18.35412   4.67141 -12.64393  -9.05364 -19.08496 -36.67695       (-32.006,-4.382) (-4.671,-23.756) (-7.973,-13.683)      0
37    -18.60596   4.51770 -12.47195  -9.07191 -18.79658 -36.55534       (-32.038,-4.554) (-4.518,-23.314) (-7.954,-14.088)      0
38    -18.85780   4.36399 -12.29997  -9.09018 -18.50820 -36.43374       (-32.070,-4.726) (-4.364,-22.872) (-7.936,-14.494)      0
39    -19.10963   4.21029 -12.12799  -9.10846 -18.21981 -36.31214       (-32.102,-4.898) (-4.210,-22.430) (-7.918,-14.899)      0
40    -19.36147   4.05658 -11.95601  -9.12673 -17.93143 -36.19054       (-32.134,-5.070) (-4.057,-21.988) (-7.899,-15.305)      0
41    -19.61330   3.90287 -11.78403  -9.14500 -17.64305 -36.06894       (-32.166,-5.242) (-3.903,-21.546) (-7.881,-15.710)      0
42    -19.86514   3.74916 -11.61205  -9.16328 -17.35466 -35.94734       (-32.198,-5.414) (-3.749,-21.104) (-7.863,-16.116)      0
43    -20.11697   3.59546 -11.44006  -9.18155 -17.06628 -35.82574       (-32.230,-5.586) (-3.595,-20.662) (-7.845,-16.522)      0
44    -20.36881   3.44175 -11.26808  -9.19983 -16.77790 -35.70413       (-32.262,-5.758) (-3.442,-20.220) (-7.826,-16.927)      0
